date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2024-03-01,2.990000009536743,2.990000009536743,2.990000009536743,2.990000009536743,0,0.0,0.0,0.0
2024-03-04,2.990000009536743,2.990000009536743,2.990000009536743,2.990000009536743,0,0.0,0.0,0.0
2024-03-05,2.921999931335449,2.921999931335449,2.921999931335449,2.921999931335449,0,0.0,0.0,0.0
2024-03-06,2.9719998836517334,2.9820001125335693,2.9619998931884766,2.9619998931884766,63800,0.0,0.0,0.0
2024-03-07,2.930000066757202,2.930000066757202,2.930000066757202,2.930000066757202,0,0.0,0.0,0.0
2024-03-08,2.947999954223633,2.947999954223633,2.947999954223633,2.947999954223633,0,0.0,0.0,0.0
2024-03-11,2.98799991607666,2.98799991607666,2.98799991607666,2.98799991607666,0,0.0,0.0,0.0
2024-03-12,3.0759999752044678,3.0759999752044678,3.0759999752044678,3.0759999752044678,0,0.0,0.0,0.0
2024-03-13,3.0759999752044678,3.0759999752044678,3.0759999752044678,3.0759999752044678,0,0.0,0.0,0.0
2024-03-14,3.072000026702881,3.072000026702881,3.072000026702881,3.072000026702881,0,0.0,0.0,0.0
2024-03-15,3.0439999103546143,3.0439999103546143,3.0439999103546143,3.0439999103546143,0,0.0,0.0,0.0
2024-03-18,3.059999942779541,3.059999942779541,3.059999942779541,3.059999942779541,0,0.0,0.0,0.0
2024-03-19,3.0360000133514404,3.0360000133514404,3.0360000133514404,3.0360000133514404,0,0.0,0.0,0.0
2024-03-20,3.0360000133514404,3.0360000133514404,3.0360000133514404,3.0360000133514404,0,0.0,0.0,0.0
2024-03-21,3.0739998817443848,3.0739998817443848,3.0739998817443848,3.0739998817443848,0,0.0,0.0,0.0
2024-03-22,3.007999897003174,3.007999897003174,3.007999897003174,3.007999897003174,0,0.0,0.0,0.0
2024-03-25,3.0,3.0,3.0,3.0,0,0.0,0.0,0.0
2024-03-26,3.01200008392334,3.01200008392334,3.01200008392334,3.01200008392334,0,0.0,0.0,0.0
2024-03-27,2.9860000610351562,2.9860000610351562,2.9860000610351562,2.9860000610351562,0,0.0,0.0,0.0
2024-03-28,3.007999897003174,3.007999897003174,3.007999897003174,3.007999897003174,0,0.0,0.0,0.0
2024-04-02,3.0739998817443848,3.0739998817443848,3.068000078201294,3.068000078201294,31100,0.0,0.0,0.0
2024-04-03,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.0399999618530273,21400,0.0,0.0,0.0
2024-04-05,3.0339999198913574,3.0339999198913574,3.0339999198913574,3.0339999198913574,0,0.0,0.0,0.0
2024-04-08,3.0339999198913574,3.0339999198913574,3.0339999198913574,3.0339999198913574,0,0.0,0.0,0.0
2024-04-09,3.0380001068115234,3.0380001068115234,3.0380001068115234,3.0380001068115234,0,0.0,0.0,0.0
2024-04-10,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0,0.0,0.0,0.0
2024-04-11,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,0,0.0,0.0,0.0
2024-04-12,3.0460000038146973,3.0460000038146973,3.0460000038146973,3.0460000038146973,0,0.0,0.0,0.0
2024-04-15,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,0,0.0,0.0,0.0
2024-04-16,2.9679999351501465,2.9679999351501465,2.9679999351501465,2.9679999351501465,0,0.0,0.0,0.0
2024-04-17,2.9700000286102295,2.9700000286102295,2.9700000286102295,2.9700000286102295,0,0.0,0.0,0.0
2024-04-18,2.996000051498413,2.996000051498413,2.996000051498413,2.996000051498413,0,0.0,0.0,0.0
2024-04-19,2.9739999771118164,2.9739999771118164,2.9739999771118164,2.9739999771118164,0,0.0,0.0,0.0
2024-04-22,3.002000093460083,3.002000093460083,3.002000093460083,3.002000093460083,0,0.0,0.0,0.0
2024-04-23,3.062000036239624,3.062000036239624,3.062000036239624,3.062000036239624,0,0.0,0.0,0.0
2024-04-24,3.128000020980835,3.128000020980835,3.128000020980835,3.128000020980835,0,0.0,0.0,0.0
2024-04-25,3.130000114440918,3.130000114440918,3.130000114440918,3.130000114440918,0,0.0,0.0,0.0
2024-04-26,3.2139999866485596,3.2139999866485596,3.2139999866485596,3.2139999866485596,0,0.0,0.0,0.0
2024-04-29,3.2200000286102295,3.2200000286102295,3.2200000286102295,3.2200000286102295,0,0.0,0.0,0.0
2024-04-30,3.2200000286102295,3.2200000286102295,3.2200000286102295,3.2200000286102295,0,0.0,0.0,0.0
2024-05-02,3.2839999198913574,3.2839999198913574,3.2839999198913574,3.2839999198913574,0,0.0,0.0,0.0
2024-05-03,3.3540000915527344,3.3540000915527344,3.3540000915527344,3.3540000915527344,0,0.0,0.0,0.0
2024-05-06,3.364000082015991,3.364000082015991,3.364000082015991,3.364000082015991,0,0.0,0.0,0.0
2024-05-07,3.3519999980926514,3.3519999980926514,3.3519999980926514,3.3519999980926514,0,0.0,0.0,0.0
2024-05-08,3.315999984741211,3.315999984741211,3.315999984741211,3.315999984741211,0,0.0,0.0,0.0
2024-05-09,3.361999988555908,3.361999988555908,3.361999988555908,3.361999988555908,0,0.0,0.0,0.0
2024-05-10,3.4079999923706055,3.4079999923706055,3.4079999923706055,3.4079999923706055,0,0.0,0.0,0.0
2024-05-13,3.441999912261963,3.441999912261963,3.441999912261963,3.441999912261963,0,0.0,0.0,0.0
2024-05-14,3.447999954223633,3.447999954223633,3.447999954223633,3.447999954223633,0,0.0,0.0,0.0
2024-05-16,3.4820001125335693,3.497999906539917,3.497999906539917,3.497999906539917,19500,0.0,0.0,0.0
2024-05-17,3.5480000972747803,3.5480000972747803,3.5480000972747803,3.5480000972747803,0,0.0,0.0,0.0
2024-05-20,3.555999994277954,3.555999994277954,3.555999994277954,3.555999994277954,0,0.0,0.0,0.0
2024-05-21,3.497999906539917,3.497999906539917,3.497999906539917,3.497999906539917,0,0.0,0.0,0.0
2024-05-22,3.496000051498413,3.496000051498413,3.496000051498413,3.496000051498413,0,0.0,0.0,0.0
2024-05-23,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,0,0.0,0.0,0.0
2024-05-24,3.384000062942505,3.384000062942505,3.384000062942505,3.384000062942505,0,0.0,0.0,0.0
2024-05-27,3.4159998893737793,3.4159998893737793,3.4159998893737793,3.4159998893737793,0,0.0,0.0,0.0
2024-05-28,3.4260001182556152,3.4260001182556152,3.4260001182556152,3.4260001182556152,11700,0.0,0.0,0.0
2024-05-29,3.364000082015991,3.364000082015991,3.364000082015991,3.364000082015991,0,0.0,0.0,0.0
2024-05-30,3.328000068664551,3.328000068664551,3.328000068664551,3.328000068664551,0,0.0,0.0,0.0
2024-05-31,3.2939999103546143,3.2939999103546143,3.2939999103546143,3.2939999103546143,0,0.0,0.0,0.0
2024-06-03,3.3359999656677246,3.3359999656677246,3.3359999656677246,3.3359999656677246,0,0.0,0.0,0.0
2024-06-04,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,0.0,0.0,0.0
2024-06-05,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,0.0,0.0,0.0
2024-06-06,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,0.0,0.0,0.0
2024-06-07,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,0,0.0,0.0,0.0
2024-06-11,3.322000026702881,3.322000026702881,3.322000026702881,3.322000026702881,0,0.0,0.0,0.0
2024-06-12,3.2860000133514404,3.2860000133514404,3.2860000133514404,3.2860000133514404,0,0.0,0.0,0.0
2024-06-13,3.312000036239624,3.322000026702881,3.312000036239624,3.322000026702881,40000,0.0,0.0,0.0
