date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-02-26,4016.4155857040587,4016.4155857040587,3997.451396805357,4008.4306640625,305,0.0,0.0,0.0
2025-02-27,4010.4268653072527,4014.419326098997,3990.4645613485304,4012.423095703125,239,0.0,0.0,0.0
2025-02-28,3992.4612182366527,3992.4612182366527,3874.6836122986715,3888.6572265625,280,0.0,0.0,0.0
2025-03-03,3940.559032870458,3961.5194532580667,3940.559032870458,3955.53076171875,241,0.0,0.0,0.0
2025-03-04,3942.5549565529336,3942.5549565529336,3863.703857421875,3863.703857421875,3116,0.0,0.0,0.0
2025-03-05,3862.7061419569277,3878.675986471478,3858.71368082829,3875.681640625,256,0.0,0.0,0.0
2025-03-06,3885.662724880922,3889.6551859391093,3884.664609616375,3876.6796875,20,0.0,0.0,0.0
2025-03-07,3810.8041898656847,3812.800420452309,3796.8305757593153,3803.8173828125,1297,0.0,0.0,0.0
2025-03-10,3796.8304884972354,3803.8172953898434,3790.841796875,3790.841796875,1435,0.0,0.0,0.0
2025-03-11,3630.1454258353706,3675.0606153219233,3629.1473105134473,3674.0625,1140,0.0,0.0,0.0
2025-03-12,3674.0623926949197,3678.054853866009,3660.088778596107,3672.066162109375,2384,0.0,0.0,0.0
2025-03-13,3702.0095816561393,3707.998273349301,3663.083085650588,3669.07177734375,224,0.0,0.0,0.0
2025-03-14,3664.0809472230385,3676.0583297800194,3662.084716796875,3662.084716796875,124,0.0,0.0,0.0
2025-03-17,3706.0017673672614,3706.0017673672614,3692.028154455023,3698.016845703125,67,0.0,0.0,0.0
2025-03-18,3733.948867067356,3733.948867067356,3723.9677153243265,3731.95263671875,28,0.0,0.0,0.0
2025-03-19,3731.9528415160403,3731.9528415160403,3683.045195291305,3679.052734375,954,0.0,0.0,0.0
2025-03-20,3745.926621015729,3755.9077737495836,3743.930390468958,3747.9228515625,372,0.0,0.0,0.0
2025-03-21,3727.9601847385406,3728.9582999151776,3712.988457088988,3713.986572265625,74,0.0,0.0,0.0
2025-03-24,3757.628483547185,3761.6217125413905,3756.630176298634,3768.60986328125,1514,0.71571,0.0,0.0
2025-03-25,3807.5439941278128,3808.542301415209,3799.557535828646,3804.549072265625,2364,0.0,0.0,0.0
2025-03-26,3836.494710010809,3836.494710010809,3826.511637645441,3831.503173828125,369,0.0,0.0,0.0
2025-03-27,3834.498091317287,3834.498091317287,3756.630126953125,3756.630126953125,183,0.0,0.0,0.0
2025-03-28,3740.657372732109,3742.6539872892117,3728.6776853894917,3716.697998046875,134,0.0,0.0,0.0
2025-03-31,3637.831606539993,3637.831606539993,3593.906087690443,3603.88916015625,866,0.0,0.0,0.0
2025-04-01,3601.8925630968333,3645.8180821589895,3601.8925630968333,3632.840087890625,141,0.0,0.0,0.0
2025-04-02,3669.777473674346,3669.777473674346,3660.792708368832,3661.791015625,140,0.0,0.0,0.0
2025-04-03,3568.9485677083335,3586.9180989583333,3566.951953125,3578.931640625,316,0.0,0.0,0.0
2025-04-07,3563.9568641201763,3563.9568641201763,3092.7558445502254,3123.703369140625,1613,0.0,0.0,0.0
2025-04-08,3139.6765544590917,3348.3227865360236,3139.6765544590917,3346.326171875,1059,0.0,0.0,0.0
2025-04-09,3369.2871938852163,3369.2871938852163,3134.6849744591345,3244.498779296875,1268,0.0,0.0,0.0
2025-04-10,3580.928386885044,3583.923308870172,3539.997786421624,3540.99609375,1745,0.0,0.0,0.0
2025-04-11,3434.1767939814818,3506.05491292528,3422.1971074908483,3477.10400390625,72,0.0,0.0,0.0
2025-04-14,3593.9064459657193,3593.9064459657193,3556.96907415996,3581.9267578125,539,0.0,0.0,0.0
2025-04-15,3581.926693658759,3581.926693658759,3535.0062492323486,3555.970703125,28,0.0,0.0,0.0
2025-04-16,3498.068848499568,3499.0671558193453,3468.11962890625,3468.11962890625,452,0.0,0.0,0.0
2025-04-17,3460.1328468781303,3491.080370898102,3459.13453965168,3488.08544921875,42,0.0,0.0,0.0
2025-04-22,3488.085593330035,3489.083900597731,3369.287028474204,3389.253173828125,571,0.0,0.0,0.0
2025-04-23,3499.066814536237,3519.032958984375,3492.0786639793882,3519.032958984375,111,0.0,0.0,0.0
2025-04-24,3606.884060291175,3606.884060291175,3503.0601072686777,3500.065185546875,439,0.0,0.0,0.0
2025-04-25,3634.8368652209756,3643.8216308861743,3625.852099555777,3637.831787109375,1231,0.0,0.0,0.0
