date,open,high,low,close,volume,dividends,stock_splits
2024-03-01,0.7335289716720581,0.785306990146637,0.6903799772262573,0.7766770124435425,23986,0.0,0.0
2024-03-04,0.7766770124435425,0.785306990146637,0.7076389789581299,0.7076389789581299,90911,0.0,0.0
2024-03-05,0.6990100145339966,0.7248989939689636,0.6731200218200684,0.6731200218200684,124916,0.0,0.0
2024-03-06,0.6644909977912903,0.7507879734039307,0.629971981048584,0.6903799772262573,113851,0.0,0.0
2024-03-07,0.6990100145339966,0.6990100145339966,0.6472309827804565,0.6731200218200684,3592,0.0,0.0
2024-03-08,0.6817499995231628,0.7766770124435425,0.6817499995231628,0.6990100145339966,147194,0.0,0.0
2024-03-11,0.6817499995231628,0.7076389789581299,0.6472309827804565,0.6817499995231628,189691,0.0,0.0
2024-03-12,0.6903799772262573,0.7594180107116699,0.6903799772262573,0.7421579957008362,108809,0.0,0.0
2024-03-13,0.7335289716720581,0.7594180107116699,0.6990100145339966,0.6990100145339966,56990,0.0,0.0
2024-03-14,0.7076389789581299,0.7162690162658691,0.6731200218200684,0.7162690162658691,29443,0.0,0.0
2024-03-15,0.7076389789581299,0.7076389789581299,0.6040819883346558,0.6040819883346558,671870,0.0,0.0
2024-03-18,0.612712025642395,0.6558610200881958,0.612712025642395,0.6472309827804565,186114,0.0,0.0
2024-03-19,0.6472309827804565,0.6472309827804565,0.629971981048584,0.6386010050773621,75668,0.0,0.0
2024-03-20,0.6644909977912903,0.6903799772262573,0.6213420033454895,0.6731200218200684,133924,0.0,0.0
2024-03-21,0.6558610200881958,0.6731200218200684,0.629971981048584,0.6558610200881958,40551,0.0,0.0
2024-03-22,0.6558610200881958,0.6903799772262573,0.612712025642395,0.6558610200881958,29287,0.0,0.0
2024-03-25,0.612712025642395,0.6386010050773621,0.6040819883346558,0.6040819883346558,221674,0.0,0.0
2024-03-26,0.6040819883346558,0.6213420033454895,0.5868229866027832,0.5954530239105225,438089,0.0,0.0
2024-03-27,0.5781930088996887,0.5781930088996887,0.5523040294647217,0.5523040294647217,122714,0.0,0.0
2024-03-28,0.5609340071678162,0.6386010050773621,0.5609340071678162,0.5954530239105225,5278,0.0,0.0
2024-04-02,0.5868229866027832,0.5868229866027832,0.5177850127220154,0.5609340071678162,250291,0.0,0.0
2024-04-03,0.5264139771461487,0.5695629715919495,0.5264139771461487,0.5609340071678162,180005,0.0,0.0
2024-04-05,0.5781930088996887,0.5781930088996887,0.49189499020576477,0.5091549754142761,926876,0.0,0.0
2024-04-08,0.4832659959793091,0.5436739921569824,0.4746359884738922,0.49189499020576477,162692,0.0,0.0
2024-04-09,0.49189499020576477,0.5177850127220154,0.46600601077079773,0.5177850127220154,170920,0.0,0.0
2024-04-10,0.49189499020576477,0.5005249977111816,0.4746359884738922,0.4832659959793091,44512,0.0,0.0
2024-04-11,0.45737600326538086,0.5177850127220154,0.45737600326538086,0.5177850127220154,68980,0.0,0.0
2024-04-12,0.5177850127220154,0.5264139771461487,0.5005249977111816,0.5177850127220154,14654,0.0,0.0
2024-04-15,0.4746359884738922,0.5091549754142761,0.4746359884738922,0.5091549754142761,21987,0.0,0.0
2024-04-16,0.5005249977111816,0.5091549754142761,0.45737600326538086,0.49189499020576477,17497,0.0,0.0
2024-04-17,0.6903799772262573,0.6903799772262573,0.4401170015335083,0.46600601077079773,50962,0.0,0.0
2024-04-18,0.45737600326538086,0.5005249977111816,0.44874700903892517,0.44874700903892517,24797,0.0,0.0
2024-04-19,0.45737600326538086,0.5350440144538879,0.45737600326538086,0.46600601077079773,3350,0.0,0.0
2024-04-22,0.44874700903892517,0.5091549754142761,0.44874700903892517,0.44874700903892517,16534,0.0,0.0
2024-04-23,0.44874700903892517,0.49189499020576477,0.44874700903892517,0.49189499020576477,18276,0.0,0.0
2024-04-24,0.49189499020576477,0.5091549754142761,0.4832659959793091,0.4832659959793091,34731,0.0,0.0
2024-04-25,0.5177850127220154,0.5436739921569824,0.49189499020576477,0.5436739921569824,149045,0.0,0.0
2024-04-26,0.5005249977111816,0.5523040294647217,0.5005249977111816,0.5523040294647217,99191,0.0,0.0
2024-04-29,0.5350440144538879,0.6817499995231628,0.5350440144538879,0.5695629715919495,845258,0.0,0.0
2024-04-30,0.5868229866027832,0.6386010050773621,0.5868229866027832,0.6213420033454895,209643,0.0,0.0
2024-05-02,0.6040819883346558,0.6472309827804565,0.5868229866027832,0.6472309827804565,245457,0.0,0.0
2024-05-03,0.6472309827804565,0.6558610200881958,0.6040819883346558,0.6472309827804565,677480,0.0,0.0
2024-05-06,0.6472309827804565,0.6472309827804565,0.5695629715919495,0.5868229866027832,1337349,0.0,0.0
2024-05-07,0.5868229866027832,0.6903799772262573,0.5868229866027832,0.612712025642395,199426,0.0,0.0
2024-05-08,0.6472309827804565,0.6472309827804565,0.5954530239105225,0.5954530239105225,59329,0.0,0.0
2024-05-09,0.5954530239105225,0.6558610200881958,0.5954530239105225,0.629971981048584,357928,0.0,0.0
2024-05-10,0.6472309827804565,0.7766770124435425,0.6472309827804565,0.7076389789581299,882323,0.0,0.0
2024-05-13,0.7248989939689636,0.7939370274543762,0.7162690162658691,0.7680479884147644,1710014,0.0,0.0
2024-05-14,0.7594180107116699,0.8198260068893433,0.7421579957008362,0.7594180107116699,1130647,0.0,0.0
2024-05-16,0.8111960291862488,1.0873479843139648,0.7766770124435425,0.8802340030670166,2485974,0.0,0.0
2024-05-17,0.9492719769477844,1.1650160551071167,0.8974940180778503,1.1304969787597656,2586412,0.0,0.0
2024-05-20,1.2858330011367798,1.3117220401763916,1.113237977027893,1.1822760105133057,2023239,0.0,0.0
2024-05-21,1.1995350122451782,1.1995350122451782,1.061458945274353,1.1218680143356323,526953,0.0,0.0
2024-05-22,1.1563869714736938,1.2167949676513672,1.061458945274353,1.061458945274353,868605,0.0,0.0
2024-05-23,1.0787190198898315,1.0873479843139648,0.9492719769477844,0.9665319919586182,902343,0.0,0.0
2024-05-24,0.9579020142555237,1.0269399881362915,0.9233829975128174,0.9320129752159119,168789,0.0,0.0
2024-05-27,0.9492719769477844,1.061458945274353,0.8974940180778503,1.009680986404419,494490,0.0,0.0
2024-05-28,1.061458945274353,1.1218680143356323,0.9751620292663574,1.0010509490966797,471508,0.0,0.0
2024-05-29,1.061458945274353,1.113237977027893,0.9492719769477844,1.0355700254440308,170572,0.0,0.0
2024-05-30,1.0528290271759033,1.0528290271759033,0.9665319919586182,1.0269399881362915,73869,0.0,0.0
2024-05-31,1.0528290271759033,1.0528290271759033,0.9837909936904907,0.9924209713935852,187490,0.0,0.0
2024-06-03,1.0528290271759033,1.0700889825820923,0.9147530198097229,0.9320129752159119,159027,0.0,0.0
2024-06-04,0.9665319919586182,1.0528290271759033,0.8802340030670166,1.0010509490966797,354441,0.0,0.0
2024-06-05,1.0528290271759033,1.1046080589294434,0.9751620292663574,0.9751620292663574,49028,0.0,0.0
2024-06-06,1.0355700254440308,1.0355700254440308,0.9320129752159119,0.9665319919586182,99943,0.0,0.0
2024-06-07,1.0183099508285522,1.0183099508285522,0.8974940180778503,0.9665319919586182,210898,0.0,0.0
2024-06-11,0.9579020142555237,0.9579020142555237,0.8802340030670166,0.9147530198097229,75205,0.0,0.0
2024-06-12,0.8802340030670166,0.9061239957809448,0.862975001335144,0.8974940180778503,371041,0.0,0.0
2024-06-13,0.8888639807701111,0.9233829975128174,0.8716049790382385,0.8716049790382385,211157,0.0,0.0
2024-06-14,0.8802340030670166,0.9147530198097229,0.8802340030670166,0.8888639807701111,3300,0.0,0.0
2024-06-17,0.8888639807701111,0.9147530198097229,0.862975001335144,0.862975001335144,8806,0.0,0.0
2024-06-18,0.8888639807701111,0.8888639807701111,0.8457149863243103,0.8457149863243103,67672,0.0,0.0
