issueID,issuer,name1,typeID,typeShort,typeLong,expmat
29117,24357097,"CSOP CSI 500 ETF",10,Unit,Unit,NULL
29118,24357097,"CSOP CSI 500 ETF",10,Unit,Unit,NULL
33524,28740300,"CSOP CSI Brokerage Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
33846,28799876,"CSOP Ether Futures ETF",10,Unit,Unit,NULL
9753,1945374,"CSOP FTSE China A50 ETF",10,Unit,Unit,NULL
10009,1945374,"CSOP FTSE China A50 ETF",10,Unit,Unit,NULL
30473,25674618,"CSOP FTSE China A50 Index Daily (-1x) Inverse Product",10,Unit,Unit,NULL
30474,25674626,"CSOP FTSE China A50 Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
36237,33195122,"CSOP FTSE East-West Equity Select ETF",10,Unit,Unit,NULL
34921,31111616,"CSOP FTSE US Treasury 20+ Years Index ETF",10,Unit,Unit,NULL
33445,28710110,"CSOP FTSE Vietnam 30 ETF",10,Unit,Unit,NULL
31087,26702924,"CSOP Global Cloud Computing Technology Index ETF",10,Unit,Unit,NULL
31861,27074536,"CSOP Global Smart Driving Index ETF",10,Unit,Unit,NULL
32415,27342757,"CSOP Gold Futures Daily (-1x) Inverse Product",10,Unit,Unit,NULL
29260,24630937,"CSOP Gold Futures Daily (2x) Leveraged Product",10,Unit,Unit,NULL
23477,2708747,"CSOP Hang Seng China Enterprises Index Daily (-2x) Inverse Product",10,Unit,Unit,NULL
23476,2708746,"CSOP Hang Seng China Enterprises Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
36238,33195130,"CSOP Hang Seng HK-US Tech ETF",10,Unit,Unit,NULL
23475,2708745,"CSOP Hang Seng Index Daily (-1x) Inverse Product",10,Unit,Unit,NULL
28005,23223020,"CSOP Hang Seng Index Daily (-2x) Inverse Product",10,Unit,Unit,NULL
23473,2708743,"CSOP Hang Seng Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
31053,26679959,"CSOP Hang Seng Index ETF",10,Unit,Unit,NULL
30220,25525185,"CSOP Hang Seng TECH Index Daily (-2x) Inverse Product",10,Unit,Unit,NULL
30219,25525184,"CSOP Hang Seng TECH Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
29644,25033736,"CSOP Hang Seng TECH Index ETF",10,Unit,Unit,NULL
26663,19008842,"CSOP Hong Kong Dollar Money Market ETF",10,Unit,Unit,NULL
26664,19008842,"CSOP Hong Kong Dollar Money Market ETF",10,Unit,Unit,NULL
35454,32040054,"CSOP Huatai-PineBridge CSI 300 ETF",10,Unit,Unit,NULL
31235,26778346,"CSOP Huatai-PineBridge CSI Photovoltaic Industry ETF",10,Unit,Unit,NULL
35883,32556318,"CSOP MAG Seven ETF",10,Unit,Unit,NULL
36210,33147084,"CSOP MicroStrategy Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36211,33147084,"CSOP MicroStrategy Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36212,33169921,"CSOP MicroStrategy Daily (2x) Leveraged Product",10,Unit,Unit,NULL
36213,33169921,"CSOP MicroStrategy Daily (2x) Leveraged Product",10,Unit,Unit,NULL
32631,27590006,"CSOP MSCI China A 50 Connect ETF",10,Unit,Unit,NULL
17380,2503055,"CSOP MSCI China A Inclusion Index ETF",10,Unit,Unit,NULL
17381,2503055,"CSOP MSCI China A Inclusion Index ETF",10,Unit,Unit,NULL
35389,31992693,"CSOP MSCI HK China Connect Select ETF",10,Unit,Unit,NULL
13444,2372169,"CSOP MSCI T50 ETF",10,Unit,Unit,NULL
32827,27761562,"CSOP NASDAQ 100 ETF",10,Unit,Unit,NULL
28402,23660930,"CSOP NASDAQ-100 Index Daily (-2x) Inverse Product",10,Unit,Unit,NULL
29240,24534633,"CSOP NASDAQ-100 Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
20751,2607506,"CSOP NIFTY 50 DAILY (-1X) INVERSE PRODUCT",10,Unit,Unit,NULL
20750,2607505,"CSOP NIFTY 50 DAILY (2X) LEVERAGED PRODUCT",10,Unit,Unit,NULL
35250,31847653,"CSOP Nikkei 225 Daily (-2x) Inverse Product",10,Unit,Unit,NULL
35251,31847654,"CSOP Nikkei 225 Daily (2x) Leveraged Product",10,Unit,Unit,NULL
34962,31228030,"CSOP Nikkei 225 Index ETF",10,Unit,Unit,NULL
36204,33147081,"CSOP NVIDIA Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36205,33147081,"CSOP NVIDIA Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36206,33147082,"CSOP NVIDIA Daily (2x) Leveraged Product",10,Unit,Unit,NULL
36207,33147082,"CSOP NVIDIA Daily (2x) Leveraged Product",10,Unit,Unit,NULL
13375,2370809,"CSOP RMB Money Market ETF",10,Unit,Unit,NULL
13376,2370809,"CSOP RMB Money Market ETF",10,Unit,Unit,NULL
34724,30854740,"CSOP Saudi Arabia ETF",10,Unit,Unit,NULL
34725,30854740,"CSOP Saudi Arabia ETF",10,Unit,Unit,NULL
30565,25695694,"CSOP STAR 50 Index ETF",10,Unit,Unit,NULL
13991,2419577,"CSOP SZSE ChiNext ETF",10,Unit,Unit,NULL
13992,2419577,"CSOP SZSE ChiNext ETF",10,Unit,Unit,NULL
36200,33146786,"CSOP Tesla Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36201,33146786,"CSOP Tesla Daily (-2x) Inverse Product",10,Unit,Unit,NULL
36202,33147080,"CSOP Tesla Daily (2x) Leveraged Product",10,Unit,Unit,NULL
36203,33147080,"CSOP Tesla Daily (2x) Leveraged Product",10,Unit,Unit,NULL
27499,22667873,"CSOP US Dollar Money Market ETF",10,Unit,Unit,NULL
27500,22667873,"CSOP US Dollar Money Market ETF",10,Unit,Unit,NULL
33669,28776232,"CSOP US Large Oil & Gas Companies Daily (-2x) Inverse Product",10,Unit,Unit,NULL
33670,28776233,"CSOP US Large Oil & Gas Companies Daily (2x) Leveraged Product",10,Unit,Unit,NULL
32550,27539066,"CSOP WTI Crude Oil Futures Daily (-1x) Inverse Product",10,Unit,Unit,NULL
20047,2574174,"CSOP WTI Oil Annual Roll December Futures ER ETF",10,Unit,Unit,NULL
29842,25298187,"CSOP Yinhua CSI 5G Communications Theme ETF",10,Unit,Unit,NULL
994,4797,"CSPC PHARMACEUTICAL GROUP LIMITED",0,O,"Ordinary shares",NULL
28010,1915559,"CSSC (Hong Kong) Shipping Company Limited",0,O,"Ordinary shares",NULL
1074,4855,"CSSC Offshore & Marine Engineering (Group) Company Limited",6,H,H-share,NULL
1019,4813,"CST Holding (HK) Limited (KY)",0,O,"Ordinary shares",NULL
5092,4813,"CST Holding (HK) Limited (KY)",1,Wrnt,Warrant,2011-06-02
27662,22541506,"CStone Pharmaceuticals",0,O,"Ordinary shares",NULL
6994,67004,"CT Environmental Group Limited",0,O,"Ordinary shares",NULL
25090,2597772,"CT Vision S.L. (International) Holdings Limited",0,O,"Ordinary shares",NULL
1183,4937,"CTF Services Limited (BM)",0,O,"Ordinary shares",NULL
28844,22434935,"CTR Holdings Limited (KY)",0,O,"Ordinary shares",NULL
6829,2277,"CULTURECOM HOLDINGS LIMITED",1,Wrnt,Warrant,2013-05-02
265,2277,"CULTURECOM HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
4951,2277,"CULTURECOM HOLDINGS LIMITED",1,Wrnt,Warrant,2010-01-06
12798,2277,"CULTURECOM HOLDINGS LIMITED",1,Wrnt,Warrant,2016-09-21
34326,28779014,"Cutia Therapeutics",0,O,"Ordinary shares",NULL
9200,152395,"CW Group Holdings Limited (KY)",0,O,"Ordinary shares",NULL
440,3344,"CWT International Limited",0,O,"Ordinary shares",NULL
6053,58834,"Cybernaut International Holdings Company Limited",0,O,"Ordinary shares",NULL
18079,58834,"Cybernaut International Holdings Company Limited",1,Wrnt,Warrant,2017-07-12
14011,2365125,"D&G Technology Holding Company Limited",0,O,"Ordinary shares",NULL
6421,62243,"Da Ming International Holdings Limited",0,O,"Ordinary shares",NULL
22113,2536498,"DA SEN HOLDINGS GROUP LIMITED",0,O,"Ordinary shares",NULL
2277,9342,"Da Yu Financial Holdings Limited",0,O,"Ordinary shares",NULL
4904,41110,"DaChan Food (Asia) Limited",0,O,"Ordinary shares",NULL
22501,2534675,"Dadi Education Holdings Limited",0,O,"Ordinary shares",NULL
3352,16407,"Dadi International Group Limited",0,O,"Ordinary shares",NULL
26969,13328922,"DaFa Properties Group Limited",0,O,"Ordinary shares",NULL
4921,21807,"DAH CHONG HONG HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3610,21407,"DAH SING BANKING GROUP LIMITED",0,O,"Ordinary shares",NULL
180,1156,"DAH SING FINANCIAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3390,18165,"Dahe Media Co., Ltd.",6,H,H-share,NULL
1022,4816,"DAIDO GROUP LIMITED",0,O,"Ordinary shares",NULL
1258,4980,"DAISHO MICROLINE HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
16969,2443852,"Dali Foods Group Company Limited",0,O,"Ordinary shares",NULL
13070,2093180,"Dalian Wanda Commercial Properties Co., Ltd.",6,H,H-share,NULL
28576,22994594,"Dalipal Holdings Limited (KY)",0,O,"Ordinary shares",NULL
3457,15931,"Daohe Global Group Limited",0,O,"Ordinary shares",NULL
1196,4947,"Daphne International Holdings Limited",0,O,"Ordinary shares",NULL
29439,22989097,"Dashan Education Holdings Limited (KY)",0,O,"Ordinary shares",NULL
21819,2468284,"Datang Environment Industry Group Co., Ltd.",6,H,H-share,NULL
30161,23990171,"Datang Group Holdings Limited",0,O,"Ordinary shares",NULL
956,4767,"DATANG INTERNATIONAL POWER GENERATION COMPANY LIMITED",6,H,H-share,NULL
3340,16724,"DATASYS TECHNOLOGY HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
2938,13510,"DATRONIX HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3431,17862,"DAWNRAYS PHARMACEUTICAL (HOLDINGS) LIMITED",0,O,"Ordinary shares",NULL
5899,57249,"db x-trackers CSI300 BANKS UCITS ETF",10,Unit,Unit,NULL
5900,57250,"db x-trackers CSI300 CONSUMER DISCRETIONARY UCITS ETF",10,Unit,Unit,NULL
5904,57254,"db x-trackers CSI300 ENERGY UCITS ETF",10,Unit,Unit,NULL
5905,57255,"db x-trackers CSI300 FINANCIALS UCITS ETF",10,Unit,Unit,NULL
5906,57256,"db x-trackers CSI300 HEALTH CARE UCITS ETF",10,Unit,Unit,NULL
5908,57258,"db x-trackers CSI300 INDUSTRIALS UCITS ETF",10,Unit,Unit,NULL
5901,57251,"db x-trackers CSI300 MATERIALS UCITS ETF",10,Unit,Unit,NULL
5902,57252,"db x-trackers CSI300 REAL ESTATE UCITS ETF",10,Unit,Unit,NULL
5907,57257,"db x-trackers CSI300 TRANSPORTATION UCITS ETF",10,Unit,Unit,NULL
5903,57253,"db x-trackers CSI300 UTILITIES UCITS ETF",10,Unit,Unit,NULL
7345,135858,"db x-trackers II AUSTRALIAN DOLLAR CASH UCITS ETF",10,Unit,Unit,NULL
10713,2046034,"db x-trackers MSCI AC ASIA EX JAPAN HIGH DIVIDEND YIELD INDEX UCITS ETF",10,Unit,Unit,NULL
10712,2046033,"db x-trackers MSCI BANGLADESH IM INDEX UCITS ETF",10,Unit,Unit,NULL
5847,56523,"db x-trackers MSCI EM ASIA INDEX UCITS ETF",10,Unit,Unit,NULL
5846,56522,"db x-trackers MSCI EMERGING MARKETS INDEX UCITS ETF",10,Unit,Unit,NULL
7346,135862,"db x-trackers MSCI INDIA INDEX UCITS ETF",10,Unit,Unit,NULL
10711,2046032,"db x-trackers MSCI PAKISTAN IM INDEX UCITS ETF",10,Unit,Unit,NULL
4734,34300,"DBA TELECOMMUNICATION (ASIA) HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
33257,25698987,"DEEWIN TIANXIA CO., LTD",6,H,H-share,NULL
2229,9130,"Dejin Resources Group Company Limited",0,O,"Ordinary shares",NULL
34753,26875794,"Dekon Food and Agriculture Group",6,H,H-share,NULL
4882,40119,"Delta Networks, Inc.",0,O,"Ordinary shares",NULL
16770,2437974,"Denox Environmental & Technology Holdings Limited",0,O,"Ordinary shares",NULL
1026,943,"DENWAY MOTORS LIMITED",0,O,"Ordinary shares",NULL
27886,15060276,"Design Capital Limited (KY)",0,O,"Ordinary shares",NULL
1027,4819,"DESON DEVELOPMENT INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
32583,25705219,"Desun Real Estate Investment Services Group Co., Ltd.",0,O,"Ordinary shares",NULL
1051,4839,"DeTai New Energy Group Limited",0,O,"Ordinary shares",NULL
1048,4837,"DevGreat Group Limited",0,O,"Ordinary shares",NULL
27664,17470420,"Dexin China Holdings Company Limited",0,O,"Ordinary shares",NULL
31512,25690069,"Dexin Services Group Limited",0,O,"Ordinary shares",NULL
1028,4820,"DICKSON CONCEPTS (INTERNATIONAL) LIMITED",0,O,"Ordinary shares",NULL
35354,25608604,"Dida Inc.",0,O,"Ordinary shares",NULL
11603,2050826,"Differ Group Auto Limited",0,O,"Ordinary shares",NULL
2950,13592,"DIGITAL CHINA HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1152,4916,"Digital Domain Holdings Limited",0,O,"Ordinary shares",NULL
25515,11778160,"Digital Hollywood Interactive Limited",0,O,"Ordinary shares",NULL
23951,2678582,"Dimmi Life Holdings Limited",0,O,"Ordinary shares",NULL
5053,47020,"Ding He Mining Holdings Limited",0,O,"Ordinary shares",NULL
3113,15351,"Ding Yi Feng Holdings Group International Limited",0,O,"Ordinary shares",NULL
33435,26467953,"Dingdang Health Technology Group Ltd.",0,O,"Ordinary shares",NULL
984,2825,"DINGYI GROUP INVESTMENT LIMITED",0,O,"Ordinary shares",NULL
6012,58382,"Directel Holdings Limited",0,O,"Ordinary shares",NULL
962,4773,"DIT Group Limited",0,O,"Ordinary shares",NULL
29046,23378240,"Diwang Industrial Holdings Limited",0,O,"Ordinary shares",NULL
16095,2429689,"DL Holdings Group Limited (KY)",0,O,"Ordinary shares",NULL
26769,12611510,"DLC Asia Limited",0,O,"Ordinary shares",NULL
35987,28843789,"Dmall Inc.",0,O,"Ordinary shares",NULL
13618,2303425,"Domaine Power Holdings Limited",0,O,"Ordinary shares",NULL
1031,4823,"Dongfang Electric Corporation Limited",6,H,H-share,NULL
4675,30755,"DongFeng Motor Group Company Limited (CN)",6,H,H-share,NULL
32319,2281669,"Dongguan Rural Commercial Bank Co., Ltd.",6,H,H-share,NULL
25055,2666812,"Dongguang Chemical Limited",0,O,"Ordinary shares",NULL
3397,18169,"Dongjiang Environmental Company Limited",6,H,H-share,NULL
11546,2144273,"DONGPENG HOLDINGS COMPANY LIMITED",0,O,"Ordinary shares",NULL
9484,1859028,"Dongwu Cement International Limited",0,O,"Ordinary shares",NULL
4936,41806,"DONGYUE GROUP LIMITED",0,O,"Ordinary shares",NULL
35341,31938979,"Doo Wealth Selected AI and Automation Active ETF",10,Unit,Unit,NULL
35342,31938981,"Doo Wealth Selected Digital Payments ETF",10,Unit,Unit,NULL
35340,31938978,"Doo Wealth Selected Web3 ETF",10,Unit,Unit,NULL
6215,61019,"Dorsett Hospitality International Limited",0,O,"Ordinary shares",NULL
27698,22008581,Doumob,0,O,"Ordinary shares",NULL
33009,26470190,"DOWELL SERVICE GROUP CO. LIMITED",6,H,H-share,NULL
26527,12682957,"Dowway Holdings Limited",0,O,"Ordinary shares",NULL
1319,5019,"Doyen International Holdings Limited",0,O,"Ordinary shares",NULL
33849,28228844,"DPC Dash Ltd",0,O,"Ordinary shares",NULL
6506,63020,"DRAGON CROWN GROUP HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
25816,2629832,"Dragon King Group Holdings Limited",0,O,"Ordinary shares",NULL
27215,6702829,"DRAGON MINING LIMITED",0,O,"Ordinary shares",NULL
25909,6716916,"Dragon Rise Group Holdings Limited",0,O,"Ordinary shares",NULL
3100,15161,"DREAM INTERNATIONAL LIMITED (HK)",0,O,"Ordinary shares",NULL
6728,2147,"DreamEast Group Limited",1,Wrnt,Warrant,2016-03-04
248,2147,"DreamEast Group Limited",0,O,"Ordinary shares",NULL
3183,16197,"DT Capital Limited",0,O,"Ordinary shares",NULL
406,1064,"DTXS Silk Road Investment Holdings Company Limited",0,O,"Ordinary shares",NULL
3603,21297,"Du Du Holdings Limited (KY)",0,O,"Ordinary shares",NULL
36278,32314892,"Duality Biotherapeutics, Inc.",0,O,"Ordinary shares",NULL
1165,4923,"Dufu Liquor Group Limited",0,O,"Ordinary shares",NULL
27922,22103108,"Duiba Group Limited",0,O,"Ordinary shares",NULL
12397,2257904,"Dynagreen Environmental Protection Group Co., Ltd.",6,H,H-share,NULL
9702,1850827,"DYNAM JAPAN HOLDINGS Co., Ltd.",0,O,"Ordinary shares",NULL
1033,4825,"DYNAMIC HOLDINGS LIMITED (BM)",0,O,"Ordinary shares",NULL
4550,24297,"DYNASTY FINE WINES GROUP LIMITED",0,O,"Ordinary shares",NULL
9754,1945564,"E Fund (HK) CSI 300 A-Share Index ETF",10,Unit,Unit,NULL
10012,1945564,"E Fund (HK) CSI 300 A-Share Index ETF",10,Unit,Unit,NULL
34060,28851049,"E Fund (HK) CSI Liquor Index ETF",10,Unit,Unit,NULL
34061,28851049,"E Fund (HK) CSI Liquor Index ETF",10,Unit,Unit,NULL
33512,28731879,"E Fund (HK) HSI ESG Enhanced Index ETF",10,Unit,Unit,NULL
32635,27597622,"E Fund (HK) MSCI China A50 Connect ETF",10,Unit,Unit,NULL
32636,27597622,"E Fund (HK) MSCI China A50 Connect ETF",10,Unit,Unit,NULL
11404,2145937,"E Fund CES China 120 Index ETF",10,Unit,Unit,NULL
11405,2145937,"E Fund CES China 120 Index ETF",10,Unit,Unit,NULL
12073,2221310,"E Fund FTSE Chinese Government Bond 5-10 Years Index ETF",10,Unit,Unit,NULL
12074,2221310,"E Fund FTSE Chinese Government Bond 5-10 Years Index ETF",10,Unit,Unit,NULL
23754,2714137,"E Fund Yuanta Hang Seng Index Daily (-1x) Inverse Product",10,Unit,Unit,NULL
25180,11792042,"E Fund Yuanta Hang Seng Index Daily (2x) Leveraged Product",10,Unit,Unit,NULL
12814,2193084,"E Lighting Group Holdings Limited",0,O,"Ordinary shares",NULL
3255,16655,"E&P Global Holdings Limited",0,O,"Ordinary shares",NULL
6204,60983,"E-Commodities Holdings Limited",0,O,"Ordinary shares",NULL
26705,13975636,"E-House (China) Enterprise Holdings Limited",0,O,"Ordinary shares",NULL
30459,23990193,"E-STAR COMMERCIAL MANAGEMENT COMPANY LIMITED",0,O,"Ordinary shares",NULL
26737,12786363,"E-STATION GREEN TECHNOLOGY GROUP CO., LIMITED",0,O,"Ordinary shares",NULL
2710,11230,"E. BON HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3427,18198,"EAGLE NICE (INTERNATIONAL) HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
35304,28786517,"Easou Technology Holdings Limited",0,O,"Ordinary shares",NULL
27789,22008585,"East Buy Holding Limited",0,O,"Ordinary shares",NULL
3224,16414,"Easy One Financial Group Limited",0,O,"Ordinary shares",NULL
34198,27473566,"Easy Smart Group Holdings Limited",0,O,"Ordinary shares",NULL
1034,2610,"EASYKNIT INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
26687,2614628,"eBroker Group Limited",0,O,"Ordinary shares",NULL
19199,2479430,"EC Healthcare",0,O,"Ordinary shares",NULL
11279,152842,"Echo International Holdings Group Limited",0,O,"Ordinary shares",NULL
23154,2651401,"ECI Technology Holdings Limited",0,O,"Ordinary shares",NULL
3062,14707,"ECO-TEK HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3494,20089,"EcoGreen International Group Limited",0,O,"Ordinary shares",NULL
11614,1951075,"econtext Asia Limited",0,O,"Ordinary shares",NULL
35238,25666195,"EDA Group Holdings Limited",0,O,"Ordinary shares",NULL
29196,23457862,"Edensoft Holdings Limited",0,O,"Ordinary shares",NULL
34235,28000578,"Edianyun Limited",0,O,"Ordinary shares",NULL
25907,2672299,"EDICO Holdings Limited",0,O,"Ordinary shares",NULL
24306,2628280,"Edvance International Holdings Limited",0,O,"Ordinary shares",NULL
28224,22866089,"Edvantage Group Holdings Limited",0,O,"Ordinary shares",NULL
12493,2220335,"EEKA Fashion Holdings Limited",0,O,"Ordinary shares",NULL
22112,2606683,"EFT Solutions Holdings Limited",0,O,"Ordinary shares",NULL
241,2078,"EGANAGOLDPFEIL (HOLDINGS) LIMITED",0,O,"Ordinary shares",NULL
26774,20932289,"EGGRICULTURE FOODS LTD.",0,O,"Ordinary shares",NULL
12986,2317782,"EGL Holdings Company Limited",0,O,"Ordinary shares",NULL
11280,2020299,"EJE (Hong Kong) Holdings Limited",0,O,"Ordinary shares",NULL
1227,2049,"Elate Holdings Limited",0,O,"Ordinary shares",NULL
1524,6314,"ELEC & ELTEK INTERNATIONAL COMPANY LIMITED",0,O,"Ordinary shares",NULL
1036,4827,"ELEGANCE OPTICAL INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
3121,15471,"Elife Holdings Limited",0,O,"Ordinary shares",NULL
12773,2257523,"ELL Environmental Holdings Limited",0,O,"Ordinary shares",NULL
4796,37150,"Embry Holdings Limited",0,O,"Ordinary shares",NULL
918,489,"EMINENCE ENTERPRISE LIMITED",0,O,"Ordinary shares",NULL
4842,39027,"Emperor Capital Group Limited",0,O,"Ordinary shares",NULL
1304,5010,"Emperor Culture Group Limited",0,O,"Ordinary shares",NULL
212,1861,"Emperor Entertainment Hotel Limited",0,O,"Ordinary shares",NULL
211,1863,"Emperor International Holdings Limited",0,O,"Ordinary shares",NULL
5000,45986,"Emperor Watch & Jewellery Limited",0,O,"Ordinary shares",NULL
2953,13757,"Energy International Investments Holdings Limited",0,O,"Ordinary shares",NULL
879,4483,"ENM Holdings Limited (HK)",0,O,"Ordinary shares",NULL
2975,14005,"ENN Energy Holdings Limited",0,O,"Ordinary shares",NULL
4806,37610,"Enterprise Development Holdings Limited (KY)",0,O,"Ordinary shares",NULL
3266,16848,"Enviro Energy International Holdings Limited",0,O,"Ordinary shares",NULL
26747,11553853,"Envision Greenwise Holdings Limited",0,O,"Ordinary shares",NULL
1066,1442,"EPI (Holdings) Limited",0,O,"Ordinary shares",NULL
11550,2067163,"eprint Group Limited",0,O,"Ordinary shares",NULL
22604,2606682,"EPS Creative Health Technology Group Limited (KY)",0,O,"Ordinary shares",NULL
2937,13503,"ERA Mining Machinery Limited",0,O,"Ordinary shares",NULL
12572,2269741,"ERNEST BOREL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1038,2795,"ESPRIT HOLDINGS LIMITED (BM)",0,O,"Ordinary shares",NULL
28123,22242191,"ESR Group Limited (KY)",0,O,"Ordinary shares",NULL
3080,13827,"ESSEX BIO-TECHNOLOGY LIMITED",0,O,"Ordinary shares",NULL
126,1506,"ESUN HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
2747,12312,"Eternity Investment Limited",0,O,"Ordinary shares",NULL
7307,135704,"ETS Group Limited (KY)",0,O,"Ordinary shares",NULL
28458,22926326,"EuroEyes International Eye Clinic Limited",0,O,"Ordinary shares",NULL
992,4795,"Ev Dynamics (Holdings) Limited",0,O,"Ordinary shares",NULL
4576,25478,"EVA PRECISION INDUSTRIAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
20547,2550167,"Ever Harvest Group Holdings Limited",0,O,"Ordinary shares",NULL
27224,2694280,"Ever Reach Group (Holdings) Company Limited",0,O,"Ordinary shares",NULL
27360,22019284,"Ever Sunshine Services Group Limited",0,O,"Ordinary shares",NULL
25818,7109380,"Everbright Grand China Assets Limited",0,O,"Ordinary shares",NULL
20905,21035,"Everbright Securities Company Limited",6,H,H-share,NULL
969,4780,"EverChina Int'l Holdings Company Limited",0,O,"Ordinary shares",NULL
29779,24953428,"Everest Medicines Limited",0,O,"Ordinary shares",NULL
30073,25003711,"Evergrande Property Services Group Limited",0,O,"Ordinary shares",NULL
6340,61501,"EVERGREEN INTERNATIONAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
25058,2592337,"Evergreen Products Group Limited",0,O,"Ordinary shares",NULL
3084,14272,"Evershine Group Holdings Limited",0,O,"Ordinary shares",NULL
3409,18178,"EVOC Intelligent Technology Company Limited",6,H,H-share,NULL
29810,24693199,"Excellence Commercial Property & Facilities Management Group Limited",0,O,"Ordinary shares",NULL
19651,2502031,"Expert Systems Holdings Limited",0,O,"Ordinary shares",NULL
2156,8266,"EXTRAWELL PHARMACEUTICAL HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
1129,4896,"EZCOM HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
24218,2574818,"F8 Enterprises (Holdings) Group Limited",0,O,"Ordinary shares",NULL
1041,4830,"FAIRWOOD HOLDINGS LIMITED",0,O,"Ordinary shares",NULL
26932,15477563,"Fameglow Holdings Limited",0,O,"Ordinary shares",NULL
3077,14791,"Famous Tech International Holdings Limited",0,O,"Ordinary shares",NULL
35425,26873964,"Fangzhou Inc.",0,O,"Ordinary shares",NULL
5485,54085,"Fantasia Holdings Group Co., Limited",0,O,"Ordinary shares",NULL
799,3943,"FAR EAST CONSORTIUM INTERNATIONAL LIMITED",0,O,"Ordinary shares",NULL
800,3957,"FAR EAST HOLDINGS INTERNATIONAL LIMITED",0,O,"Ordinary shares",NULL
6759,65020,"Far East Horizon Limited",0,O,"Ordinary shares",NULL
803,3969,"FAR EAST HOTELS AND ENTERTAINMENT LIMITED",0,O,"Ordinary shares",NULL
34839,28846512,"FAR International Holdings Group Company Limited",0,O,"Ordinary shares",NULL
11882,2202232,"Fast Retailing Co., Ltd.",42,HDRO,"HK Depository Receipt Ordinary",NULL
15971,2433670,"FDB Holdings Limited",0,O,"Ordinary shares",NULL
1098,4874,"FDG Electric Vehicles Limited",0,O,"Ordinary shares",NULL
1063,4848,"FDG Kinetic Limited",0,O,"Ordinary shares",NULL
30657,24784586,"FEG Holdings Corporation Limited",0,O,"Ordinary shares",NULL
11694,2183659,"Feishang Anthracite Resources Limited",0,O,"Ordinary shares",NULL
28140,22550454,"Feiyang International Holdings Group Limited",0,O,"Ordinary shares",NULL
12998,2293796,"Feiyu Technology International Company Ltd.",0,O,"Ordinary shares",NULL
33941,28082210,"Fenbi Ltd.",0,O,"Ordinary shares",NULL
9253,153138,"Fengyinhe Holdings Limited",0,O,"Ordinary shares",NULL
32946,17338962,"FERRETTI S.P.A.",0,O,"Ordinary shares",NULL
26291,11668257,"Ficus Technology Holdings Limited",0,O,"Ordinary shares",NULL
4554,24407,"FIH Mobile Limited",0,O,"Ordinary shares",NULL
29377,24147612,"Financial Street Property Co., Limited",6,H,H-share,NULL
25402,8317688,"Fineland Living Services Group Limited",0,O,"Ordinary shares",NULL
4549,22792,"Finet Group Limited",0,O,"Ordinary shares",NULL
26654,14888906,"FingerTango Inc.",0,O,"Ordinary shares",NULL
11215,2019649,"Finsoft Financial Investment Holdings Limited",0,O,"Ordinary shares",NULL
19053,2400435,"Fire Rock Holdings Limited",0,O,"Ordinary shares",NULL
7214,134244,"First Credit Finance Group Limited",0,O,"Ordinary shares",NULL
114,792,"FIRST PACIFIC COMPANY LIMITED",0,O,"Ordinary shares",NULL
29826,24613194,"First Service Holding Limited",0,O,"Ordinary shares",NULL
257,1193,"FIRST SHANGHAI INVESTMENTS LIMITED",0,O,"Ordinary shares",NULL
1043,4832,"FIRST TRACTOR COMPANY LIMITED",6,H,H-share,NULL
17145,2441736,"Flat Glass Group Co., Ltd.",6,H,H-share,NULL
33511,27663668,"Flowing Cloud Technology Ltd",0,O,"Ordinary shares",NULL
