date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,44.72148446913711,20.22017486437286,2.41241433474098,0.0,10.205501424881382,7.852012194830451,7.957282987564576,3.0894715022838293,1.5062198605642132,2.0354383616245992
2024-03-04,44.611173544410256,20.196956472423565,2.430852606667674,0.0,10.211747929207204,7.851880324417808,8.013349091051975,3.0813651899126215,1.564962236943717,2.0377126049651717
2024-03-05,44.53275991808136,20.193623768496092,2.428468179770543,0.0,10.20608184760778,7.859486809147785,8.096052283889339,3.074562149198028,1.5735196037740553,2.0354454400350153
2024-03-06,44.504438634855646,20.19875826591564,2.4473848872860393,0.0,10.20927515614419,7.865645068607447,8.090478080066383,3.0798519210110986,1.5651992719630394,2.038968714150513
2024-03-07,44.48130869264241,20.18890283960743,2.446905895954669,0.0,10.205453688302432,7.875595228134359,8.130145168571415,3.0773877989534433,1.559154869156435,2.0351458186774094
2024-03-08,44.47438969287545,20.20769194754717,2.419284155213648,0.0,10.207487323334389,7.881551667318097,8.124355186597068,3.083410054298291,1.5629995847067284,2.0388303881091585
2024-03-11,44.450928197046416,20.23066928704742,2.3976996152911076,0.0,10.207721209886287,7.895721737009813,8.107151327959054,3.0845736331532576,1.5885158658253091,2.037019126781339
2024-03-12,44.487399445755024,20.200154358107092,2.3678689223600196,0.0,10.212461849760953,7.9277086251484965,8.087934380659417,3.083709947155792,1.5914076676904212,2.0413548033627866
2024-03-13,44.49589123247333,20.188776214848126,2.37972699846964,0.0,10.21686502790927,7.94916390946141,8.070442642910173,3.086329410705888,1.5765639194569938,2.036240643765169
2024-03-14,44.494643687148894,20.17054706766471,2.362263236155278,0.0,10.213313413743123,7.978374460061417,8.082059117502798,3.0787864575409376,1.5826001549377415,2.037412405245101
2024-03-15,44.464322647960834,20.177149609977725,2.3597952039728973,0.0,10.214392575923515,8.011805394204178,8.10036643793203,3.0526731096639117,1.5804455487087028,2.0390494716562104
2024-03-18,44.47740504112953,20.189381240202707,2.343357006339022,0.0,10.219033399590057,7.997387941571553,8.107398033804515,3.0540600661087756,1.574737366872045,2.037239904381796
2024-03-19,44.43741488346317,20.2041779802712,2.298141780052699,0.0,10.222804906463587,8.024847726392013,8.157891803621792,3.049794905157835,1.567021531318781,2.0379044832589197
2024-03-20,44.42244411694992,20.20562394954802,2.2856309677617728,0.0,10.224194745262775,8.031530661877591,8.174749524114906,3.0482944748045733,1.5637069399377077,2.04382461974274
2024-03-21,44.43515439379902,20.197915784235644,2.269478880664053,0.0,10.222454585964446,8.015933142819964,8.195762706175897,3.047885120462253,1.576755119702517,2.038660266176204
2024-03-22,44.40701328392355,20.190180702391302,2.251430205264349,0.0,10.219086869505722,8.009690034219133,8.24350420073736,3.0482498231222133,1.5892821417823448,2.0415627390540307
2024-03-25,44.43292398438592,20.197194261594834,2.2422026572285754,0.0,10.221977276434952,8.011970324240862,8.218878328108284,3.048148009805533,1.587870748888052,2.0388344093129853
2024-03-26,43.95216096071627,20.007443376723206,2.220193593453414,0.0,10.116949040467208,7.854282838320842,9.356212384667973,3.004276520970313,1.572249430234124,1.916231854446652
2024-03-27,43.89778138687275,19.969940947919266,2.198715592615258,0.0,10.09933293352111,7.822402786281492,9.523816489084979,2.9992565704851297,1.5689011385124236,1.9198521547075946
2024-03-28,43.8737814601973,19.95894086084748,2.207779547007601,0.0,10.099514555594629,7.838978072531725,9.483577976225433,3.000817779026005,1.6218469064183745,1.9147628421514562
2024-04-02,43.847593795101176,19.942998483136858,2.215576297998779,0.0,10.091714455067498,7.7984559824695845,9.577252234168467,3.0076353396293225,1.6063484824373802,1.912424929990937
2024-04-03,44.39754945854942,20.229378669739436,2.2650490686763116,0.0,10.226134922393292,7.863894856386102,8.285496664883176,2.9977648238491676,1.6800780710160452,2.0546534645070484
2024-04-05,44.42141833606362,20.267880499705672,2.427673235250456,0.0,10.232908399061532,7.672833554094521,8.246419379714979,3.0000866066031717,1.674985694825501,2.0557942946805485
2024-04-08,44.52186077208683,20.258221247818174,2.450545625889477,0.0,10.227052483310537,7.642079178606935,8.226365865141322,2.996332733312206,1.6815671241960422,1.9959749696384779
2024-04-09,44.50722324494053,20.254888153870983,2.4496789813835793,0.0,10.223435648450355,7.6393765290974525,8.163058586781295,2.9959161803823737,1.7174059128121106,2.0490167622813202
2024-04-10,44.49620180157384,20.2647955102765,2.4909881839494425,0.0,10.228875399332487,7.586135661043299,8.149005514900205,2.995552135766911,1.7240574476558788,2.0643883455014356
2024-04-11,44.4276174469424,20.26356817183116,2.508536167986241,0.0,10.214424191925692,7.578812050335176,8.198506579550251,3.008266481887378,1.7383103788526362,2.0619585306890653
2024-04-12,44.43474048096143,20.239659908273694,2.538636757185977,0.0,10.202179780480423,7.548092333659105,8.211637578335836,3.005971555255591,1.75325738094774,2.0658242249001986
2024-04-15,44.35439647122549,20.211623463590332,2.5363752140726405,0.0,10.18870396445092,7.561805104888178,8.3214199925743,3.002308906729888,1.7557768122389037,2.067590070229343
2024-04-16,44.3963090029451,20.22083782400162,2.563073538803679,0.0,10.180461182558261,7.566563894700387,8.245430060783981,2.9993793782760467,1.7595911094906505,2.0683540084402705
2024-04-17,44.42138207816945,20.236607370530756,2.5757285357564124,0.0,10.189719201800415,7.566131421816999,8.181621068893266,2.9992019934018237,1.7594177730154827,2.07019055661539
2024-04-18,44.363026700085086,20.221678587702506,2.6285954525852198,0.0,10.182695348402921,7.558679535443462,8.227262158312437,2.9982712954910276,1.757763336104761,2.0620275858725745
2024-04-19,44.34747600059567,20.222479707856518,2.6578995924585804,0.0,10.184686133572407,7.544469148294679,8.2918195230764,2.9960568120100812,1.7527823359437953,2.0023307461918667
2024-04-22,44.31152632266638,20.21936888073805,2.692549099060227,0.0,10.18317440396745,7.5338513976404355,7.967501967865178,2.971157706302735,2.0552989234990884,2.0655712982604553
2024-04-23,44.23305280625517,20.198512494104364,2.7058702250741433,0.0,10.168657907635664,7.529713290661977,8.070027583497728,2.9681484900258974,2.0633051052304046,2.0627120975146465
2024-04-24,44.22500612174359,20.253651460953474,2.7319967984248223,0.0,10.19772038883975,7.552614412752538,8.240082776338644,2.982415246207271,1.7465762267606595,2.0699365679792496
2024-04-25,44.185695138271264,20.27556509469253,2.7535274236020046,0.0,10.202527182472213,7.543798017087927,8.20616086220055,2.9896112772188266,1.768093577112025,2.0750214273426586
2024-04-26,44.22049466373806,20.312829112756116,2.7750203019248487,0.0,10.221278184254224,7.543133001382596,8.085831950327895,2.995324914867613,1.7692246745165003,2.076863196232145
2024-04-29,44.18939508779734,20.317308608142657,2.7801397247219435,0.0,10.223258653539087,7.531359670660259,8.103340341686915,2.9936131465776836,1.7812391101435274,2.080345656730591
2024-04-30,44.156397270218065,20.278058862859314,2.8043147612186425,0.0,10.237971203925289,7.592611346759398,8.202884892895128,2.9824049088279603,1.783961611525891,1.961395141770318
2024-05-02,44.07517141065496,20.21533107601718,2.885643269269189,0.0,10.242825824348174,7.6505913481256265,8.254167074880565,2.984002504803136,1.8017425173586072,1.890524974542563
2024-05-03,43.95082484898115,20.224406143696573,2.950889348898487,0.0,10.259558565677699,7.749236628457173,8.028744401675183,2.952851663668549,1.7948975526093263,2.0885908463358556
2024-05-06,43.89451861521789,20.194461898387043,2.949613281776297,0.04887684232899674,10.25644001796801,7.745885589189185,8.050292116307022,2.959153489578658,1.8116799478594001,2.0890782013874944
2024-05-07,43.9094596910859,20.19177688475206,2.949205066728484,0.04887007796342668,10.25206142249084,7.744813588640613,8.047091376031231,2.945191964583652,1.8217524519589283,2.089777475764868
2024-05-08,43.93241242235731,20.14360712487801,2.9771270338249534,0.04886511791737584,10.249703168388518,7.693844139532407,8.067684994918638,2.9450028541694855,1.8278871475928136,2.1138659964204933
2024-05-09,43.898634853217374,20.12455618345928,2.9850626475562447,0.0488189034289234,10.240119154656675,7.6791075876148875,7.89337062209151,2.942217599447977,2.1927540988954486,1.99535834963168
