date,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CHIEF SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,1.5789333333333333,1.5932000000000002,0.0,0.0,0.0,0.0,0.0,3.172133333333333
2024-03-11,0.0,0.0,3.6807076000000003,1.5789333333333333,1.5956000000000001,0.0,0.0,0.0,0.0,0.0,6.855240933333333
2024-03-14,0.0,5.259933333333333,3.6791076,1.5789333333333333,1.5984000000000003,0.0,0.0,0.0,0.0,0.0,12.116374266666668
2024-03-18,0.0,5.259933333333333,3.6791076,1.5789333333333333,1.598,0.0,0.0,0.0,0.7016,0.0,12.817574266666668
2024-03-25,0.0,5.259933333333333,3.6623075999999997,1.5789333333333333,1.6116,0.0,0.0,0.0,0.7020000000000001,0.3524,13.167174266666667
2024-03-26,0.0,5.259933333333333,3.6623075999999997,1.5789333333333333,1.6112000000000002,0.0,0.0,0.0,0.7024,0.3524,13.167174266666667
2024-03-27,0.0,5.259933333333333,3.6623075999999997,1.5789333333333333,1.6108,0.0,0.0,0.0,0.7032,0.3524,13.167574266666668
2024-04-03,0.0,5.259933333333333,3.6623075999999997,1.5789333333333333,1.6088000000000002,0.0,0.0,0.0,0.7032,0.3524,13.165574266666665
2024-04-05,0.0,5.259933333333333,3.6623075999999997,1.5661333333333332,1.5415999999999999,0.0,0.0,0.0,0.7044,0.3524,13.086774266666668
2024-04-10,0.0,5.259933333333333,3.6623075999999997,1.5621333333333332,1.5448,0.0,0.0,0.0,0.7044,0.3524,13.085974266666668
2024-04-11,0.0,5.259933333333333,3.6239076000000003,1.5621333333333332,1.5504,0.0,0.0,0.0,0.7044,0.3524,13.053174266666668
2024-04-15,0.0,5.259933333333333,3.6247076000000003,1.5621333333333332,1.5352,0.0,0.0,0.0,0.764,0.3524,13.098374266666667
2024-04-16,0.0,5.259933333333333,3.5503076,1.5621333333333332,1.5564,0.9336000000000001,0.0,0.0,0.7644,0.3524,13.979174266666666
2024-04-17,0.0,5.259933333333333,3.5503076,1.5621333333333332,1.5564,0.9336000000000001,0.0,0.0,0.7648,0.3524,13.979574266666667
2024-04-24,0.0,5.259933333333333,3.4839075999999998,1.5621333333333332,1.5564,0.9336000000000001,0.0,0.0,0.7648,0.3524,13.913174266666667
2024-04-25,0.0,5.259933333333333,3.4839075999999998,1.5621333333333332,1.5575999999999999,0.9336000000000001,0.0,0.0,0.7636000000000001,0.3524,13.913174266666667
2024-05-02,0.0,5.316333333333334,3.4767076,1.5621333333333332,1.5575999999999999,0.9336000000000001,0.0,0.0,0.7156,0.3536,13.915574266666667
2024-05-06,0.0,5.316333333333334,3.4767076,1.5621333333333332,1.5972,0.9336000000000001,0.0,0.0,0.6764,0.3536,13.915974266666668
2024-05-07,0.0,5.316333333333334,3.4767076,1.5621333333333332,1.5976000000000001,0.9336000000000001,0.0,0.0,0.6764,0.3536,13.916374266666667
2024-05-09,0.0,5.316333333333334,3.4767076,1.5621333333333332,1.5976000000000001,0.9336000000000001,0.0,0.0,0.6776,0.3536,13.917574266666666
2024-05-13,0.0,5.300333333333334,3.4767076,1.5621333333333332,1.5932000000000002,0.9336000000000001,0.0,0.0628,0.6779999999999999,0.3536,13.960374266666667
2024-05-16,0.0,5.300333333333334,3.4767076,1.5621333333333332,1.5928000000000002,0.9351999999999999,0.0,0.0628,0.6804,0.3536,13.963974266666668
2024-05-20,0.0,5.300333333333334,3.4439075999999997,1.5621333333333332,1.592,0.9351999999999999,0.0,0.0556,0.6812,0.3936,13.963974266666668
2024-05-21,0.0,5.300333333333334,3.4439075999999997,1.5621333333333332,1.5892,0.9351999999999999,0.0,0.0556,0.6839999999999999,0.3936,13.963974266666668
2024-05-22,0.0,5.300333333333334,3.4439075999999997,1.5621333333333332,1.5892,0.9351999999999999,0.0,0.0556,0.6844,0.3936,13.964374266666665
2024-05-23,0.0,5.300333333333334,3.4439075999999997,1.5621333333333332,1.5892,0.9351999999999999,0.0,0.0556,0.6848,0.3936,13.964774266666666
2024-05-24,0.0,5.307133333333333,3.4043075999999997,1.5621333333333332,1.5912,0.9351999999999999,0.0,0.0556,0.7176,0.3936,13.966774266666668
2024-05-27,0.0,5.307133333333333,3.3719076,1.5621333333333332,1.606,0.9351999999999999,0.4176,0.0556,0.7283999999999999,0.3936,14.377574266666668
2024-05-28,0.0,5.327133333333333,3.3719076,1.6009333333333333,1.4532,0.9236,0.4176,0.134,0.7000000000000001,0.3936,14.321974266666668
2024-05-29,0.0,5.327133333333333,3.3719076,1.5809333333333335,1.476,0.9236,0.4176,0.134,0.7004,0.3936,14.325174266666666
2024-05-30,0.0,5.327133333333333,3.3719076,1.5809333333333335,1.4756,0.9236,0.4176,0.134,0.7008000000000001,0.3936,14.325174266666666
2024-05-31,0.0,5.375133333333333,3.3719076,1.5637333333333332,1.4751999999999998,0.9236,0.4176,0.1604,0.7008000000000001,0.3936,14.381974266666667
2024-06-03,0.0,5.375133333333333,3.4119075999999997,1.5513333333333335,1.4764,0.9236,0.4376,0.11800000000000001,0.7024,0.3936,14.389974266666666
2024-06-04,0.0,5.375133333333333,3.4119075999999997,1.5513333333333335,1.4776,0.9236,0.4376,0.1176,0.7024,0.3936,14.390774266666668
2024-06-05,0.0,5.3735333333333335,3.4119075999999997,1.5513333333333335,1.478,0.9236,0.4376,0.1232,0.7024,0.3936,14.395174266666666
2024-06-06,0.0,5.3735333333333335,3.3895076000000004,1.5513333333333335,1.4711999999999998,0.9236,0.4376,0.13040000000000002,0.7024,0.3936,14.373174266666666
2024-06-11,0.0,5.3735333333333335,3.3895076000000004,1.5513333333333335,1.4711999999999998,0.9236,0.4376,0.1308,0.7028000000000001,0.3936,14.373974266666668
2024-06-12,0.0,5.3735333333333335,3.3895076000000004,1.5513333333333335,1.4664,0.9236,0.4376,0.1356,0.7028000000000001,0.3936,14.373974266666668
2024-06-13,0.0,5.385533333333333,3.3895076000000004,1.5497333333333334,1.5204,0.9236,0.4376,0.0828,0.6911999999999999,0.3936,14.373974266666668
2024-06-19,0.0,5.385533333333333,3.3895076000000004,1.5497333333333334,1.5204,0.9236,0.4376,0.0844,0.6916,0.3936,14.375974266666667
2024-06-20,0.0,5.399133333333333,3.3895076000000004,1.5497333333333334,1.5068,0.9236,0.4376,0.0844,0.6916,0.3936,14.375974266666667
2024-06-27,0.0,5.399133333333333,3.3343076,1.5497333333333334,1.5148,0.9236,0.4376,0.09079999999999999,0.692,0.3936,14.335574266666667
2024-06-28,0.0,5.413133333333333,3.3343076,1.6629333333333334,0.9440000000000001,0.9236,0.5336,0.252,0.4772,0.49560000000000004,14.036374266666668
2024-07-02,0.0,5.421133333333334,3.3367076000000004,1.6629333333333334,0.9440000000000001,0.9236,0.5256000000000001,0.252,0.4772,0.48760000000000003,14.030774266666668
2024-07-03,0.0,5.421133333333334,3.3367076000000004,1.6629333333333334,0.9364000000000001,0.9236,0.5256000000000001,0.252,0.4772,0.5044,14.039974266666666
2024-07-04,0.0,5.421133333333334,3.3367076000000004,1.6629333333333334,0.9440000000000001,0.9236,0.4712,0.252,0.5132,0.5044,14.029174266666667
2024-07-05,0.0,5.421133333333334,3.3367076000000004,1.6629333333333334,0.9272,0.9236,0.49119999999999997,0.252,0.49160000000000004,0.5044,14.010774266666667
2024-07-08,0.0,5.421133333333334,3.3659076000000003,1.6629333333333334,0.9236,0.9236,0.4712,0.252,0.4772,0.5508,14.048374266666666
2024-07-09,0.0,5.427133333333333,3.3659076000000003,1.6629333333333334,0.9088,0.9236,0.4712,0.252,0.4772,0.5636,14.052374266666668
2024-07-10,0.0,5.439533333333333,3.3659076000000003,1.7829333333333333,0.8888,0.9236,0.44600000000000006,0.1156,0.4812,0.5640000000000001,14.007574266666667
2024-07-11,0.0,5.432733333333333,3.3659076000000003,1.7829333333333333,0.8376,0.9236,0.44600000000000006,0.1156,0.5,0.5672,13.971574266666668
2024-07-12,0.0,5.439533333333333,3.3659076000000003,1.7829333333333333,0.8840000000000001,0.9236,0.42760000000000004,0.1532,0.4948,0.4124,13.883974266666666
2024-07-15,0.0,5.439533333333333,3.3759075999999997,1.7829333333333333,0.8880000000000001,0.9236,0.44999999999999996,0.1532,0.4948,0.4072,13.915174266666666
2024-07-17,0.0,5.439533333333333,3.3759076666666665,1.7829333333333333,0.8880000000000001,0.9236,0.44999999999999996,0.1532,0.4812,0.4072,13.901574333333333
2024-07-18,0.0,5.439533333333333,3.2895076000000003,1.7829333333333333,0.9396,0.9236,0.44999999999999996,0.1532,0.4812,0.4072,13.866774266666667
2024-07-19,0.0,5.443533333333334,3.0895076,1.7829333333333333,0.9488,0.9236,0.44999999999999996,0.1532,0.4812,0.4072,13.679974266666667
2024-07-23,0.0,5.443533333333334,3.0895076,1.7829333333333333,0.954,0.9236,0.44999999999999996,0.1532,0.4812,0.4072,13.685174266666667
2024-07-24,0.0,5.408733333333333,3.3235076,1.8029333333333335,1.1292,0.9196,0.40759999999999996,0.328,0.47559999999999997,0.4824,14.277574266666667
2024-07-25,0.0,5.552733333333333,3.0799076000000003,1.9985333333333335,1.0031999999999999,0.936,0.43160000000000004,0.3148,0.46759999999999996,0.4784,14.262774266666668
2024-07-26,0.0,5.580333333333334,3.1519076,1.9589333333333334,0.8475999999999999,0.9408,0.5436,0.32399999999999995,0.46759999999999996,0.4764,14.291174266666667
2024-07-29,0.0,5.580333333333334,3.1519076,1.9665333333333332,0.7939999999999999,0.972,0.5115999999999999,0.3404,0.46759999999999996,0.45840000000000003,14.242774266666666
2024-07-30,0.0,5.584733333333333,3.1519076,1.9665333333333332,0.7872,0.9408,0.5115999999999999,0.3404,0.46759999999999996,0.4832,14.233974266666666
2024-07-31,0.0,5.584733333333333,3.1599075999999995,1.9665333333333332,0.8284,0.9400000000000001,0.5115999999999999,0.3404,0.46759999999999996,0.4612,14.260374266666668
2024-08-01,0.0,5.570733333333333,3.1395076,1.9665333333333332,0.8056000000000001,0.9400000000000001,0.5115999999999999,0.3404,0.46759999999999996,0.4632,14.205174266666667
2024-08-02,0.0,5.570733333333333,3.1375076,1.9665333333333332,0.796,0.9400000000000001,0.5396,0.3404,0.46759999999999996,0.48640000000000005,14.244774266666665
