date,BOCOM INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,89.40051635061357,0.0,0.0,10.599483649386436,0.0,0.0,0.0,0.0
2024-03-07,0.0,69.54377702797626,0.0,22.429241399465933,8.026981572557803,0.0,0.0,0.0,0.0
2024-03-11,0.0,69.54424404833217,0.0,22.428720474016707,8.027035477651125,0.0,0.0,0.0,0.0
2024-03-19,0.0,69.5554544189388,0.0,22.41621616393589,8.028329417125319,0.0,0.0,0.0,0.0
2024-03-20,0.0,69.57741853385804,0.0,22.42329472236085,7.999286743781113,0.0,0.0,0.0,0.0
2024-03-22,0.0,54.214584800713574,22.080200813527647,17.47218621865443,6.2330281671043455,0.0,0.0,0.0,0.0
2024-03-25,0.0,48.22478695392503,19.640710780067394,15.541804130958218,5.754404844487058,0.0,0.0,10.838293290562294,0.0
2024-03-26,0.0,48.295631278525924,19.669563844596734,15.435453139699604,5.745136518982468,0.0,0.0,10.854215218195272,0.0
2024-03-27,0.0,48.33530485224449,19.68572186697976,15.372986811892375,5.742854802218209,0.0,0.0,10.863131666665172,0.0
2024-03-28,0.0,48.34297657875075,19.688846363136417,15.36655720978609,5.736763997332892,0.0,0.0,10.864855850993852,0.0
2024-04-03,0.0,48.34297657875075,19.688846363136417,15.36562356918703,5.7376976379319515,0.0,0.0,10.864855850993852,0.0
2024-04-05,0.0,48.33996549493796,19.68857063240322,15.365408382650722,5.741351794941255,0.0,0.0,10.864703695066853,0.0
2024-04-08,0.0,48.34019115360283,19.688662541789515,15.365480110826473,5.740911780545524,0.0,0.0,10.86475441323566,0.0
2024-04-11,0.0,48.35034797454036,19.692799352488112,15.368708571996786,5.72110687994556,0.0,0.0,10.867037221029177,0.0
2024-04-15,0.0,48.3557666910919,19.69500636241188,15.359223780286898,5.721748055404314,0.0,0.0,10.868255110805002,0.0
2024-04-17,0.0,48.32222351301829,19.707798363827102,15.369199670048939,5.725464358302389,0.0,0.0,10.875314094803286,0.0
2024-04-18,0.0,47.365178155950765,19.317475743075963,15.064805126157529,5.616648877617996,0.0,1.9759689365115245,10.659923160686226,0.0
2024-04-19,0.0,47.36691373705805,19.318183584727684,15.06535713909572,5.613190430559896,0.0,1.9760413410603577,10.660313767498298,0.0
2024-04-22,0.0,44.483151533840825,18.14249641072361,14.148157683440592,5.280054680613135,0.0,1.8557372536338996,10.011299350223808,6.079103087524128
2024-04-23,0.0,44.49501794214033,18.147336136834703,14.151931872318146,5.26382249409658,0.0,1.8562322935577562,10.01396998307247,6.071689277980014
2024-04-24,0.0,44.50267704985807,17.705708555315148,14.15436790169036,5.251818523314144,0.0,1.856551814343297,10.460445084314912,6.068431071164064
2024-04-25,0.0,44.503443105655606,17.7060133360966,14.15461155075397,5.250187556403006,0.0,1.8565837724719998,10.460625147293879,6.068535531324939
2024-04-26,0.0,44.494060739038765,17.70228049439158,14.151627427602584,5.270163032797306,0.0,1.8561923611924986,10.458419802868276,6.0672561421089855
2024-04-29,0.0,44.496358095674935,17.703194514170708,14.152358116927033,5.278180078971961,0.0,1.8433799809841083,10.458959801235224,6.0675694120360255
2024-04-30,0.0,44.6598861621255,17.672383444470768,14.205233000114834,5.0242134411964665,0.0,1.8510182767140073,10.497397407065856,6.089868268312564
2024-05-02,0.0,44.66007902905314,17.672459763928604,14.205294346434327,5.023803281437289,0.0,1.8510262704694487,10.497442740830897,6.089894567846296
2024-05-03,0.0,44.662972232878914,17.66712635746009,14.206214604813688,5.024128737352052,0.0,1.8511461850867932,10.498122794296071,6.09028908811239
2024-05-06,0.0,44.666637495900765,17.668576208683664,14.207380436608307,5.01633455054578,0.0,1.8512980992412036,10.498984321851292,6.090788887168991
2024-05-09,0.0,44.6664638646057,17.668507526151444,14.20732520867975,5.0163150506972745,0.0,1.851679629778861,10.498943509460954,6.090765210626012
2024-05-10,0.0,44.67032265616728,17.67003393056873,14.20855259723672,5.008109291605165,0.0,1.8518395986931626,10.49985052629449,6.091291399434455
2024-05-13,0.0,44.663629846851116,17.67217133988295,14.21027129753929,5.008715084411707,0.0,1.8520636016137138,10.501120613177232,6.092028216523993
2024-05-14,65.50714356147544,15.419512449290126,6.086066284222568,4.893832872615324,1.7411532365018796,0.0,0.6378266498909861,3.6164495511752928,2.0980153948283746
2024-05-16,65.50806646582386,15.420430138291547,6.086428495162073,4.8941241280371,1.7382811215085046,0.0,0.6378646100082949,3.6166647834005805,2.098140257768042
2024-05-20,65.51079566856617,15.42107258558837,6.086682068473513,4.894328027460667,1.7401390599271298,0.0,0.6378911847789571,3.616815461202222,2.0922759440029797
2024-05-21,65.51391503588724,15.42180687662221,6.086971892416947,4.894561076178083,1.7354603104773436,0.0,0.6379215586569705,3.616987679778425,2.092375569982786
2024-05-23,65.51411000620828,15.421852772133665,6.086990007329838,4.894278041070951,1.735465475231331,0.0,0.637923457120389,3.616998443983996,2.0923817969215426
2024-05-24,65.55123399335287,15.430591663099353,6.090439238934449,4.673723894908225,1.7788811165710898,0.12125195482895873,0.6412626407708842,3.6190480391585877,2.0935674583755883
2024-05-27,65.6173731256469,15.446160644508375,6.12639134718698,4.529404301652592,1.799007285370399,0.12137429423575248,0.6419096545957876,3.622699544743741,2.0956798020594625
2024-05-29,65.6455496051272,15.45279331521307,6.129022055059905,4.4591852266451975,1.8290032386177772,0.12142641305959535,0.6421852943135845,3.624255152878043,2.09657969908562
2024-05-30,65.6455496051272,15.45279331521307,6.128723856599542,4.4591852266451975,1.8293014370781395,0.12142641305959535,0.6421852943135845,3.624255152878043,2.09657969908562
2024-05-31,65.74524169040549,15.465210476612226,6.138031193731068,4.366954220777721,1.7902683065871707,0.12161081630396745,0.6431605438394132,3.629759098780611,2.099763652962329
2024-06-03,65.71923573479751,15.458496046208007,6.135603255790004,4.3732872397461,1.8094126110874964,0.1281304423980085,0.64857826801443,3.6283233240908612,2.098933077867582
2024-06-04,65.71378200181347,15.457213217690171,6.135034388998652,4.390834825609709,1.7997101872596628,0.12811980944995072,0.6485244455277036,3.6280222264537976,2.098758897196883
2024-06-05,65.71397816356465,15.457259358909269,6.13505270264691,4.390847932660046,1.8001633235131456,0.12812019189949805,0.6477801081815139,3.628033056437579,2.0987651621873926
2024-06-07,65.7798566047137,15.47275530329521,6.144041790896274,4.270048984152918,1.824079825353044,0.12824863273899567,0.6484295094950082,3.631670169406153,2.100869179948708
2024-06-11,65.78378795646664,15.47368003689641,6.144408991293349,4.270304184839352,1.8180629004814097,0.12825629755483983,0.6486176762759963,3.631887217201991,2.1009947389900256
