date,CHINA GALAXY INTERNATIONAL SECURITIES,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CGS INTERNATIONAL SECURITIES HK LTD,CHINA CONSTRUCTION BANK (ASIA),FUTU SECURITIES INTERNATIONAL,BOOM SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,64.22363603208557,0.0,0.0,0.0,0.0,35.776363967914435
2024-03-06,0.0,0.0,74.50874312912951,0.0,16.385884638606974,0.0,0.0,0.0,0.0,9.10537223226351
2024-03-11,0.0,0.0,64.24685191882928,0.0,14.237914214837891,13.663920357283072,0.0,0.0,0.0,7.851313509049769
2024-03-12,0.0,0.0,64.29541636862879,0.0,14.218574478136475,13.64536029167012,0.0,0.0,0.0,7.840648861564603
2024-03-15,0.0,0.0,58.13186407196089,0.0,13.125724014436562,12.410961744584155,0.0,0.0,9.242429526501176,7.089020642517209
2024-03-18,0.0,0.0,53.62512565951063,0.0,12.108137436895273,11.44878791921827,0.0,7.684638789656799,8.525899739672301,6.607410455046722
2024-03-19,0.0,0.0,53.51599454239578,0.0,12.35483972221287,11.425488784719859,0.0,7.623776104274056,8.50854889990164,6.571351946495789
2024-03-20,0.0,0.0,53.54366828088314,0.0,12.36122855243922,11.35706225261202,0.0,7.650342076880453,8.512948768747883,6.5747500684372895
2024-03-21,0.0,0.0,53.531557499389116,0.0,12.358432626369849,11.354493454026278,0.0,7.6712301961308444,8.511023266336146,6.573262957747768
2024-03-25,0.0,0.0,53.3625799911661,0.0,12.38706339157877,11.318651903721717,0.0,7.669562335785937,8.484157403074276,6.7779849746731955
2024-03-28,0.0,0.0,53.33852739257592,0.0,12.381480058398138,11.313550145319718,0.0,7.71117926950918,8.480333262029635,6.7749298721674105
2024-04-09,0.0,0.0,53.35955006465336,0.0,12.375901756202426,11.308452983969115,0.0,7.707705105835068,8.476512566811227,6.771877522528802
2024-04-10,0.0,0.0,53.34753257334028,0.0,12.395636214948517,11.305906125246834,0.0,7.705969197660413,8.474603509931748,6.7703523788722
2024-04-11,0.0,0.0,53.358037148111215,0.0,12.392845132404858,11.303360413459297,0.0,7.704234071222642,8.47269531276374,6.768827922038247
2024-04-15,0.0,0.0,47.550386705067815,0.0,11.184431430082094,10.073068415819165,10.821238836003799,6.845616017022695,7.5505014818633125,5.974757114141117
2024-04-16,0.0,0.0,47.40123656764493,0.0,11.474238462799596,10.045711675936571,10.791850192561341,6.798436806074205,7.529995604558033,5.9585306904253255
2024-04-17,0.0,41.317002042555764,27.298239530780616,0.0,6.8351739435828245,5.669871398842682,6.2108373897950635,4.562431843313898,4.509191203065104,3.5972526480640483
2024-04-18,0.0,41.39992375905752,27.365033576251225,0.0,6.968966629896521,5.68125062399198,6.223302313962229,4.238809908498364,4.518240985384926,3.6044722029572305
2024-04-19,0.0,41.394953270746235,27.385760186467266,0.0,6.968129933496374,5.6805685311943135,6.22255514226237,4.238300995602134,4.517698523902724,3.592033416328578
2024-04-22,0.0,41.33540037139774,27.382327909703356,0.0,6.814240104614057,5.672396174439425,6.369456936213835,4.328113639017473,4.511199131483528,3.586865733130582
2024-04-23,0.0,34.33263097048824,22.902718771645425,16.47332473614585,5.659816737081834,4.711416433024201,5.1011894108770495,4.092758520366526,3.7469416922058416,2.979202728165032
2024-04-24,0.0,34.35315568345006,23.02601068526175,16.483172809310616,5.523709091234243,4.714233009185072,5.104239000886977,4.065314280656245,3.749181686652621,2.9809837533624086
2024-04-25,0.0,34.339469815879205,23.176192407807466,16.476606119417713,5.521508514617084,4.7123549177149195,5.102205535907519,3.934218775052393,3.7476880595595103,2.9897558540441915
2024-04-26,0.0,34.28142632703657,23.286160827950656,16.44875596015245,5.512175591902171,4.704389695142892,5.093581354704834,3.9474545295204138,3.741353398854583,2.9847023147354346
2024-04-29,0.0,34.32237780831627,23.4334344815912,16.4684051111344,5.518760258287075,4.710009406665254,5.0996659819751216,3.7132565101882986,3.7458226984167506,2.9882677434256335
2024-04-30,0.0,13.363744850498339,9.124031007751938,6.4121304540420825,2.1410299557032118,1.8338870431893688,1.9856035437430788,1.4419158361018825,1.4584717607973423,1.1363787375415282
2024-05-03,0.0,34.36342724523628,23.461460782564387,16.488101262740155,5.505427403452348,4.7156425604960095,5.105765163628831,3.6877976437019067,3.750302688510413,2.922075249669674
2024-05-06,0.0,11.136454042081949,7.6033591731266155,5.343442045035069,1.7971115263935034,1.5282392026578073,1.654669619785899,1.1402270210409746,1.215393133997785,0.9469822812846069
2024-05-08,0.0,34.356578855028715,23.456785077864392,16.484815299718388,5.5441888086197935,4.764526013813091,5.104747620416416,3.617310144517612,3.7495552794692806,2.921492900552318
2024-05-09,0.0,34.34973319394959,23.47203656461673,16.48153064617445,5.543084110806236,4.763576666369889,5.103730482701649,3.616589383600993,3.748808168275556,2.9209107835049064
2024-05-13,0.0,34.34973319394959,23.47203656461673,16.48153064617445,5.543084110806236,4.763576666369889,5.103730482701649,3.5667760632176804,3.748808168275556,2.9707241038882186
2024-05-20,0.0,34.241925936640676,23.432350296746094,16.45366385079257,5.533711923597625,4.75552246199425,5.095101149898829,3.7596617826958423,3.7424697236010918,2.98559287403302
2024-05-27,0.0,34.24533191547545,23.434681067781206,16.455300465243926,5.534262351331287,4.755995484711599,5.095607949858319,3.7500889404548503,3.7428419799015096,2.9858898452418536
2024-05-28,0.0,34.241925936640676,23.432350296746094,16.45366385079257,5.533711923597625,4.75552246199425,5.095101149898829,3.7596617826958423,3.7424697236010918,2.98559287403302
2024-05-30,0.0,34.23852063524354,23.430019989293424,16.45202756185827,5.533161605342172,4.755049533359513,5.0945944507401295,3.76923272093102,3.742097541341188,2.9852959618907513
2024-05-31,0.0,11.120304171280916,7.609819121447028,5.343442045035069,1.7680417589516426,1.5573089700996678,1.654669619785899,1.2952657807308972,1.215393133997785,0.9695921004060539
2024-06-03,0.0,34.16716543680381,23.381190375899973,16.417740517043494,5.333072166816757,4.913849493261539,5.083977000241165,3.9896318115947196,3.734298778202797,2.9790744201357393
2024-06-04,0.0,34.18073396393452,23.340835328656585,16.374620131876245,5.335190046174334,4.915800890145453,5.08599595847132,4.001144227117524,3.7357817497527765,3.0298977038712436
2024-06-05,38.213980048154205,21.148309700428516,14.453731083913086,10.045310283846428,3.3009897191262803,3.041505187107204,3.14680830956908,2.4633032921894493,2.3114035380381925,1.8746588376275588
2024-06-07,38.29631477929048,21.193875234062475,14.478716755977239,9.80224918703817,3.308101935667593,3.0911497447315353,3.1535883313249737,2.456298819917397,2.316383620945338,1.903321591044797
2024-06-11,38.26804578970916,21.17823066247295,14.449574958937742,9.795013512228754,3.3056600114330474,3.088867966956526,3.1512604635863735,2.546756260323388,2.3146737482115194,1.9019166261405434
2024-06-12,38.26418918765145,21.1931297303634,14.45974035951971,9.801904388696787,3.215650064989951,3.115663814010724,3.184255904751011,2.5889996711343417,2.3163021411527653,1.8601647377298574
2024-06-13,38.30427342529567,21.21533091812072,14.474887882076695,9.806010374868627,3.2190186684837703,3.1374141222235203,3.156780876064406,2.4746309873688377,2.318728618949706,1.8929241265480456
2024-06-14,38.30663393713637,21.216638318975985,14.47577990119579,9.800452144378102,3.2192170414328674,3.1376074662690385,3.1569754135916868,2.4747834872134944,2.318871511266175,1.8930407785404917
2024-06-18,38.307982931673564,21.217385477529174,14.476289675770095,9.80079727406051,3.2158088394036612,3.1377179592802174,3.1570865886584905,2.474870638421049,2.3189531719259517,1.8931074432772872
2024-06-19,38.30562225358096,21.216077984593078,14.475397593825692,9.800193313067412,3.1847988397934053,3.137524601617391,3.1568920374298446,2.487042859716412,2.3188102695455135,1.9176402468302929
2024-06-20,38.310343900749274,21.21869313163013,14.477181867674757,9.801401309499354,3.1851914060940922,3.1379113407767942,3.1572811638680096,2.487349418863222,2.319096091920897,1.9055503689234614
2024-06-25,38.31506671206527,21.221308923445836,14.478966581446198,9.802609603769357,3.1855840691841246,3.1382981752888313,3.1576703862474043,2.4753282829838477,2.3193819847673347,1.9057852808018003
2024-06-27,38.31270516086191,21.220000946925747,14.478074169560012,9.802005419397714,3.1853877255382033,3.13810474611153,3.157475763062836,2.481339221385214,2.3192390295336054,1.905667817623228
2024-06-28,38.29146429265922,21.20823640977072,14.470047410186766,9.796571109699109,3.183621721269683,3.1918057505775956,3.1557252334081216,2.4799635472022943,2.317953224985218,1.9046113002412708
2024-07-02,38.27495989338309,21.199095228880534,14.463810525690082,9.792348588463158,3.1822495156096857,3.233532049652542,3.1543650517013098,2.4788946325151873,2.3169541400393894,1.9037903740650155
2024-07-03,38.275969957928176,21.19965466655305,14.461553251677259,9.792607005562742,3.182333494206091,3.233617381579416,3.154448294435198,2.478960049790248,2.31701528375413,1.9038406145136917
2024-07-04,38.401971389511885,21.244730770136268,14.521515260227408,9.824843484559715,3.106319357820222,3.3431080470245176,2.9733186405558607,2.442110421573797,2.3246427127409137,1.8174399158494166
2024-07-05,38.52130107783533,21.310746315942552,14.465715593613282,9.85537305031944,3.085871866048309,3.3411022429802033,2.5673546647171674,2.5612461312045647,2.331866271332765,1.9594227860063818
2024-07-08,38.485526493088976,21.29095510747461,14.452281338955716,9.846220403120862,3.120153875438324,3.3379993741260017,2.626883450226345,2.5836327429145376,2.329700676059324,1.926646538595302
2024-07-09,38.480761568307756,21.288319056760177,14.450491990081677,9.845001334450759,3.1197675666132394,3.3375860936700272,2.626558213619497,2.5895034024576598,2.3356027751411084,1.9264079988980978
2024-07-10,38.53085220255208,21.31603018720794,14.32673449202585,9.857816630741178,3.0990341884180923,3.341930649169019,2.561792625343395,2.6610587688971434,2.3386430430459404,1.9661072125993568
2024-07-11,38.564318469722494,21.334544388697893,14.332974103790026,9.866378712974578,3.1327457950756874,3.344833308663341,2.56401768997431,2.5516983516090685,2.3406742893958357,1.9678148900967716
2024-07-12,38.60743204552574,21.35218475311119,14.348997873690042,9.877408983531009,3.1362480966505055,3.3485727167515593,2.56688417317495,2.430332678445733,2.343291082390267,1.988647596729006
