date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,IFAST SECURITIES (HK) LTD,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD
2024-06-05,28.412304296848056,12.752603627836404,13.535416235602455,12.218084005793504,0.0,15.414856196979102,7.000482791916685,0.0,6.0693840954548595,4.5968687495689355
2024-06-06,28.429951690821255,12.746721877156661,13.543823326432022,12.22567287784679,0.0,15.376121463077986,7.004830917874397,0.0,6.073153899240856,4.599723947550034
2024-06-07,28.428970704944618,12.746282046858287,13.543355991856734,12.225251026534627,0.0,15.379041440944066,7.004589213622718,0.0,6.072944342845312,4.599565232393637
2024-06-11,28.427989786764197,12.749292664412392,13.542888689531432,12.224829204333725,0.0,15.378510799806778,7.004347526050653,0.0,6.072734800910911,4.599406528189911
2024-06-12,28.416224046354415,12.768158929433676,13.537283575912257,12.219769607505002,0.0,15.38939090846382,7.001448575567359,0.0,6.07022142512244,4.59750293164103
2024-06-17,28.397488962472405,12.775938189845473,13.538217439293598,12.220612582781456,0.0,15.397350993377485,7.001931567328919,0.0,6.070640176600441,4.597820088300221
2024-06-21,28.42690421932187,12.789172018507008,13.44520406049306,12.233271182929355,0.0,15.416752986672192,7.0091844485878045,0.0,6.076928388923417,4.602582694565292
2024-06-24,28.370089593383874,12.86354238456237,13.418332184700207,12.20882150241213,0.0,15.485871812543072,6.995175740868366,0.0,6.064782908339077,4.593383873190903
2024-06-25,28.389655172413793,12.87241379310345,13.358620689655174,12.217241379310344,0.0,15.49655172413793,7.000000000000001,0.0,6.068965517241379,4.596551724137931
2024-06-26,28.38573989794511,12.87063853261619,13.356778375396496,12.21555647496897,0.0,15.508205764722108,6.999034615915047,0.0,6.068128533995311,4.5959178044407665
2024-06-27,28.360210432211257,12.976653027541863,13.320496509988653,12.182374583089778,0.0,15.545163841419384,6.980022693669842,0.0,6.051645291063508,4.583433621015714
2024-06-28,28.36313617606602,13.005502063273727,13.321870701513067,12.145804676753782,0.0,15.546767537826685,6.980742778541953,0.0,6.052269601100413,4.583906464924346
2024-07-02,28.36313617606602,13.008940852819808,13.321870701513067,12.145804676753782,0.0,15.543328748280604,6.980742778541953,0.0,6.052269601100413,4.583906464924346
2024-07-03,28.388517932126383,12.941419425896605,13.333792248915813,12.156673779858194,0.0,15.546912645418875,6.986989743236732,0.0,6.0576856887175605,4.588008535829834
2024-07-04,28.387540870762347,12.94441576320771,13.333333333333334,12.156255377731888,0.0,15.546377559800378,6.986749268628463,0.0,6.057477198416795,4.587850628119085
2024-07-08,28.388517932126383,12.965512493976734,13.326908515178632,12.156673779858194,0.0,15.543470778550287,6.986989743236732,0.0,6.043918221243202,4.588008535829834
2024-07-09,28.390472256643264,12.966405066776815,13.327825967231172,12.157510670521823,0.0,15.537656615723531,6.987470742117583,0.0,6.0443342971224014,4.588324383863418
2024-07-11,28.38167991466226,12.989917759196173,13.323698427445718,12.153745569663812,0.0,15.536285743780324,6.9853067685213865,0.0,6.0424624066618495,4.5869034100684765
2024-07-15,28.36103368776023,13.010563986098205,13.323698427445718,12.153745569663812,0.0,15.536285743780324,6.9853067685213865,0.0,6.0424624066618495,4.5869034100684765
2024-07-16,28.385452541672407,12.92877806860449,13.335170133627223,12.16420994627359,0.0,15.55655048904808,6.9913211186113795,0.0,6.047664967626395,4.590852734536437
2024-07-17,28.384474980197677,12.931776698694769,13.334710886110823,12.163791025243654,0.0,15.556014739814719,6.991080345765748,0.0,6.047456693184557,4.59069463098805
2024-07-22,28.417749887942627,12.909009412819364,13.295176361066098,12.178050546495191,0.0,15.550115505292556,6.999275936972037,0.0,6.054546081439851,4.596076267972279
2024-07-23,28.43834103926575,12.918363121937753,13.23580153198537,12.186874611828031,0.0,15.557932509833691,7.004347526050653,0.0,6.05893313090884,4.599406528189911
2024-07-24,28.432454808886437,12.936387470677522,13.233061956671726,12.184352145715469,0.0,15.55471229474265,7.002897750793431,0.0,6.057679039602594,4.59845453291017
2024-07-25,28.435397619458342,12.941176470588237,13.23098154217699,12.185613248231844,0.0,15.545972054510953,7.00362256339486,0.0,6.0583060203553565,4.598930481283422
2024-07-31,28.440303657694958,12.950310559006212,13.216011042098,12.187715665976535,0.0,15.541752933057282,7.004830917874397,0.0,6.059351276742581,4.599723947550034
2024-08-01,28.430493273542602,12.95619179027251,13.163159710244912,12.252500862366333,0.0,15.539841324594688,7.002414625733011,0.0,6.057261124525699,4.598137288720248
2024-08-02,28.37119381343644,12.966926741697163,13.174066146516605,12.262652765311053,0.0,15.552716978526549,7.008216529724505,0.0,6.062279914382379,4.601947110405303
2024-08-05,28.372173312618678,12.970826860003454,13.174520973588812,12.256171241153115,0.0,15.55325392715346,7.008458484377697,0.0,6.062489211116865,4.602105989987916
2024-08-07,28.33695389814144,13.078859349677597,13.15816695976001,12.240957208372125,0.0,15.533947105272233,6.999758629012792,0.0,6.05496362194407,4.59639322781973
2024-08-12,28.3184011026878,13.125430737422466,13.149552033080633,12.232942798070297,0.0,15.534114403859409,6.995175740868366,0.0,6.050999310820123,4.593383873190903
2024-08-13,28.315473934465768,13.12407401026772,13.148192812596907,12.231678324087794,0.0,15.542845329566207,6.994452675464287,0.0,6.050373841436103,4.592909072115219
2024-08-28,28.3184011026878,13.125430737422466,13.149552033080633,12.232942798070297,0.0,15.54445210199862,6.995175740868366,0.0,6.04066161268091,4.593383873190903
2024-08-30,28.331092494915023,13.086496362946875,13.1554452373565,12.238425207708485,0.0,15.55141862309098,6.998310752576964,0.0,6.0433688420036535,4.595442479401523
2024-09-02,28.343795267986483,13.019935158998413,13.199282610195212,12.243912533627647,0.0,15.548044422984066,7.001448575567359,0.0,6.046078498999793,4.59750293164103
2024-09-03,28.343795267986483,13.023384148444507,13.206180589087396,12.243912533627647,0.0,15.537697454645787,7.001448575567359,0.0,6.046078498999793,4.59750293164103
2024-09-04,28.378051728305536,12.987326910459615,13.166891121931007,12.258710590835319,0.0,15.54266376601402,7.009910563210056,0.0,6.05338582133361,4.60305949791084
2024-09-09,28.2930200414651,13.026952315134762,13.175535590877677,12.266758811333794,0.0,15.559778852798894,7.014512785072564,0.0,6.0573600552868,4.606081548030408
2024-09-17,28.292042431153035,13.033412805362635,13.175080335855707,12.262879651705193,0.0,15.559241214885455,7.01427041221796,0.0,6.057150754984279,4.605922393835734
2024-09-19,28.44039860694459,13.006448053515395,13.147822488879694,12.237509051412019,0.0,15.527050791352023,6.999758629012792,0.0,6.044619151063756,4.59639322781973
2024-09-20,28.445302800386262,13.012139605462822,13.150089667540351,12.218926748517037,0.0,15.529728238377707,7.0009656504345426,0.0,6.045661470547662,4.597185818733618
2024-09-24,28.44137931034483,13.013793103448275,13.148275862068964,12.217241379310344,0.0,15.537931034482758,7.000000000000001,0.0,6.044827586206897,4.596551724137931
2024-09-25,28.44137931034483,13.058620689655173,13.148275862068964,12.217241379310344,0.0,15.493103448275864,7.000000000000001,0.0,6.044827586206897,4.596551724137931
2024-09-26,28.401020478521684,13.1076329035372,13.145556091843066,12.211266634489416,0.0,15.496793766806869,6.99855202371923,0.0,6.043577190926015,4.595600910156519
2024-09-30,28.393189494726684,13.107465361549597,13.210863720962292,12.20789963465913,0.0,15.447714896256977,6.996622320259186,0.0,6.041910801681947,4.594333769904184
2024-10-02,28.39221092538342,13.113906600034465,13.210408409443392,12.207478890229192,0.0,15.454075478200929,6.996381182147165,0.0,6.031363088057901,4.594175426503533
2024-10-03,28.448097244284824,13.191518751294979,13.118999930934457,12.110643000207197,0.0,15.474134954071413,7.010152634850473,0.0,6.043235030043511,4.603218454313144
2024-10-04,28.442204115453666,13.199143764673387,13.116282281452838,12.108134235602817,0.0,15.481287115039361,7.008700455738158,0.0,6.041983151498412,4.6022648805413615
2024-10-07,28.305387575590984,13.24216602528862,13.396783947223751,12.049890049477735,0.0,15.437740516767454,6.974986256184717,0.0,6.012919186366135,4.580126443100604
2024-10-08,28.24870395165997,13.283208020050125,13.386205239125209,12.067840834964121,0.0,15.40151749236104,6.9694784907474165,0.0,6.00817111271329,4.634874858378824
2024-10-09,28.785256083901846,13.420221973322471,13.233547160845808,11.930217561008723,0.0,15.219088348097614,6.889997624138751,0.0,5.939653124257544,4.582018124427248
2024-10-10,28.481678948619553,13.505620266920229,13.410534180052297,11.936699833599349,0.0,15.244337283933849,6.893741297925085,0.0,5.942880429245764,4.584507759703875
2024-10-14,28.79858657243816,13.400380538189726,13.621228594726828,11.667572709975536,0.0,15.286083174775754,6.897254688774124,0.0,5.925523240010873,4.403370481108997
2024-10-15,28.64307984275451,13.270977362071305,13.586146129863089,12.101802900908229,0.0,15.246712755862818,6.879490307713162,0.0,5.910261623966382,4.361529076860513
2024-10-18,28.661534809590016,13.340567669300418,13.594899793143206,11.973956390518499,0.0,15.26670962053647,6.883922818678151,0.0,5.914069653090983,4.364339245142256
2024-10-21,28.602427612395743,13.301010374991524,13.592595104088968,11.971926493524107,0.0,15.34210347867363,6.882755814741981,0.0,5.913067064487692,4.394114057096359
2024-10-22,28.59273318872017,13.310059652928416,13.587988069414317,11.967868763557483,0.0,15.357239696312364,6.880422993492408,0.0,5.911062906724512,4.3926247288503255
2024-10-23,28.606307222787386,13.309596473380807,13.594438792811122,11.973550356052899,0.0,15.323838589352324,6.8836893862326205,0.0,5.913869108172261,4.39471007121058
2024-10-24,28.60533722152521,13.312536027940727,13.593977823742836,11.973144349123462,0.0,15.32331897867146,6.88345596961785,0.0,5.913668576853955,4.394561052524499
2024-10-29,28.603488727940423,13.1354347308647,13.631881396851304,12.006528613689687,0.0,15.383046006324594,6.902648848991805,0.0,5.930157434798871,4.40681424053861
2024-10-30,28.54428232100441,13.169324737020698,13.603664743807261,11.981676280963692,0.0,15.361384458771632,6.88836104513064,0.0,5.917882592466916,4.533423820834747
2024-11-01,28.52685838307108,13.229110146500272,13.595360824742267,11.97436245252306,0.0,15.34522517634292,6.88415626695605,0.0,5.914270211611504,4.530656538252849
2024-11-05,28.419231160723374,13.276558205815492,13.6022800529298,11.980456689173142,0.0,15.383571404336172,6.8876598921046375,0.0,5.917280222576596,4.532962372340787
2024-11-06,28.40959196825289,13.272055082589967,13.59766645185361,12.01031102669335,0.0,15.37835362751416,6.88532374588746,0.0,5.9152732082895225,4.531424888919038
2024-11-07,28.85589278947187,15.867984979501843,14.293588727736244,12.323009611740792,0.0,9.980363110207739,7.627381403520859,0.0,6.008199262755365,5.043580115065284
2024-11-08,29.400068563592736,15.567363729859446,14.223517312307166,12.262598560164554,0.0,9.993143640726775,7.5899897154610905,0.0,5.978745286253,4.984573191635241
2024-11-11,27.550332337925056,14.24397135792955,13.322415952220403,11.485727129692066,0.0,9.340782840445685,7.109141701184857,6.646758501107793,5.5999743120444405,4.700895867450149
2024-11-15,27.575124538004175,14.266430981841555,13.33440462799293,11.496062992125983,0.0,9.246344206974129,7.115539129037442,6.655953720070705,5.60501365900691,4.705126144946167
2024-11-18,27.6328327420217,14.229947162625791,13.300304297754991,11.59416921583823,0.0,9.222698352528589,7.097342423530864,6.638932321198022,5.590679849429912,4.693093635071898
2024-11-22,27.60716793533133,14.213527992691466,13.287951248687898,11.58340078994292,0.0,9.191713686125397,7.090750557868162,6.7512656621436715,5.585487340976548,4.688734786232606
2024-11-25,27.464671495287273,14.022276015169293,13.21936450509825,11.52361220967142,0.5862528486233014,9.12196687830713,7.054151124195595,6.786513954171913,5.556657434777379,4.6645335346984425
2024-11-26,27.38875107136247,13.630828549436774,13.125630008793316,11.49175755871543,1.404388396002577,9.03638144396228,7.034651377261776,6.7677540350350425,5.541297200516955,4.5785603589133785
2024-11-27,27.25021753545176,13.492335085998619,13.030788478089578,11.38305128146361,1.928379663181621,9.158222761044518,6.999069793908374,6.733522430453857,5.5132690698176186,4.511143900590447
2024-11-28,27.271770948761816,13.142336023336028,13.041095110301185,11.39205464478281,2.176679630249203,9.171793965250638,7.004605670598453,6.738848273881979,5.517629760399142,4.543185972438743
2024-11-29,27.12929137315286,13.127177995060391,12.563820320374273,11.178322374348028,3.1220715826180556,9.095551284038487,6.968010568464088,6.703641603806913,5.488803266215613,4.623309631921294
2024-12-02,26.840783272045616,13.496195213162027,12.438103615593743,11.290863852827355,3.9354690464778583,9.2985721290777,6.99287999109308,6.727567471105808,5.587355331636703,3.3922100769801116
2024-12-03,26.708910566310596,13.291373302601894,12.420841970964942,11.133259895394305,4.620755075536729,9.03964781330257,6.983175247261651,6.71823092893736,5.579601179948447,3.504204019741506
2024-12-04,26.42152770347786,13.038952073104351,12.301723350235969,11.038984873534817,5.501100766827206,8.837373122858699,7.178608496404839,6.653801608939211,5.526091570992237,3.5018364336248142
2024-12-05,26.013066935325874,13.285311274781217,12.074176579411795,11.032709154985747,5.776895669728834,8.85274414160054,7.118126675086788,6.597741435132663,5.454752425947709,3.7944757079988323
2024-12-06,25.79427152734809,13.422414412410172,12.044330428078924,10.82004494222321,5.76261576407573,8.886478786853512,7.1005313811506845,6.581432481223219,5.441268826025395,4.146611450611061
2024-12-09,25.725910272105125,13.756643921259853,12.012409947372516,10.729735414190083,5.60250417760986,8.91531605380931,7.081713201401242,6.563990043074258,5.3467242839126,4.265052685265152
2024-12-10,25.52527696911974,13.742010839311328,12.005010813903084,10.63997209712725,6.261207538395324,8.663441616087576,7.0773511673548715,6.559946904467308,5.337271354667533,4.188510699565981
2024-12-11,25.395682180008944,13.727395772977808,11.997620789925447,10.488761464183732,6.703647532185126,8.5503823895364,7.07299450365538,6.555908743597024,5.333985846316264,4.1736207776138805
2024-12-12,25.376254921620138,14.056817595066551,12.016112935431888,10.464853717388607,6.76946742078205,8.504991172102766,7.083896235408538,6.566013481906086,5.3422072132127925,3.8193853070805828
2024-12-13,25.11605277072393,14.261694105693396,11.82437488057059,10.402426268407478,7.1646134400965105,8.48457221440735,7.05410526364258,6.538400440190903,5.3197408276294995,3.8340197886377645
2024-12-16,25.01396861067317,14.332675971920219,11.950539238191446,10.389350591816886,7.155607640312682,8.440183304961788,7.045238370796292,6.5301817797198,5.313054001997377,3.8292004896103427
2024-12-17,24.99787446066833,14.142687646824982,11.808041202526748,10.321389206549572,7.632026630901436,8.364284505162955,7.040705418631673,6.525980218313954,5.309635548515531,3.8573751619048204
2024-12-18,24.93827707651503,13.867503749987584,11.596497515418314,10.29678200250483,8.173177215663829,8.347399766633478,7.023919686460539,6.510421641497366,5.296976856673679,3.9490444886453506
2024-12-19,24.860497438923026,13.585805428368841,11.583043998928401,10.071127034149983,8.572795874799933,8.407934415669166,7.0157709830093475,6.502868665713625,5.29083164210409,4.109324518333587
2024-12-20,24.954204912236616,13.606369864955248,11.626704339558605,10.121346448362065,8.231240868754458,8.467207192989042,7.04221575442954,6.52738013791772,5.3107745441368115,4.112555936659897
2024-12-23,24.91069182005138,14.035399001645061,11.606430647829416,10.134289217017155,7.917090805635879,8.489152621962738,7.0299361172145485,6.515998228749777,5.301514051841956,4.0594974880520915
2024-12-27,24.812223664516978,14.531607774944971,11.594725530629068,10.124068758494916,7.640172331727115,8.49587163288055,7.022846407323563,6.5094268266315005,5.296167460353236,3.9728896124980997
2024-12-30,24.563451120521982,14.62976999107437,11.607140808476824,10.131849960725708,7.776845528505031,8.46825665731783,7.030366256689441,6.516396921996741,5.301838434657442,3.974084320034632
2025-01-02,24.33657076008456,14.4426175800102,11.535850757591305,10.185161958753405,8.078744191597286,8.455772524212287,6.987186357655462,6.476373777983521,5.269275003401617,4.232447088710358
2025-01-03,24.11042837572211,14.409118987684169,11.53094229893983,10.189945984799156,8.440017597299924,8.512959773149834,6.984213337628817,6.473618106679452,5.267032947828869,4.081722590267843
2025-01-06,24.065948373332844,14.344547815540079,11.554822592815087,10.34505337709791,8.436177802345227,8.597592034664467,6.998677469238025,6.487024808301564,5.277940841683855,3.892214884980939
2025-01-07,24.030087786453958,14.441772576293324,11.537604791420693,10.515140065275352,8.213777159100498,8.593903832513147,6.988248764018122,6.477358514951523,5.270076200192952,3.932030309780431
2025-01-08,24.008191244581166,14.45782033535758,11.535850757591305,10.358473369713526,8.407123707100675,8.55611070950499,6.987186357655462,6.476373777983521,5.269275003401617,3.943594737110154
2025-01-09,24.012571931657227,14.688541341173304,11.537955662197001,10.424226665784746,8.153204831404892,8.502932006194733,6.988461284061335,6.477555498281395,5.27023646878951,3.9443143104558542
2025-01-10,23.79189383566065,14.70589352125041,11.525337744190056,10.14853985301701,8.806524544124136,8.375159768247755,6.980818696929032,6.470471638145709,5.264472933758927,3.930887464676313
2025-01-13,23.751832832049182,14.70669751570104,11.523587437953273,10.171297185696353,8.814299089335897,8.389074460629136,6.979758548343865,6.469488993895749,5.263673439634428,3.9302904967610788
2025-01-14,23.748947507081787,14.461954990885353,11.522187575686484,10.264207041016284,8.95900193681474,8.39109232251496,6.978910661288229,6.468703093361151,5.275181818388883,3.929813052962127
2025-01-15,23.74822628536895,14.358262644146343,11.521837663259566,10.367148489429079,8.961766722266468,8.390837496991614,6.978698721710723,6.468506648060853,5.275021618629906,3.929693710136499
2025-01-16,23.635585886421847,14.396524410952846,11.530591854582035,10.393260347786843,8.977693288991917,8.39721278181607,6.984001075864396,6.473421362746372,5.27902953384528,3.9326794569923966
2025-01-20,23.609037735147396,14.264995283201443,11.517640371242024,10.621410698442887,8.967609292738256,8.387780797507041,6.976156450478169,6.466150234777415,5.260956975055991,3.928262161409378
2025-01-21,23.594712199576616,14.304882090909574,11.510651676121086,10.520914632620137,9.053185187544893,8.379657335120305,6.971923445368017,6.462226692181844,5.2577647218549926,3.9440820187025336
2025-01-22,23.58397945158226,14.316570270145283,11.505415718053632,10.51612888552278,9.049067080303647,8.403138364450873,6.968752061172179,6.459287158527738,5.255373073112004,3.942287937129605
2025-02-03,23.371655945294048,14.464552659490066,11.521837663259566,10.686018535460247,9.061983022447691,8.175220608722917,6.978698721710723,6.468506648060853,5.2628741883049095,4.008652007248979
2025-02-04,23.34117589968996,14.642827084680762,11.488614125263199,10.53256914436666,9.050164875867313,8.140295752958401,6.969597481482268,6.460070772653277,5.25601063333715,4.11867422970101
2025-02-05,23.30512805177639,14.689861769642315,11.652564025888195,10.552641321027686,9.036187903651344,7.912720841903807,6.958833714004956,6.450093912458901,5.247893309995905,4.194075149650507
2025-02-06,23.31218747893808,14.724602824209718,11.65609373946904,10.555837853679371,9.03892508278992,7.854535100427032,6.960941635472934,6.45204773000755,5.249482965306612,4.195345589699745
2025-02-07,23.310069201767945,14.696005167226877,11.655034600883972,10.551849835419585,9.038103754947445,7.841705972372298,6.960309124956177,6.4514614604685185,5.2490059676018515,4.2464549143553345
2025-02-10,23.231501564358553,14.695190781997331,11.668818433579391,10.491550492733143,9.048792673025183,7.8024609744282145,6.968540738140707,6.459091284699611,5.255213707222735,4.378839349815135
2025-02-11,23.240663425229666,14.752557921536596,11.673420292427066,10.374342744421718,9.052361266268806,7.8055380489643555,6.971288937629261,6.461638571431822,5.257286217977159,4.410902574113553
2025-02-12,23.055409774239646,14.855305417536622,11.656446828442276,10.398638061721915,9.039198891910537,7.85780225389274,6.961152497858719,6.452243176866436,5.249641983807293,4.474161113723815
2025-02-13,23.05401305970008,14.854405471655394,11.655740671886205,10.398008104192872,9.03865129025687,7.863384299432585,6.960730785861356,6.451852294988986,5.249323956439396,4.473890065586259
2025-02-14,23.04795498242779,14.863492587563828,11.655740671886205,10.531285804183254,8.911431667538777,7.85429718352415,6.960730785861356,6.451852294988986,5.249323956439396,4.473890065586259
2025-02-17,23.04795498242779,14.772621428479477,11.655740671886205,10.531285804183254,9.005331865259274,7.851268144888005,6.960730785861356,6.451852294988986,5.249323956439396,4.473890065586259
2025-02-18,23.04795498242779,14.760505273934896,11.655740671886205,10.531285804183254,9.005331865259274,7.863384299432585,6.960730785861356,6.451852294988986,5.249323956439396,4.473890065586259
2025-02-19,23.022153035745756,14.865006947643437,11.651769134006692,10.489239662307465,8.995250489587612,7.8666839128583215,6.95293831990324,6.444629513226241,5.243447392685951,4.468881592035285
2025-02-20,23.022153035745756,14.846853061690688,11.669923019959441,10.446880595084382,8.995250489587612,7.909042980081404,6.95293831990324,6.444629513226241,5.243447392685951,4.468881592035285
2025-02-21,22.98883626394332,14.749782635180486,11.67451500592882,10.39953507764975,8.998790021422447,8.069550688567858,6.95567422442946,6.447165403844539,5.245510631390885,4.4706400476424335
2025-02-24,22.995796719579204,14.769387280856794,11.678049762661882,10.387545028388985,9.001514634273729,8.005383347803477,6.957780231941147,6.449117447360593,5.247098843322022,4.508326703812171
2025-02-25,22.979793968522674,14.659262906845605,11.669923019959441,10.489239662307465,9.004327432563986,8.051248420044613,6.95293831990324,6.444629513226241,5.243447392685951,4.505189363940785
2025-02-26,22.96798015590707,14.639630274489287,11.663923563045895,10.483847189597729,8.999698346804404,8.110615243995097,6.949363844407433,6.44131635708783,5.240751759076623,4.5028732655886285
2025-02-27,22.94438893382606,14.624593394160886,11.682152996327236,10.473078860574697,8.990454439376741,8.174788209997802,6.942225907825185,6.4347002539894005,5.235368798198889,4.498248205723107
2025-02-28,22.940230806811996,14.621943033018677,11.680035882810005,10.471180863105419,8.98882513246511,8.19142935458514,6.940967793818824,6.433534116986116,5.234420011613587,4.49743300478513
2025-03-04,22.921605962578294,14.625477061399964,11.682858871397162,10.473711679308998,8.990997672944907,8.193409169699795,6.942645380519958,6.435089060273068,5.235685136832501,4.498520005045351
2025-03-05,22.922298483856277,14.526217360008037,11.683211840921604,10.474028117354797,9.012418133299494,8.196677973731656,6.942855135877385,6.4352834810351744,5.235843320485426,4.571166153430149
2025-03-06,22.928533058928323,14.499947491332293,11.686389526674025,10.476876920438412,9.014869396966283,8.201929447994132,6.944743504602252,6.437033796693995,5.237267403601264,4.57240945276902
2025-03-07,22.928533058928323,14.502969572926986,11.686389526674025,10.476876920438412,9.011847315371591,8.201929447994132,6.944743504602252,6.437033796693995,5.237267403601264,4.57240945276902
2025-03-14,22.92576171802703,14.534455498050617,11.684977008515952,10.351720225329386,9.010758065527428,8.279502716145256,6.943904102810876,6.436255761091021,5.236634382145887,4.596030522356545
2025-03-17,22.926454490443913,14.534894701335865,11.685330106042784,10.349011226770797,9.011030353302193,8.279752906790078,6.94411393423489,6.43645025235871,5.236792623163213,4.596169405557558
2025-03-19,22.91260699231641,14.529135658367503,11.678272207629835,10.342760460275528,9.00558772256327,8.332131631975876,6.939919713766061,6.432562658973764,5.233629618780062,4.5933933353516885
2025-03-20,22.906567027378404,14.504975798615488,11.678272207629835,10.342760460275528,9.00558772256327,8.362331456665896,6.939919713766061,6.432562658973764,5.233629618780062,4.5933933353516885
2025-03-21,22.76244212154419,14.509357599174088,11.68180009077789,10.345884899377772,9.008308215851994,8.413191945388263,6.942016190485541,6.434505868465711,5.235210643216467,4.667282425718086
2025-03-27,22.74843999150975,14.515009392909128,11.683917843959117,10.344739026687645,9.009941300927355,8.414717143890908,6.943274684618063,6.435672357805254,5.236159716467843,4.668128541224938
2025-03-28,22.74843999150975,14.527095162595147,11.683917843959117,10.344739026687645,9.009941300927355,8.402631374204889,6.943274684618063,6.435672357805254,5.236159716467843,4.668128541224938
2025-03-31,22.680847108328024,14.564350442213037,11.689568941477338,10.349742410811114,9.014299090634967,8.406695429596194,6.946632900831375,6.438785064739264,5.238692261593025,4.670386349775662
