date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-09-17,32.017023366206985,23.86135777714122,15.906207799648076,11.343454597536523,0.0,8.249785161844745,8.622171297622458
2024-09-23,32.017023366206985,23.86135777714122,15.906207799648076,11.327085976183655,0.0,8.249785161844745,8.638539918975324
2024-09-24,32.009164177883235,23.855500552305365,15.902303317923334,11.324305527144785,0.0,8.2477600949147,8.66096632982858
2024-10-02,32.00785468826706,23.854524627720505,15.901652757322859,11.32793323514973,0.0,8.24742268041237,8.660612011127474
2024-10-04,31.996074101337257,23.845744898376477,15.895800106326421,11.319674477569214,0.0,8.244387191755614,8.698319224635014
2024-10-08,32.019946047576234,23.833074470694022,15.89144118368348,11.32183438240824,0.0,8.24000653968773,8.693697375950299
2024-10-09,28.896020065656007,21.507875032274722,14.329976762199845,10.383239275570801,9.601268857659253,7.436096049573973,7.845523957065398
2024-10-10,28.916285250258376,21.53403218662336,14.336335449579213,10.279787391111768,9.608002362320981,7.4413110881441025,7.884246271962203
2024-10-14,28.92696255815671,21.541983605346722,14.304704231592941,10.283583191787905,9.611550107082195,7.444058784432464,7.887157521601064
2024-10-15,28.96332446021887,21.569062407571725,14.19698314108252,10.296509908311151,9.62363206152026,7.453416149068323,7.897071872227151
2024-10-16,28.927146445987884,21.542042263927886,14.14954928328654,10.425594798285799,9.6165213536279,7.447908970001478,7.8912368848825185
2024-10-17,28.69393139841689,21.368367047786574,14.035473468191146,11.147757255936677,9.5389914980944,7.387862796833773,7.827616534740544
2024-10-18,28.703398218409763,21.375416987426224,14.040104109388174,11.15143516991092,9.542138641445801,7.390300230946882,7.797206642472232
2024-10-21,28.70866026252108,21.379335631003887,14.04267800835961,11.135147026472097,9.543887951895579,7.391655056097382,7.798636063650363
2024-10-24,28.65088367668045,21.33630941490724,14.01441691975557,11.131032968641371,9.524680742068863,7.5597350799517,7.782941197994804
2024-10-25,28.650369611359146,21.338651833418723,14.008636463441412,11.132254995242626,9.525726414403865,7.5605650296421,7.783795652492131
2024-10-29,28.6797567587369,21.36053923364349,13.986372628031358,11.077734632573815,9.535497106015093,7.568320023444941,7.7917796175544
2024-10-30,28.704993766957543,21.379335631003887,13.998680061597124,10.999486690621104,9.543887951895579,7.574979834274401,7.798636063650363
2024-11-04,28.736602554690943,21.402877697841728,13.903978857730143,11.01159888415798,9.554397298487741,7.583321098223463,7.807223608868008
2024-11-08,28.76511004151817,21.424109931292943,13.745085791968256,11.096006172612704,9.56387551897711,7.590843957820479,7.814968585810339
2024-11-15,28.73871228250496,21.404449012554146,13.824241979296675,11.085823360986712,9.555098744585566,7.583877835694882,7.807796784377065
2024-11-18,28.78576669112252,21.390315480557593,13.815113719735878,11.078503301540719,9.548789435069699,7.578870139398386,7.802641232575201
2024-11-20,28.779432259957456,21.385608450084355,13.812073644832394,11.098070857478177,9.54668818308516,7.577202376586224,7.8009242279762345
2024-11-22,28.70916889687282,21.479634857205703,13.80650364776185,11.089929244418375,9.542838288668108,7.574146717014335,7.797778348058804
2024-11-25,28.70811643082337,21.57782828653127,13.71801451719334,11.082190776449886,9.542488452232568,7.573869051983283,7.797492484786275
2024-11-29,28.694441390934738,21.629841339635778,13.71147997508336,11.06225495584625,9.537942911582572,7.570261258290278,7.79377816862702
2024-12-12,28.622076023391813,21.816520467836256,13.676900584795321,10.869883040935672,9.51388888888889,7.726608187134502,7.7741228070175445
2024-12-27,28.63254113345521,21.824497257769654,13.645338208409507,10.873857404021937,9.517367458866545,7.729433272394881,7.776965265082267
2025-02-13,29.203347462232365,21.624461109299713,13.52026953592001,10.78505959497156,9.430134405680542,7.73104372713111,7.705684164764699
2025-02-21,29.200173875244513,21.62211113526045,13.518800260812865,10.794754763457219,9.429109613852061,7.730203578932116,7.704846772440773
2025-02-26,29.182203236433406,21.608804257321797,13.510480396770808,10.849654273612568,9.42330666473591,7.725446186149224,7.700104984976288
2025-03-05,29.180090497737552,21.607239819004526,13.50950226244344,10.856108597285068,9.42262443438914,7.724886877828055,7.699547511312217
2025-03-20,29.205717387371088,21.599421024063687,13.504613714492491,10.852180206260178,9.419214763886377,7.722091550569929,7.696761353356251
2025-03-25,29.208279056303372,21.598639455782312,13.504125054277031,10.851787523520047,9.418873932551744,7.7218121291069615,7.696482848458533
2025-03-31,29.180825681440243,21.57833851493023,13.49143228978382,10.841587737690695,9.41002096739209,7.808546019810571,7.689248788952353
2025-04-08,29.339394595374678,21.535519717141106,13.464660677562506,10.802034852256739,9.391348270014792,7.793051196016886,7.673990691633294
