date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,8.713731350696083,6.072522625226027,0.0,22.863160556143743,2.1445711873474815,0.0,60.206014280586665
2024-03-04,0.0,0.0,0.0,1.1161352830997422,2.5230284970910137,0.0,9.536766340361234,0.9848252497938902,58.89254993767463,26.946694691979488
2024-03-05,0.0,0.0,0.0,1.1794367917141844,1.4879048757009712,0.0,9.156149265891322,0.7258072564394981,56.966797039795104,30.48390477045892
2024-03-06,0.0,0.0,0.0,6.642041233161901,1.3476605400618349,0.0,7.457725901598028,0.6738302700309174,54.94779565615754,28.930946398989782
2024-03-07,0.0,0.0,0.0,6.515828391303861,1.323796269473344,0.0,7.325665057194016,0.661898134736672,53.97478425989043,30.198027887401675
2024-03-08,0.0,0.0,0.0,8.363611321077213,1.2777739518312408,0.0,8.0915450361386,0.6388869759156204,52.09832885421014,29.52985386082718
2024-03-11,0.0,0.0,0.0,8.47318554936719,1.2893978009906593,0.0,10.947824601710042,0.6446989004953296,52.57226488584643,26.072628261590346
2024-03-12,0.0,0.0,0.0,9.56585238518499,1.2308393828951325,0.0,11.371303764551165,0.6525926929443991,51.86872808858078,25.310683685843532
2024-03-13,0.0,0.0,0.0,9.818416661476073,1.2211553276794116,0.0,11.216270706368695,0.647458193870292,51.460632902678014,25.63606620792751
2024-03-14,0.0,0.0,0.0,10.125600005238791,1.219655942425691,0.0,11.194313292776362,0.6466632177961718,51.39744739926788,25.416320142495103
2024-03-15,0.0,0.0,0.0,10.59117112237397,1.2009775473620408,0.0,10.926155195316026,0.6367599076617532,50.61032228111579,26.034613946170417
2024-03-18,0.0,0.0,0.0,11.592746804749162,1.1834262363181436,0.0,10.912961012948454,0.6359909705383221,50.54920637987499,25.12566859557093
2024-03-19,0.0,0.0,0.0,13.375395963772101,1.366353861483321,0.0,12.887970137267441,0.7342990139944379,58.36282922621615,13.27315179726655
2024-03-20,0.0,0.0,0.0,2.976986328843133,1.7966373633719959,0.0,20.289885349466857,0.8460908513554166,65.34746130962328,8.742938797339306
2024-03-21,0.0,0.0,0.0,43.34809588684225,1.4947619271324915,0.0,18.1980858505836,0.8370666791941952,31.714577345388236,4.407412310859232
2024-03-22,0.0,0.0,0.0,80.31140835575519,0.4784206582831025,0.0,9.313584972055883,0.36375785588467296,7.184217653722291,2.3486105042988665
2024-03-25,0.0,0.0,0.0,80.43363739706658,0.56244529031287,0.0,9.157163849819186,0.3049879391133169,7.196923186609048,2.3448423370790077
