date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,DBS BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-05,32.53420652555257,32.00975144607469,0.0,20.6777434937884,6.285364734668909,8.49293379991544,0.0,0.0,0.0,0.0
2024-03-06,32.54394179513038,32.00637516208039,0.0,20.635535225471834,6.3130312635067,8.501116553810691,0.0,0.0,0.0,0.0
2024-03-07,32.44358339611811,31.846231119721597,0.0,20.47321780934955,6.813044882144011,8.423922792666739,0.0,0.0,0.0,0.0
2024-03-08,27.000270271480982,26.576197892479737,16.780275258811077,17.042035427962198,5.589094769724219,7.012126379541793,0.0,0.0,0.0,0.0
2024-03-11,26.99623915902878,26.826038336988674,16.77776998105396,17.058899935353548,5.329973111256097,7.011079476318945,0.0,0.0,0.0,0.0
2024-03-12,26.99825456478342,26.8101238228764,16.779022526416693,17.051961412294496,5.349034784776938,7.0116028888520585,0.0,0.0,0.0,0.0
2024-03-13,26.518562407055974,26.45843293804318,16.389973337713496,16.740190830402632,5.256928821374413,6.88702406058704,0.0,0.0,0.0,1.7488876048232633
2024-03-14,26.547217823854975,25.70022498017049,16.476480284011664,16.828546238879994,5.769724097056976,6.919688271250012,0.0,0.0,0.0,1.7581183047758897
2024-03-15,26.388412841081106,25.69187113022167,16.440002530204314,16.791289036124553,6.029829932022825,6.904368574274001,0.0,0.0,0.0,1.7542259560715343
2024-03-18,26.424758268370717,25.594680431080707,16.462645760784383,16.809260339514356,6.03813496903596,6.913878135440419,0.0,0.0,0.0,1.756642095773453
2024-03-19,25.970937301659593,25.17793710069874,16.157397166596546,16.095663149128857,5.890755367028252,6.785681756079788,2.1975575304658097,0.0,0.0,1.7240706283424199
2024-03-20,25.394915786170102,24.619503906040155,18.028290870638397,15.738669938900088,5.720518091058943,6.663452865984512,2.1488168783911017,0.0,0.0,1.6858316628167032
2024-03-21,25.777367690720375,24.316552130882187,18.299800106475946,15.093180803907755,5.878419391824312,6.7422808525537725,2.18117843905113,0.0,0.0,1.7112205845845214
2024-03-22,25.830558095928307,24.222933526593387,18.337560897048757,15.12432488395769,5.827998550549583,6.7561932370484135,2.1856791998113416,0.0,0.0,1.7147516090625161
2024-03-25,25.83260112082441,24.259362852882088,18.339730306119957,15.082379299980875,5.828459506371328,6.756727606880257,2.185852072460996,0.0,0.0,1.714887234480091
2024-03-26,25.84375058446426,23.910162988198497,18.34764581394111,15.088888920859583,6.234525184834573,6.672603624613534,2.1867954957767513,0.0,0.0,1.7156273873116947
2024-03-27,25.89217634959735,23.666690209158222,18.382025451835666,15.117162332205696,6.534482783472018,6.497727669105958,2.190893091624014,0.0,0.0,1.718842113001077
2024-03-28,28.103750703011578,23.745442232430523,16.49893694476618,15.222834688008186,5.863152892483916,6.623931313407285,2.20894594040787,0.0,0.0,1.7330052854844642
2024-04-02,28.116417393984598,23.7270664043815,16.50637320969292,15.208614119490957,5.870884165623487,6.626916797154991,2.209941538322858,0.0,0.0,1.7337863713486896
2024-04-03,28.17376431561143,23.85558878847787,16.54004000576922,14.977396594701931,5.861005447253136,6.640433216152074,2.2144489882736185,0.0,0.0,1.7373226437607172
2024-04-05,28.282247119949755,23.905624827065225,16.620916726324587,14.629000923782796,5.918212282651184,6.672903298534099,2.225277098238664,0.0,0.0,1.7458177234536885
2024-04-08,28.269883427085563,23.870946960934457,16.62225514856385,14.603092798599135,5.988966421964082,6.673440643273998,2.2254562917456067,0.0,0.0,1.7459583078333132
2024-04-09,28.397092477019907,23.710508256929373,16.718698918809068,14.642906580509111,5.824176147826574,6.7121605263700435,2.2383685827298083,0.0,0.0,1.756088509806116
2024-04-10,28.54225198640586,23.458437144758776,16.717468002520924,14.641828494690156,5.934185028772699,6.711666342716119,2.2382037825643923,0.0,0.0,1.7559592175710779
2024-04-11,28.533848753746415,23.407368588403628,16.712546149362005,14.637517738431011,6.00604137102615,6.709690335572841,2.2375448244999383,0.0,0.0,1.7554422389580109
2024-04-12,28.947030488005183,23.77237175715911,17.000892929136068,14.847559974078179,4.57588852421809,6.8059715755869,2.269652653552454,0.0,0.0,1.7806320982640143
2024-04-15,28.988584604618197,23.208363115442936,17.02529809524094,14.868873982049985,5.037039473880965,6.815741701632608,2.272910791242116,0.0,0.0,1.783188235892252
2024-04-16,27.472734710693448,22.520882353794512,20.213306099475147,14.42470892363398,4.8648123271892745,6.568620908755937,2.2050140859781413,0.0,0.0,1.7299205904795616
2024-04-17,27.426665389894346,22.540109512243955,20.216238802851848,14.194661350651009,5.11724542175562,6.569573935273447,2.2053340065405562,0.0,0.0,1.7301715807892193
2024-04-18,27.315329889621804,22.894588748015597,20.055325830858976,14.056704658797656,5.2713542018989825,6.5026561868067185,2.1877019486379394,0.0,0.0,1.716338535362331
2024-04-19,26.809727311498527,22.816881794365194,20.166299658522856,14.13126416172729,5.684999666356233,6.55392408588861,2.2049501130036933,0.0,0.0,1.6319532086376018
2024-04-22,26.213480691820866,22.30943580346024,19.717802444690925,13.816985751122635,5.487647474320533,6.408165233646981,2.1559121635996927,2.2949117636212515,0.0,1.5956586737168776
2024-04-23,26.121105068473486,22.07678523467997,19.755209228893438,13.843908580750686,5.72471625103204,6.420322209795894,2.16000216000216,2.2992654571601943,0.0,1.5986858092121252
2024-04-24,25.90997203147028,22.078510846332257,19.756753376688344,13.84499067715676,5.930522079221428,6.42082404838783,2.1601709945882033,2.2994451771340216,0.0,1.5988107690208742
2024-04-25,25.98103028787121,21.98897744326709,19.714118422847786,13.863465823821,5.973157033061986,6.42082404838783,2.1601709945882033,2.2994451771340216,0.0,1.5988107690208742
2024-04-26,30.289599822386286,25.19977400643187,8.50905548274645,16.16748708075625,5.285333448207874,7.485622733229835,2.5184033985191125,2.6807741439499497,0.0,1.8639498837723694
2024-04-29,30.277560173369526,25.304862395805213,8.505673264358716,16.177622611573096,5.158190583921417,7.482647313583871,2.5505260874101725,2.6797085775517266,0.0,1.8632089924262625
2024-04-30,30.277560173369526,25.321424253515666,8.505673264358716,16.20577776968087,5.113473568103187,7.482647313583871,2.5505260874101725,2.6797085775517266,0.0,1.8632089924262625
2024-05-02,30.3941459562672,25.350159340540845,8.552962274198444,16.19948340817887,4.8946826211809285,7.503355192544091,2.5547572399995353,2.6841540352722393,0.0,1.8662999318178424
2024-05-03,30.312707895422275,25.343125950823453,8.551728943356222,16.200289664165425,4.982854071307818,7.503728638097308,2.5548843914812855,2.684287626893974,0.0,1.8663928184522376
2024-05-06,32.02398697117652,25.14556357714171,8.453944719530252,15.989396825292483,3.915384956704799,7.433068692203906,2.530825953127131,2.6590106442595447,0.0,1.8488176605636513
2024-05-07,31.96641460645916,25.231757943346416,8.444318131414105,15.988546401694054,3.927112270562511,7.438596260659715,2.529911272397518,2.658049635544925,0.0,1.815293477921596
2024-05-08,31.961044782736487,25.241089182882952,8.440297073761057,15.980932895681002,3.925242238594959,7.45147428518884,2.5287065665911888,2.656783912171781,0.0,1.8144290623917294
2024-05-09,31.978773340866574,25.247307660090957,8.443197663819255,15.985691221419806,3.926209274098844,7.417176775499009,2.529329547003648,2.657438446137599,0.0,1.814876071064306
2024-05-10,32.835871233200116,25.856225021500478,5.7385204296723495,16.413719836090454,4.3515286420127826,7.61538591254785,2.5969207939157855,2.728453145815416,0.0,1.8633749852447683
2024-05-13,31.798640965192064,30.05457348658504,5.551975331805167,15.863019732924371,0.13459828529942,7.367828562571887,2.5125013255891733,2.639757886235898,2.2743031479683817,1.8028012758285952
2024-05-14,30.314577524102347,30.07171418992403,5.565413644503684,15.88424332125831,1.4939774799453762,7.418370934901178,2.5185827248121284,2.646147304380535,2.2798079989533164,1.8071648772190922
2024-05-16,30.340876539673445,30.138724065965544,5.652084953144822,15.88983917829521,1.1842697548798953,7.534476408724474,2.52076768834145,2.6484429348938088,2.281785816589598,1.8087326594917543
2024-05-17,29.704621859522163,29.634049323786794,7.590878178971951,15.570065696615085,1.1139233197320808,7.393275078912927,2.4700387507378037,2.595144609541407,2.1556701824620834,1.7723329997177097
2024-05-20,30.0051267463482,29.564772984778863,7.606066596274349,15.658272623978064,0.7143695146626552,7.440210726953346,2.47498099568164,2.6003371759823986,2.159983414413068,1.7758792209274108
2024-05-21,30.134000645786248,31.235873425896028,6.092185986438489,15.842751049402647,0.1687116564417178,7.474168550209881,2.486277042298999,2.6122053600258313,2.1698417823700353,1.7839845011301259
2024-05-22,29.924567324264313,31.833230458447897,6.051448131017178,15.465702582026019,0.24930459249521028,7.486352377211476,2.4689972504348803,2.594050357924439,2.1547612367431683,1.7715856894354172
2024-05-23,29.840238721909774,31.877855022840183,6.039248313986512,15.426523412187299,0.37360298882391063,7.47125977007816,2.464019712157697,2.5888207105656846,2.1504172033376268,1.768014144113153
2024-05-24,28.71206348473303,30.65940071274082,9.43419462596501,14.88673886438682,0.4325705621108212,7.24363266908352,2.370671408009483,2.490744375428145,2.0689495924446395,1.7010337050977133
2024-05-27,28.664188657710877,30.73553680768697,9.436741366812159,14.763946512022455,0.5529250273763437,7.198821660471644,2.375187007418604,2.4954886870151305,2.0728904792016905,1.704273794284128
2024-05-28,28.64474961853239,30.79715170851251,9.430341702501503,14.739291934464635,0.5525500531742729,7.193939674172717,2.373576239577072,2.493796334828378,2.071484718176354,1.7031180160601715
2024-05-29,28.621369390458,30.898296732066406,9.423414543998522,14.735731665999321,0.49819817044999537,7.188067884313303,2.3716388948778757,2.4917608648781844,2.0697939446206917,1.7017279083376968
2024-05-30,28.562646482498945,30.834902216928572,9.404080378068928,14.436546663080646,0.9712990356168594,7.173320013831789,2.3667729665347523,2.486648480424175,2.0655473162485114,1.6982364467668192
2024-05-31,28.56374394835933,30.827633904556983,9.40444171213402,14.387919772535158,1.0251287174364097,7.173595635134096,2.366863905325444,2.4867440252055637,2.065626681011296,1.6983016983016983
2024-06-03,28.561110171966007,30.837085644910943,9.40357455702233,14.386593105991915,1.0219606276221358,7.17293417958845,2.3666456639670512,2.486514730064084,2.06543621582579,1.6981451030412935
2024-06-04,28.54619460870901,30.83941325551033,9.398663697104677,14.379079947776669,1.0705782965978037,7.153828430996083,2.365409722755549,2.4852161892327778,2.0643575762230246,1.6972582750940788
2024-06-05,28.54707156352242,30.840360659263016,9.398952429227531,14.376449625977298,1.0706111853524416,7.1540482005437545,2.3654823894444186,2.485292536442253,2.06442099442422,1.697310415802651
