date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,DBS BANK LTD,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-07-23,78.62578709094834,2.493151434626225,1.3479233366068615,0.0,15.764622181142654,0.010134761929374897,0.30911023884593436,0.0,1.4492709559006105,0.0
2024-08-01,78.62578709094834,2.493151434626225,1.3479233366068615,0.0,15.81529599078953,0.010134761929374897,0.2584364291990599,0.0,1.4492709559006105,0.0
2024-08-06,78.62578709094834,1.885065718863731,0.7398376208443675,0.0,17.031467422314517,0.010134761929374897,0.2584364291990599,0.0,1.4492709559006105,0.0
2024-08-07,77.44840536566228,1.8568378052177141,1.9267187978871982,0.0,17.075919708736023,0.00998299895278341,0.254566473295977,0.0,1.4275688502480277,0.0
2024-08-08,78.03265530279027,1.8708452901469819,1.9412534462277826,0.0,16.450362752878437,0.010058308011542914,0.2564868542943443,0.0,1.4383380456506367,0.0
2024-08-12,78.42707715201026,1.8803016165539328,1.4456082320817871,0.0,16.533512332655683,0.010109148476096412,0.25778328614045853,0.0,1.4456082320817871,0.0
2024-08-13,79.02624317130538,1.8946667169194755,0.6926738534974427,0.0,16.659824814633346,0.010186380198491805,0.25975269506154103,0.0,1.456652368384328,0.0
2024-08-14,79.0524879563265,1.8945962752848389,1.914968278244891,0.0,15.41142023927936,0.010186001480026016,0.2597430377406634,0.0,1.4565982116437202,0.0
2024-08-20,79.13309293650353,2.50831133037876,1.9169208541105973,0.0,14.71338719405102,0.010196387521864879,0.2600078818075544,0.0,1.4580834156266775,0.0
2024-08-26,52.21972807254118,2.50831133037876,1.9169208541105973,0.0,41.626752058013366,0.010196387521864879,0.2600078818075544,0.0,1.4580834156266775,0.0
2024-08-27,81.19667469692321,3.9001838318354882,2.9806282942482594,0.0,9.235191390423465,0.015854405820469465,0.40428734842197134,0.0,2.2671800323271336,0.0
2024-08-28,81.97648780011508,3.9376412088558514,3.00925425717439,0.0,8.363485900923505,0.01600667158071484,0.40817012530822844,0.0,2.2889540360422225,0.0
2024-08-29,79.03126022926355,3.9376412088558514,3.2253443235140407,0.0,11.092623405435384,0.01600667158071484,0.40817012530822844,0.0,2.2889540360422225,0.0
2024-08-30,75.31771242253772,3.9776578878076383,2.961234242432246,0.0,15.030264614291236,0.01600667158071484,0.40817012530822844,0.0,2.2889540360422225,0.0
2024-09-02,71.51612792211793,3.9776578878076383,3.6975411351451286,0.0,18.09554222199813,0.01600667158071484,0.40817012530822844,0.0,2.2889540360422225,0.0
2024-09-09,71.51612792211793,3.9776578878076383,3.6975411351451286,0.0,17.679368760899543,0.01600667158071484,0.8243435864068144,0.0,2.2889540360422225,0.0
2024-09-13,73.44499631614006,4.082226053473055,3.745462938397812,0.0,15.51574449700322,0.016427469028060582,0.84601465494512,0.0,2.349128071012663,0.0
2024-09-17,73.50537167697104,4.0855818419315515,3.748541891188707,0.0,15.446294327946447,0.016440973206968013,0.8467101201588526,0.0,2.351059168596426,0.0
2024-09-20,73.50537167697104,3.0991234495134705,1.7756251063525452,0.0,18.40566950520069,0.016440973206968013,0.8467101201588526,0.0,2.351059168596426,0.0
2024-09-23,73.50537167697104,3.526588752894639,1.7756251063525452,0.0,18.40566950520069,0.016440973206968013,0.4192448167776843,0.0,2.351059168596426,0.0
2024-09-24,75.11073329676523,4.611612359121123,3.8304102654995114,0.0,13.599636447025679,0.016800045024120663,0.4284011481150769,0.0,2.402406438449255,0.0
2024-09-26,75.12335405406995,2.596043092635051,2.8228818094672397,0.0,16.609634932490277,0.016802867913495476,0.4284731317941346,0.0,2.402810111629853,0.0
2024-09-27,74.37972737700814,2.5703455326313267,3.784813001123798,0.0,16.44522044664121,0.016636540664280434,0.424231786939151,0.0,2.3790253149921017,0.0
2024-09-30,72.91199333318656,2.5196249428191915,0.7746419727114018,0.0,21.029491027607424,0.016308252057082143,0.41586042745559465,0.0,2.3320800441627467,0.0
2024-10-02,68.37639389025848,5.336483531018881,2.5466125112412037,0.0,19.840772102506094,0.09122194070117745,0.6157480997329478,0.0,2.174122920044729,1.0186450044964814
2024-10-03,78.38318513910117,3.4904371409820847,7.936690809568065,0.0,4.762014485740839,0.10240891367184601,1.6556107710281769,0.0,2.440745775845663,1.228906964062152
2024-10-04,77.63107598188833,7.286972641789914,3.9308012421998164,0.0,0.9577164043495315,0.09993562480169024,2.1819278081702373,2.9314449941829137,3.0063967127841815,1.9737285898333825
2024-10-07,81.39830316228847,4.742448250387571,1.9517657059356792,0.0,0.8560375903226662,0.11128488674194661,2.080171344484079,2.9276485589035186,3.732323893806825,2.2000166071292524
2024-10-08,79.65441975533113,6.84358987956797,0.8080991739711256,0.0,0.5471504823762829,0.8165168736999915,2.3653736238113154,2.878853307272135,3.670117081785529,2.415879822184511
2024-10-09,80.76135588716804,2.236660548082736,2.800029934253952,0.0,0.5465523895690897,1.6312486704062064,2.36278802259868,2.884114917264581,3.6661052592634324,3.1111443713932796
2024-10-10,46.394954961488374,3.3670426099242285,2.680683924055059,2.456214416726777,31.90920381097423,2.559815727801369,2.9440039230363126,2.244695073282819,2.6072996620438897,2.8360858906669466
2024-10-14,39.70230084489764,11.729262667290358,4.858318100404995,5.783536494336447,27.44323084788709,2.1895606613357868,2.5397429219871333,1.824633884446489,1.4081013007243612,2.521312276689694
2024-10-15,40.04686714115243,12.15101404425142,5.129442668315381,5.5433458231073995,25.565910936171328,2.9527555417752085,2.6053725368604783,1.8071307383330122,1.4117054029513512,2.7864551670819866
2024-10-16,40.09410775822113,12.220491796316272,5.1629638958144906,5.539660832418981,26.50543052951402,2.21217122574598,2.178933260751466,1.8059294313685879,1.410766958656034,2.8695443111930325
2024-10-17,40.16945340363792,12.590267490555455,4.88246806175251,5.539865425589081,26.406691861974625,2.2122529266185733,2.1716272468309197,1.8059961287420405,1.410819061716686,2.810558392582194
2024-10-18,40.19136549954687,12.570325401020307,4.835591725568551,5.532713644815276,26.177112491502676,2.2057085063996897,2.2093969821629,1.80366464820978,1.4089977415462902,3.0651233592276625
2024-10-21,40.11611631105539,12.776408789018484,5.200559004767917,5.532509579540338,25.626584372430838,2.2056271523767474,2.2572639084524573,1.8035981229301496,1.408945772922939,3.0723869865047337
2024-10-22,40.17077932596741,12.700886737388686,4.830174532028411,5.534959356793443,26.316886755100555,2.206603796908319,1.951995666495821,1.8043967503146625,1.4095696495300636,3.0737474294726255
2024-10-23,40.274808392158924,12.696782556870081,4.187866507685586,5.549293075555105,26.751292152892642,2.2123181727879686,1.9866469210487274,1.809069542630964,1.4132199699080332,3.118702708461969
2024-10-24,36.87806354524084,12.699131596971302,4.207142373472136,5.550319753921023,30.149336903299,2.212727475229848,1.9611129797187616,1.8094042397782537,1.4134814306652206,3.1192797017036153
2024-10-25,36.87806354524084,12.699131596971302,4.207142373472136,5.550319753921023,30.149336903299,2.212727475229848,1.9722136192266038,1.8094042397782537,1.4023807911573787,3.1192797017036153
2024-10-28,36.89171426593726,12.7038322857237,4.2086996820710505,5.552374250753365,30.09757002191707,2.2135465346336747,1.9988547302712112,1.8100740057455968,1.4028998940236836,3.120434328923391
2024-10-29,36.87806354524084,12.699131596971302,4.2330438656571,5.550319753921023,30.086433279421225,2.212727475229848,1.9981151114115685,1.8094042397782537,1.4023807911573787,3.130380341211457
2024-10-30,36.85488048983691,12.691148404713031,4.622358830387905,5.546830596465486,29.70142890054052,2.2113364644575735,1.9968590147275749,1.8082667744477483,1.4384780680167157,3.128412456406534
2024-10-31,36.89383431005566,12.698191876635143,4.624924197492404,5.549909036990884,29.643914136247307,2.212563736080366,1.997967253316718,1.809270346059028,1.4392764102596358,3.1301486968628582
2024-11-01,49.82130428634883,17.11261902013893,6.215503083519074,7.494577673053546,5.056341736753459,2.98783829899068,2.698047962299276,2.4432323214154557,1.9435938098785528,4.226941807602199
2024-11-04,49.74451134212157,16.99436893329685,6.433938502312679,7.475528856288937,5.487038180516081,2.98024417070719,2.666271958743055,2.437022407150194,1.9386538167309313,3.8424218321325143
2024-11-05,49.74451134212157,17.00931999100943,6.433938502312679,7.475528856288937,5.487038180516081,2.98024417070719,2.6463372151262843,2.437022407150194,1.9386538167309313,3.847405518036707
2024-11-06,49.734596877745155,17.010912595100915,6.447604246649263,7.474038925791264,5.485944571530787,2.9796501850821175,2.6458097797301074,2.436536689807952,1.9382674280885346,3.846638700473904
2024-11-07,48.956521263307444,17.032732793532336,5.959466672503429,7.461769623334844,6.725541687165807,2.9747588231694913,2.6364919335783115,2.432536897207159,1.9350855889848362,3.885094717216342
2024-11-08,49.051508840038046,17.07398444845412,6.3343786218201945,7.458059601829115,6.130524992703531,2.97327976126254,2.630209019578401,2.431327430196291,1.934123456741017,3.982603827376747
2024-11-11,48.78719872034482,17.46819945561467,6.924242580940013,7.387172028029886,5.5748524904865535,2.9450192485079145,2.644607586034699,2.4082180811377425,1.9157399459357503,3.944749862967959
2024-11-12,48.59881134444778,21.3244080380613,8.163977784173847,7.354934940697159,0.38735990687671706,2.932167396357934,2.858618046950963,2.397708790667274,1.9073797946207967,4.074633957146227
2024-11-13,47.861913506888726,22.087580589005366,8.373385382889223,7.243412960976838,0.38148641594478006,2.8877073004427656,2.9118520103126886,2.3613526252784487,1.8784584278799932,4.012850780381168
2024-11-14,47.79661049677217,22.15771757164932,8.37552069429446,7.241084173741608,0.38136376648372466,2.88195150114916,2.9157432272932873,2.3605934406397644,1.877854495723657,4.011560632252851
2024-11-15,44.20911112768143,26.299186511241007,9.072996093521514,6.697585698957812,0.9912426834457561,2.665639108185209,2.7013595652463174,2.183412937860246,1.7369072245963921,3.4425590492643146
2024-11-18,34.886313547064546,23.924346916419466,8.283672989764678,5.285201822478528,17.57505779368193,2.1035103253464538,2.1316980683996727,1.7229757941279997,1.3706290059627648,2.7165937367539628
2024-11-19,34.886313547064546,23.924346916419466,8.280149521883025,5.285201822478528,17.57505779368193,2.1035103253464538,2.1316980683996727,1.7229757941279997,1.3706290059627648,2.7201172046356152
2024-11-20,34.88262631266134,23.92181828366767,8.258135796305893,5.284643214359573,17.56967714000746,2.1032879993151106,2.134995858601268,1.722793687881221,1.3704841402572494,2.7515375669432176
2024-11-21,34.87402579608491,23.937053579762413,8.242010797034144,5.283340254509067,17.565345232824477,2.1027694212946084,2.1379916896580022,1.722368922969956,1.370146239336018,2.7649480665264115
2024-11-22,34.87402579608491,23.937053579762413,8.220877436016108,5.283340254509067,17.565345232824477,2.1027694212946084,2.1379916896580022,1.722368922969956,1.370146239336018,2.7860814275444477
2024-11-25,34.87402579608491,23.937053579762413,8.220877436016108,5.283340254509067,17.56182300598814,2.1027694212946084,2.1415139164943415,1.722368922969956,1.370146239336018,2.7860814275444477
2024-11-26,34.920765361707865,23.905649922953835,8.129613908587869,5.290421198647204,17.585360064303305,2.1020606895958225,2.144384059185,1.7246773107589886,1.3719825641825083,2.825084920077607
2024-11-27,34.91768981224943,23.83122210663776,8.260785785671183,5.284084724309925,17.56429762360619,2.09954299712581,2.12772478232213,1.7226116201250357,1.3703393051710404,2.8217012427815
2024-11-28,34.87837242026762,23.80438810055058,8.364084333334624,5.2781348338249625,17.544520187634173,2.0971789073064517,2.125328959753518,1.7206719558269377,1.368796300238607,2.8185240012625297
2024-11-29,34.85629527311652,23.789320511598746,8.000104089266392,5.2747939050108075,17.9589149819268,2.0958514449242944,2.1204671498143446,1.7195828130335236,1.3679298860328029,2.8167399452757715
2024-12-03,34.85629527311652,23.736572572548635,7.986037972186363,5.2747939050108075,17.78308851842644,2.2716779084246546,2.1204671498143446,1.7195828130335236,1.3679298860328029,2.8835540014059085
2024-12-05,34.845267176941114,23.739608867708895,7.983511289584911,5.2731250261459115,17.622783837379636,2.2709591779268394,2.1197962605106566,1.7190387585235671,1.36749709011384,3.0584125151646284
2024-12-06,34.845267176941114,24.010295952384382,7.983511289584911,5.2731250261459115,17.534898420277205,2.0073029266195435,2.112765427142462,1.7190387585235671,1.36749709011384,3.1462979322670606
2024-12-09,40.5468268392584,27.93898257106544,9.273451462460521,6.135940535373083,4.041539499299071,2.335748030465354,2.4584668411728154,2.0003166145316253,1.5912539121734195,3.677473694200268
2024-12-10,40.5103700201037,27.913861827610038,9.37137410991359,6.130423534614211,4.037905634799226,2.3336478921764763,2.4562563628687606,1.9985180722842326,1.5898231699766185,3.657819375653146
2024-12-11,40.69164210708674,28.49855475133964,8.588155652521252,6.15785539138713,3.973869345908495,2.344090285654701,2.4672473934824435,2.007460857592205,1.5969371648330626,3.674187050194321
2024-12-12,40.66646348741731,28.064988373252042,8.064274648028867,6.152803648038302,4.848409274654181,2.342167255353247,2.5185476265970115,2.0058139892604863,1.5956270793912664,3.7409046180072876
2024-12-13,40.631680881664394,26.380457815640746,6.169094638253876,6.144516571966012,8.487625558075717,2.339012641728395,2.5151554501247544,2.00311240246092,1.5934779643298524,3.7358660757553355
2024-12-16,40.639499635376254,25.98892150484874,4.943633964487,6.148798463292288,10.243898239844953,2.340642615026598,2.459519385316915,1.902028324645081,1.5945884014804668,3.7384694656817112
2024-12-17,40.63130123742519,25.98892150484874,4.951832362438056,6.148798463292288,10.243898239844953,2.340642615026598,2.459519385316915,1.902028324645081,1.5945884014804668,3.7384694656817112
2024-12-18,40.64129704321742,25.99531510299106,4.928449330251618,6.150311144240788,10.246418366305152,2.3412184422409927,2.460124457696315,1.90249624728515,1.5949806900731107,3.739389175698399
2024-12-19,40.62720203844967,25.98892150484874,4.972328357315696,6.148798463292288,10.26849343369812,2.340642615026598,2.459519385316915,1.902028324645081,1.5945884014804668,3.697477475926429
2024-12-20,40.57730170837187,25.883305677254587,4.966221098783583,6.141246206245156,10.378706088554313,2.337767722510656,2.4564984824980622,1.8996921597985015,1.5926298494862439,3.766631006497029
2024-12-23,40.60660584208995,24.639806548867654,4.06434018322684,6.139486681611542,12.487715910397876,2.3370979301334605,2.459887663765691,1.8991478801785038,1.5921735460979265,3.773737813630561
2024-12-27,40.594975001033184,23.36428521449928,4.083635139066598,6.137728164929758,13.760786545772516,2.336428521449928,2.459183084748523,1.8986039123516052,1.5917175041051173,3.7726569120434914
2024-12-30,40.48398739737721,23.1249395556437,4.182647440362588,6.120947473701349,14.090421084460505,2.330040671655647,2.423895199585734,1.8934130851982838,1.5873657115132167,3.7623423805017624
2025-01-02,40.37360502437431,23.297919139739086,4.2119382200227,6.10425828988797,14.05200258332211,2.319618150157429,2.4172862827956365,1.8882505643386789,1.5830376498442804,3.752084095517806
2025-01-03,40.22142645414766,23.255333013530265,4.50914216408817,6.082475940766416,14.014024567525823,2.3113408574912384,2.408660472543501,1.8815125576770781,1.5773887606387573,3.7386952115910908
2025-01-06,40.23774279431147,23.26476683916805,4.41766889064586,6.0849433755452615,14.019709537256283,2.3122784827071996,2.4542604948032554,1.8822758175020011,1.578028648724738,3.748325119335881
2025-01-07,40.24833032485482,22.36782473817311,5.250129731760566,6.085930910077937,13.948953645898628,2.312653745829616,2.4587160876714864,1.882581294850775,1.5782847493468783,3.8665947715361826
2025-01-08,40.09415340846618,9.092380779656436,5.753233353660343,6.085930910077937,26.87547089890417,2.312653745829616,2.4587160876714864,1.882581294850775,1.5782847493468783,3.8665947715361826
2025-01-09,40.053526242896304,9.083167524656483,5.8244139816739695,6.07976407272857,26.986046130817876,2.3103103476368565,2.3184166997338282,1.8806736864973708,1.5766854828609425,3.886995830497799
2025-01-10,52.92418973640224,12.001921592801205,7.10689422295725,8.03341472075047,4.113108337024241,3.052697593885179,3.063408813512846,2.4850029536188125,2.0833322175812885,5.136029811466468
2025-01-13,52.92418973640224,12.001921592801205,7.10689422295725,8.03341472075047,4.139886386093409,3.052697593885179,3.063408813512846,2.4850029536188125,2.0833322175812885,5.1092517623972995
2025-01-14,52.951622914621524,12.001754473344697,7.080017587577729,8.033302860337816,4.139828740694088,3.0526550869283704,3.063366157408821,2.4849683514644982,2.083303208447607,5.109180619174851
2025-01-15,52.937447496341804,11.998541542741526,7.0781222309256115,8.03115230437853,4.13872048752307,3.0464837741275894,3.062546078736346,2.484303112821092,2.0827454976021653,5.13993747480226
2025-01-16,52.948155699414315,11.998541542741526,7.067414027853107,8.03115230437853,4.144074589059322,3.0464837741275894,3.057191977200094,2.484303112821092,2.0827454976021653,5.13993747480226
2025-01-17,48.847654295753664,11.990837523348958,11.129380655317195,8.025995664892207,4.205621728403517,3.044527688882444,3.055229016435634,2.4827079923399897,2.0814082090953794,5.136637225531014
2025-01-22,48.790091756653254,11.97801945238911,11.304556511290926,8.017415965454559,4.201125965898188,3.0412731228957623,3.051963010849702,2.4800540053139435,2.0791832070412153,5.0563170022133415
2025-01-23,48.790091756653254,11.44352505469214,10.128668836357592,8.017415965454559,5.911508038528495,3.0412731228957623,3.051963010849702,2.4800540053139435,2.0791832070412153,5.0563170022133415
2025-01-24,48.78474681267628,11.235072239590322,10.080564340564864,8.017415965454559,5.911508038528495,3.0412731228957623,3.105412450619399,2.4800540053139435,2.0791832070412153,5.26476981731516
2025-01-27,48.73129737290658,11.235072239590322,10.080564340564864,8.017415965454559,5.911508038528495,3.0412731228957623,3.158861890389096,2.4800540053139435,2.0791832070412153,5.26476981731516
2025-02-03,34.15568793182701,7.874644058221417,7.02424244013566,5.619393952108528,34.12096007720298,2.1316234391665017,2.1878173786875865,1.7382658625189045,1.4572961649134781,3.690068695217933
2025-02-04,34.11822530547962,7.874644058221417,7.06170506648305,5.619393952108528,34.12096007720298,2.1316234391665017,2.1878173786875865,1.7382658625189045,1.4572961649134781,3.690068695217933
2025-02-06,34.11950351169084,7.530269999516714,7.058223223427607,5.619604477251279,34.46690746047451,2.1317032983706516,2.187899343143165,1.7383309849630622,1.4573507611004983,3.690206940061673
2025-02-10,48.69072043126316,10.77409319831229,10.084337355839693,8.020416772937189,6.437721196410918,3.04241142920084,3.1226155969302125,2.4809822550952374,2.079961416448378,5.266740347562087
2025-02-11,48.63725098611024,10.77409319831229,10.18592930163023,8.020416772937189,6.437721196410918,3.04241142920084,3.0744930962925894,2.4809822550952374,2.079961416448378,5.266740347562087
2025-02-12,48.451385269192706,10.728202714581357,10.547180931804302,7.98625512251714,6.410300778340424,3.029452776474835,3.0613977969649033,2.470414917898635,2.071102161772778,5.244307530452922
2025-02-13,48.38303195941735,10.765064571762752,10.807635267053953,7.982005367100409,6.406889641325929,3.0278407025867553,3.0597687240551568,2.4691003268897265,2.070000058534706,5.028663381273257
2025-02-14,48.409748455618285,10.738435030073472,10.807612262675532,7.981988377160658,6.406876004067621,3.0278342577362762,3.0597622112449185,2.46909507133503,2.0699956524769973,5.028652677611214
2025-02-17,48.510853641728986,10.099875959900618,11.515348565450441,7.981988377160658,6.406876004067621,3.0278342577362762,3.049119560075371,2.46909507133503,1.9103558849337838,5.028652677611214
2025-02-18,48.51601703218308,10.367045567635659,10.063697725050838,7.982837962758464,7.583696064620542,3.0281565338730445,3.0494441017737333,2.4693578764799518,1.9105592190868592,5.029187916537833
2025-02-19,48.645459973714416,10.661509868299937,9.039338196646694,8.004136537762715,8.190899723643847,3.036235793324657,2.9882109740980805,2.475946235681267,1.9156566780378765,5.042606018790511
2025-02-20,48.21857269170041,10.661509868299937,9.039338196646694,8.004136537762715,8.617787005657858,3.036235793324657,2.9882109740980805,2.475946235681267,1.9156566780378765,5.042606018790511
2025-02-21,48.21857269170041,10.661509868299937,9.039338196646694,8.004136537762715,8.644467460783734,3.036235793324657,2.9882109740980805,2.475946235681267,1.9156566780378765,5.015925563664635
2025-02-24,48.07491470400308,10.778711353451822,9.108170699461757,7.980289748360184,8.618712928228998,3.027189911211296,3.0325101043768696,2.4685696288260837,1.9099493464408706,5.000981575639049
2025-02-25,48.04831373817521,10.831913285107555,9.108170699461757,7.980289748360184,8.618712928228998,3.027189911211296,3.0059091385490024,2.4685696288260837,1.9099493464408706,5.000981575639049
2025-02-26,48.08782333873841,10.849229283753706,9.144045899273753,7.993047114749784,8.632490883929766,3.0320292055284175,2.8668395651569223,2.472515907495933,1.9130026094634482,5.0089761919098645
2025-02-27,48.08782333873841,10.849229283753706,9.096087616585253,7.993047114749784,8.632490883929766,3.0320292055284175,2.8135525843919234,2.472515907495933,2.0728635517584437,4.950360513068365
2025-02-28,48.037514431803835,10.868806578398459,9.19586282074301,7.991769542940045,8.631111106375247,3.0315445799552565,2.7491687227713753,2.472120711949454,2.072532234802451,4.949569270260867
2025-03-03,47.94555367606277,10.847999846851767,9.412235161239032,7.976470475626299,8.614588113676403,3.025741133754243,2.70136466774544,2.4673882004604017,2.068564676679087,4.940094047904554
2025-03-04,47.94810338693629,10.848576735865342,9.407417767522446,7.976894658724516,8.615046231422477,3.025902040542833,2.7015083244213693,2.467519414432117,2.0686746814958914,4.9403567586367165
2025-03-05,47.828559394546055,10.662388979863998,9.633282779817424,7.957006701391044,8.593567237502327,3.0183578753943356,2.853913070232254,2.461367406296963,2.0635170712274107,4.9280394837281865
2025-03-07,47.78685036311246,10.65250007817133,9.624348329332905,7.949626924008456,8.675692849734562,3.015558479840541,2.8512661900776997,2.459084595159949,2.061603248959526,4.923468941602571
2025-03-10,47.73877966794456,10.11234229908073,9.6993775350345,7.941630077812091,9.212290890262025,3.01252500951672,2.8483979879086037,2.4566109040698736,2.059529400179269,4.9185162281916215
