date,KAM FAI SECURITIES CO LTD,ARK SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-06-06,57.23547264419114,0.0,17.438287863091688,20.45548913409155,4.870750358625619,0.0,0.0
2024-06-14,56.21224260358193,0.0,17.12653399483535,20.08979509837571,6.571428303207008,0.0,0.0
2024-06-17,55.856584366621334,0.0,17.018173385051373,19.96268575751599,7.162556490811305,0.0,0.0
2024-06-26,55.76611371209452,0.0,16.990609127364387,19.930352286590853,7.31292487395024,0.0,0.0
2024-07-04,51.850845913871346,0.0,15.120029700911505,18.531067643630177,7.010330750190855,7.487725991396117,0.0
2024-07-09,51.81573089019328,0.0,15.192562674290688,18.518517821778342,6.990533545888695,7.482655067848998,0.0
2024-07-15,51.84303846281401,0.0,15.275856950707064,18.528277324569455,6.866228736289047,7.486598525620424,0.0
2024-07-16,51.81573089019328,0.0,15.267810613428349,18.518517821778342,6.915285606751034,7.482655067848998,0.0
2024-07-29,51.823530117873695,0.0,15.270108701848791,18.506253348802122,6.916326485379891,7.4837813460954985,0.0
2024-07-30,52.038932769605935,0.0,14.570300377471193,18.688974838692342,6.756143754868968,7.9456482593615565,0.0
2024-07-31,51.921218937702875,0.0,14.53734186356384,18.857822910716653,6.755941354658986,7.927674933357652,0.0
2024-08-01,49.11414620431135,0.0,13.751393906329564,17.838292137232457,6.426349946280065,7.49907251222959,5.370745293616969
2024-08-02,50.38427917925588,0.0,13.625146783219726,17.467952600629975,5.869400372030224,7.37286445776891,5.280356607095292
2024-08-05,50.36308913380078,0.0,13.661473333795726,17.460606128364333,5.8669318865680244,7.369763662530013,5.278135854941126
2024-08-07,50.70349254760712,0.0,13.670097154106037,17.47162815549721,5.49889862461253,7.374415834078589,5.281467684098514
2024-08-08,50.745575955448544,0.0,13.670097154106037,17.47162815549721,5.49889862461253,7.374415834078589,5.239384276257092
2024-08-13,50.822959756164856,0.0,13.673933458896354,17.44145195386883,5.444314849638864,7.376485351688531,5.240854629742565
2024-08-14,50.85375249348986,0.0,13.661473333795726,17.425558745529397,5.453372769115798,7.369763662530013,5.236078995539204
2024-08-15,50.85018816146641,0.0,13.660515803141573,17.424337390683046,5.459999528295291,7.369247116880191,5.235711999533482
2024-08-16,50.850068999044495,0.0,13.658601144455929,17.42189519454584,5.4662422573394025,7.368214242777754,5.234978161836581
2024-08-19,50.84294284923193,0.0,13.656687022412411,17.419453682909396,5.4794902574558115,7.367181658170129,5.234244529820321
2024-08-21,50.80022785890517,0.0,13.645213547012142,17.40481897150472,5.55890034729475,7.3609922231054155,5.2298470521778055
2024-08-22,50.77889726724365,0.0,13.639484035736837,17.39751083329213,5.598555376763357,7.357901403911242,5.227651083052785
2024-08-26,50.76823868740594,0.0,13.636621084050926,17.393859065172432,5.618370406007025,7.3563569674667315,5.226553789896945
2024-08-27,50.7540342060227,0.0,13.632805684200019,17.388992425051327,5.644777508856163,7.354298727151636,5.225091448718159
2024-08-28,50.722103166562874,0.0,13.624228835816234,17.280187297098042,5.802004634543437,7.349671894890325,5.221804171089093
2024-08-29,50.69021227958517,0.0,13.699494435690829,16.954953859227288,6.09176751761277,7.3450508807546635,5.218521027129289
2024-08-30,51.500060630121204,0.0,13.530385677268622,16.49167037145546,6.005797536450978,7.29156527693367,5.18052050777007
2024-09-02,51.70103555047048,0.0,13.474318221945722,16.423331891399787,5.980910604689745,7.261350357703,5.15905337379127
2024-09-03,51.75126094534856,0.0,13.462231464000737,16.40169963561247,5.9755455971562474,7.254836767725265,5.154425590156717
2024-09-04,52.24783840560727,0.0,13.282069784774468,16.109062341486602,6.046057129874775,7.18373386398318,5.1312384742737
2024-09-05,52.35008814210086,0.0,13.257448705238142,16.079200843121342,6.034849505168086,7.170417318768544,5.1079954856030225
2024-09-09,52.30699396644827,0.0,13.24653527904375,16.065964573038933,6.125920736005024,7.164514688335551,5.0900707571284745
2024-09-10,52.28905899272208,0.0,13.241993319275519,16.06045588996133,6.158108193503532,7.162058126163797,5.088325478373743
2024-09-11,52.60564742289634,0.0,13.240368635032276,15.85422542648944,6.076198609720597,7.146375932423639,5.077183973437706
2024-09-12,52.66691148194502,0.0,13.063973273871603,15.845286974211605,6.1860329172992135,7.154698536907307,5.083096815765245
2024-09-13,52.933306047701876,0.0,13.014935675557052,15.78580929452481,6.074090044153516,7.127842294510037,5.064016643552707
2024-09-16,53.00155425044517,0.0,13.014935675557052,15.78580929452481,6.005841841410218,7.127842294510037,5.064016643552707
2024-09-20,53.04499695892883,0.0,12.943638392952433,15.798748128509189,6.010764527923946,7.133684628367918,5.0681673633176905
2024-09-24,53.16974627131401,0.0,12.909249938374526,15.756774263363138,5.994795223415288,7.114731967426054,5.054702336106982
2024-09-27,53.16974627131401,0.0,13.011433947864559,15.756774263363138,5.994795223415288,7.01254795793602,5.054702336106982
2024-09-30,53.205991614994765,0.0,13.020303726795108,15.767515516397552,5.99888182206219,6.949159237966132,5.058148081784256
2024-10-02,53.18786276822689,0.0,13.009052737793276,15.843918121220693,6.2149046565820525,6.708280859582645,5.035980856594448
2024-10-03,53.838448995275556,0.0,12.876033097553584,15.731355273848896,5.89333782517092,6.660621992076066,5.000202816074982
2024-10-04,54.50478967558634,0.0,12.814900294161946,15.42964032579304,5.813490290492345,6.532876531918568,4.904302882047766
2024-10-07,54.50478967558634,0.0,13.080356471809997,15.164184148144988,5.813490290492345,6.532876531918568,4.904302882047766
2024-10-09,54.508407073934215,0.0,13.121045664114392,15.165190571525592,5.767418208602074,6.5333101088007846,4.904628373022938
2024-10-10,54.55185333661498,0.0,13.144788144294136,15.130783136589427,5.7255202211326095,6.53851752399413,4.9085376373747085
2024-10-17,54.51564331130791,0.0,13.136062994143435,15.120739737387002,5.788097037314076,6.534177435243092,4.905279484604475
2024-10-21,54.40369709322431,0.0,13.109088487682873,15.089689757502128,5.9815583191503165,6.520759700300744,4.8952066421396285
2024-10-23,54.46502995924804,0.0,13.123867225358197,15.106701357258864,5.875565145975133,6.528110981600363,4.9007253305593945
2024-10-28,54.46502995924804,0.0,13.117235661988023,15.106701357258864,5.882196709345309,6.528110981600363,4.9007253305593945
2024-11-05,54.43615021686473,0.0,13.163304705804023,15.098691123099703,5.879077711233291,6.52464949147469,4.898126751523564
2024-11-07,54.40369709322431,0.0,13.155457156823575,15.089689757502128,5.935189650009617,6.520759700300744,4.8952066421396285
2024-11-18,54.206210178392425,0.0,13.424504883228453,15.034913769192492,5.9598450981478575,6.4970891634737,4.877436907565079
2024-11-19,54.324529899839604,0.0,13.453807497691306,14.849454477674406,5.972854072757234,6.51127081862926,4.88808323340819
2024-11-21,54.410905554016544,0.0,13.382449339409009,14.873065015069661,6.048600605237684,6.389124231863333,4.895855254403777
2024-12-02,54.457807151265555,0.0,13.460291701689112,14.885885432191792,6.053814431889134,6.24212585561931,4.900075427345093
2024-12-04,54.457807151265555,0.0,13.460291701689112,14.885885432191792,6.100229219428262,6.195711068080183,4.900075427345093
2024-12-05,54.29938863437037,0.0,13.42113552629565,14.842582184848593,6.373384955988438,6.177687658584643,4.885821039912298
2024-12-10,54.3917029104871,0.0,13.390150873652711,14.808315914873093,6.371863329072341,6.163425563856311,4.874541408058448
2024-12-11,54.40246828603625,0.0,13.392801094092619,14.811246822962817,6.353332156130598,6.16464544827459,4.875506192503128
2024-12-12,54.40906572337387,0.0,13.392801094092619,14.811246822962817,6.346734718792975,6.16464544827459,4.875506192503128
2024-12-18,54.416245878820554,0.0,13.394568490618244,14.813201406323772,6.334375657047136,6.165458972859213,4.8761495943310775
2024-12-27,54.39112362188296,0.0,13.388384642656023,14.80636262048348,6.377618108689321,6.1626125757593595,4.87389843052886
2024-12-30,54.463671501092456,0.0,13.375194119163385,14.80636262048348,6.31826075297246,6.1626125757593595,4.87389843052886
2025-01-02,54.49242284444047,0.0,13.329464930004983,14.81417889147116,6.321596159478562,6.165865815675123,4.876471358929705
2025-01-06,54.50321242580842,0.0,13.332104184032362,14.817112121087419,6.322847844989643,6.14728651651707,4.877436907565079
2025-01-07,54.5068099024841,0.0,13.332984167646261,14.818090122436036,6.323265183649765,6.141091781699104,4.877758842084735
2025-01-08,54.50321242580842,0.0,13.332104184032362,14.817112121087419,6.329447894932221,6.1406864665744925,4.877436907565079
2025-01-09,54.49961542397194,0.0,13.331224316569509,14.802935020097971,6.34882901887394,6.1402812049483515,4.877115015538297
2025-01-14,54.49242284444047,0.0,13.329464930004983,14.800981404708157,6.361188619767572,6.139470842149117,4.876471358929705
2025-01-15,53.87885884420457,0.0,13.172999492220121,14.62724284526154,7.434265199999178,6.067403808841434,4.819229809473152
2025-01-17,53.87885884420457,0.0,13.36863805011484,14.62724284526154,7.238626642104464,6.067403808841434,4.819229809473152
2025-02-03,53.88588694901363,0.0,13.370381891602687,14.629150862580195,7.226526596406088,6.0681952574875675,4.819858442909837
2025-02-19,53.882372667432776,0.0,13.369509913994616,14.628196791703186,7.232577013820254,6.067799507356505,4.819544105692668
2025-02-20,53.89291688759208,0.0,13.372126188092736,14.631059377737717,7.214423393570181,6.068986912638062,4.820487240369226
2025-02-21,47.12149249086052,12.593107651878482,11.691973271243077,12.792726659041412,6.279443625325277,5.306443550411114,4.214812751240126
2025-02-24,48.14572946592942,12.866832566058118,12.528848030091138,10.582503595997075,5.833197191405876,5.736462852367577,4.306426298150792
2025-02-25,47.9000936927456,12.801186985425112,12.934535582009474,10.853180270251727,5.803436672287381,5.42311155170591,4.2844552455748
2025-02-26,47.676202070579414,12.741352477830956,12.885618864888027,10.92363235531431,6.012902754483631,5.495862364078896,4.264429112824763
2025-02-28,47.64595835026994,12.733269914959578,12.987015495980039,10.789831526670909,6.089824741937189,5.492376026724412,4.261723943457938
2025-03-03,47.62947794270056,12.728865564933775,13.034407340012702,10.8091589376136,6.058893889830343,5.478946482297581,4.260249842611439
2025-03-05,47.64595835026994,12.733269914959578,13.050451170375215,10.876334719027971,5.951419634165889,5.48084226774347,4.261723943457938
2025-03-06,47.65420283161827,12.735473233141265,13.052709372434466,10.878216719974832,5.935145813814476,5.481790652526023,4.262461376490669
2025-03-14,47.643210823716345,12.73253564497285,13.04969860998251,10.875707530080977,5.956842989699707,5.480526212401357,4.261478189146257
2025-03-17,47.723017960449795,12.753863913903793,13.083110571523573,10.518472005080982,6.163212317090284,5.489706641202067,4.268616590749503
2025-03-18,47.72577469974194,12.754600645973154,13.083866322658297,10.519079608839272,6.157791797376532,5.490023756310184,4.268863169100617
2025-03-21,47.75335961964466,12.761972650711137,13.03362984979164,10.52515950948595,6.161350926475576,5.493196923566968,4.271330520324063
2025-03-24,47.75059969279985,12.76123506677585,13.032876565306648,10.524551203169755,6.166774373301554,5.492879441786127,4.271083656860214
2025-03-26,47.74508079606687,12.75976015464968,13.031370257524957,10.523334801457006,6.177619386467621,5.492244588305732,4.270590015528131
2025-03-31,47.742321826068114,12.759022826429241,13.030617234198075,10.522726706036073,6.183040953025039,5.491927216593456,4.270343237650004
2025-04-01,47.71474965306173,12.75165422826922,13.023091784680348,10.516649614890513,6.237222176870815,5.488755515646317,4.267877026581048
2025-04-03,47.68996191239056,12.745029763078957,13.016326308087834,10.511186231234957,6.268615182383945,5.50322073193817,4.2656598708855755
2025-04-07,47.50896910051037,12.696659861283816,12.8346699088385,10.471294206249016,6.578341884650672,5.660594188155701,4.24947085031193
2025-04-08,47.473480829220705,12.68717570454119,12.825082661287949,10.463472354152858,6.648126037207498,5.656365834941281,4.246296578648524
2025-04-09,47.678953403691246,12.742087765111384,12.58627707733325,10.508759882367677,6.5383992019344195,5.6808474619454925,4.264675207616537
2025-04-10,47.73956317490746,12.758285583417534,12.590720410058696,10.406554499879972,6.546710854172131,5.688068989273651,4.2700964882905605
2025-04-15,47.71474965306173,12.75165422826922,12.584176150011661,10.395370294784692,6.601060137188279,5.6851125101033615,4.267877026581048
2025-04-16,47.71474965306173,12.75165422826922,12.561075327134363,10.395370294784692,6.624160960065578,5.6851125101033615,4.267877026581048
2025-04-17,47.62673231646436,12.728131802802386,12.509081692095597,10.335842537330016,6.750290915344924,5.789916477687824,4.2600042582748925
2025-04-22,47.55819439000384,12.709815203719256,12.508349090846712,10.320968596136153,6.867214464690703,5.781584416039683,4.253873838563646
2025-04-24,47.60203591752795,12.721531748475151,12.491072097581524,10.33048298234418,6.810167811004361,5.786914170366143,4.2577952727006965
2025-04-25,47.613008932107114,12.72446426072289,12.493951485271447,10.33286432041492,6.78868609562118,5.7882481446875325,4.258776761174916
2025-04-28,47.52810015508761,12.701772590466406,12.437155204472221,10.314437615356098,6.9894264933952375,5.777925901206729,4.251182040015704
2025-04-29,47.48439464911449,12.690092397148971,12.402729048049672,10.304952748228308,7.097945702209682,5.772612682833526,4.247272772415348
2025-04-30,47.473480829220705,12.68717570454119,12.399878403074158,10.302584256450341,7.1192983233362925,5.771285904728791,4.246296578648524
