date,KINGSWAY FINANCIAL SERVICES GROUP LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,68.97042093287827,31.02957906712173,0.0,0.0,0.0,0.0
2024-03-04,0.0,54.442975977610196,31.420871232734715,14.136152789655082,0.0,0.0,0.0,0.0
2024-03-05,0.0,36.835860017001984,21.4738594502692,9.661022952677813,11.449773306885804,11.077854916406913,9.501629356758288,0.0
2024-03-11,0.0,34.22066952057603,19.887155767685215,8.947169873214257,10.603749446439995,10.259312109432663,8.799553871639686,7.282389411012153
2024-03-12,0.0,34.25324675324675,19.865866456775546,8.9449691722419,10.601141282959464,10.256788665879576,8.797389479207661,7.2805981896890986
2024-03-13,0.0,34.22238241124526,19.839774570356656,9.035206998804043,10.591588984092137,10.247546650502137,8.789462474811186,7.274037910188567
2024-03-15,0.0,34.40233236151604,19.753005536082814,9.032987191666393,10.588986798571757,10.245028990729518,8.705408327054737,7.272250794378747
2024-03-18,0.0,34.249312197039174,19.74977073234639,9.03150792611031,10.587252718459322,10.407113847766277,8.703982706668413,7.271059871610114
2024-03-25,0.0,34.15284457094252,19.72715673765826,9.021166617594137,10.575130042202376,10.395197435142475,8.865770275133315,7.2627343213269215
2024-03-27,0.0,34.13129561148018,19.733612592859245,9.024118859835717,10.578590830251661,10.398599338940341,8.868671662794123,7.265111103838727
2024-03-28,0.0,34.04774779203329,19.761097183306298,9.028494650084387,10.593324485080863,10.413082305133624,8.8810237755821,7.275229808779432
2024-04-05,0.0,34.06359498313522,19.7465369879163,8.997281985787733,10.585519206208861,10.405409830697188,8.93178766741985,7.269869338834855
2024-04-09,0.0,34.06989705593076,19.728214543308635,9.007606058619107,10.597665726837583,10.376368762704084,8.942036587764738,7.278211264835092
2024-04-10,0.0,34.1538764912742,19.77684293555066,9.029809051171657,10.623788082952641,10.401945640385184,8.717586354224865,7.2961514444407936
2024-04-12,0.0,34.13222868790479,19.783344840056547,9.032777722983857,10.627280796922774,10.405365420652926,8.720452378604069,7.298550152875037
2024-04-18,0.0,34.19712943803987,19.763851939435742,9.023877557723257,10.616809537885507,10.395112818996946,8.71185995336158,7.291358754557099
2024-04-22,0.0,34.19951082585072,19.755741230158076,9.020174329847832,10.612452600994764,10.41546972208999,8.708284771581937,7.288366519476683
2024-04-23,0.0,34.14466017824025,19.670436081340576,9.018693889609217,10.610710827356431,10.413760278356776,8.854568432109504,7.287170312987247
2024-04-29,0.0,34.171670440003936,19.66236834334088,9.01499491419759,10.606358893591889,10.409489122945171,8.850936771991993,7.284181513928536
2024-05-13,0.0,33.97926255958328,19.631771200183458,9.099248144932758,10.589854051663417,10.393290635391244,9.033727006175367,7.272846402070468
2024-05-14,0.0,33.95762670205968,19.638204787887727,9.10223008733553,10.593324485080863,10.396696652411148,9.036687476445625,7.275229808779432
2024-05-20,0.0,33.69063838868005,19.673665030614423,9.118665769300218,10.612452600994764,10.41546972208999,9.200741968843875,7.288366519476683
2024-05-21,0.0,33.68510889724105,19.670436081340576,9.117169164109045,10.610710827356431,10.413760278356776,9.215644438608873,7.287170312987247
2024-05-22,0.0,33.59766208606281,19.67689504014185,9.16941667077115,10.614194946559621,10.417179727133922,9.235088410579717,7.289563118750923
2024-05-23,0.0,33.586633622741225,19.670436081340576,9.166406801358958,10.610710827356431,10.413760278356776,9.264882075858786,7.287170312987247
2024-05-27,0.0,33.65189167923415,19.64625270474067,9.171529735755032,10.597665726837583,10.400957314274475,9.253491574322997,7.278211264835092
2024-05-28,0.0,33.548090952310694,19.729831636584205,9.188675224184003,10.598534402203315,10.401809865735503,9.254250069673272,7.278807849309005
2024-05-29,0.0,33.31313263668228,19.712058178006355,9.180397680741638,10.588986798571757,10.392439479804763,9.54073443181446,7.272250794378747
2024-05-31,0.0,33.340434946492074,19.7233648535702,9.185663481866303,10.595060554909127,10.332847145970927,9.54620691915633,7.276422098035039
2024-06-03,0.0,33.26935065787315,19.74439741444368,9.19545887062375,10.606358893591889,10.343865866062933,9.556386783476063,7.284181513928536
2024-06-04,0.0,33.071708296310916,19.802876229966763,9.222693915161088,10.637772731760291,10.374502254253464,9.584690821732977,7.305755750814493
2024-06-07,0.0,33.1290970781039,19.822446223276344,9.231808149685412,10.648285403696017,10.261224758704747,9.594162796060218,7.312975590473367
