date,ZINVEST GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,28.8566815443456,59.056511692715674,0.0,0.0,0.0,0.0,12.086806762938725
2024-03-05,0.0,0.0,18.587149710587127,37.94775055790817,28.264398555925148,0.0,7.4417320828569045,0.0,7.758969092722652
2024-03-06,0.0,35.211254880918865,12.164725636919824,24.258744988061423,18.522638124723496,0.0,4.818610799846201,0.0,5.024025569530191
2024-03-07,0.0,35.221540280844046,12.180797825315441,24.228274683280965,18.528048688516993,0.0,4.8158454071950585,0.0,5.025493114847497
2024-03-08,0.0,35.2260318400306,12.182351158132109,24.22719088007685,18.530179536624626,0.0,4.808112603943838,0.0,5.026133981191983
2024-03-11,0.0,35.16342982996825,12.249126635531942,24.223017412739363,18.530179536624626,0.0,4.808112603943838,0.0,5.026133981191983
2024-03-12,28.580514127027467,20.5719902272128,7.180133718821416,14.116169837056203,10.97859451616115,8.78580276295274,2.7891807423385413,4.075967511275592,2.9216465571540895
2024-03-13,28.559589466688134,20.537405375239967,7.087021289557567,14.147322345001731,11.170672369406358,8.718359552344266,2.7871386986090605,4.0729833719648525,2.9195075311880654
2024-03-14,28.542871785695546,20.518066553702273,7.097506855677399,14.195138181950401,11.159255477514533,8.7132561612768,2.7855072152258766,4.070599204756145,2.9177985642010293
2024-03-15,28.524783036822093,20.509938362085915,7.185632368054421,14.154455179126144,11.152183415128414,8.707734225581094,2.786179389024448,4.068019504740949,2.911074519436522
2024-03-18,28.508800552152806,20.498446608581013,7.232764228039907,14.14652441370681,11.145934827707741,8.702855267217592,2.7894904767219817,4.06574018646235,2.909443439409796
2024-03-19,28.496998917715505,20.399862797843163,7.261426236694854,14.165019112555191,11.141320805169052,8.747954311706774,2.8029462419578213,4.076232543559939,2.9082390327977006
2024-03-20,28.49352970805424,20.397379329274727,7.260542234483686,14.21686003917581,11.040138097883162,8.746889340349538,2.802605012756434,4.134171252715071,2.907884985307332
2024-03-21,28.47134675266104,20.48368098318538,7.254889713151011,14.205791843156867,10.975586502180859,8.740079659062093,2.80772179352464,4.155281632008672,2.905621121069432
2024-03-22,28.469961464729693,20.48268433921549,7.25453672278318,14.209966204214385,10.975052479408665,8.739654406018186,2.807585182385415,4.155079454656607,2.9054797465883766
2024-04-02,28.461652567194896,20.476706511475083,7.252419501712587,14.23500384261089,10.97184943374935,8.737103756519094,2.806765794637751,4.153866803579419,2.9046317885209323
2024-04-03,28.461652567194896,20.47578767710629,7.252419501712587,14.23500384261089,10.97184943374935,8.737103756519094,2.806765794637751,4.153866803579419,2.9055506228897277
2024-04-05,28.468576311595573,20.407789018372213,7.254183766763529,14.238466731068131,10.976951165799026,8.763555766341877,2.824477184930776,4.159742611375231,2.906257443753647
2024-04-08,28.442514410662657,20.38910646221502,7.247542836897234,14.227862385468093,11.007409353587887,8.826015539316765,2.804878471932216,4.153504094726814,2.90116644519331
2024-04-09,28.442514410662657,20.386676032021565,7.247542836897234,14.230292815661553,11.007409353587887,8.826015539316765,2.804878471932216,4.153504094726814,2.90116644519331
2024-04-10,28.41903045097251,20.37227191139566,7.241558801822949,14.288967656207383,10.99832093215579,8.818728216186424,2.809847855230027,4.152503119473872,2.898771056555385
2024-04-11,28.39076308480016,20.35200836050234,7.234355889159799,14.33055312896126,10.987381306132777,8.809956551013277,2.8143310267665917,4.184762897248714,2.8958877554150866
2024-04-12,28.38800830337761,20.35003358672202,7.233653933064148,14.341291485495514,10.986315190586174,8.809101712960219,2.811632177068036,4.18435684591953,2.8956067648067476
2024-04-15,28.38800830337761,20.35003358672202,7.2312281604507795,14.343717258108882,10.986315190586174,8.806675940346851,2.8140579496814047,4.18435684591953,2.8956067648067476
2024-04-18,28.38800830337761,20.34518204149528,7.2312281604507795,14.348568803335619,10.986315190586174,8.806675940346851,2.8140579496814047,4.18435684591953,2.8956067648067476
2024-04-26,28.386631113130807,20.34419503367221,7.230877351165797,14.309062230896071,10.985782210393726,8.806248701208334,2.8284753606002675,4.210836054050994,2.897891944881788
2024-04-29,28.36461422788747,20.328415922525156,7.225269028141666,14.375524768692035,10.977261554833346,8.799418508280327,2.8262815737722438,4.209993871415802,2.893220544451951
2024-04-30,17.73131313131313,12.709232777777778,4.516666666666667,8.984925808080808,6.862115606060606,5.494639797979798,1.7667676767676765,2.6423612121212123,1.8086126262626263
2024-05-02,28.35018419815111,20.32049671667471,7.221593291673275,14.365788917007775,10.971677054039947,8.785251787140643,2.81999866858788,4.270838159992973,2.8941712067316874
2024-05-03,28.346064028828682,20.317543512328545,7.2205437680817735,14.37581206037648,10.970082525874005,8.783975015016338,2.819588834495714,4.2702174735013125,2.896172781497152
2024-05-06,28.3364549560833,20.310656039224035,7.218096065633274,14.370938783306283,10.966363761924741,8.780997322775642,2.8186330180481405,4.302669049256624,2.895191003747963
2024-05-07,28.335768843028614,20.31016425553834,7.217921293243844,14.370590818512428,10.966098232402747,8.780784707721795,2.8185647702410996,4.3049861770753965,2.895120902235739
2024-05-08,28.343317914537707,20.31557518626607,7.219844255147281,14.367153496897739,10.969019764554945,8.766170363205532,2.8193156779408852,4.308555043403555,2.891048298046286
2024-05-09,28.337141102365425,20.311147846726083,7.235220828346921,14.364022487011448,10.966629304305938,8.769102818225944,2.818701269160321,4.30761608716289,2.8904182566950274
2024-05-10,28.33782728187741,20.311639678046216,7.235396028106105,14.361948824991499,10.96689485954727,8.769315160701515,2.818769523577882,4.307720395423691,2.890488247728408
2024-05-13,28.33919974060059,20.307780208363813,7.235746453080314,14.362644403440427,10.967426008614078,8.77700468218098,2.8140628385462505,4.305507425208953,2.8906282399645935
2024-05-14,28.33371070320505,20.303846781661424,7.2343449568055735,14.37196815807748,10.965301720982632,8.775304658631894,2.818360046648418,4.307094621622126,2.8900683523654025
2024-05-16,28.33165286234157,20.302372139457624,7.233819535662238,14.370924340567163,10.964505325261712,8.779509233586108,2.818155352793359,4.309202759901639,2.889858450428588
2024-05-17,28.33371070320505,20.306267914511757,7.2343449568055735,14.37196815807748,10.965301720982632,8.780146924332568,2.8086755152470726,4.3095157544724625,2.8900683523654025
2024-05-20,28.334396716591904,20.306759568138503,7.234520114148621,14.372316130944682,10.965567211932626,8.780359508501006,2.8087435186590843,4.307198904629735,2.8901383264538447
2024-05-21,28.33371070320505,20.306267914511757,7.2343449568055735,14.374389290927816,10.965301720982632,8.780146924332568,2.8086755152470726,4.307094621622126,2.8900683523654025
2024-05-22,28.333024723035987,20.305776284691614,7.234169807943905,14.374041276292557,10.965036242888102,8.77993435045777,2.8110285893607996,4.309411417896968,2.8875773074322972
2024-05-23,28.35430556540091,20.396137560472486,7.239603369267796,14.312150790949401,10.844858733035538,8.793797608564368,2.8252544072258594,4.322339773518603,2.9115521915650353
2024-05-24,28.366447663788115,20.404871751066818,7.242703567796418,14.318279650026392,10.809103964298403,8.797563356080703,2.8264642593558045,4.3217667887927025,2.9127989987946434
2024-05-27,28.387090161699106,20.41486915620957,7.247974142915313,14.241374190540906,10.816969838398938,8.803965415490898,2.8357981831807884,4.3297631624429345,2.922195749121544
2024-05-28,28.39266419573012,20.4188777803682,7.249397341076816,14.212403940602563,10.819093837641137,8.805694145084326,2.846059696867194,4.333039516811849,2.922769545817792
2024-05-29,28.380423159206835,20.41007451249059,7.2462718810279725,14.240228235641128,10.814429360862823,8.801897712917912,2.854533162236276,4.331171397123731,2.920970578492737
2024-05-30,28.38179974714151,20.41106449992531,7.246623360298978,14.240918955658453,10.814953913047793,8.802324647573743,2.849821136738728,4.331381479907023,2.921112259708459
2024-05-31,17.73131313131313,12.75165702020202,4.527272727272727,8.896905606060606,6.75656005050505,5.499185252525252,1.7728282828282829,2.7044824242424244,1.8294880808080807
2024-06-04,28.372854311883433,20.404631297744366,7.244339354327307,14.236430472910062,10.850336876286434,8.801974790098278,2.836800535649232,4.325167350603339,2.927465010497548
2024-06-05,28.371707869001543,20.40380682150198,7.244046637169017,14.235855231018649,10.85151470716063,8.801619134610334,2.8366859109538916,4.327416966200332,2.9273467223836214
2024-06-06,28.382717546623894,20.411724544904835,7.229880455151461,14.241379472897057,10.85572565135869,8.805034614202684,2.835361370044415,4.324245584873573,2.9139307599433897
2024-06-07,28.371707869001543,20.40380682150198,7.227075979049813,14.235855231018649,10.85151470716063,8.801619134610334,2.8730516069236156,4.322568206737701,2.912800443995732
2024-06-11,28.352461471782526,20.389965576107798,7.222173377639033,14.226198113238015,10.844153410355856,8.795648416921521,2.9147118589483165,4.319635924158968,2.935051850847966
2024-06-12,28.342161639247017,20.382558345132537,7.219549719146236,14.22103004490895,10.840213965301775,8.792453149172875,2.9427152673858727,4.325332259351513,2.933985610353226
2024-06-13,28.33941628097996,20.380583992372546,7.216428778396971,14.219652527452917,10.839163929972605,8.791601469817998,2.952116703395235,4.327334907234297,2.933701410377468
2024-06-14,28.33461318357721,20.39649947499734,7.2152057041466415,14.217242513942214,10.837326857550087,8.790111427900161,2.951616364788042,4.3241802802176545,2.933204192880646
2024-06-17,28.33118339639522,20.406135147945253,7.214332333478787,14.215521575815346,10.836015044168262,8.789047421438934,2.9512590838924635,4.323656856163772,2.9328491407019652
2024-06-20,28.331130058329478,20.406096730073227,7.2143187513235025,14.210652988116035,10.835994643605575,8.789030874626095,2.956283618614423,4.323648716175745,2.9328436191359195
2024-06-21,28.316734068876602,20.395727713634574,7.263885924128481,14.20101240051148,10.830488514330833,8.784564875722712,2.959620796957397,4.316612362088863,2.931353343749054
2024-06-24,28.31399363423549,20.39375385751751,7.263182940353334,14.199638056061072,10.82944036217343,8.783714723800742,2.9593343710109297,4.325872401379561,2.9310696534679286
2024-06-26,28.301668239528844,20.384876230818456,7.2938787236885325,14.193456796504636,10.824726186962398,8.779891075594842,2.962882929620505,4.3288260908645775,2.9297937264172145
2024-06-27,28.296877927953712,20.4588014423567,7.3264959657371325,14.104006949625528,10.822894004819911,8.778405000163108,2.9599634496027183,4.323257427229644,2.9292978325115406
