date,BNP PARIBAS,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GET NICE SECURITIES LTD,CHIEF SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,HANG SENG SECURITIES LTD,CAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,95.58655755083679,0.0,0.0,1.9148232464586123,0.8955638806838313,0.0,0.8669248853442282,0.0,0.7361304366765316,0.0
2024-03-04,95.58543558400524,0.0,0.0,1.9148007708278763,0.8942119167986314,0.0,0.8669147096355121,0.0,0.7386370187327429,0.0
2024-03-05,95.5853714724104,0.0,0.0,1.9147994865220563,0.8942783895838752,0.0,0.8669141281736576,0.0,0.7386365233100146,0.0
2024-03-06,94.7974815638591,0.0,0.0,1.8925305312891476,0.8844790740919832,0.0,0.8597683392035773,0.0,0.7358408240969818,0.8298996674592248
2024-03-07,92.94302754778883,0.0,1.8836716044703397,1.8555083363279816,0.867111436414152,0.0,0.8389383855095461,0.0,0.7165547254245637,0.8951879640645819
2024-03-08,92.94151217326132,0.0,1.8836408924519887,1.855478083493071,0.8670972987362869,0.0,0.8389247071746231,0.0,0.7181734762652018,0.8951733686175227
2024-03-11,92.94818019082834,0.0,1.8837760328243278,1.8484367799792276,0.8671595079675024,0.0,0.8389848951848464,0.0,0.7182250010708988,0.8952375921448563
2024-03-12,92.94710862736225,0.0,1.8838400261762187,1.8484355743920113,0.8681698832039213,0.0,0.8389843479822181,0.0,0.7182245326302744,0.8952370082531007
2024-03-13,92.9454415535802,0.0,1.8855998106418546,1.8484024213598258,0.8681543119476227,0.0,0.8389693001896539,0.0,0.718211650752552,0.8952209515282901
2024-03-14,92.9431077507474,0.0,1.8880634028446932,1.8483560091126512,0.8681325131271678,0.0,0.8389482341868818,0.0,0.7181936169000354,0.8951984730811737
2024-03-15,92.94692216171322,0.0,1.8881422144210798,1.8476505003863897,0.8681687507300831,0.0,0.8389832535791031,0.0,0.7148972786982528,0.8952358404718747
2024-03-18,92.95255572982856,0.0,1.8810505186932207,1.847763784176457,0.8683850449492159,0.0,0.8390346936121333,0.0,0.7159194992573398,0.8952907294830763
2024-03-19,92.95276464545617,0.0,1.8807556710498683,1.8477945178127644,0.8683994886948802,0.0,0.8390486491768779,0.0,0.7159314070616295,0.8953056207478067
2024-03-20,92.95272097654247,0.0,1.8807673253444905,1.8478059678602337,0.8684048698210128,0.0,0.8390538484275357,0.0,0.7159358434037209,0.895311168600535
2024-03-21,92.95514166991293,0.0,1.880817624483378,1.8452462200656345,0.8684280943935421,0.0,0.8390762880379478,0.0,0.7159549903529138,0.895335112753653
2024-03-22,92.15670183087241,0.0,1.8558002935365927,1.843912027224749,0.8614676360772237,0.8527600775835549,0.8318824537220996,0.0,0.7098167385018848,0.8876589424814932
2024-03-25,92.15669422248631,0.0,1.8558020937544175,1.8439138159103685,0.8614684717433237,0.8527609048028936,0.8318832606891133,0.0,0.7098174270591338,0.8876598035544525
2024-03-26,92.14518822417766,0.0,1.8633311254079452,1.8436848923535292,0.8660818402753045,0.8526550337704318,0.831779981634925,0.0,0.7097293025878559,0.887549599792357
2024-03-27,92.14518314510177,0.0,1.8633323302745226,1.8436860845164655,0.8660824003008676,0.8526555851139573,0.831780519480231,0.0,0.7097297615127909,0.8875501736993958
2024-03-28,92.1469706664442,0.0,1.8633684769964096,1.8437218501214852,0.8660992014045389,0.8526721257512877,0.8317966551628576,0.0,0.7078036328635272,0.8875673912556894
2024-04-02,92.14658336426807,0.0,1.8637809542669328,1.843714100789309,0.8660955611100939,0.8526685418920741,0.831793159045163,0.0,0.7078006578998871,0.8875636607284717
2024-04-03,92.14672978717599,0.0,1.8637845698012232,1.8435236881677741,0.8661295727802375,0.8526701959771984,0.8317947726342932,0.0,0.7078020309569212,0.8875653825063676
