date,ADVENT SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INNOVAX SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2024-03-05,0.0,0.0,0.0,7.600876475533627,0.0,2.9282983131739635,0.0,0.0,0.0,10.529174788707591
2024-03-08,0.0,0.0,0.0,7.599757608686167,0.0,2.9282983131739635,1.6176576880585805,0.0,0.0,12.14571360991871
2024-03-12,0.0,0.0,0.0,7.5964010081437845,0.0,2.9282983131739635,1.6176576880585805,0.0,0.0,12.142357009376328
2024-03-15,0.0,0.0,0.0,7.599981382055658,5.218506863241129,2.9282983131739635,1.6198954217535015,0.5677337374382022,0.0,17.934415717662453
2024-03-18,0.0,0.0,0.0,7.601324022272611,5.218506863241129,2.9282983131739635,1.631084090228108,0.5677337374382022,0.0,17.946947026354014
2024-03-19,0.0,0.0,0.0,7.601771569011595,5.218506863241129,2.9282983131739635,1.631084090228108,0.5677337374382022,0.0,17.947394573092996
2024-03-20,0.0,0.0,0.0,7.601771569011595,5.218506863241129,2.9282983131739635,1.631084090228108,0.5679575108076943,0.0,17.94761834646249
2024-03-21,0.0,0.0,0.0,7.603337982598041,5.218506863241129,2.9282983131739635,1.632874277184045,0.5679575108076943,0.0,17.950974947004873
2024-03-25,0.0,14.611953481096856,0.0,7.603337982598041,5.218506863241129,2.9282983131739635,1.632874277184045,0.5688526042856629,0.0,32.5638235215797
2024-03-26,0.0,14.549744484378046,0.0,7.604233076076008,5.252072868664948,2.9282983131739635,1.6342169174009977,0.5679575108076943,0.0,32.53652317050166
2024-03-27,0.0,14.535870535469533,0.0,7.604233076076008,5.252072868664948,2.9385918881706012,1.6342169174009977,0.5679575108076943,0.0,32.53294279658978
2024-03-28,0.0,14.401382740404767,0.0,7.604233076076008,5.252072868664948,2.9426198088214597,1.7993616640861867,0.5715378847195683,0.0,32.57120804277294
2024-04-02,0.0,14.401382740404767,0.0,7.604456849445501,5.252072868664948,2.9426198088214597,1.7993616640861867,0.5715378847195683,0.0,32.57143181614243
2024-04-03,0.0,14.383704644214887,0.0,7.235230789783492,5.252072868664948,3.313412282069913,1.7993616640861867,0.5715378847195683,0.0,32.555320133539
2024-04-05,0.0,14.383704644214887,0.0,7.235230789783492,5.272212471919239,3.313412282069913,1.7812360211573244,0.572656751567029,0.0,32.55845296071189
2024-04-08,0.0,14.383704644214887,0.0,7.266782834881883,5.272212471919239,3.313412282069913,1.7812360211573244,0.572656751567029,0.0,32.590005005810276
2024-04-09,0.0,14.371844655631804,0.0,7.266782834881883,5.272212471919239,3.313412282069913,1.7812360211573244,0.572656751567029,0.0,32.57814501722719
2024-04-10,0.0,14.319257913801156,0.0,7.319369576712533,5.272212471919239,3.313412282069913,1.7812360211573244,0.5724329781975368,0.0,32.5779212438577
2024-04-12,0.0,14.319257913801156,0.0,7.310866188671832,5.269750964854826,3.319006616307216,1.7857114885471672,0.5728805249365211,0.0,32.57747369711871
2024-04-16,0.0,14.319257913801156,0.0,7.310866188671832,5.269750964854826,3.321244350002137,1.7857114885471672,0.5728805249365211,0.0,32.57971143081364
2024-04-17,0.0,14.319257913801156,0.0,7.311089962041323,5.269750964854826,3.321244350002137,1.7857114885471672,0.5728805249365211,0.0,32.57993520418313
2024-04-18,0.0,14.319257913801156,0.0,7.311089962041323,5.267513231159905,3.321244350002137,1.7857114885471672,0.5728805249365211,0.0,32.57769747048821
2024-04-24,0.0,14.375201256174186,0.0,7.255146619668292,5.267513231159905,3.321244350002137,1.7857114885471672,0.5728805249365211,0.0,32.57769747048821
2024-04-25,0.0,14.375201256174186,0.0,7.256489259885244,5.267513231159905,3.321244350002137,1.7857114885471672,0.5728805249365211,0.0,32.57904011070516
2024-04-30,0.0,14.375201256174186,0.0,7.256489259885244,5.267513231159905,3.321244350002137,1.7857114885471672,0.5731042983060132,0.0,32.579263884074656
2024-05-06,0.0,14.375201256174186,0.0,7.256489259885244,5.267513231159905,3.321244350002137,1.7857114885471672,0.5751182586314424,0.0,32.58127784440008
2024-05-08,0.0,14.375201256174186,0.0,7.256489259885244,5.267513231159905,3.3257198173919797,1.7904107293065015,0.6086842640552613,0.0,32.62401855797308
2024-05-09,0.0,14.375201256174186,0.0,7.2598458604276255,5.290561888217594,3.319677936415692,1.7904107293065015,0.6091318107942455,0.9121002540499064,33.55692973538575
2024-05-10,0.0,14.375201256174186,0.0,7.2632024609700085,5.306226024082043,3.319677936415692,1.7922009162624388,0.6091318107942455,0.9121002540499064,33.577740658748525
2024-05-13,0.0,14.375201256174186,0.0,7.2632024609700085,5.306226024082043,3.3194541630462004,1.7922009162624388,0.6091318107942455,0.9121002540499064,33.577516885379026
2024-05-14,0.0,14.375201256174186,0.0,7.26655906151239,5.309806397993917,3.313636055439405,1.7922009162624388,0.6089080374247534,0.9121002540499064,33.578411978857
2024-05-16,0.0,14.375201256174186,0.0,7.26655906151239,5.310030171363408,3.305132667398704,1.7922009162624388,0.6089080374247534,0.913219120897367,33.57125123103325
2024-05-17,0.0,14.375201256174186,0.0,7.26655906151239,5.310030171363408,3.305132667398704,1.7919771428929465,0.6089080374247534,0.9143379877448278,33.572146324511216
2024-05-20,0.0,14.375201256174186,0.0,7.26655906151239,5.310030171363408,3.305132667398704,1.8007043043031394,0.6089080374247534,0.9143379877448278,33.58087348592141
2024-05-21,0.0,14.375201256174186,0.0,7.26655906151239,5.314953185492236,3.305132667398704,1.8007043043031394,0.631285374373966,0.9143379877448278,33.60817383699945
2024-05-22,0.0,14.375201256174186,0.0,7.26655906151239,5.314953185492236,3.305132667398704,1.8007043043031394,0.6359846151333006,0.9143379877448278,33.612873077758785
2024-05-24,0.0,14.375201256174186,0.0,7.26655906151239,5.314953185492236,3.305132667398704,1.8029420379980607,0.631285374373966,0.916575721439749,33.61264930438929
2024-05-28,0.0,14.375201256174186,0.0,7.266335288142899,5.314953185492236,3.305132667398704,1.8029420379980607,0.631285374373966,0.916575721439749,33.6124255310198
2024-05-29,0.0,14.375201256174186,0.0,7.266335288142899,5.313834318644775,3.305132667398704,1.8029420379980607,0.631285374373966,0.916575721439749,33.61130666417234
2024-05-30,0.0,14.375201256174186,0.0,7.232769282719079,5.313834318644775,3.305132667398704,1.811892972777746,0.631285374373966,0.9199323219821307,33.59004819407059
2024-05-31,0.0,14.375201256174186,0.0,7.208601758813929,5.313834318644775,3.305132667398704,1.811892972777746,0.6516487509977494,0.9232889225245128,33.5896006473316
2024-06-04,0.0,14.375201256174186,0.0,7.208601758813929,5.356575032217771,3.305132667398704,1.7559496304047142,0.6516487509977494,0.9232889225245128,33.57639801853157
2024-06-05,0.0,14.375201256174186,0.0,7.208601758813929,5.356575032217771,3.305132667398704,1.7559496304047142,0.6514249776282574,0.9232889225245128,33.57617424516208
2024-06-07,0.0,14.375201256174186,0.0,7.208601758813929,5.355008618631326,3.305132667398704,1.7559496304047142,0.650753657519781,0.9232889225245128,33.57393651146715
2024-06-11,0.0,14.375201256174186,0.0,7.208601758813929,5.335764108855003,3.305132667398704,1.7559496304047142,0.654334031431655,0.9232889225245128,33.558272375602705
2024-06-12,0.0,14.375201256174186,0.0,7.211063265878343,5.340015802875354,3.3163213358733103,1.7559496304047142,0.654334031431655,0.9232889225245128,33.57617424516208
2024-06-13,0.0,14.375201256174186,0.0,7.214419866420725,5.332855055051605,3.3163213358733103,1.7559496304047142,0.654334031431655,0.9232889225245128,33.57237009788071
2024-06-14,0.0,14.375201256174186,0.0,7.214419866420725,5.332855055051605,2.963206958814735,1.7559496304047142,0.654334031431655,0.9232889225245128,33.21925572082213
2024-06-17,0.0,14.375201256174186,0.0,7.214419866420725,5.332855055051605,2.963206958814735,1.7559496304047142,0.6538864846926707,0.9232889225245128,33.21880817408315
2024-06-18,0.0,14.375201256174186,0.0,7.281551877268362,5.332855055051605,2.963206958814735,1.7559496304047142,0.6538864846926707,0.9232889225245128,33.28594018493079
2024-06-19,0.0,14.375201256174186,0.0,7.281551877268362,5.327260720814302,2.963206958814735,1.7559496304047142,0.6572430852350527,0.9232889225245128,33.28370245123587
