date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GET NICE SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CGS INTERNATIONAL SECURITIES HK LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,49.83790156203949,0.0,0.0,27.925139994105514,22.236958443854995,0.0,0.0,0.0,0.0
2024-03-07,0.0,49.94826311899483,0.0,0.0,28.041389504804137,22.010347376201032,0.0,0.0,0.0,0.0
2024-03-08,3.638028638028638,28.105228105228104,26.856476856476856,0.0,14.343989343989344,12.395937395937395,8.633033633033634,0.0,0.0,6.027306027306027
2024-03-11,3.434157754010695,28.208556149732622,26.955213903743314,0.0,14.321524064171124,12.441510695187166,8.664772727272728,0.0,0.0,5.974264705882353
2024-03-13,3.371073465565676,28.739252575125562,27.24951051332255,0.0,13.050140461394399,12.675576742998212,8.827785817655572,0.0,0.0,6.086660423938027
2024-03-15,3.3722217491271396,28.749041982457634,27.199182491697183,0.0,13.054585710636124,12.679894405177553,8.830792812739505,0.0,0.0,6.1142808481648645
2024-03-18,3.418659481306837,28.418659481306836,26.936679016503874,0.0,12.984169754125968,13.37992590097676,8.731896261367464,0.0,0.0,6.13001010441226
2024-03-19,3.8232581537687595,28.29714094072273,26.82149744277689,0.0,12.937033621195607,13.322713171795087,8.694558564601325,0.0,0.0,6.103798105139599
2024-03-20,3.415623943185661,28.280351707811974,26.986810957051066,0.0,13.053770713561041,13.434223875549545,8.682786608048698,0.0,0.0,6.146432194792019
2024-03-21,3.41706842594942,28.376892497674028,26.905184809270068,0.0,13.025458851391356,13.43990526939017,8.68645859764865,0.0,0.0,6.149031548676309
2024-03-25,3.8448509485094853,28.446815718157183,26.371951219512198,0.0,13.0420054200542,13.456978319783197,8.689024390243901,0.0,0.0,6.1483739837398375
2024-03-26,3.877412800541822,28.4371825262445,26.363020656959023,0.0,13.037588892651542,13.452421266508635,8.686081950558753,0.0,0.0,6.146291906535726
2024-03-27,3.881027031607491,28.46368951783747,26.387594271671894,0.0,12.965002965850353,13.464960596559614,8.694178459452589,0.0,0.0,6.143547157020592
2024-04-02,4.638957081181749,28.51942774908999,26.191483958350968,0.0,12.909506475916363,13.451282485397442,8.092779141623636,0.0,0.0,6.196563108439855
2024-04-03,4.635425477922517,28.497716122483506,26.171544577905596,0.0,12.984266621553036,13.44104212485197,8.078159363897818,0.0,0.0,6.191845711385553
2024-04-05,4.62085308056872,28.512186865267434,26.18483412322275,0.0,12.957007447528774,13.447867298578197,8.08226134055518,0.0,0.0,6.194989844278944
2024-04-08,4.59983150800337,28.382476832350463,26.06571187868576,0.0,12.898062342038752,13.386689132266216,7.969671440606571,0.0,0.5307497893850042,6.166807076663859
2024-04-10,4.597894736842105,28.370526315789473,26.054736842105264,0.0,12.934736842105263,13.381052631578946,7.966315789473684,0.0,0.5305263157894736,6.16421052631579
2024-04-11,4.5778485788547,28.24683491238367,25.9411419468433,0.0,12.878343254800035,13.322713171795087,7.931583801458874,0.0,0.9641988764987005,6.137335457365642
2024-04-12,4.563691073219659,28.159478435305918,25.86091608157807,0.0,12.846873955198932,13.281511200267468,7.907054496823805,0.0,1.262119692410565,6.118355065195587
2024-04-15,4.545454545454546,28.04695304695305,25.757575757575758,0.0,12.795537795537795,13.228438228438227,7.875457875457875,0.0,1.6566766566766569,6.093906093906094
2024-04-16,4.544319600499376,28.03995006242197,25.751144402829794,0.0,12.792342904702455,13.22513524760716,7.873491468997088,0.0,1.6812317935913441,6.092384519350811
2024-04-18,4.527363184079602,27.935323383084576,25.655058043117744,0.0,13.117744610281923,13.175787728026533,7.844112769485904,0.0,1.6749585406301823,6.069651741293533
2024-04-25,4.526987811955891,27.93300721333223,25.652930934416716,0.0,13.12494818008457,13.174695298897271,7.843462399469364,0.0,1.6748196666943038,6.069148495149656
2024-04-30,4.529240978846952,27.847366238075487,25.665698880132727,0.0,13.13148071339693,13.18125259228536,7.847366238075487,0.0,1.7254251347988387,6.072169224388221
2024-05-03,4.503092783505155,27.68659793814433,25.517525773195874,0.0,13.055670103092783,13.105154639175257,7.802061855670103,0.0,2.2927835051546395,6.0371134020618555
