date,GRANSING SECURITIES CO LTD,ASTRUM CAPITAL MANAGEMENT LTD,SUNCORP SECURITIES LTD,CIS SECURITIES ASSET MANAGEMENT LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA PROSPECT SECURITIES LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,93.39147236511803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608527634881968,0.0
2024-03-07,94.69550984348932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304490156510674,0.0
2024-03-19,94.70444478055575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.295555219444251,0.0
2024-04-30,17.352022495251664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0410007864434947,0.0
2024-05-22,82.80592878801653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.976631805935073,12.217439406048406
2024-05-24,69.34644766519196,0.0,0.0,0.0,0.0,16.247724953061,0.0,0.0,4.175130413292257,10.230696968454783
2024-05-28,69.34685890255525,0.0,0.0,0.0,0.0,16.247821305099123,0.0,0.0,4.175155172594,10.230164619751628
2024-06-07,69.34171878605332,0.0,0.0,0.0,0.0,16.246616986753168,0.0,0.0,4.182257886025966,10.229406341167541
2024-06-20,69.34223276341372,0.0,0.0,0.0,0.0,16.246737410553738,0.0,0.0,4.182288885919052,10.228740940113486
2024-07-08,69.3319546636858,0.0,0.0,0.0,0.0,16.244329273683835,0.0,0.0,4.196491255114335,10.227224807516022
2024-07-22,69.26522121209362,0.0,0.0,0.0,0.0,16.22869376814398,0.0,0.0,4.288704129310678,10.217380890451727
2024-08-01,69.27034999330999,0.0,0.0,0.0,0.0,16.24470454012495,0.0,0.0,4.266808024552911,10.218137442012155
2024-08-07,69.26522121209362,0.0,0.0,0.0,0.0,16.243501781144822,0.0,0.0,4.273896116309834,10.217380890451727
2024-08-16,69.2600931902916,0.0,0.0,0.0,0.0,16.249702658604104,0.0,0.0,4.273579700191031,10.216624450913256
2024-08-19,69.20373502361741,0.0,0.0,0.0,0.0,16.317851761488086,0.0,0.0,4.270102212565119,10.208311002329378
2024-08-21,54.27311039496768,0.0,0.0,21.598088446645924,0.0,12.797294391086286,0.0,0.0,3.3256268854337927,8.00587988186631
2024-08-22,54.31407341848892,0.0,0.0,21.614389760475465,0.0,12.731477516855616,0.0,0.0,3.3281369264345653,8.011922377745437
2024-08-26,54.30776739062123,0.0,0.0,21.611880264582524,0.0,12.729999353886704,0.0,0.0,3.3393608215356703,8.01099216937387
2024-08-28,54.27940837643873,0.0,0.0,21.60059474045988,0.0,12.775570941616115,0.0,0.0,3.337617038179281,8.006808903305995
2024-08-29,54.30776739062123,0.0,0.0,21.611880264582524,0.0,12.729999353886704,0.0,0.0,3.3393608215356703,8.01099216937387
2024-09-03,54.285707819745056,0.0,0.0,21.60310161601399,0.0,12.765448035670465,0.0,0.0,3.3380043881880437,8.007738140382441
2024-09-04,54.2983110938999,0.0,0.0,21.608117113153046,0.0,12.727782752893205,0.0,0.0,3.356191778307851,8.009597261745997
2024-09-05,54.28885808974552,0.0,0.0,21.604355272006902,0.0,12.742976312611344,0.0,0.0,3.355607485828322,8.008202839807915
2024-09-09,54.26051881549655,0.0,0.0,21.593077603428696,0.0,12.736324363884144,0.0,0.0,3.40605673159357,8.004022485597046
2024-09-10,54.27940837643873,0.0,0.0,21.60059474045988,0.0,12.711747626831576,0.0,0.0,3.4014403529638186,8.006808903305995
2024-09-11,54.285707819745056,0.0,0.0,21.60310161601399,0.0,12.713222899608025,0.0,0.0,3.3902295242504805,8.007738140382441
2024-09-12,54.31407341848892,0.0,0.0,21.614389760475465,0.0,12.719865866863955,0.0,0.0,3.3397485764262256,8.011922377745437
2024-09-13,54.26996195226139,0.0,0.0,21.596835517828232,0.0,12.70953535953335,0.0,0.0,3.4182517183902315,8.005415451986796
2024-09-16,54.3014628268813,0.0,0.0,21.609371351342034,0.0,12.716912580106863,0.0,0.0,3.3621910646925794,8.010062176977227
2024-09-17,54.285707819745056,0.0,0.0,21.60310161601399,0.0,12.713222899608025,0.0,0.0,3.372821145563002,8.02514651906992
2024-09-19,54.295159726759266,0.0,0.0,21.606863020551092,0.0,12.715436450937172,0.0,0.0,3.3559969915405503,8.026543810211919
2024-09-20,54.27311039496768,0.0,0.0,21.598088446645924,0.0,12.71027269640376,0.0,0.0,3.3952442411798143,8.023284220802815
2024-09-26,54.24164239734248,0.0,0.0,21.585565696595268,0.0,12.702903175325725,0.0,0.0,3.4512564763857725,8.01863225435075
2024-09-27,54.27311039496768,0.0,0.0,21.598088446645924,0.0,12.71027269640376,0.0,0.0,3.3952442411798143,8.023284220802815
2024-09-30,17.352022495251664,0.0,0.0,6.905270655270655,0.0,4.087799738841405,0.0,0.0,1.074387538580247,2.565178359449193
2024-10-02,54.238497604458146,0.0,0.0,21.584314220231224,0.0,12.800728382479187,0.0,0.0,3.358292438445761,8.018167354385684
2024-10-03,54.235038753434154,0.0,0.0,21.582937763827744,0.0,12.799912065390235,0.0,0.0,3.358078276296132,8.02403314105174
2024-10-08,54.049850473308126,0.0,0.0,21.509241732324544,0.0,12.577101099756815,0.0,0.0,3.660912369056176,8.20289432555434
2024-10-09,54.040483774713145,0.0,0.0,21.505514236641414,0.0,12.638463901082769,0.0,0.0,3.804692443037578,8.010845644525093
