date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,CLSA LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,47.44634825329653,21.39638893106441,0.0,13.489277435774394,3.0985385460199186,4.46765151106953,3.1334792494898718,3.6903714054646666,1.9972736773721078,1.280670990448573
2024-03-04,41.913399850072295,18.854945748577226,11.661608871470154,11.91439263704857,2.738597532157052,3.976165036993387,2.7702389676598393,3.2782195486198478,1.7667793909997442,1.1256524164018813
2024-03-05,41.90033735737243,18.82906629952036,11.657497716565471,11.91013572022961,2.7688896410666555,4.002441670703292,2.765174027130073,3.2788432764613393,1.7630293927741878,1.1245848981765811
2024-03-06,41.843130252187386,18.914964132186967,11.640819457764112,11.892247602903252,2.778059147913745,4.010537059999147,2.7622112083867454,3.2750812850870656,1.760935067132222,1.1220147864393581
2024-03-07,41.88043694528148,18.842581047069995,11.6479464373959,11.899457778177014,2.7886619931433843,4.033961133077421,2.7755464776617327,3.2786246369123266,1.7623004540341516,1.090483097246597
2024-03-08,41.903552992240336,18.834260109222022,11.655547315906588,11.907293565631754,2.782571682227467,4.00930354200084,2.77296740337029,3.2816843646714964,1.7626017464260721,1.0902172783031332
2024-03-11,41.90289155386724,18.814517321519503,11.655629302357054,11.90737732289408,2.8089766318725937,4.000191982439986,2.776118786438278,3.281776737743585,1.7626141447679826,1.0899062160996933
2024-03-12,41.89308044911724,18.800514680044643,11.652507192136015,11.90418777872781,2.8400333487439737,3.9712523640707458,2.776317249781715,3.309381812085749,1.7628347135947027,1.0898904116974026
2024-03-13,41.88718383385689,18.792983284786345,11.651419521973967,11.90302000816041,2.8615313422078303,3.9769896222693295,2.77600334173076,3.311218206138486,1.7496179923506303,1.0900328465253522
2024-03-14,41.880724207197915,18.80302817213803,11.654368560045922,11.906202596281172,2.8501442990909567,3.955492378894014,2.7648844169085556,3.3088749839407163,1.7525622603019098,1.1237181252008013
2024-03-15,41.85546007378848,18.824570579223803,11.648979881883664,11.900697476583312,2.8784795129134757,3.9387406940183487,2.760558985752874,3.304712143384091,1.7644386050721181,1.1233620473798385
2024-03-18,41.83886276079012,18.835722926951657,11.644507031264592,11.896127974136297,2.8794648260127667,3.946417613354329,2.7588898458085853,3.3113527546992407,1.7653809533641818,1.1232733136182333
2024-03-19,41.85564564525749,18.871195005326754,11.647212395788229,11.898891797671588,2.891184507497564,3.885175950309134,2.7460705710929805,3.312592911880066,1.767632886472438,1.1243983287037609
2024-03-20,41.8573925643317,18.880715496188742,11.647574475221562,11.899289996515199,2.9026785390977485,3.876358371694126,2.739445968787075,3.3150687935786634,1.765476288051572,1.1159995065336124
2024-03-21,41.855972874195444,18.914490182992555,11.645658610674529,11.897262001647391,2.905894588970343,3.854751824579896,2.7378852438706556,3.312108432514523,1.7679376937803644,1.1080385467742953
2024-03-22,41.86785295322208,19.031112616659257,11.64853618516348,11.900201745870437,2.9153932110956577,3.7450983455642413,2.735251725312362,3.2838490861239467,1.7643779448208923,1.1083261861676514
2024-03-25,41.86631985573157,19.014432197284023,11.64859900768427,11.900265925666051,2.904813998225877,3.755579526357601,2.726098048642428,3.305776847291928,1.7671435287478423,1.1109710643684056
2024-03-26,41.8601569817355,19.02053478245086,11.645112251255894,11.896703838183399,2.912320998579282,3.726225677333713,2.7237036694690486,3.3430422963785484,1.7641500834700632,1.1080494211436862
2024-03-27,41.86097396362126,18.98915164533125,11.643363915140952,11.894917729426327,2.909544229219474,3.7472434658239058,2.7227686989918967,3.360910535397569,1.7636221992810892,1.1075036177662756
2024-03-28,41.87008906558409,18.971290460677555,11.645239812764796,11.896834155647056,2.9239555096044167,3.7077335971566927,2.7204382533568374,3.369669382939897,1.7725675926611568,1.1221821696075067
2024-04-02,41.76083554150799,18.940798108334352,11.608260111422073,11.858999112254754,2.9447439741254744,3.9515287932946452,2.7214890472440247,3.3672416475518148,1.7602552382248393,1.0858484260400412
2024-04-03,41.75761500912726,18.905501696402286,11.606374834582512,11.857073113340867,2.9525591158036426,3.9547277011387285,2.713027041118514,3.4316978643066314,1.758699820718289,1.0627238034612734
2024-04-05,41.77925771528198,18.952416925402066,11.620735111785674,11.87167299952159,2.9518287146640887,3.8404517060292584,2.7163952861897727,3.4360408312869586,1.7653722294776426,1.065828480360973
2024-04-08,41.72317967214549,19.037343922012184,11.609920129200168,11.860511667313244,3.0249855906554513,3.754862419448387,2.7355678573301563,3.4364458774581226,1.7595576878276855,1.0576251766091065
2024-04-09,41.69968091011931,19.069894252440037,11.610579251221974,11.861114506122874,3.0251393427669764,3.752551952349233,2.7357068990947133,3.4284761682568243,1.759067352495226,1.0577893651328305
2024-04-10,41.64519332413244,18.991062946956525,11.594302168200507,11.844584768822187,3.03484612161081,3.9191572999592994,2.75429467753588,3.4032829479136897,1.7568502445531191,1.056425500315538
2024-04-11,41.665746461495786,18.98240454215447,11.5997410318175,11.85018330653465,3.0369012001678772,3.885959515481226,2.7589754094883383,3.405594922013131,1.7575663463820694,1.0569272644649554
2024-04-12,41.67557631185536,19.01131943431291,11.602327580516747,11.85268477932081,3.030934835421984,3.852763523869966,2.755088480216737,3.404893010011066,1.7573511133507544,1.0570609311236652
2024-04-15,41.68930065537575,19.00821641695517,11.60778965679291,11.85826471730245,3.039772701713972,3.812721371496926,2.7706968393788833,3.407851175300009,1.747551883396569,1.0578345822873483
2024-04-16,41.701064545044204,19.03337503396768,11.607029446631358,11.8570651908868,3.049138530570473,3.7589504049680285,2.7912259318017894,3.4121292227232614,1.736515050381601,1.0535066430248032
2024-04-17,41.69812607014798,19.000194378102027,11.603554457473122,11.85351534437557,3.0562820450839294,3.797299191284313,2.797618951028146,3.400988911611543,1.7421677872175658,1.050252863675803
2024-04-18,41.68570235102875,19.005111160883136,11.596188276294253,11.84596231600441,3.077468154123405,3.829612085514932,2.810670472223021,3.398091131831597,1.7352039810033244,1.0159900710931626
2024-04-19,41.707045298207476,18.955262705257418,11.600382816066778,11.849542823466361,3.1341397706426846,3.775737958324642,2.823531588758391,3.39929750087475,1.7372040456683249,1.0178554927331689
2024-04-22,41.72029056380602,18.89884956723425,11.603453707808692,11.852651492759597,3.1914767347484627,3.7414510313159477,2.8423564927632192,3.39583998625279,1.7365148760223048,1.0171155472887197
2024-04-23,41.69339518124592,18.898367288883524,11.595831573472768,11.844865664144285,3.2546114636490877,3.7388718677248383,2.849697848016963,3.373655342926419,1.7353415147793292,1.0153622551568666
2024-04-24,41.71060593902746,18.86379239898246,11.60053003976516,11.849665035513924,3.2567990001030847,3.7054264982271206,2.85413469173623,3.3625031026403214,1.737120325124801,1.0594229688794394
2024-04-25,41.70183878909476,18.85908305223524,11.598592065594502,11.847685441073754,3.2959792916555797,3.6773417736801943,2.8496592476471334,3.3701868268134323,1.7365819322255327,1.0630515799798705
2024-04-26,41.69000363632494,18.896691126824898,11.59613235318452,11.84517290345331,3.3187018307215177,3.591328317423597,2.843651015593065,3.378336170150288,1.7386950404253076,1.101287605898558
2024-04-29,41.70009278569625,18.915829365613295,11.60010473564443,11.849230597488111,3.3370902217546203,3.529064635983821,2.8477141430323445,3.378748785797165,1.7376496163598099,1.1044751126301515
2024-04-30,10.394177280069473,4.721977781607949,2.891627383014795,2.9537390085776614,0.8392845403472385,0.8725253574652928,0.7116430320106739,0.8410888657556268,0.4273298374137092,0.2746188235427423
2024-05-02,41.69423654931136,18.903551442961465,11.599897172623526,11.84893406079242,3.392855598246266,3.530604775353071,2.8512144476388537,3.377512777421373,1.6996426749688018,1.1015505006828572
2024-05-03,41.68227284023195,18.833812459059423,11.596937642991822,11.845882828802187,3.3911685086834646,3.5723804803694783,2.860640730145101,3.419603893231951,1.6965515354976342,1.1007490809869838
2024-05-06,41.699118448887,18.80392802074535,11.601974380737298,11.851027687471698,3.3926413480618227,3.583217072684265,2.8618831527212434,3.4219442042859596,1.6830315237927198,1.101234160612647
2024-05-07,41.705325708506905,18.761106627266987,11.602676666740452,11.851674603435914,3.3928265432960925,3.6099121881466405,2.86203937528253,3.4236611022600045,1.681248466845115,1.1095287182193634
2024-05-08,41.6806439720552,18.82664704310537,11.596218491013152,11.845077832755301,3.388139630851541,3.607975755059493,2.85735841214429,3.4212729676909603,1.6744952431692044,1.1021706521554828
2024-05-09,41.683475784847765,18.80429752887183,11.596237003426397,11.84511082369199,3.3549813954497445,3.675301538179893,2.853875107668229,3.406435620982029,1.679379938526361,1.1009052583557608
2024-05-10,41.69665046857289,18.7706584201093,11.597459922509024,11.846261410206022,3.379558158626176,3.687707448905358,2.858812239392876,3.383820783924227,1.6769511598357576,1.1021199879183718
2024-05-13,41.67990880149912,18.77107009770898,11.594582139693784,11.843251495377624,3.3744818055124894,3.724840168427664,2.848354903753261,3.3810415507376206,1.6744162426148106,1.108052794674651
2024-05-14,41.663883352656825,18.693248728053913,11.599373093834116,11.848511413811572,3.3909005918298325,3.737131584235954,2.901426553695125,3.3811697456214445,1.6732804081622896,1.1110745280989294
2024-05-16,41.63350224814529,18.679376093791067,11.590941652509063,11.840912384902861,3.404228919613614,3.763079339107113,2.9101491616913333,3.3808616057163476,1.6742605482738107,1.122688046249503
2024-05-17,41.636035791618795,18.657298306678324,11.591361713085446,11.85020392690309,3.398166994771043,3.7733741698261345,2.918068557342145,3.3731174313077523,1.6794413328880438,1.1229317755792234
2024-05-20,41.63760141637593,18.626160487426706,11.595547834172875,11.845885492403148,3.4268482192788663,3.772666699228072,2.95019363053353,3.374892088414948,1.6361687025734342,1.1340354295924846
2024-05-21,41.64237485822584,18.625928214575914,11.598085615762113,11.848478062460273,3.4228133197893875,3.7609752348467205,2.9607124569856786,3.3764459084144876,1.630747439971415,1.1334388889681637
2024-05-22,41.617648099704226,18.64767658324208,11.588997456827814,11.840763251392348,3.41627078097038,3.777017430049427,2.96904291796256,3.3660075539872416,1.6319557502829312,1.1446201755809944
2024-05-23,41.628362457434484,18.644335357397644,11.590480635795194,11.840652586822548,3.426436830132171,3.7680796467497393,2.962822179730527,3.362827925803051,1.6323850940470934,1.1436172860875453
2024-05-24,41.62696226612404,18.608187523701346,11.592596665123017,11.84281428907818,3.426524855124952,3.7902461314367883,2.9718945988424483,3.363706492683053,1.6332482041078284,1.1438189737783444
2024-05-27,41.616453427309246,18.59217819194278,11.589350192669883,11.840483165108964,3.420104116578181,3.8304915965346513,2.9674649910713295,3.369420397680488,1.6312042159115512,1.1428497051929263
2024-05-28,41.56082569022756,18.524464723286542,11.572536645549167,11.823164700133601,3.410615992427978,4.011415736449251,2.9683120996301096,3.35861666025227,1.6285844199067767,1.141463332136745
2024-05-29,41.55581337348455,18.51988405710758,11.570420802063124,11.821003033527443,3.4317840501688983,4.0411202456007995,2.9501599945846033,3.3181750855006973,1.6317521353891369,1.1598872225731716
2024-05-30,41.552942717583115,18.51043777374807,11.570605969124143,11.82119221077756,3.438552661543119,4.053012349769829,2.9697842199380045,3.280876403632055,1.629123039402627,1.1734726544814775
2024-05-31,10.384333295378022,4.627608743592838,2.891596444827284,2.9537390085776614,0.8558227203602253,1.0329559578816356,0.7449144469961768,0.8053692054274864,0.4211255895423313,0.29321045700026394
2024-06-03,41.50179750448237,18.479617124653007,11.555850732242725,11.804082318162951,3.465447079362615,4.171427543954352,2.98315239839738,3.1814065897522994,1.683546342661329,1.1736723663309723
2024-06-04,41.51336367677798,18.47492779854335,11.559671988179348,11.807985658616182,3.480324168250089,4.2083390298847645,2.9878217666011557,3.1062640412441436,1.6875464481327225,1.1737554237702663
2024-06-05,41.51342904139437,18.503667301317154,11.557919714128039,11.807599436985965,3.476596253378575,4.190159557217628,2.987847715094918,3.104939424763737,1.6845230343152269,1.1733185214043884
2024-06-06,41.52437145301817,18.536118422068316,11.560360873402688,11.810093331353626,3.449951213123603,4.1526366900771245,2.9982924587419593,3.1060762846099035,1.6884943669957928,1.1736049066088166
2024-06-07,41.52636373174878,18.541706392683746,11.560563478331133,11.810300313050872,3.46090867794333,4.113722425795036,3.015471135770193,3.110230133787241,1.6856925124973652,1.1750411983923048
2024-06-11,41.533453276048185,18.603726151476554,11.56165697601493,11.811417432995887,3.455009017645278,4.032511543656,3.019000465214554,3.1118302139420426,1.6957904532480816,1.1756044697584902
2024-06-12,41.510577280627544,18.627708361610445,11.554533154562174,11.804125684867195,3.4523815194863388,4.063044494300052,3.022997086460534,3.106447232886267,1.6852370721873042,1.1729481130121477
2024-06-13,41.53238702671748,18.65578221429567,11.559862252037183,11.808769619055862,3.403494947551658,4.040994993536089,3.026695791122401,3.109579651233706,1.6886074635790602,1.173826040870893
2024-06-14,41.56340769488311,18.642786204951094,11.566527599851716,11.824181729088215,3.4057638764540403,3.989306747949714,3.03648256312189,3.1113409350372496,1.6849699604116684,1.1752326882513042
2024-06-17,41.69326482860228,18.70817413649941,11.601124427768223,11.850680742988189,3.399727597473362,3.9870140199963022,3.04080321522999,3.121109083339409,1.6845214124996164,0.9135805356032143
2024-06-18,41.70509366023572,18.675401886633495,11.60291276258991,11.850507000518759,3.4116075573314815,3.990613244154315,3.049143975519169,3.1313630479861834,1.6697836550649836,0.9135732099659875
2024-06-19,41.79753589368176,18.69746262186713,11.62621454814029,11.874249565427009,3.413329589095863,3.803881412601659,3.060103532945336,3.139554873901609,1.6724852353327095,0.9151827270066393
2024-06-20,41.81421276706007,18.68787696850985,11.628752054983305,11.876756505051123,3.401762263239788,3.7943314602124607,3.0627399954012113,3.1447237561716053,1.6732530040620752,0.9155912253085067
2024-06-21,41.825803452336494,18.56143377644237,11.631739144760122,11.8795813740505,3.4394578463478496,3.8405232741346524,3.0742108901855656,3.1558961637846874,1.6762363564710132,0.915117721486745
2024-06-24,41.632455482257086,18.43612921045979,11.577472078309551,11.823848832095042,3.4498523216201984,4.269095836899572,3.0700675721410606,3.1593618112631514,1.6658404056117873,0.9158764493427642
2024-06-25,41.49270664548492,18.387959496615082,11.53526345235206,11.780545948551286,3.437807351314785,4.255485946196052,3.0721092002029926,3.1192515142219728,2.036277736416448,0.8825927086443995
2024-06-26,41.6688578720915,18.435757023475873,11.582146616086431,11.82829949535346,3.4723502801427144,3.911282373305094,3.0495695307634803,3.1323912625497545,2.035212508889372,0.8841330373423184
2024-06-27,41.73453170612849,18.394036385093308,11.599878983185462,11.846155291500187,3.5118380327002297,3.811220617961439,3.0588743439891006,3.0944679796935692,2.036093585805331,0.9129030739428803
2024-06-28,41.70687401584442,18.332920229470105,11.590036118712932,11.836033117345778,3.531014760101613,3.807782564094503,3.0325403640775304,3.092646017104658,2.0278989189012773,1.042253894347189
2024-07-02,41.68773953413558,18.263941838506035,11.582183122055941,11.826790550775748,3.583988202237822,4.118473926374342,3.0801496719288983,3.103353692483545,1.7061984904364855,1.0471809710656053
