date,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,79.89244601294008,0.0,0.0,20.107553987059912,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.0,67.20622018024386,0.0,0.0,16.918183424633327,0.0,0.0,0.0,15.875596395122813,0.0
2024-03-26,0.0,49.44707478011966,0.0,0.0,12.439777332146216,26.432654623519912,0.0,0.0,11.680493264214213,0.0
2024-03-27,0.0,40.85835198344351,0.0,17.2406087670988,10.279046902019024,21.970345465358925,0.0,0.0,9.651646882079737,0.0
2024-03-28,0.0,41.36356393426139,0.0,17.09333249258451,10.19123911322586,21.782665861138405,0.0,0.0,9.569198598789832,0.0
2024-04-03,0.0,41.38472254311113,0.0,17.10207620569211,10.083489846601367,21.857749261055606,0.0,0.0,9.571962143539789,0.0
2024-04-15,75.41778204099407,10.173282697277436,0.0,4.204069648398525,2.4787454519657794,5.3731195642856955,0.0,0.0,2.353000597078486,0.0
2024-04-17,75.41580638482115,10.173016196351316,0.0,4.2039595179236215,2.5200704488051615,5.372978809193888,0.0,0.0,2.314168642904865,0.0
2024-04-23,75.36644859897248,10.166358208073733,0.0,4.201208130070744,2.5838686592596116,5.369462327037874,0.0,0.0,2.3126540765855528,0.0
2024-04-24,75.36684320489772,10.16641143739874,0.0,4.201230126883014,2.583358604940278,5.369490440630712,0.0,0.0,2.3126661852495354,0.0
2024-04-25,75.30809244792893,10.158486409067919,0.0,4.197955139638512,2.6592978532879554,5.365304758777671,0.0,0.0,2.3108633912990157,0.0
2024-04-26,75.3088804422004,10.158592703475822,0.0,4.197999065390637,2.6582793184508757,5.36536089921726,0.0,0.0,2.31088757126501,0.0
2024-04-29,75.21483174004409,10.145906251972539,0.0,4.192756438472866,2.779843501081213,5.3586604247684475,0.0,0.0,2.308001643660849,0.0
2024-05-03,74.63778396127955,10.127177983636397,0.0,4.160589633951075,2.974220107221257,5.317548811224549,0.492384835044858,0.0,2.2902946676423106,0.0
2024-05-06,74.55351094143175,10.115743455091714,0.0,4.155891940180017,3.083771262690905,5.311544802628281,0.4918288866394497,0.0,2.2877087113378782,0.0
2024-05-07,74.55891725155868,10.116477006678917,0.0,4.156193308155835,3.0767433014015033,5.311929973736836,0.49186455202203155,0.0,2.287874606446202,0.0
2024-05-20,74.55621399848799,10.11611021758727,0.0,4.156042618704636,3.080257409451206,5.31173738120006,0.49184671868418783,0.0,2.2877916558846434,0.0
2024-05-22,74.49563535371769,10.10789064453678,0.0,4.1526657381477206,3.1590069373945275,5.307421471973026,0.4914470818725169,0.0,2.285932772357737,0.0
2024-05-23,74.49486428624364,10.107786022760347,0.0,4.152622755958682,3.160009290613623,5.3073665374785595,0.49144199514685505,0.0,2.2859091117982926,0.0
2024-05-27,73.3249425348484,9.949045969472408,0.0,4.087406935591962,3.0635176109982623,5.2240157774722755,0.48372403116128204,0.0,2.2500095257365023,1.6173376147189031
2024-05-28,73.08073239744387,9.915910479702413,0.0,4.073793747843539,3.317319086292334,5.206617092022046,0.48211297893223143,0.0,2.24251582555146,1.6809983922121086
2024-06-17,73.08073239744387,9.915910479702413,0.0,4.073793747843539,3.3254423041344947,5.206617092022046,0.48211297893223143,0.0,2.234392607709299,1.6809983922121086
