date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,87.13420930474899,0.0,0.0,0.0,12.865790695250997,0.0,0.0,0.0,0.0,0.0
2024-03-04,87.1617331644434,0.0,0.0,0.0,12.838266835556594,0.0,0.0,0.0,0.0,0.0
2024-03-05,85.1921604465631,0.0,2.3896559389433647,0.0,12.418183614493541,0.0,0.0,0.0,0.0,0.0
2024-03-06,58.58614620004141,0.0,6.678401325326154,0.0,34.735452474632424,0.0,0.0,0.0,0.0,0.0
2024-03-07,57.22512162014046,2.3615806824217795,6.525753117438263,0.0,33.8875445799995,0.0,0.0,0.0,0.0,0.0
2024-03-11,57.22512162014046,2.3851880580404194,6.525753117438263,0.0,33.86393720438085,0.0,0.0,0.0,0.0,0.0
2024-03-12,57.176914588019244,2.383178751042483,6.520255755768405,0.0,33.919650905169874,0.0,0.0,0.0,0.0,0.0
2024-03-13,57.1408125810308,2.3816739910087388,6.516138808910441,0.0,33.96137461905002,0.0,0.0,0.0,0.0,0.0
2024-03-14,56.45657701057139,2.3651813194165663,6.473303894018466,2.284055934698247,32.420881841295326,0.0,0.0,0.0,0.0,0.0
2024-03-15,56.230921696369585,2.3650824182716836,6.481396301840717,2.283960425848645,32.638639157669374,0.0,0.0,0.0,0.0,0.0
2024-03-18,55.88237753233615,2.531709070842705,6.48645936974825,2.2833875404463098,32.81606648662659,0.0,0.0,0.0,0.0,0.0
2024-03-20,55.640005327827915,2.5207285804668507,6.458326396057407,2.273484066464653,33.10745562918318,0.0,0.0,0.0,0.0,0.0
2024-03-21,79.38199108955408,1.3751697389993232,3.5233047672248183,1.2402868418781876,14.479247562343604,0.0,0.0,0.0,0.0,0.0
2024-03-22,79.57316240405714,1.3784814851908842,3.536342198468556,1.2387213081916764,14.273292604091742,0.0,0.0,0.0,0.0,0.0
2024-03-25,79.44482064380082,1.376132195948863,3.5303153560537543,1.2366102064652762,14.242604652853839,0.0,0.0,0.16951694487745245,0.0,0.0
2024-03-26,79.43760025811494,1.376007125426594,3.529994501424631,1.2364978164748224,14.25039876032119,0.0,0.0,0.16950153823782022,0.0,0.0
2024-03-28,79.43760025811494,1.376007125426594,3.532721067723363,1.2364978164748224,14.247672194022456,0.0,0.0,0.16950153823782022,0.0,0.0
2024-04-02,79.43796124622823,1.3764678081942778,3.5331915512415017,1.2365034354891482,14.24637365034355,0.0,0.0,0.16950230850329007,0.0,0.0
2024-04-03,78.91391710402004,1.3692437742126509,3.514648512546504,1.2300139681850852,14.17612570462487,0.0,0.0,0.16861271963727922,0.6274382167735753,0.0
2024-04-05,78.91427383191089,1.3687979169680313,3.5146644004050343,1.230019528424707,14.176189787357153,0.0,0.0,0.16861348184579777,0.6274410530883843,0.0
2024-04-08,85.14668697201311,1.1594161255100282,2.7925837595540486,0.9773145221538992,9.284308373082006,0.0,0.0,0.1411556807080053,0.49853456697890924,0.0
2024-04-09,85.14668697201311,1.1594161255100282,2.7925837595540486,0.9791103959542555,9.275329004080225,0.0,0.0,0.1483391759094305,0.49853456697890924,0.0
2024-04-10,85.12078300708038,1.1589998420198482,2.7915810940843615,0.9787588504789672,9.303235720748539,0.0,0.0,0.1482859153513622,0.49835557023653937,0.0
2024-04-12,85.10733773693279,1.158816771970132,2.7911401493394603,0.978604250430787,9.317561746122918,0.0,0.0,0.14826249282021828,0.4982768523836875,0.0
2024-04-15,85.10244960082707,1.158750215381081,2.7909798403308255,0.9785480443397853,9.322770087875481,0.0,0.0,0.14825397737062776,0.4982482338751364,0.0
2024-04-16,85.10244960082707,1.158750215381081,2.7909798403308255,0.9785480443397853,9.320975245534433,0.0,0.0,0.15004881971167652,0.4982482338751364,0.0
2024-04-17,92.14239074670024,1.2546056620493446,3.028077048645119,1.059496603081324,1.8135037233959859,0.0,0.0,0.16246132798532406,0.539464888142655,0.0
2024-04-18,91.26131744271989,1.242609016999261,2.999122320768662,1.0493656072924364,1.811560729243656,0.0,0.940810544469081,0.1609078590785908,0.5343064794284307,0.0
2024-04-19,91.26166875180445,1.242613800404196,2.9991338658454434,1.0493696468097393,1.8115677028197479,0.0,0.9408141661052835,0.16052352997786545,0.5343085362332788,0.0
2024-04-22,91.27923765521224,1.2428530176147847,2.9997112330349407,1.0495716623351623,1.800750794109154,0.0,0.9409952834729041,0.15246895755125614,0.5344113966695543,0.0
2024-04-25,90.13470304878281,1.2272690981397063,2.962098371625295,1.0364112644141386,3.03205423099881,0.0,0.9291963060264691,0.15055717560821677,0.5277105044045578,0.0
2024-04-26,82.1359120682882,9.089144493436763,2.9536673432818077,1.0334613243211663,3.184926113581115,0.0,0.9265515321500113,0.15012864432545192,0.5262084806154729,0.0
2024-04-29,89.07440374629462,1.3271552911477755,3.1966023508903207,1.1182968996040736,3.545247854884532,0.0,1.0048226553795425,0.16281087214824014,0.5706603296509022,0.0
2024-04-30,89.11104073179861,1.3272898526284616,3.197917137956706,1.118756863696751,3.514212736553324,0.0,1.005235946645169,0.1628778375087917,0.5626688932121895,0.0
2024-05-02,81.70244787019256,1.32652935347114,3.197075549670835,1.1184624431002792,10.925157592180632,0.0,1.0049714010798096,0.16283497333371713,0.5625208169710229,0.0
2024-05-03,70.66747830509237,12.361800383329745,3.1970187584201866,1.1283111862514459,10.916739680681355,0.0,1.003308780777525,0.16283208081471306,0.5625108246326451,0.0
2024-05-06,70.38817773502262,12.31294257805691,3.1843831135214766,1.1238517380711166,10.828131286852836,0.0,0.9993433822498267,0.1621885161356276,0.5602876011958045,0.440694048893776
2024-05-07,70.3876011663061,12.312841719393885,3.118826852562672,1.1238425322957286,10.89439189470349,0.0,0.99933519635626,0.16218718760536024,0.5602830117276081,0.4406904390489081
2024-05-08,70.45431328627252,12.405780114986424,3.078148824498867,1.1248422392362354,10.772496065921658,0.0,1.0002241485919878,0.1623314601813226,0.5607814078991145,0.44108245241187655
2024-05-09,70.56377863272847,12.410613199113293,3.0407997824239064,1.1252804589307082,10.694265236149782,0.0,1.0006138191657898,0.16239470179903803,0.5609998789421313,0.4412542907468811
2024-05-10,70.2291043415847,12.866851870913626,3.026377687527463,1.119943408573885,10.602729543707138,0.0,0.9958680455248833,0.16162448607698926,0.5583391337205084,0.43916148237080915
2024-05-13,75.53145268049086,13.838308523882677,3.2548713989994744,1.2044999485980525,3.853170753933566,0.0,1.071056805604682,0.17382725205715335,0.600494143470166,0.47231849296337625
2024-05-14,75.12580179348085,13.844446421606158,3.2563150774458443,1.2050341972368706,4.249677815838629,0.0,1.0715318663476545,0.17390435207937346,0.6007604890014719,0.472527986963146
2024-05-16,75.12580179348085,13.844446421606158,3.270807106785792,1.2050341972368706,4.235185786498681,0.0,1.0715318663476545,0.17390435207937346,0.6007604890014719,0.472527986963146
2024-05-17,75.08821010196493,13.043050778627036,3.269170449754105,1.20443121833046,5.076695142569278,0.0,1.0709956897690678,0.17469519857708568,0.6004598785262643,0.47229154188176925
2024-05-20,75.32329973733052,12.528192850191042,3.2794057195512814,1.2082021072031037,5.335198590736154,0.0,1.0743488125275413,0.17524214237129565,0.6023398260400312,0.4737702140490305
2024-05-21,75.28285971186295,12.521466638783801,3.233638002938967,1.1723478007388959,5.465235487003134,0.0,1.0737720096857755,0.1751480573175978,0.6020164382172709,0.47351585345159614
