date,HANG SENG BANK LTD,YUANTA SECURITIES (HONG KONG) CO LTD,CSC SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CANFIELD SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,60.83780267678771,0.0,0.0,39.1621973232123,0.0
2024-03-14,0.0,0.0,0.0,60.834899418417166,0.0,0.0,39.16510058158284,0.0
2024-03-19,0.0,0.0,0.0,60.83940969969714,0.0,0.0,39.160590300302864,0.0
2024-03-20,0.0,0.0,0.0,60.843920649808524,0.0,0.0,39.15607935019148,0.0
2024-03-21,0.0,0.0,0.0,60.836506129954294,0.0,0.0,39.16349387004571,0.0
2024-03-22,0.0,0.0,0.0,60.84101719925405,0.0,0.0,39.15898280074595,0.0
2024-03-25,0.0,0.0,0.0,60.845528937601266,0.0,0.0,39.154471062398734,0.0
2024-03-27,0.0,0.0,0.0,60.850041345144824,0.0,0.0,39.14995865485518,0.0
2024-04-03,0.0,0.0,0.0,60.820985524025815,0.0,0.0,39.17901447597419,0.0
2024-04-08,0.0,0.0,0.0,60.82549979403328,0.0,0.0,39.17450020596673,0.0
2024-04-19,0.0,0.0,0.0,60.82259195890751,0.0,0.0,39.177408041092484,0.0
2024-04-22,0.0,0.0,0.0,56.51439232225559,0.0,7.090119697497423,36.39548798024698,0.0
2024-04-26,0.0,0.0,0.0,56.51049479139727,0.0,7.089630725411292,36.39987448319143,0.0
2024-04-29,0.0,0.0,0.0,56.51439232225559,0.0,7.090119697497423,36.39548798024698,0.0
2024-05-02,0.0,0.0,0.0,56.51829039077669,0.0,7.0906087370370505,36.39110087218626,0.0
2024-05-06,0.0,0.0,0.0,56.52218899707182,0.0,7.091097844044134,36.38671315888405,0.0
2024-05-08,0.0,0.0,0.0,56.51829039077669,0.0,7.0906087370370505,36.39110087218626,0.0
2024-05-10,0.0,0.0,0.0,56.51439232225559,0.0,7.090119697497423,36.39548798024698,0.0
2024-05-16,0.0,0.0,0.0,56.51139291146051,0.0,7.0906087370370505,36.397998351502444,0.0
2024-05-17,0.0,0.0,0.0,39.57603232530112,29.96321620322625,4.965691803468738,25.495059668003893,0.0
2024-05-23,0.0,0.0,0.0,39.505901185073064,29.997993040929877,4.971455238767679,25.524650535229387,0.0
2024-05-24,0.0,0.0,0.0,39.50399075392728,29.99654239435564,4.971214828534193,25.528252023182883,0.0
2024-05-27,0.0,0.0,0.0,39.505901185073064,29.993156994977767,4.971455238767679,25.529486581181494,0.0
2024-05-29,0.0,0.0,0.0,39.5029755211696,29.994607547981943,4.971695672254988,25.530721258593463,0.0
2024-06-11,0.0,0.0,0.0,39.47956001848174,30.00621702497212,4.973619977696121,25.540602978850018,0.0
2024-08-02,93.24698429534666,0.0,0.0,2.6773244837985612,2.005847873569886,0.33737101014886167,1.7324723371360318,0.0
2024-08-14,93.2472903160911,0.0,0.0,2.6773332703221984,2.005526273427958,0.3373721173431421,1.73247802281561,0.0
2024-08-22,93.24759633884415,0.0,0.0,2.6770138728329393,2.005532855245719,0.3373732245446897,1.7324837085325069,0.0
2024-08-27,93.24759633884415,0.0,0.0,2.6766856887623702,2.005532855245719,0.3373732245446897,1.7328118926030756,0.0
2024-08-28,93.24790236360585,0.0,0.0,2.6766944732472493,2.0052112519590604,0.33737433175350473,1.7328175794343432,0.0
2024-09-13,93.24973855435861,0.0,0.0,2.6751062233169964,2.00525073756962,0.33738097515901294,1.7325235095957483,0.0
2024-09-23,93.25004459318137,0.0,0.0,2.674786810132818,2.0052573186559,0.3373820824187013,1.7325291956112105,0.0
2024-09-26,93.25310509189615,0.0,0.0,2.6748745975610215,2.0049949284360564,0.33739315541533244,1.7296322266914417,0.0
2024-09-27,93.25402328068515,0.0,0.0,2.6742445215329025,2.0050146700185323,0.33739647745605683,1.7293210503073573,0.0
2024-10-02,93.2371926919593,0.0,0.0,2.6954196029711124,2.004652802764839,0.3373355837685799,1.72539931853618,0.0
2024-10-04,93.23107398402782,0.0,0.0,2.701805233969367,2.004521247055685,0.33731344605880575,1.7252860888883275,0.0
2024-10-08,92.04741284705636,0.0,0.0,2.6483894893758118,1.9839312582721171,0.33303091664006146,1.7095371080832726,1.2776983805723758
2024-10-09,92.04711465119092,0.0,0.0,2.648704868666217,1.983924831148527,0.3330298377564803,1.7095315698841893,1.2776942413536563
2024-10-10,92.00568421642312,0.0,0.0,2.6925227167083223,1.9830318659685469,0.3328799409235249,1.7087621091959542,1.2771191507805273
2024-10-14,92.00240714138037,0.0,0.0,2.6959886319720767,1.98296123398214,0.3328680843457936,1.708701246199176,1.2770736621204377
2024-10-15,92.00270504764676,0.0,0.0,2.6956735589687595,1.9829676548638968,0.33286916218159474,1.7087067790197232,1.27707779731927
2024-10-17,84.88443080883123,0.0,7.737027117984287,2.4871085646990148,1.8295449096662202,0.3071149848361976,1.5765036721601313,1.1782699418229217
2024-10-28,84.88924933460868,0.0,7.737466315894356,2.486950980261813,1.8236734262189802,0.3071324184392385,1.577190697413171,1.178336827163771
2024-10-31,84.9009175049352,0.0,7.738529843674108,2.473547647402365,1.823924093203597,0.30717463430755204,1.5774074849314856,1.1784987915457055
2024-11-18,84.8793592673654,0.0,7.73656485825683,2.498311790016402,1.8234609581743642,0.30709663581311375,1.5770069459702603,1.1781995444036193
2024-11-20,84.87961283004584,0.0,7.736289236902909,2.498319253298871,1.8234664054545067,0.3070975532121941,1.5770116570108683,1.1782030640747991
2024-11-26,84.87986639424125,0.0,7.73601361390224,2.498326716625932,1.823471852767195,0.3070984706167556,1.5770163680796232,1.178206583767008
2024-12-10,84.88037352717696,0.0,7.735462362960596,2.498341643413826,1.823482747490209,0.3071003054423223,1.5770257903015752,1.1782136232145126
2024-12-11,84.88113423794303,0.0,7.735531689346138,2.498364033930108,1.8234990898188315,0.30710305772178226,1.5776374006116072,1.176730490628502
2024-12-16,84.88138781122845,0.0,7.735256059142012,2.498371497524721,1.8235045373268002,0.30710397515923177,1.5776421136341467,1.176734005984644
2024-12-30,83.63094620510292,0.0,7.621303091833126,2.461566401041016,1.7966413344359247,1.775743311050448,1.5544008661789186,1.1593987903576521
2025-01-16,83.63119236378091,0.0,7.6213255243174975,2.4580415757097143,1.7966466226560847,1.7757485377595281,1.5576431728532112,1.1594022029230533
2025-01-17,83.63390020488146,0.0,7.621572290361506,2.4548833267767147,1.7967047951325315,1.7758060335901968,1.5576936067892129,1.1594397424683882
2025-01-24,83.63488491784851,0.0,7.621662027430388,2.453734821911756,1.7967259496943226,1.7758269420881139,1.5577119472120502,1.1594533938148652
2025-02-12,83.64916586208922,0.0,7.624729867323106,2.4361952542025587,1.7961495393852376,1.7761301706459824,1.5579779318843923,1.1596513744695052
2025-02-17,83.6489195975942,0.0,7.624707419995256,2.436188082004392,1.7961442514919908,1.7761249416900802,1.5582677467869377,1.1596479604371335
2025-02-18,83.64916586208922,0.0,7.624435464841646,2.4361952542025587,1.7961495393852376,1.7761301706459824,1.558272334365852,1.1596513744695052
2025-02-24,83.64941212803426,0.0,7.624457911434936,2.435908023094765,1.79615482730962,1.776135399632673,1.5582769219717783,1.1596547885219788
2025-02-25,83.66665434825467,0.0,7.626029501467976,2.4157976419614777,1.7965250594044377,1.7765015052265156,1.5585981215256004,1.1598938221593313
2025-02-26,83.66714708756426,0.0,7.626074413560384,2.4158118693555513,1.795946708174561,1.7765119676040542,1.558607300601402,1.1599006531397928
2025-02-27,83.66714708756426,0.0,7.626074413560384,2.4158118693555513,1.7956522424083414,1.7765119676040542,1.558901766367622,1.1599006531397928
2025-03-03,61.06320318335348,27.016510889936246,5.565775189146201,1.7631437925907365,1.3105296587927073,1.2965604184152844,1.1377409008935049,0.846535966871839
2025-03-04,61.06254703150922,27.016220585259752,5.565715382364625,1.7631248468101206,1.3105155765564709,1.2965464862848786,1.1377286753509277,0.8476014158640081
2025-03-05,61.061103547087235,27.01558193693191,5.565583811969315,1.7630831675259424,1.3104845967020187,1.2965158366518987,1.137701780082074,0.8499453230496038
2025-03-07,61.06005378309962,27.015117484385616,5.565488128316113,1.7626230559446743,1.3087428643696475,1.2964935469198822,1.1376822206852075,0.8537989162792461
2025-03-10,61.06018500162411,27.01517554008055,5.565500088592842,1.7624119430671992,1.3087456768681136,1.2964963330944712,1.1376846655730366,0.8538007510996741
2025-03-11,61.06044744036505,27.015291652219002,5.565524009300516,1.761989714590138,1.3087513019013106,1.2965019054795741,1.1376895553802195,0.8538044207641883
2025-03-14,60.98836167885205,26.983398373461952,5.558953552429542,1.7599095730962788,1.4252626298606903,1.2949713021008349,1.1363464401329058,0.8527964500657413
2025-03-17,60.98652898986151,26.982587527330576,5.558786506903248,1.7596420466027558,1.4284394240266087,1.2949323884526716,1.136312293132512,0.8527708236901151
2025-03-18,60.98665989256524,26.98264544329529,5.558798438393615,1.7594311815365815,1.4284424900575143,1.29493516792141,1.13631473213591,0.852772654094441
2025-03-20,60.983387493546324,26.981197618760678,5.558500166499595,1.7593367746469035,1.4283658432332538,1.294865684782302,1.1362537601918625,0.8580926583390757
2025-04-09,60.98312571679565,26.981081799510022,5.558476306130862,1.7593292225333994,1.4283597118426474,1.2948601264532968,1.1366781418360121,0.8580889748981073
