date,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.001316870434879182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001316870434879182
2024-03-04,0.0,0.001316870434879182,0.0,0.005240860369539386,0.0,0.0,0.0,0.0,0.0001313320918882203,0.0,0.006689062896306788
2024-03-05,0.0008344024729898214,0.0011677907630060671,0.00029938392676518767,0.005240860369539386,0.004326860000317312,8.518838392749426e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.012139060748388173
2024-03-06,0.0008326277149913319,0.001105674233058936,0.00029938392676518767,0.005242635127537876,0.00390624235467531,8.341362592900479e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.01165455181480055
2024-03-07,0.0008344024729898214,0.0011074489910574254,0.00029938392676518767,0.004717306759984994,0.0039151161446677575,7.471731173640642e-05,5.679225595166283e-05,0.0,0.00012955733388973087,0.0,0.011134725197042986
2024-03-08,0.0008344024729898214,0.0010914761690710203,0.0002992241985453236,0.004717306759984994,0.00390624235467531,7.471731173640642e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.01110794409884578
2024-03-11,0.0008344024729898214,0.0011092237490559148,0.0002992241985453236,0.004720856275981973,0.00390624235467531,7.471731173640642e-05,5.679225595166283e-05,0.0,0.00013310684988670978,0.0,0.011134565468823122
2024-03-12,0.0008344024729898214,0.0011447189090257042,0.0002992241985453236,0.004028700656571083,0.0039151161446677575,7.471731173640642e-05,5.679225595166283e-05,0.0,0.00013310684988670978,0.0,0.010486778799374468
2024-03-13,0.0008344024729898214,0.0011393946350302358,0.0002992241985453236,0.00473150482397291,0.0038884947746904153,7.471731173640642e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.011152313048808015
2024-03-14,0.0008326277149913319,0.0010400081871148256,0.0002992241985453236,0.005267481739516728,0.0038476753407251573,7.294255373791696e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.011544534566474189
2024-03-15,0.0008326277149913319,0.0010009635111480576,0.0002992241985453236,0.005267481739516728,0.0038476753407251573,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012778257589124138,0.0,0.01150371513250893
2024-03-18,0.0008326277149913319,0.000979666415166184,0.0002993129364452481,0.005279905045506154,0.0038476753407251573,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.011493155322417918
2024-03-19,0.0011580828367543298,0.0009849906891616523,0.0003004665291442662,0.004662289262031821,0.0038760714687009886,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.0112358686553769
2024-03-20,0.0011580828367543298,0.0009761168991692051,0.0003004665291442662,0.004662289262031821,0.003867197678708542,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.011218121075392006
2024-03-21,0.0010036788908857465,0.0009761168991692051,0.0002993129364452481,0.004484813462182875,0.0039026928386783305,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.010920582896945247
2024-03-22,0.0010036788908857465,0.0009778916571676944,0.0002993129364452481,0.004662289262031821,0.003911566628670778,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.01110870724478513
2024-03-25,0.0010036788908857465,0.0009778916571676944,0.0002993129364452481,0.004841539819879257,0.0038636481627115624,7.11677957394275e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.011240039336673351
2024-03-26,0.0010036788908857465,0.0009903149631571206,0.0002993129364452481,0.004841539819879257,0.0039222151766617145,7.11677957394275e-05,5.679225595166283e-05,0.0,0.0001313320918882203,0.0,0.011316353930608397
2024-03-27,0.0010054536488842357,0.000937072223202437,0.0003024897532625442,0.004951574815785603,0.0039026928386783305,7.11677957394275e-05,0.0001082602379078573,0.0,0.00012600781789275193,0.0,0.011404719131353188
2024-03-28,0.0010054536488842357,0.0009441712551963948,0.0003024897532625442,0.004951574815785603,0.003929314208655672,7.11677957394275e-05,5.679225595166283e-05,0.0,0.0001313320918882203,0.0,0.011392295825363762
2024-04-02,0.0010054536488842357,0.0009512702871903525,0.00030264948148240825,0.004685361116012184,0.003973683158617909,7.11677957394275e-05,5.679225595166283e-05,0.0,0.0001313320918882203,0.0,0.011177709835766401
2024-04-03,0.0008634730090050787,0.0009051265792296265,0.00030264948148240825,0.004685361116012184,0.0038210539707478155,6.58435217439591e-05,5.679225595166283e-05,0.0,0.00012600781789275193,0.0,0.010826307752065487
2024-04-05,0.0008723467989975261,0.0008518838392749426,0.00030264948148240825,0.004685361116012184,0.003764261714796152,6.229400574698017e-05,5.679225595166283e-05,0.0,0.00012068354389728354,0.0,0.010716272756159141
2024-04-08,0.0008758953822931037,0.0008820537859900564,0.0003292705008344772,0.004152929294198656,0.0037642577064082687,6.229393941297983e-05,5.679219547622094e-05,0.0,0.00011713390316970568,0.00022184451357898805,0.010462471221362457
2024-04-09,0.0008758952268430632,0.0008731798504787695,0.0003292704423970043,0.004152928557155123,0.0037642570383444513,6.229392835732685e-05,5.6792185396993135e-05,0.0,0.00011713388238129835,0.00022184447420700446,0.010453595585561035
