date,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,SDICS INTERNATIONAL SECURITIES (HONG,INTERACTIVE BROKERS HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-05-14,29.826390777199784,8.29413712911326,12.497138567734648,8.668504409621146,8.882449304539204,4.814723580863478,8.158003572564937,4.5344486114992835,7.655661740063325,6.668542306800933
2024-05-16,29.834752711602018,8.292457369214596,12.494634608866203,8.670934655566095,8.866916802772472,4.816073405689713,8.160290697790263,4.533717334919547,7.659810557299494,6.670411856279598
2024-05-17,29.834752711602018,8.292457369214596,12.492632083541592,8.670934655566095,8.868919328097084,4.816073405689713,8.160290697790263,4.533717334919547,7.659810557299494,6.670411856279598
2024-05-20,29.838337833231343,8.293453840295216,12.464091783239079,8.67197660673226,8.88200166604092,4.816652133762375,8.161271286936248,4.532259367444596,7.652719941930202,6.687235540387763
2024-05-21,29.81564660363612,8.287146898324142,12.410585842549231,8.665381808679918,8.901263307602452,4.812989203204434,8.155064866136412,4.5428214100931665,7.676918904023722,6.7321811557504025
2024-05-22,29.81743676165526,8.28764446601647,12.373305086895533,8.665902085933668,8.915807288870232,4.8132781793696235,8.155554503505702,4.543094165143054,7.695392100698023,6.732585361912438
2024-05-23,29.816840018430984,8.287478603480402,12.37305745709316,8.665728653240798,8.915628854767021,4.8131818501256625,8.155391284516455,4.545004566168557,7.695238091044847,6.732450621132112
2024-05-24,29.812663484561902,8.286317751590822,12.371324325966532,8.664514818736599,8.914380015994935,4.812507653362938,8.154248934492296,4.556374189899131,7.6941601960533585,6.7335086293414905
2024-05-27,29.811325749548452,8.285945933172295,12.361249674319904,8.664126030098053,8.923984780031947,4.812291709557925,8.153883042182349,4.558170692046967,7.693814948554801,6.735207440487309
2024-05-28,29.811922272069847,8.286111734364827,12.359496029119569,8.664299398647596,8.92416334833671,4.812388003174935,8.154046200805762,4.556260907787663,7.693968901248177,6.737343204444909
2024-05-29,29.811922272069847,8.286111734364827,12.339486099792438,8.664299398647596,8.932167320067563,4.812388003174935,8.154046200805762,4.582273815912933,7.679961950719186,6.737343204444909
2024-05-30,29.81609859825018,8.2872725285281,12.341214727634016,8.665513172790792,8.933418619594157,4.813062166411514,8.155188494023667,4.5889195624039925,7.681037829888132,6.718274300475449
2024-06-03,29.819679237833235,8.28826775384081,12.342696794169687,8.666553821330766,8.920480846025383,4.813640170970091,8.156167857257014,4.591472163079164,7.681960251981754,6.719081103512098
2024-06-04,29.769033581486465,8.274190984033089,12.491573702570987,8.651834571568045,8.879354842486757,4.805464698526825,8.14231544552882,4.589668362792564,7.6868962610467495,6.7096675499597
2024-06-05,29.76665449446166,8.273529725737385,12.490575398718299,8.651143132683622,8.88463908419838,4.805080654527508,8.141664726486319,4.591299519378051,7.68628193827723,6.709131325531548
2024-06-06,29.762492007052032,8.272372778008409,12.488828750876305,8.649933380530406,8.897380406630372,4.80440872521377,8.140526218397554,4.590657484632534,7.685207109669909,6.708193138988708
2024-06-07,29.757736303835706,8.271050948175823,12.486833179973015,8.648551220864844,8.875985148380277,4.803641036069272,8.13922545612569,4.62787371333576,7.68198174620401,6.7071212470356
2024-06-11,29.604655222212443,8.727259981050995,12.422597852738356,8.60406095581758,8.832311988575634,4.778929930425238,8.097355287518855,4.600092635731571,7.658130891751207,6.674605254178119
2024-06-12,29.606420132906486,8.72778026525477,12.423338438150806,8.604573895390063,8.828864136530463,4.779214831042286,8.097838019333603,4.598379675273119,7.65858743877078,6.675003167347625
2024-06-13,29.61289327288952,8.729688504857682,12.426054673629654,8.606455197184374,8.810918137137344,4.780259757327579,8.099608528528018,4.599385063807076,7.658274276337991,6.6764625883007644
2024-06-17,29.596421753769462,8.724832808057146,12.419142954627482,8.60166804619477,8.819922957064357,4.777600843209798,8.095103299825332,4.6385438540103445,7.654014530084667,6.6727489531566375
2024-06-18,29.588780489844176,8.722580213106815,12.415936555224484,8.599447250171336,8.815659796016147,4.804171570014888,8.0930132897109,4.637346265392626,7.652038401159388,6.6710261693592425
2024-06-19,29.583492695007784,8.72102140555046,12.41371770996899,8.597910447639684,8.808127372423863,4.835083588915157,8.09156699171633,4.630560545934351,7.6486852489353705,6.6698339939080125
2024-06-21,29.396702696125804,9.413770606102098,12.335337569359101,8.543623291641604,8.762378523809288,4.804554899572126,7.914197002950224,4.601323213881805,7.600391495259073,6.627720701298879
2024-06-26,29.39728274072057,9.413956355055404,12.335580965564306,8.543791871177929,8.760578257645976,4.804649701228235,7.9143531628856065,4.601414005447328,7.600541463303126,6.627851476971516
2024-06-27,29.39786280820623,9.414142111339112,12.335824371374903,8.543960457367081,8.756804719407508,4.8047445066256,7.914509328983687,4.603478001625266,7.600691437265522,6.627982257805087
2024-06-28,29.395542675603526,9.413399130184953,12.295389899746313,8.543286152525853,8.700868348088637,4.843826213499069,7.913884701566095,4.666252136425783,7.600091576924592,6.627459165435182
2024-07-02,29.389743945985046,9.411542190275759,12.308745690868399,8.54160085598282,8.69915196599788,4.842870693172707,7.912323564283392,4.661386333184158,7.60648296458095,6.62615179566889
2024-07-03,29.360205975580577,9.402083181201446,12.237254661867066,8.533016175770753,8.710115674887629,4.83800339757903,7.904371335107735,4.796619254463282,7.5988381185046165,6.619492225037865
2024-07-04,29.414113997011338,9.419346265188238,12.259723379801615,8.548683573310642,8.726108243293206,4.84688641396712,7.918884483267664,4.805426285782472,7.429181140652428,6.631646217725278
2024-07-05,29.454238367669923,9.432195380444417,12.221091529591012,8.560345000487178,8.739988683935623,4.853498146927488,7.92968678913489,4.750694927522099,7.439315432571185,6.618945741716184
2024-07-08,29.48921821270855,9.443397052973292,12.20591530155626,8.570511263754842,8.716719633448932,4.859262159934905,7.879724097230491,4.758316184311003,7.450129694300848,6.62680639978088
2024-07-09,29.505570589388082,9.44863361043747,12.208722871209826,8.575263788135453,8.713631511626806,4.8619567205248355,7.884093565950863,4.745111324797355,7.458221804980737,6.598794212948575
2024-07-10,29.422246331040437,9.4219505003582,12.174245219759786,8.551047090033748,8.667300846286071,4.84822646790597,7.861828744901697,4.694189130025454,7.77880656945943,6.580159100229202
2024-07-11,29.40656656831986,9.416929335537933,12.167757296499264,8.546490048811412,8.658734280416674,4.845642741300697,7.857639003306752,4.733136983152372,7.790451354054663,6.576652388600376
2024-07-12,29.40482540401707,9.416371758672819,12.174931516421607,8.545984010700757,8.66216893304485,4.845355830547426,7.8571737521015494,4.7289093971452685,7.788016412670844,6.576262984677811
2024-07-15,29.381050139875654,9.408758153669554,12.16508747862409,8.539074157490917,8.696578662172998,4.841438119316443,7.8508208362520415,4.766499362276107,7.779747341416944,6.570945748905251
2024-07-16,29.380470735676127,9.40857260979142,12.164847579003785,8.538905764073958,8.696407162714184,4.841342644526921,7.85066601542227,4.7664053653041005,7.779593922180417,6.572788201306813
2024-07-17,29.380470735676127,9.40857260979142,12.164847579003785,8.538905764073958,8.694435129050424,4.841342644526921,7.85066601542227,4.76837739896786,7.779593922180417,6.572788201306813
2024-07-22,29.379311995830655,9.408201543988218,12.164367808147466,8.538568997163903,8.703952007641881,4.841151706244199,7.850356392080717,4.762273470704579,7.779287101859518,6.572528976338867
2024-07-23,29.379311995830655,9.408201543988218,12.164367808147466,8.538568997163903,8.713811787084333,4.841151706244199,7.850356392080717,4.752413691262126,7.779287101859518,6.572528976338867
2024-07-24,29.043692911643394,10.168221389861548,12.025406283654759,8.441027342427244,8.620116506256444,5.045122115981918,7.760676639769713,4.7098203370217595,7.688469791556432,6.497446681826791
2024-07-25,28.681933271944875,11.254411920543737,11.875621383448104,8.335888405055487,8.518522329597428,4.98228156865672,7.664011949313139,4.67810827350689,7.592704488222318,6.416516409711302
2024-07-26,28.329074705044764,12.34239875327892,11.729521931131526,8.233336404513592,8.41372348103904,4.920987208979486,7.56972568738305,4.624358922812252,7.499295484052062,6.337577421765311
2024-07-29,28.32584307185836,12.340990796759824,11.728183888405882,8.232397188410111,8.422269919637259,4.920425848407707,7.549849707892968,4.6447451111514795,7.498440003510842,6.336854463965566
2024-07-30,28.319920325537108,12.338410377258919,11.725731602773859,8.230675848641368,8.462327555104256,4.919397019926989,7.508353256843743,4.662782414946253,7.496872129332012,6.3355294696354925
2024-07-31,28.31938201686825,12.338175847175869,11.72550871856734,8.230519398901787,8.464067514893605,4.919303511399036,7.508210537104403,4.66079297138734,7.498630440621616,6.3354090430807535
2024-08-01,27.875882219860358,13.928057783328088,11.541879685511415,8.10162415392405,8.322159531513574,4.842264043961995,7.3906271150115455,4.585930900985645,7.175382116704982,6.23619244919835
2024-08-05,27.846184387893157,13.913219396638961,11.529583435987094,8.092993012821964,8.290864822933958,4.837105292652019,7.382753441257912,4.66702160577747,7.205118786306734,6.235155817730733
2024-08-06,27.842541647788995,13.91139931811157,11.52807517634974,8.091934315881662,8.274829785087102,4.836472519515414,7.381787655365489,4.666411082391804,7.232208342976766,6.234340156531461
2024-08-07,27.83942005760195,13.909839629770296,11.526782696417367,8.091027081798144,8.266427655608927,4.8359302742941335,7.380960039977522,4.66962509870983,7.24634627762816,6.233641188193674
2024-08-08,27.83942005760195,13.909839629770296,11.526782696417367,8.091027081798144,8.268296253087403,4.8359302742941335,7.380960039977522,4.667756501231354,7.24634627762816,6.233641188193674
2024-08-09,27.837339386314557,13.908800031823572,11.525921204125401,8.090422372084372,8.254599089816272,4.835568845024101,7.380408399476507,4.6786183879213095,7.255146987045897,6.233175296368007
2024-08-12,27.83369895983572,13.906981109288555,11.524413902433878,8.089364347557689,8.255387808563828,4.834936473782749,7.379443226986806,4.679874755342266,7.263539262986235,6.232360153222275
2024-08-13,27.8331789766355,13.906721302047234,11.524198605802617,8.089213223786206,8.255233583177619,4.8348461485354965,7.379305365809588,4.681655505498437,7.263403567102037,6.232243721605262
2024-08-14,27.83369895983572,13.906981109288555,11.52254568895869,8.089364347557689,8.255387808563828,4.834936473782749,7.379443226986806,4.681742968817453,7.263539262986235,6.232360153222275
2024-08-16,27.836299167295902,13.908280291121383,11.523622118264907,8.090120051122458,8.241211917920182,4.8353881506477885,7.380132610146354,4.687785498444861,7.264217818466992,6.2329423765691745
2024-08-19,27.830579352033652,13.905422411436922,11.521254239213446,8.088457689618735,8.239518509991772,4.834394572917619,7.378616137181064,4.701766282856896,7.268329175981275,6.231661628768615
2024-08-20,27.83005948538551,13.905162662430312,11.521039025733769,8.088306599721017,8.231892721557982,4.834304267916395,7.378478306904854,4.716622208844242,7.262589498256657,6.231545223249264
2024-08-21,27.844623096852732,13.912439304670713,11.52706804396701,8.092539251642153,8.185738951672468,4.836834083891429,7.382339502075405,4.7172214944907145,7.266390048225086,6.234806222512291
2024-08-22,27.845143507746045,13.912699325606944,11.516069592914398,8.092690499714948,8.185891941630546,4.836924483432399,7.382477476645276,4.728523548332291,7.264656874081296,6.234922749895858
2024-08-23,27.875882219860358,13.928057783328088,11.397809232889673,8.10162415392405,8.19492848244502,4.842264043961995,7.3906271150115455,4.756195981356797,7.270805403506396,6.24180558371608
2024-08-26,27.888927578364743,13.934575837379981,11.356345169664179,8.105415552909097,8.198763546000249,4.844530127235275,7.394085781522156,4.758421786488435,7.274207995838945,6.2447266245969395
2024-08-28,27.88840552959817,13.934314998087821,11.356132591895745,8.105263828817877,8.191122532898316,4.844439443182601,7.393947372709148,4.765820255928479,7.2721999455899065,6.248353501291933
2024-08-29,27.887883500375544,13.934054168560706,11.324098565762974,8.10511211040675,8.19096920734072,4.8443487625248665,7.393808969077753,4.784449550623477,7.281423072747771,6.253852092579436
2024-08-30,27.892582467053366,13.936401985892353,11.32600661883614,8.106477780617125,8.197965841343294,4.845165010678318,7.395054788322781,4.7702783799104935,7.275161292463493,6.254905834882636
2024-09-02,27.89187752110587,13.936049762855479,11.32637561134379,8.106272900747479,8.197758649241075,4.845042555920202,7.394867888672642,4.77202993625989,7.274977422953503,6.254747750900075
2024-09-03,27.893532958100902,13.935006243562325,11.318039589101893,8.105665910078569,8.189656895117935,4.844679763344882,7.39431416739269,4.7978803065892315,7.266944765886513,6.254279400825058
2024-09-04,27.90450264884693,13.940486463987087,11.320617920489731,8.108853625613124,8.202241214106255,4.846585030735973,7.397222129600886,4.7529493075764675,7.269802637525431,6.256739021518117
2024-09-05,27.902412518787656,13.939442280180412,11.319769972611823,8.108246248412303,8.201626841897914,4.846222007134189,7.396668055710992,4.763828742716143,7.265512959350992,6.256270373197576
2024-09-10,27.906593092067,13.941530804242133,11.321465995414297,8.109461093816286,8.1934914045846,4.846948108728995,7.397776286506772,4.7626696447055,7.262855829878939,6.257207740055476
2024-09-13,27.86223845513219,13.91937218620167,11.443712552361376,8.096571946030796,8.184208455425852,4.839244387142655,7.38601828794957,4.771928777429697,7.249442395354168,6.247262556972029
2024-09-16,27.87683381341565,13.926663711771866,11.449707228096553,8.100813255235382,8.123015657384691,4.841779377494034,7.3898873806419765,4.791266223246608,7.249498228985426,6.250535123727809
2024-09-20,27.874747826102247,13.925621597591494,11.448850461356836,8.100207081887584,8.12240782265994,4.841417073423803,7.389334404955187,4.798390569293685,7.248955758436747,6.2500674042924755
2024-09-23,27.878398508797925,13.927445399769367,11.450349887307715,8.101267944787931,8.117858705411582,4.842051141134219,7.3903021667234015,4.802760927083284,7.2386793597382715,6.250885959246301
2024-09-24,27.883615428887044,13.930051660300197,11.452492605811996,8.102783945338507,8.119377810612246,4.842957240308558,7.391685123345751,4.794303110382738,7.230677379545075,6.252055695467887
2024-09-25,27.883093649017376,13.92979099035378,11.452278297874976,8.102632319751727,8.124839707524165,4.842866615131055,7.391546804392454,4.7942133956591055,7.2267995181497415,6.251938702145616
2024-09-26,27.87996337983925,13.928227175522334,11.450992618666405,8.101722685385775,8.133282918040681,4.842322935283692,7.390716999370395,4.832967597309805,7.182953653646322,6.256850036935342
2024-09-27,27.81179393208283,13.894171192670225,11.544315756724597,8.081913119863254,8.117129169699055,4.8304829455441345,7.372645917658166,4.955537952248716,7.1411261709173255,6.250883842591695
2024-09-30,27.765670199173965,13.878582361322463,11.525170392068182,8.068509885140477,8.09248714863864,4.822471959063176,7.36041894833831,5.131795894613596,7.114375981771577,6.24051722986962
2024-10-02,27.77726442194145,13.885309561539191,11.530756850882263,8.078013739278909,8.146745835178486,4.824809498558462,7.363986676702444,5.167840776663082,6.963087513421915,6.2621851258338
2024-10-03,27.669704863149068,13.905270735182473,11.547333178454855,8.089626489734917,8.216333788556076,4.902690782839578,7.374572959716806,5.117393539894624,6.94882672737913,6.228246935092472
2024-10-04,27.121882580933633,13.745901456374385,11.166952195259498,7.996910715691488,8.243974284865924,6.826811155629545,7.290052464108326,4.783750882776907,6.744414184164646,6.079350080195653
2024-10-07,27.03456714486946,13.701648282717397,11.173313368810264,7.971165683272622,8.47498364259957,6.839786293655113,7.266583071527083,4.768350207948911,6.7006257089115175,6.068976595688063
2024-10-08,26.986906766169326,13.752785391254763,11.089341529802441,7.957112979076896,8.509625485246392,6.963621605506484,7.253772505735921,4.75810748414222,6.679630902712614,6.0490953503529425
2024-10-09,27.200194915828256,14.035464785767546,11.117755781931745,8.020001175884317,8.889684513643335,5.652684881410272,7.311101925858078,4.934531071984212,6.734273567570735,6.104307380121504
2024-10-10,27.215810876807424,14.043522715907287,11.148214288674138,8.024605555588325,8.841080928258146,5.63185448754768,7.315299317926121,4.93366009695068,6.738139795499603,6.107811936840594
2024-10-14,27.223223813797485,14.049259877004408,11.152676000954417,8.02788382527497,8.666830565434909,5.639713446604434,7.3182878167173175,5.072777732195447,6.739039777830863,6.110307144185749
2024-10-15,27.245434337665024,14.079264628122779,11.113564789236996,8.034433508976162,8.577480925475141,5.644314701436288,7.324258564610163,5.123272509877945,6.74268369381866,6.11529234078084
2024-10-16,27.022093113783807,14.000308418721252,10.83768233123654,7.968387807476579,8.76810922101635,5.597916567264876,7.264050736102582,5.7597485836641225,6.705646605016699,6.076056615717198
2024-10-17,27.050448207982225,13.939521236907549,10.849054636931022,7.976749276217697,8.676058716717035,5.6037906293114865,7.2716731227925,5.837588727183549,6.712683041474301,6.082432404482638
2024-10-18,27.040989900260815,13.934647222239322,10.845261217448522,7.9739601708878745,8.695108529361312,5.6018312393682645,7.269130550428595,5.837387874926456,6.710335922441211,6.091347372637633
2024-10-21,27.026566281222298,13.927214504586935,10.83947637315286,7.969706873794928,8.736453188175659,5.598843231902091,7.265253208282937,5.84163144038142,6.70675664042074,6.088098258080132
2024-10-22,27.030046435452924,13.92900788277544,10.84087214978113,7.972572657679446,8.73757816292114,5.5995641831971,7.2661887396940035,5.8276673233799,6.7076202554006485,6.088882209718266
2024-10-23,27.02606918948588,13.9269583454001,10.842955547391032,7.971399560085055,8.747328125824366,5.598740254014515,7.26511958060359,5.82680983072207,6.706633285005574,6.08798628146782
2024-10-25,27.02855483104206,13.928239235572171,10.843952795666818,7.972132705622001,8.740774875295859,5.5992551813367255,7.2657877681603384,5.825506294117415,6.70725010746238,6.088546205724232
2024-10-28,27.029052014220568,13.928495441880553,10.844152267334918,7.972279350912615,8.740935659557625,5.599358178167512,7.265921420421048,5.823773979000769,6.7073734855692875,6.088658202935107
2024-10-29,27.030046435452924,13.92900788277544,10.844551232687305,7.972572657679446,8.728380455655707,5.5995641831971,7.2661887396940035,5.83318594773916,6.7076202554006485,6.088882209718266
2024-10-30,27.033527486063285,13.93080172288252,10.845947842633123,7.973599401343481,8.714786308777894,5.600285320186792,7.267124512068933,5.835776949944975,6.708484092820976,6.089666363278017
2024-10-31,27.023584005064443,13.962459723788816,10.841958482519344,7.970666549381024,8.687672511757768,5.598225421392671,7.264451515933329,5.857538753986747,6.706016575988687,6.087426460187169
2024-11-04,27.02606918948588,13.963743760998092,10.842955547391032,7.978756643204653,8.657203857609284,5.598740254014515,7.26511958060359,5.872791600219561,6.706633285005574,6.08798628146782
2024-11-05,27.027560519555344,13.964514296691133,10.843553874344773,7.981036292589941,8.657681572231409,5.599049199042125,7.265520478389091,5.8657581786285595,6.707003364864865,6.088322223662757
2024-11-06,27.022093113783807,13.961689414807795,10.84136033160925,7.979421808594708,8.646735208716914,5.597916567264876,7.264050736102582,5.893995597268044,6.705646605016699,6.087090616835328
2024-11-07,27.018615007121483,13.959892357682488,10.839964902785908,7.982072276699115,8.632750913274748,5.5971960401456125,7.263115755116679,5.9153021225849,6.704783498149519,6.0863071264395465
2024-11-08,27.018118207830273,13.959635672999468,10.83976558513476,7.98192550796769,8.63259218032216,5.5970931228411995,7.262982206052147,5.917032085841977,6.704660215305867,6.086195215704458
2024-11-11,26.99826120623683,13.949376020359328,10.831798885128459,7.976059181293446,8.697905398848572,5.592979531872206,7.257644267705393,5.91452073360599,6.699732616442219,6.0817221585075565
2024-11-12,26.99826120623683,13.949376020359328,10.831798885128459,7.976059181293446,8.69423064225733,5.592979531872206,7.257644267705393,5.918195490197233,6.699732616442219,6.0817221585075565
2024-11-13,26.9987572755431,13.949632327876039,10.831997909907038,7.976205734366423,8.690715566987647,5.593082297952406,7.257777620536138,5.9201416438904895,6.699855718137022,6.0818339048037
2024-11-14,27.002873712171365,13.952708752908933,10.83438677785302,7.977964791409072,8.666902758799889,5.594315785544624,7.259378236826961,5.926960712346062,6.701333291406596,6.083175180733478
2024-11-15,26.98221835767266,13.965798711837182,10.844551232687305,7.985449447851055,8.608810261205045,5.5995641831971,7.2661887396940035,5.9509166007367345,6.7076202554006485,6.088882209718266
2024-11-18,26.882327024739403,13.914095689116438,11.189276997324955,7.955886378616234,8.509128380780929,5.62465222206248,7.239288457851675,5.936216535438374,6.682787859515321,6.066340454554189
2024-11-19,26.872477019032175,13.90899739826451,11.179680933425635,7.952971246821158,8.506010534508277,5.655568357276415,7.23663589609389,5.93770555423805,6.6803392062236675,6.069613854116217
2024-11-20,26.873461694766622,13.909507059216821,11.180090585298299,7.953262663864624,8.506322216314326,5.6557755916494115,7.236901064792736,5.934258873130043,6.680583990800451,6.069836260166666
2024-11-22,26.872969347879312,13.909252224071933,11.179885755609362,7.95494904595895,8.506166372556152,5.65567197256455,7.236768478014244,5.935982245257254,6.678629502984146,6.069725055104098
2024-11-25,26.8695234247376,13.91296421454626,11.178452157909451,7.9722475657281535,8.488588900914937,5.65494674526719,7.235840506577714,5.942548507174203,6.675941243399689,6.068946733744801
2024-11-26,26.849357894285674,13.911674976924695,11.166401781968412,8.05412761821956,8.482218229754553,5.6507027176008595,7.230410020901651,5.938088634887331,6.652626125647851,6.06439199980941
