date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,DAH SING SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-05,0.0,0.0,1.849257774485024,0.0,0.0,0.0,0.0,0.0,0.0,1.849257774485024
2024-03-06,0.0,0.0,1.8644385468830431,0.0,0.0,0.7454558235448379,0.0,0.0,0.0,2.609894370427881
2024-03-08,0.0,0.0,1.8644385468830431,0.0,0.0,0.7450563295343637,0.0,0.0,0.0,2.609494876417407
2024-03-11,0.0,0.0,1.8644385468830431,0.0,2.8887411897388655,0.7446568355238895,0.0,2.6621635675173083,0.0,8.160000139663106
2024-03-13,0.0,0.0,1.8648380408935172,0.0,2.8887411897388655,0.7446568355238895,0.0,2.6621635675173083,0.0,8.160399633673581
2024-03-14,6.187872988581614,0.0,1.8696319690192076,0.0,2.8887411897388655,0.7446568355238895,0.0,2.6621635675173083,0.0,14.353066550380886
2024-03-28,6.187872988581614,0.0,1.8696319690192076,0.0,2.8911381538017102,0.7446568355238895,0.0,2.6501787472030824,0.0,14.343478694129505
2024-04-02,6.187872988581614,0.0,1.8696319690192076,0.0,2.890738659791236,0.7446568355238895,0.0,2.6501787472030824,0.0,14.34307920011903
2024-04-03,6.187872988581614,0.0,1.8696319690192076,0.0,2.8955325879169265,0.7446568355238895,0.0,2.6501787472030824,0.0,14.34787312824472
2024-04-11,6.187872988581614,0.0,1.8696319690192076,0.0,2.8959320819274006,0.7446568355238895,0.0,2.6501787472030824,0.0,14.348272622255195
2024-04-15,6.187872988581614,0.0,1.8696319690192076,0.0,2.8975300579692975,0.7450563295343637,0.0,2.6501787472030824,0.0,14.350270092307566
2024-04-16,6.187872988581614,0.0,1.8696319690192076,0.0,2.903921962136885,0.7450563295343637,0.0,2.6501787472030824,0.0,14.356661996475154
2024-04-17,6.187872988581614,0.0,1.8696319690192076,0.0,2.904321456147359,0.7450563295343637,0.0,2.6501787472030824,0.0,14.357061490485625
2024-04-18,6.187872988581614,0.0,1.8696319690192076,0.0,2.906718420210204,0.7450563295343637,0.0,2.6501787472030824,0.0,14.359458454548472
2024-04-19,6.187872988581614,0.0,1.8696319690192076,0.0,2.9127108303673164,0.7450563295343637,0.0,2.6501787472030824,0.0,14.365450864705585
2024-04-22,6.187872988581614,0.0,1.85365220860024,0.0,2.9175047584930067,0.7462548115657863,0.0,2.6501787472030824,0.0,14.35546351444373
2024-04-23,6.187872988581614,0.0,1.854051702610714,0.0,2.925494638702491,0.7462548115657863,0.0,2.6501787472030824,0.0,14.36385288866369
2024-04-24,6.187872988581614,0.0,1.8544511966211885,0.0,2.9506627613623646,0.7462548115657863,0.0,2.6501787472030824,0.0,14.389420505334035
2024-04-25,6.187872988581614,0.0,1.8548506906316624,0.0,2.9506627613623646,0.7450563295343637,0.0,2.6501787472030824,0.0,14.388621517313089
2024-05-07,6.187872988581614,0.0,1.8548506906316624,0.0,2.9502632673518905,0.7450563295343637,0.0,2.6501787472030824,0.0,14.388222023302614
2024-05-08,6.187872988581614,8.53023381058113,1.8548506906316624,0.0,2.9502632673518905,0.7450563295343637,0.0,2.6501787472030824,0.0,22.918455833883744
2024-05-09,6.187872988581614,8.530633304591603,1.8548506906316624,0.0,2.9502632673518905,0.7450563295343637,0.0,2.6501787472030824,0.0,22.918855327894217
2024-05-16,6.179883108372131,8.52943482256018,1.8548506906316624,0.0,2.9502632673518905,0.7450563295343637,0.0,2.6501787472030824,0.0,22.90966696565331
2024-05-17,6.179883108372131,8.52943482256018,1.8552501846421365,0.0,2.9502632673518905,0.7450563295343637,0.0,2.6497792531926083,0.0,22.90966696565331
2024-05-20,6.179883108372131,8.52943482256018,2.0589921299839733,3.827552114353211,2.9502632673518905,0.8013849850112245,0.0,2.6497792531926083,0.0,26.99728968082522
2024-05-21,6.179883108372131,8.52943482256018,2.2451563388649456,3.6417873994827126,2.9502632673518905,0.8017844790216987,0.0,2.6497792531926083,0.0,26.998088668846165
2024-05-22,6.179883108372131,8.52943482256018,2.2447568448544715,3.6417873994827126,2.953858713446158,0.8017844790216987,0.0,2.6497792531926083,0.0,27.00128462092996
2024-05-23,6.179883108372131,8.52943482256018,2.2447568448544715,3.6417873994827126,2.953858713446158,0.8021839730321728,0.0,2.6497792531926083,0.0,27.00168411494043
2024-05-27,6.179883108372131,8.52943482256018,2.2447568448544715,3.6417873994827126,2.953858713446158,0.8017844790216987,0.0,2.6497792531926083,0.0,27.00128462092996
2024-05-28,6.159908407848421,8.52943482256018,2.2447568448544715,3.661762100006422,2.953858713446158,0.8021839730321728,0.0,2.6497792531926083,0.0,27.00168411494043
2024-05-30,6.159508913837946,8.52943482256018,2.2447568448544715,3.661762100006422,2.953858713446158,0.8021839730321728,0.0,2.6497792531926083,0.0,27.00128462092996
2024-05-31,6.159109419827473,8.52943482256018,2.2447568448544715,3.661762100006422,2.953858713446158,0.8017844790216987,0.0,2.6497792531926083,0.0,27.00048563290901
2024-06-04,6.159109419827473,8.52943482256018,2.2447568448544715,3.661762100006422,2.953858713446158,0.8021839730321728,0.0,2.6497792531926083,0.0,27.00088512691949
2024-06-14,6.123953946905744,8.52943482256018,2.2447568448544715,3.6901261747500897,2.953858713446158,0.8033824550635954,0.0,2.6497792531926083,0.0,26.99529221077285
2024-06-17,6.123953946905744,8.52943482256018,2.2447568448544715,3.6901261747500897,2.953858713446158,0.8013849850112245,0.0,2.6497792531926083,0.0,26.993294740720476
2024-06-19,6.123953946905744,8.529035328549707,2.2447568448544715,3.6901261747500897,2.953858713446158,0.794194092822689,0.0,2.6497792531926083,0.9883036383309772,27.974007992852446
2024-06-20,6.123953946905744,8.528635834539234,2.2447568448544715,3.764432060698289,2.953858713446158,0.794194092822689,0.0,2.5750738732339347,0.9883036383309772,27.973209004831496
