date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-07-04,44.21380384016606,9.49662688116243,0.0,4.0477426050856256,3.1655422937208098,0.0,2.4390243902439024,14.634146341463413,22.003113648157758,0.0
2024-07-05,51.69541939321832,15.942891136228434,0.0,4.640095181439619,4.223676383105294,0.0,2.795954788816181,16.775728732897086,3.9262343842950624,0.0
2024-07-08,52.17650566487776,15.980918306499703,0.0,4.651162790697675,4.233750745378653,0.0,2.802623732856291,16.815742397137747,3.3392963625521763,0.0
2024-07-09,53.61519607843137,16.42156862745098,0.0,4.779411764705882,4.3504901960784315,0.0,2.8799019607843137,17.27941176470588,0.6740196078431373,0.0
2024-07-10,51.310043668122276,14.628820960698691,0.0,4.25764192139738,3.8755458515283845,0.0,2.565502183406114,15.393013100436681,7.969432314410481,0.0
2024-07-11,51.310043668122276,14.847161572052403,0.0,4.25764192139738,3.8755458515283845,0.0,2.565502183406114,15.393013100436681,7.751091703056769,0.0
2024-07-12,54.24120023081361,15.69532602423543,0.0,4.500865551067513,4.096941719561454,0.0,2.7120600115406805,16.272360069244087,2.4812463935372184,0.0
2024-07-16,55.294117647058826,16.0,0.0,4.588235294117647,4.176470588235294,0.0,2.764705882352941,16.58823529411765,0.5882352941176471,0.0
2024-07-17,54.976303317535546,16.113744075829384,0.0,4.62085308056872,4.206161137440758,0.0,2.7843601895734595,16.70616113744076,0.5924170616113744,0.0
2024-07-19,51.438848920863315,16.906474820143885,0.0,4.676258992805756,4.256594724220624,0.0,5.815347721822542,16.60671462829736,0.2997601918465228,0.0
2024-07-22,51.37724550898204,17.005988023952096,0.0,4.6706586826347305,4.251497005988024,0.0,5.808383233532934,16.58682634730539,0.29940119760479045,0.0
2024-07-23,41.43589743589743,16.666666666666664,0.0,4.0,3.6410256410256405,0.0,4.9743589743589745,9.487179487179487,19.794871794871796,0.0
2024-07-24,44.315789473684205,17.105263157894736,0.0,4.105263157894737,3.736842105263158,0.0,5.105263157894737,9.736842105263158,15.894736842105264,0.0
2024-07-25,46.51933701657459,17.955801104972377,0.0,4.30939226519337,5.027624309392265,0.0,5.359116022099448,10.220994475138122,10.607734806629834,0.0
2024-07-26,46.51933701657459,17.955801104972377,0.0,4.30939226519337,5.580110497237569,0.0,5.359116022099448,10.220994475138122,10.05524861878453,0.0
2024-07-29,49.239766081871345,19.06432748538012,0.0,4.56140350877193,6.491228070175438,0.0,5.6725146198830405,10.818713450292398,4.152046783625731,0.0
2024-07-30,49.15353181552831,19.030939871570343,0.0,4.553415061295972,6.47985989492119,0.0,5.662580268534734,10.799766491535317,4.3199065966141275,0.0
2024-07-31,9.701126435177746e-07,3.75601807347737e-07,0.0,8.98679170954708e-08,1.2788895894355462e-07,0.0,1.1175881997770088e-07,2.1314826490592434e-07,6.682486142996547e-08,0.0
2024-08-05,49.61697112551561,19.210371243370655,0.0,4.596346493812611,7.1302298173246905,0.0,5.715969357690041,10.901591043017088,2.828520919269299,0.0
2024-08-07,45.355784899511136,18.033677349266704,0.0,4.236827810972297,6.572514937533949,0.0,5.268875611080935,9.722976643128735,10.809342748506246,0.0
2024-08-09,46.609743847312906,16.373681567051733,0.0,3.917629331993973,7.081868407835258,0.0,4.871923656454044,8.9904570567554,12.154696132596685,0.0
2024-08-12,43.36448598130841,15.233644859813083,0.0,3.6448598130841123,6.5887850467289715,0.0,4.906542056074766,8.364485981308412,17.897196261682243,0.0
2024-08-13,43.36448598130841,14.299065420560748,0.0,3.6448598130841123,6.5887850467289715,0.0,4.906542056074766,8.364485981308412,18.831775700934582,0.0
2024-08-14,42.429906542056074,14.299065420560748,0.0,3.6448598130841123,7.5233644859813085,0.0,4.906542056074766,8.364485981308412,18.831775700934582,0.0
2024-08-15,42.523364485981304,14.299065420560748,0.0,3.6448598130841123,7.5233644859813085,0.0,4.906542056074766,8.364485981308412,18.738317757009344,0.0
2024-08-20,41.31652661064425,14.285714285714285,0.0,3.6414565826330536,7.516339869281046,0.0,4.901960784313726,8.450046685340803,19.88795518207283,0.0
2024-08-21,41.643323996265174,14.285714285714285,0.0,3.6414565826330536,7.516339869281046,0.0,4.901960784313726,8.450046685340803,19.561157796451916,0.0
2024-08-23,41.643323996265174,7.9831932773109235,0.0,3.6414565826330536,7.516339869281046,0.0,4.901960784313726,8.49673202614379,25.816993464052292,0.0
2024-08-26,41.469084146908415,7.949790794979079,0.0,3.626220362622036,7.484890748489074,0.0,4.881450488145049,8.461180846118085,26.12738261273826,0.0
2024-08-27,41.6822429906542,7.990654205607477,0.0,3.6448598130841123,7.5233644859813085,0.0,4.906542056074766,8.504672897196262,25.747663551401867,0.0
2024-08-28,42.03581526861451,8.058435438265787,0.0,3.6757775683317626,8.058435438265787,0.0,4.948162111215834,8.576814326107446,24.64655984919887,0.0
2024-08-30,42.03581526861451,8.24693685202639,0.0,3.6757775683317626,8.058435438265787,0.0,10.60320452403393,8.576814326107446,18.80301602262017,0.0
2024-09-02,42.618251313903485,8.361204013377927,0.0,3.7267080745341614,9.125656951743908,7.16674629718108,10.750119445771618,8.695652173913043,9.555661729574773,0.0
2024-09-03,42.435775451950526,8.325404376784014,0.0,3.7107516650808754,9.56232159847764,14.2721217887726,10.70409134157945,8.658420551855375,2.331113225499524,0.0
2024-09-04,41.89760450915923,8.219821512447158,0.0,3.663691874119305,9.441052137153594,14.091122592766558,10.568341944574918,8.548614372945044,3.5697510568341944,0.0
2024-09-05,41.70172978027116,8.18139317438055,0.0,3.6465638148667603,9.86442262739598,14.025245441795231,10.518934081346423,8.508648901355773,3.5530621785881253,0.0
2024-09-09,42.84386617100372,8.131970260223047,0.0,3.62453531598513,9.804832713754646,13.940520446096654,10.455390334572492,8.364312267657994,2.8345724907063197,0.0
2024-09-10,42.84386617100372,8.131970260223047,0.0,3.62453531598513,10.734200743494423,13.940520446096654,10.455390334572492,8.364312267657994,1.9052044609665426,0.0
2024-09-11,42.84386617100372,8.131970260223047,0.0,3.62453531598513,10.734200743494423,13.940520446096654,10.455390334572492,8.317843866171003,1.9516728624535316,0.0
2024-09-12,38.22010329757648,6.952721493841875,0.0,3.098927294398093,9.177592371871276,11.918951132300357,8.939213349225268,7.111640842272547,14.580850218514104,0.0
2024-09-13,40.20659515295987,6.952721493841875,0.0,3.098927294398093,9.177592371871276,11.918951132300357,8.939213349225268,7.111640842272547,12.594358363130711,0.0
2024-09-16,46.56336909018673,6.952721493841875,0.0,3.098927294398093,9.177592371871276,11.918951132300357,8.939213349225268,7.111640842272547,6.237584425903854,0.0
2024-09-17,46.841477949940405,6.952721493841875,0.0,3.098927294398093,9.574890742947954,11.918951132300357,8.939213349225268,7.111640842272547,5.562177195073501,0.0
2024-09-19,46.841477949940405,6.952721493841875,0.0,3.098927294398093,9.972189114024632,11.918951132300357,8.939213349225268,7.111640842272547,5.164878823996821,0.0
2024-09-20,48.46429996011169,6.980454726765058,0.0,3.111288392500997,10.410849621061029,11.966493817311527,8.974870362983646,7.140007977662545,2.9517351416035105,0.0
2024-09-23,48.06541683286797,6.980454726765058,0.0,3.111288392500997,10.410849621061029,11.966493817311527,8.974870362983646,7.140007977662545,3.3506182688472275,0.0
2024-09-25,48.94295971280415,6.980454726765058,0.0,3.111288392500997,10.410849621061029,11.966493817311527,8.974870362983646,7.140007977662545,2.4730753889110493,0.0
2024-09-27,40.77153308945793,5.819753907549052,0.0,2.593947455936149,8.679747256401729,9.976720984369804,7.482540738277353,5.9527768540073165,18.722979714000665,0.0
2024-09-30,1.412539312295477e-06,2.0162673707317166e-07,0.0,8.98679170954708e-08,3.0071187643484467e-07,3.4564583498258003e-07,2.5923437623693504e-07,2.0623534820627276e-07,2.6845159850313717e-07,0.0
2024-10-02,38.24701195219124,5.677290836653386,0.33200531208499334,2.589641434262948,8.665338645418327,9.9601593625498,7.470119521912351,5.610889774236387,21.44754316069057,0.0
2024-10-03,38.12045003309067,4.003970880211781,0.3309066843150232,2.5810721376571806,8.636664460622105,9.927200529450694,7.445400397088021,5.261416280608868,23.692918596955657,0.0
2024-10-04,44.82629809488233,4.519985057900635,0.3735524841240194,2.9137093761673514,9.749719835636906,11.206574523720583,8.404930892790437,5.939484497571909,12.065745237205828,0.0
2024-10-07,42.06192358366271,4.051383399209486,0.32938076416337286,2.5691699604743086,8.596837944664031,9.881422924901186,7.41106719367589,5.237154150197629,19.861660079051383,0.0
2024-10-08,43.40469613259669,4.247237569060774,0.3453038674033149,2.796961325966851,8.701657458563536,10.359116022099448,7.769337016574586,5.490331491712707,16.8853591160221,0.0
2024-10-09,41.79155313351499,4.189373297002725,0.3405994550408719,2.758855585831063,8.583106267029974,10.217983651226158,7.663487738419618,5.415531335149864,19.039509536784742,0.0
2024-10-10,40.41501976284585,4.051383399209486,0.32938076416337286,2.66798418972332,8.300395256916996,9.881422924901186,7.41106719367589,5.237154150197629,21.706192358366273,0.0
2024-10-14,43.20422535211267,4.330985915492958,0.35211267605633806,2.852112676056338,8.87323943661972,10.56338028169014,7.922535211267606,5.598591549295775,16.302816901408452,0.0
2024-10-15,44.94505494505495,4.5054945054945055,0.3663003663003663,2.9670329670329667,9.230769230769232,10.989010989010989,8.241758241758241,5.824175824175824,12.930402930402932,0.0
2024-10-16,44.53720508166969,4.464609800362976,0.3629764065335753,2.94010889292196,8.784029038112523,10.88929219600726,8.166969147005444,5.771324863883848,14.083484573502721,0.0
2024-10-17,44.53720508166969,4.464609800362976,0.3629764065335753,2.94010889292196,8.784029038112523,10.88929219600726,8.166969147005444,1.0526315789473684,18.8021778584392,0.0
2024-10-21,45.989110707803995,4.464609800362976,0.3629764065335753,2.94010889292196,8.784029038112523,10.88929219600726,8.166969147005444,1.0526315789473684,17.3502722323049,0.0
2024-10-22,45.955749002538994,4.824084149437795,0.3627130939426913,2.9379760609358,8.777656873413129,10.88139281828074,8.161044613710555,1.051867972433805,17.047515415306496,0.0
2024-10-23,46.12844036697248,4.8807339449541285,0.3669724770642202,2.9724770642201834,8.880733944954128,11.009174311926607,8.256880733944955,1.0642201834862384,16.440366972477065,0.0
2024-10-24,46.12844036697248,4.8807339449541285,0.3669724770642202,2.9724770642201834,9.247706422018348,11.009174311926607,7.889908256880735,1.0642201834862384,16.440366972477065,0.0
2024-10-25,46.40088593576966,4.909560723514212,0.36913990402362495,2.990033222591362,9.30232558139535,11.074197120708748,7.936507936507936,1.0705057216685123,15.946843853820598,0.0
2024-10-29,46.40088593576966,4.540420819490587,0.36913990402362495,2.990033222591362,9.30232558139535,11.074197120708748,7.936507936507936,1.0705057216685123,16.315983757844226,0.0
2024-10-30,44.892857142857146,4.392857142857142,0.35714285714285715,2.892857142857143,9.0,10.714285714285714,7.678571428571429,1.0357142857142856,19.035714285714285,0.0
2024-11-01,45.39544962080173,4.442036836403034,0.36114120621162876,2.9613578909353557,9.100758396533044,10.834236186348862,7.764535933550018,1.0473094980137234,18.0931744312026,0.0
2024-11-05,45.39544962080173,4.442036836403034,0.36114120621162876,2.9613578909353557,9.100758396533044,10.834236186348862,6.319971108703504,1.0473094980137234,19.537739256049118,0.0
2024-11-06,45.28097982708933,4.430835734870317,0.36023054755043227,2.9178674351585014,9.077809798270893,10.806916426512968,6.304034582132564,1.0446685878962536,19.776657060518733,0.0
2024-11-07,45.28097982708933,7.672910662824208,0.36023054755043227,2.9178674351585014,9.077809798270893,10.806916426512968,6.304034582132564,1.0446685878962536,16.534582132564843,0.0
2024-11-08,46.41802067946824,7.865583456425407,0.3692762186115214,2.9911373707533233,9.30576070901034,11.078286558345644,6.4623338257016245,1.0709010339734122,14.438700147710486,0.0
2024-11-13,46.344165435745936,7.865583456425407,0.3692762186115214,2.9911373707533233,9.30576070901034,11.078286558345644,6.4623338257016245,1.0709010339734122,14.512555391432791,0.0
2024-11-15,47.57391963608795,8.074298711144806,0.37907505686125853,3.0705079605761942,9.552691432903714,11.372251705837757,6.633813495072024,1.0993176648976497,12.24412433661865,0.0
2024-11-18,47.57391963608795,8.074298711144806,0.37907505686125853,3.0705079605761942,9.552691432903714,11.372251705837757,6.633813495072024,1.1751326762699015,12.1683093252464,0.0
2024-11-19,47.61182714177407,9.59059893858984,0.37907505686125853,3.0705079605761942,9.552691432903714,11.372251705837757,6.633813495072024,1.1751326762699015,10.614101592115238,0.0
2024-11-20,52.159468438538205,10.506644518272426,0.6644518272425249,3.3637873754152823,10.465116279069768,12.458471760797343,7.267441860465117,1.287375415282392,1.8272425249169437,0.0
2024-11-21,52.72879932829555,10.621326616288833,0.6717044500419815,3.400503778337532,10.579345088161208,12.594458438287154,7.346767422334173,1.3014273719563392,0.7556675062972292,0.0
2024-11-26,52.20282626766417,10.515378221113881,0.6650041562759768,3.366583541147132,10.473815461346634,12.468827930174564,7.273482959268495,1.288445552784705,1.7456359102244388,0.0
2024-11-27,46.25935162094763,10.847880299251871,0.6650041562759768,3.366583541147132,10.473815461346634,12.468827930174564,7.273482959268495,1.288445552784705,7.356608478802992,0.0
2024-11-28,43.74021909233177,10.211267605633804,0.6259780907668232,5.633802816901409,9.859154929577464,11.737089201877934,6.846635367762128,1.2128325508607198,10.133020344287951,0.0
2024-11-29,45.65381708238851,9.863945578231291,0.6046863189720333,6.198034769463341,9.523809523809524,11.337868480725625,6.613756613756613,1.1715797430083144,9.032501889644747,0.0
2024-12-02,45.91410110224249,9.92018244013683,0.6081337894336754,6.233371341695173,9.578107183580387,11.402508551881414,6.651463321930824,1.178259217027746,8.513873052071455,0.0
2024-12-03,46.94032687191182,9.92018244013683,0.6081337894336754,6.233371341695173,9.578107183580387,11.402508551881414,6.651463321930824,1.178259217027746,7.487647282402128,0.0
2024-12-04,47.520184544406,10.034602076124568,0.6151480199923107,6.305267204921185,9.688581314878892,11.534025374855824,6.728181468665897,1.1918492887351018,6.382160707420223,0.0
2024-12-05,47.558631295655516,10.034602076124568,0.6151480199923107,6.305267204921185,9.688581314878892,11.534025374855824,6.728181468665897,1.1918492887351018,6.343713956170703,0.0
2024-12-06,44.72049689440994,9.572524662038727,0.5845816587504566,10.449397150164414,9.207161125319693,10.960906101571064,6.3938618925831205,1.2422360248447204,6.868834490317867,0.0
2024-12-09,32.75354562483275,7.010971367407011,9.793952368209794,7.653197752207654,6.7433770404067435,8.027829810008027,4.682900722504683,0.9098207118009097,18.41048969761841,4.013914905004014
2024-12-10,32.77986073915372,7.016604177825387,9.801821103374397,7.659346545259775,6.748794858061061,8.034279592929835,4.686663095875736,0.8302088912694162,18.425281199785754,4.017139796464917
2024-12-11,32.61390887290168,7.114308553157474,9.752198241406875,7.6205702104982675,6.71462829736211,7.993605115907274,4.662936317612576,0.826005861977085,18.705035971223023,3.996802557953637
2024-12-12,32.61390887290168,7.327471356248334,9.752198241406875,7.6205702104982675,6.71462829736211,7.993605115907274,4.662936317612576,0.826005861977085,18.491873168132162,3.996802557953637
2024-12-13,32.61390887290168,7.327471356248334,9.752198241406875,8.180122568611777,7.034372501998401,7.993605115907274,4.662936317612576,0.826005861977085,17.612576605382362,3.996802557953637
2024-12-20,33.50670681631536,7.528059129482617,10.019162332329593,8.404051464549685,7.226936764303312,8.212428141253763,4.790583082398029,0.8486175745962223,15.357240624144538,4.106214070626882
2024-12-23,33.02197802197802,7.554945054945055,10.054945054945055,10.054945054945055,7.252747252747254,8.241758241758241,4.807692307692308,0.8516483516483516,14.038461538461538,4.1208791208791204
2024-12-27,33.09471365638766,7.571585903083701,10.077092511013216,10.077092511013216,7.268722466960352,8.259911894273127,4.818281938325991,0.8535242290748899,13.849118942731279,4.129955947136564
2025-01-02,33.003844041735306,7.660626029654035,10.873146622734762,10.049423393739703,7.248764415156507,8.237232289950576,4.805052169137836,0.8511806699615596,13.15211422295442,4.118616144975288
2025-01-06,33.112947658402206,7.6033057851239665,10.909090909090908,9.75206611570248,7.2727272727272725,8.264462809917356,4.820936639118457,0.8539944903581268,13.27823691460055,4.132231404958678
2025-01-07,36.54013329469719,7.997681831353232,11.47493480150681,10.257896261953057,7.649956534337873,8.693132425383947,5.070993914807302,0.8982903506230079,7.07041437264561,4.3465662126919735
2025-01-09,36.45320197044335,8.345407128368588,11.47493480150681,10.257896261953057,7.649956534337873,8.693132425383947,5.070993914807302,0.8982903506230079,6.809620399884092,4.3465662126919735
2025-01-10,37.32251521298174,8.345407128368588,11.47493480150681,10.257896261953057,7.649956534337873,8.693132425383947,5.070993914807302,0.8982903506230079,5.940307157345697,4.3465662126919735
2025-01-15,37.214677838774925,8.321294423577001,12.019647500722334,11.52845998266397,7.62785322161225,8.668015024559377,5.056342097659636,0.8956948858711354,4.334007512279689,4.334007512279689
2025-01-16,38.32192799761975,8.568878310026777,12.377268670038678,11.901219875037192,7.854805117524546,8.925914906277892,5.355548943766736,0.9223445403153823,1.309134186254091,4.462957453138946
2025-01-17,35.28770111808017,7.8538314698663765,11.344423234251432,10.9080992637033,7.199345514044178,8.181074447777474,4.908644668666485,0.8453776929370058,9.380965366784839,4.090537223888737
2025-01-20,36.07471424588793,8.02899358795651,11.597435182603848,11.15137998327293,7.359910788960134,8.363534987454697,5.018120992472818,0.8642319487036522,7.359910788960134,4.181767493727349
2025-01-21,36.07471424588793,8.307778087538333,11.597435182603848,11.15137998327293,7.359910788960134,8.363534987454697,5.018120992472818,2.2581544466127683,5.687203791469194,4.181767493727349
2025-01-22,36.07471424588793,8.307778087538333,11.597435182603848,11.15137998327293,7.359910788960134,8.363534987454697,5.018120992472818,2.815723445776415,5.129634792305548,4.181767493727349
2025-01-23,30.422600980621063,6.957739901937894,9.71281811814149,9.339248190520664,6.630866215269671,7.004436142890497,4.202661685734299,2.3581601681064672,19.86925052533271,3.5022180714452484
2025-01-24,29.55989110707804,7.441016333938294,9.43738656987296,9.074410163339383,6.442831215970962,6.8058076225045365,4.083484573502722,2.2912885662431943,21.46098003629764,3.4029038112522683
2025-02-03,32.28221415607985,7.441016333938294,9.43738656987296,9.074410163339383,6.442831215970962,6.8058076225045365,4.083484573502722,2.2912885662431943,18.738656987295826,3.4029038112522683
2025-02-04,32.18728794390409,7.713187061750736,9.409635828997963,8.957249491065369,6.423885998642841,6.785795068988916,4.07147704139335,2.2845510065596017,18.77403302420267,3.392897534494458
2025-02-05,32.63967428183669,7.713187061750736,9.409635828997963,8.957249491065369,6.423885998642841,6.785795068988916,4.07147704139335,2.2845510065596017,18.321646686270075,3.392897534494458
2025-02-06,32.20224719101124,7.662921348314606,9.348314606741573,8.898876404494382,6.606741573033707,6.741573033707865,4.044943820224719,2.7191011235955056,18.40449438202247,3.3707865168539324
2025-02-07,32.124582869855395,8.031145717463849,9.25472747497219,8.809788654060066,6.540600667408232,6.674082313681868,4.004449388209121,2.6918798665183536,18.53170189098999,3.337041156840934
2025-02-10,32.13173119715176,8.03293279928794,9.256786826880285,8.811748998664887,6.5420560747663545,6.675567423230974,4.005340453938585,2.7369826435246996,18.46906987093903,3.337783711615487
