date,EVERBRIGHT SECURITIES INVESTMENT,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,HANG SENG BANK LTD,RIFA SECURITIES LTD,FULBRIGHT SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,TOTAL_CCASS_PCT
2024-04-30,4.85684440230107,4.988020534869069,3.2591933589359607,1.140225832903281,0.0,1.534020572861426,1.3078671090665595,1.2915620557664482,1.2857796981507221,0.7216272284892022,20.38514079334374
2024-05-02,4.8853386702041774,4.988020534869069,3.2591933589359607,1.140225832903281,0.0,1.534812080303179,1.305096833020424,1.2915620557664482,1.2892425432083914,0.7196484598848198,20.41314036909575
2024-05-03,4.88731743880856,4.988020534869069,3.2589954820755227,1.140225832903281,0.0,1.534812080303179,1.305096833020424,1.2915620557664482,1.2892425432083914,0.7196484598848198,20.414921260839694
2024-05-06,4.906313617410631,4.988020534869069,3.2589954820755227,1.140225832903281,0.0,1.534812080303179,1.305096833020424,1.2915620557664482,1.2722251332107024,0.7196484598848198,20.416900029444076
2024-05-07,4.939161176243379,4.988020534869069,3.2562252060293875,1.1422046015076635,0.0,1.524918237281267,1.3070756016248064,1.2915620557664482,1.271829379489826,0.7196484598848198,20.440645252696665
2024-05-08,4.942722959731268,4.988020534869069,3.2560273291689485,1.1422046015076635,0.0,1.524918237281267,1.3070756016248064,1.2915620557664482,1.271829379489826,0.7196484598848198,20.444009159324118
2024-05-09,4.943118713452144,4.988020534869069,3.2560273291689485,1.1422046015076635,0.0,1.524918237281267,1.3070756016248064,1.2915620557664482,1.271829379489826,0.7196484598848198,20.44440491304499
2024-05-10,4.949846526707044,4.988020534869069,3.2560273291689485,1.1422046015076635,0.0,1.5253139910021434,1.305096833020424,1.2915620557664482,1.271829379489826,0.7196484598848198,20.449549711416388
2024-05-14,4.95024228042792,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.5253139910021434,1.307471355345683,1.2915620557664482,1.2583737529800254,0.7196484598848198,20.43688559234834
2024-05-16,4.955782832520192,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.5253139910021434,1.307471355345683,1.2915620557664482,1.2548119694921371,0.7196484598848198,20.43886436095272
2024-05-17,4.9957539583287165,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.52570974472302,1.308262862787436,1.2915620557664482,1.258769506700902,0.7196484598848198,20.483980285132642
2024-05-21,5.010396846001146,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.52570974472302,1.308262862787436,1.2915620557664482,1.258769506700902,0.7196484598848198,20.49862317280507
2024-05-22,5.012771368326405,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.52570974472302,1.3086586165083123,1.2915620557664482,1.2785571927447261,0.7196484598848198,20.52118113489503
2024-05-23,5.015937398093417,4.988020534869069,3.254048560564567,1.1422046015076635,0.0,1.5265012521647727,1.3086586165083123,1.2915620557664482,1.2770731162914395,0.7196484598848198,20.52365459565051
2024-05-24,5.018707674139552,4.9860417662646865,3.254048560564567,1.1422046015076635,0.0,1.5265012521647727,1.3086586165083123,1.2915620557664482,1.2770731162914395,0.7196484598848198,20.524446103092263
2024-05-27,5.0222694576274405,4.9860417662646865,3.254048560564567,1.1422046015076635,0.0,1.5265012521647727,1.30667984790393,1.2915620557664482,1.2762816088496864,0.7196484598848198,20.525237610534013
2024-05-28,5.046806188321782,4.9860417662646865,3.254048560564567,1.1422046015076635,0.0,1.5276885133274023,1.30667984790393,1.2915620557664482,1.2675750269904038,0.7196484598848198,20.5422550205317
2024-05-29,5.051950986693177,4.9860417662646865,3.254048560564567,1.1422046015076635,0.0,1.5276885133274023,1.30667984790393,1.2915620557664482,1.2675750269904038,0.7196484598848198,20.5473998189031
2024-05-30,5.053534001576683,4.9860417662646865,3.254048560564567,1.1422046015076635,0.0,1.5276885133274023,1.30667984790393,1.2915620557664482,1.2675750269904038,0.7196484598848198,20.548982833786603
2024-06-03,5.074113195062259,4.9860417662646865,3.252069791960184,1.1422046015076635,0.0,1.5288757744900316,1.30667984790393,1.2915620557664482,1.2675750269904038,0.7196484598848198,20.56877051983043
2024-06-04,5.074508948783136,4.9860417662646865,3.252069791960184,1.1422046015076635,0.0,1.5288757744900316,1.30667984790393,1.2915620557664482,1.2675750269904038,0.7196484598848198,20.569166273551303
2024-06-05,5.0776749785501485,4.9860417662646865,3.239801426613013,1.1422046015076635,0.0,1.5292715282109082,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7196484598848198,20.560360753261804
2024-06-07,5.0776749785501485,4.9860417662646865,3.230412367462079,1.1422046015076635,0.0,1.5292715282109082,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7196484598848198,20.550971694110867
2024-06-11,5.083611284363296,4.9860417662646865,3.2221015393236727,1.1422046015076635,0.0,1.5300630356526612,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.547409910622978
2024-06-12,5.084007038084172,4.9860417662646865,3.2221015393236727,1.1422046015076635,0.0,1.5300630356526612,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.54780566434386
2024-06-13,5.085590052967678,4.9860417662646865,3.218144002114908,1.1422046015076635,0.0,1.5300630356526612,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.545431142018597
2024-06-14,5.086777314130307,4.9860417662646865,3.218144002114908,1.1422046015076635,0.0,1.5300630356526612,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.546618403181228
2024-06-17,5.090734851339072,4.9860417662646865,3.218144002114908,1.1422046015076635,0.0,1.5221479612351314,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.54266086597246
2024-06-18,5.099045679477478,4.9860417662646865,3.218144002114908,1.1422046015076635,0.0,1.5225437149560082,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7176696912804374,20.551367447831744
2024-06-19,5.106960753895009,4.9860417662646865,3.216956740952279,1.1422046015076635,0.0,1.5225437149560082,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7141079077925491,20.554533477598756
2024-06-20,5.1188333655213025,4.9860417662646865,3.2015223458380953,1.1422046015076635,0.0,1.5237309761186375,1.30667984790393,1.2915620557664482,1.2674760885601848,0.7133164003507961,20.551367447831744
2024-06-21,5.139808312727756,4.9860417662646865,3.192716825548594,1.1422046015076635,0.0,1.5237309761186375,1.30667984790393,1.2915620557664482,1.2567907380965198,0.7133164003507961,20.552851524285032
2024-06-24,5.143370096215644,4.9860417662646865,3.192716825548594,1.1422046015076635,0.0,1.5245224835603903,1.30667984790393,1.2915620557664482,1.2567907380965198,0.7117333854672901,20.555621800331167
2024-06-25,5.14495311109915,4.9860417662646865,3.192716825548594,1.1422046015076635,0.0,1.5245224835603903,1.30667984790393,1.2915620557664482,1.2559992306547667,0.7117333854672901,20.55641330777292
2024-06-27,5.155242707841939,4.9860417662646865,3.182822982526682,1.1422046015076635,0.0,1.5245224835603903,1.30667984790393,1.2915620557664482,1.25560347693389,0.7117333854672901,20.55641330777292
2024-06-28,5.155638461562815,4.9860417662646865,3.179261199038794,1.1422046015076635,0.0,1.5245224835603903,1.3078671090665595,1.2915620557664482,1.2508544322833723,0.7117333854672901,20.54968549451802
2024-07-02,5.157617230167198,4.9860417662646865,3.179261199038794,1.1422046015076635,0.0,1.52570974472302,1.30667984790393,1.2915620557664482,1.2508544322833723,0.7117333854672901,20.5516642631224
2024-07-03,5.1730516252813805,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.52570974472302,1.30667984790393,1.2915620557664482,1.2508544322833723,0.7117333854672901,20.55087275568065
2024-07-05,5.177009162490146,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.52570974472302,1.30667984790393,1.2915620557664482,1.249667171120743,0.7117333854672901,20.553643031726786
2024-07-08,5.177404916211023,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.5272927596065258,1.30667984790393,1.2915620557664482,1.249667171120743,0.7117333854672901,20.555621800331167
2024-07-09,5.177800669931899,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.5272927596065258,1.30667984790393,1.2915620557664482,1.24887566367899,0.7117333854672901,20.55522604661029
2024-07-10,5.177800669931899,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.5272927596065258,1.3106373851126947,1.2915620557664482,1.24887566367899,0.7006522812827486,20.548102479634515
2024-07-11,5.178987931094528,4.9860417662646865,3.1630352964828576,1.1422046015076635,0.0,1.5272927596065258,1.3106373851126947,1.2915620557664482,1.24887566367899,0.7006522812827486,20.549289740797143
2024-07-12,5.179383684815405,4.9860417662646865,3.162837419622419,1.153285705692205,0.0,1.5280842670482788,1.3098458776709418,1.2915620557664482,1.2461053876328545,0.7006522812827486,20.55779844579599
2024-07-15,5.179383684815405,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.307471355345683,1.2915620557664482,1.2461053876328545,0.7006522812827486,20.56413050533001
2024-07-16,5.179383684815405,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.3122203999962008,1.2915620557664482,1.236607298331819,0.7006522812827486,20.559381460679493
2024-07-17,5.180175192257157,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.3122203999962008,1.2915620557664482,1.236607298331819,0.7006522812827486,20.560172968121247
2024-07-19,5.184132729465922,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.3098458776709418,1.2915620557664482,1.236607298331819,0.7006522812827486,20.56175598300475
2024-07-22,5.192839311325205,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.3110331388335714,1.2915620557664482,1.230275238797795,0.691154191981713,20.555819677191607
2024-07-23,5.193235065046081,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.3110331388335714,1.2915620557664482,1.230275238797795,0.691154191981713,20.55621543091248
2024-07-24,5.194422326208711,4.9860417662646865,3.162837419622419,1.1619922875514876,0.0,1.5280842670482788,1.309054370229189,1.2915620557664482,1.230275238797795,0.691154191981713,20.555423923470727
2024-07-25,5.194422326208711,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.309054370229189,1.2915620557664482,1.230275238797795,0.691154191981713,20.55641330777292
2024-07-26,5.19679684853397,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3118246462753242,1.2915620557664482,1.230275238797795,0.6808645952389244,20.551268509401524
2024-07-29,5.19679684853397,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3122203999962008,1.2915620557664482,1.230275238797795,0.6808645952389244,20.5516642631224
2024-07-30,5.197192602254846,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3118246462753242,1.2915620557664482,1.230275238797795,0.6808645952389244,20.5516642631224
2024-07-31,5.197192602254846,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6808645952389244,20.552455770564155
2024-08-02,5.1999628783009815,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6784900729136656,20.552851524285032
2024-08-07,5.202337400626241,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6784900729136656,20.55522604661029
2024-08-09,5.202337400626241,4.9860417662646865,3.162639542761981,1.1619922875514876,0.0,1.5292715282109082,1.3122203999962008,1.2915620557664482,1.230275238797795,0.6784900729136656,20.554830292889413
2024-08-12,5.203920415509747,4.9860417662646865,3.1622437890411046,1.1619922875514876,0.0,1.5292715282109082,1.3122203999962008,1.2915620557664482,1.230275238797795,0.6784900729136656,20.556017554052044
2024-08-15,5.203920415509747,4.9860417662646865,3.1614522815993515,1.1619922875514876,0.0,1.5292715282109082,1.3122203999962008,1.2915620557664482,1.230275238797795,0.6784900729136656,20.55522604661029
2024-08-22,5.204316169230623,4.9860417662646865,3.1614522815993515,1.1619922875514876,0.0,1.5292715282109082,1.3122203999962008,1.2915620557664482,1.230275238797795,0.6784900729136656,20.555621800331167
2024-08-27,5.204316169230623,4.9860417662646865,3.1614522815993515,1.1619922875514876,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6784900729136656,20.556017554052044
2024-08-28,5.2047119229515,4.9860417662646865,3.1614522815993515,1.1619922875514876,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6784900729136656,20.55641330777292
2024-09-10,5.21025247504377,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.3126161537170773,1.2915620557664482,1.230275238797795,0.6784900729136656,20.563932628469573
2024-09-12,5.21025247504377,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.3138034148797066,1.2915620557664482,1.230275238797795,0.6783911344834465,20.565020951201983
2024-09-13,5.2138142585316585,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.3138034148797066,1.2915620557664482,1.230275238797795,0.6783911344834465,20.568582734689873
2024-09-16,5.215001519694288,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.3138034148797066,1.2915620557664482,1.230275238797795,0.6783911344834465,20.569769995852504
2024-09-19,5.21935481062393,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.3138034148797066,1.2915620557664482,1.230275238797795,0.6783911344834465,20.574123286782143
2024-09-20,5.230831668529348,4.9860417662646865,3.1614522815993515,1.16397105615587,0.0,1.5292715282109082,1.315782183484089,1.2915620557664482,1.230275238797795,0.6783911344834465,20.587578913291942
2024-09-24,5.230831668529348,4.9860417662646865,3.1614522815993515,1.1853417570832,0.0,1.5292715282109082,1.3161779372049656,1.2915620557664482,1.230275238797795,0.6775996270416935,20.608553860498397
2024-09-25,5.230831668529348,4.9860417662646865,3.1614522815993515,1.2078997191731597,0.0,1.5292715282109082,1.3173651983675951,1.2915620557664482,1.2354200371691895,0.6775996270416935,20.63744388212238
2024-09-26,5.232018929691977,4.9860417662646865,3.1614522815993515,1.2078997191731597,0.0,1.5292715282109082,1.3173651983675951,1.2915620557664482,1.2354200371691895,0.6775996270416935,20.638631143285007
2024-09-27,5.232018929691977,4.9860417662646865,3.1614522815993515,1.2078997191731597,0.0,1.5292715282109082,1.3177609520884714,1.2915620557664482,1.2354200371691895,0.6775996270416935,20.639026897005884
2024-09-30,5.2419127727138894,4.9860417662646865,3.1559117295070807,1.2261043903334778,0.0,1.5292715282109082,1.3161779372049656,1.2915620557664482,1.2354200371691895,0.6775996270416935,20.66000184421234
2024-10-02,5.2419127727138894,4.9860417662646865,3.1559117295070807,1.2261043903334778,0.0,1.5292715282109082,1.3161779372049656,1.2915620557664482,1.2354200371691895,0.6609779707648812,20.643380187935527
2024-10-03,5.2419127727138894,4.9860417662646865,3.1559117295070807,1.232832203588378,0.0,1.5292715282109082,1.3161779372049656,1.2915620557664482,1.235024283448313,0.6609779707648812,20.64971224746955
2024-10-04,5.263679227362095,4.9860417662646865,3.145226379043416,1.232832203588378,0.0,1.5292715282109082,1.3173651983675951,1.2915620557664482,1.255504538503671,0.641190284721057,20.662673181828257
2024-10-07,5.305233368054126,4.9860417662646865,3.134738905440189,1.232832203588378,0.0,1.5292715282109082,1.3173651983675951,1.2915620557664482,1.263716428211858,0.6182365689102209,20.67899802281441
2024-10-08,5.299297062240979,4.976147923242774,3.1560106679373,1.232832203588378,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.2779635621634116,0.6146747854223324,20.68127360670945
2024-10-09,5.3103781664255205,4.974564908359269,3.122767355383675,1.232832203588378,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.269256980304129,0.6186323226310974,20.652779338806344
2024-10-10,5.360638888976834,4.974564908359269,3.101396654456345,1.2399557705641548,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.2629249207701052,0.6186323226310974,20.68246086787208
2024-10-14,5.385571373392053,4.974564908359269,3.1051563148046717,1.2399557705641548,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.2625291670492285,0.6186323226310974,20.710757258914747
2024-10-15,5.402588783389741,4.974564908359269,3.1023860387585365,1.2399557705641548,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.258571629840464,0.6186323226310974,20.721046855657537
2024-10-16,5.417231671062171,4.974564908359269,3.10199028503766,1.2399557705641548,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.258571629840464,0.6186323226310974,20.73529398960909
2024-10-17,5.4184189322248,4.974564908359269,3.10199028503766,1.2399557705641548,0.0,1.5292715282109082,1.3035138181369181,1.2915620557664482,1.258571629840464,0.6186323226310974,20.73648125077172
2024-10-18,5.450870737336673,4.974564908359269,3.10199028503766,1.2399557705641548,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2565928612360813,0.6186323226310974,20.767745794720962
2024-10-21,5.452453752220179,4.974564908359269,3.10199028503766,1.2399557705641548,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.255405600073452,0.6186323226310974,20.768141548441836
2024-10-22,5.459577319195955,4.974564908359269,3.10199028503766,1.255785919399214,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2613419058865991,0.6186323226310974,20.797031570065823
2024-10-23,5.473032945705755,4.974564908359269,3.10199028503766,1.255785919399214,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2613419058865991,0.6186323226310974,20.81048719657562
2024-10-24,5.488863094540815,4.974564908359269,3.10199028503766,1.2656797624211262,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2613419058865991,0.5944913456576318,20.812070211459126
2024-10-25,5.496778168958345,4.974564908359269,3.1008030238750304,1.2747820980012854,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.821271485469506
2024-10-28,5.497965430120974,4.974564908359269,3.1008030238750304,1.2747820980012854,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.822458746632137
2024-10-29,5.509442288026392,4.974564908359269,3.0998136395728393,1.2747820980012854,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.832946220235364
2024-10-30,5.518940377327428,4.974564908359269,3.0998136395728393,1.2747820980012854,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.842444309536397
2024-10-31,5.518940377327428,4.974564908359269,3.091502811434433,1.2929867691616037,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.85233815255831
2024-11-01,5.535166279883363,4.974564908359269,3.0827962295751505,1.2929867691616037,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.254713031061918,0.5944913456576318,20.859857473254966
2024-11-04,5.549413413834917,4.974564908359269,3.0729023865532383,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2606493368750653,0.5944913456576318,20.872917346043888
2024-11-05,5.550996428718423,4.974564908359269,3.0729023865532383,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2606493368750653,0.5944913456576318,20.874500360927392
2024-11-06,5.559703010577706,4.974564908359269,3.0729023865532383,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2606493368750653,0.5931062076345641,20.881821804763607
2024-11-11,5.574741651971012,4.974564908359269,3.0727045096928003,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2598578294333123,0.5931062076345641,20.895871061854724
2024-11-12,5.580282204063282,4.974564908359269,3.0679554650422824,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2598578294333123,0.5931062076345641,20.896662569296474
2024-11-13,5.590176047085195,4.974564908359269,3.067757588181844,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2598578294333123,0.5931062076345641,20.90635853545795
2024-11-14,5.591759061968701,4.974564908359269,3.067757588181844,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2672782116997465,0.5931062076345641,20.91536193260789
2024-11-15,5.619461822430054,4.974564908359269,2.9838577993560293,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2672782116997465,0.5931062076345641,20.85916490424343
2024-11-18,5.625793881964078,4.974564908359269,2.9838577993560293,1.2957570452077392,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2672782116997465,0.5931062076345641,20.865496963777453
2024-11-20,5.6392495084738785,4.974564908359269,2.9838577993560293,1.298923074974751,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2712357489085113,0.5931062076345641,20.88607615726303
2024-11-21,5.645977321728779,4.974564908359269,2.9838577993560293,1.3016933510208863,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2712357489085113,0.5891486704257993,20.8916167093553
2024-11-22,5.648747597774914,4.974564908359269,2.9838577993560293,1.3060466419505277,0.0,1.5292715282109082,1.304305325578671,1.2915620557664482,1.2712357489085113,0.5891486704257993,20.89874027633108
