date,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,XIN YONGAN INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-04,99.45155393053017,0.0,0.0,0.0,0.5484460694698354,0.0,0.0,0.0
2024-03-12,99.41972920696325,0.0,0.0,0.0,0.5802707930367506,0.0,0.0,0.0
2024-03-26,99.43609022556392,0.0,0.0,0.0,0.5639097744360901,0.0,0.0,0.0
2024-04-05,99.41972920696325,0.0,0.0,0.0,0.5802707930367506,0.0,0.0,0.0
2024-05-08,92.28007181328546,6.283662477558348,0.0,0.8976660682226212,0.5385996409335727,0.0,0.0,0.0
2024-06-13,91.38240574506284,6.283662477558348,0.0,0.8976660682226212,0.5385996409335727,0.0,0.8976660682226212,0.0
2024-06-21,91.02333931777379,6.283662477558348,0.0,0.8976660682226212,0.5385996409335727,0.0,1.2567324955116697,0.0
2024-06-28,90.77060931899642,6.272401433691756,0.0,0.8960573476702508,0.5376344086021506,0.0,1.2544802867383513,0.2688172043010753
2024-07-22,90.23297491039428,6.810035842293908,0.0,0.8960573476702508,0.5376344086021506,0.0,1.2544802867383513,0.2688172043010753
2024-07-29,90.17132551848512,6.853020739404869,0.0,0.9017132551848512,0.5410279531109108,0.0,1.2623985572587917,0.2705139765554554
2024-08-05,90.595340811044,6.557377049180328,0.0,0.8628127696289906,0.5176876617773942,0.0,1.2079378774805867,0.2588438308886971
2024-08-15,91.458153580673,6.557377049180328,0.0,0.8628127696289906,0.5176876617773942,0.0,0.3451251078515962,0.2588438308886971
2024-09-16,83.64451082897685,14.63778939507095,0.0,0.7468259895444361,0.4480955937266617,0.0,0.2987303958177745,0.22404779686333084
2024-09-17,79.16355489171023,19.118745332337568,0.0,0.7468259895444361,0.4480955937266617,0.0,0.2987303958177745,0.22404779686333084
