date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FORTHRIGHT SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-01,2.7623389553967685,3.6463296720464986,5.716902526354843,1.5613382752437641,0.0,2.27916746727993,2.0016662037116744,0.0,7.733741479631402,0.0,25.70148457966488
2024-03-04,2.739428558568643,3.6369099067276394,5.793776087837369,1.5161455617347033,0.0,2.2789279857799842,2.0016662037116744,0.0,7.715620712802187,0.0,25.682475017162204
2024-03-05,2.6879042735096883,3.555246715246202,5.855402660490028,1.515506944401515,0.009738914331119614,2.294494283276446,2.003262747044645,0.0,7.705402835471177,0.0,25.62695937377082
2024-03-06,2.685493493076903,3.567699753243372,5.865221401987796,1.5043311410707223,0.009738914331119614,2.292498604110233,2.003262747044645,0.0,7.700852686972212,0.0,25.629098741837
2024-03-07,2.752628140228309,3.5963577060701906,5.874321698985727,1.4880623645077535,0.009738914331119614,2.2929775671101242,2.0088506487100415,0.0,7.6819336484765115,0.0,25.704870688419778
2024-03-08,2.77905093238897,3.574485062408496,5.874880489152267,1.487822883007808,0.009738914331119614,2.2926582584435304,2.0088506487100415,0.0,7.66964026481264,0.0,25.69712745325487
2024-03-11,2.780168512722049,3.561632888578084,5.874241871819079,1.5131110118217264,0.009738914331119614,2.3119764327724726,2.0088506487100415,0.0,7.669959573479233,0.0,25.729679854233805
2024-03-12,2.8731671618675767,3.5274668612525164,5.874082217485782,1.5257846921075122,0.009738914331119614,2.334008730767464,2.168504982007084,0.0,7.611925223325759,0.0,25.924678783144817
2024-03-13,2.8879032568308936,3.5518141470803157,5.889887996482189,1.520292583042094,0.009738914331119614,2.3341683851007615,2.1561317711765637,0.0,7.517010722180667,0.0,25.866947776224603
2024-03-14,2.9119312339920986,3.5025607852581775,5.890207305148784,1.490006156015645,0.012612692330466385,2.344705571098366,2.1406453008467503,0.0,7.4684758048583655,0.0,25.761144849548657
2024-03-15,2.9136076044917174,3.5112619464228665,5.887094045649491,1.488010476849432,0.012612692330466385,2.345184534098257,2.1273939911830957,0.0,7.4596149893603805,0.0,25.744780280385704
2024-03-18,2.92479937325584,3.500405451758668,5.888051971649273,1.4679578925873233,0.012612692330466385,2.3494952010972776,2.087161099192241,0.0,7.300998409229768,0.0,25.53148209110086
2024-03-19,2.9132244340918048,3.459134806601382,5.887493181482734,1.4776169797517944,0.012612692330466385,2.3494952010972776,2.043096503202257,0.0,7.240728898410135,0.0,25.38340269696785
2024-03-20,2.910989273425646,3.4681552764326655,5.8865352554829515,1.4773774982518488,0.012612692330466385,2.3499741640971687,2.0296855392053055,0.0,7.232666354578633,0.0,25.36799605380469
2024-03-21,2.9202492247568745,3.41012092627919,5.8866150826496,1.5049197865975883,0.012373210830520821,2.345104706931609,2.0136402787089525,0.0,7.224124847747242,0.0,25.317148064501577
2024-03-22,2.9330482336942985,3.4132341857784825,5.886375601149655,1.5058777125973706,0.012373210830520821,2.3455836699315,1.9986327713790306,0.0,6.415395822431071,0.0,24.51052120779193
2024-03-25,2.921153985863669,3.416666753944369,5.8850983664832786,1.4955349855777216,0.012373210830520821,2.32075742110381,1.9682984480525925,0.0,6.374125177273786,0.0,24.394008349129745
2024-03-26,2.924746208362852,3.4153096921113444,5.885337847983223,1.49561481274437,0.012373210830520821,2.3029559629411898,1.9609543487209287,0.0,6.352092879278794,0.0,24.34938496297322
2024-03-27,2.921952257530154,3.415868482277884,5.885018539316629,1.5237446290366428,0.012373210830520821,2.3035147531077294,1.9516943973897003,0.0,6.333652803782986,0.0,24.347819073272245
2024-03-28,2.892735514536795,3.4729449064315765,5.890526613815377,1.570055082533116,0.012373210830520821,2.298246160108927,1.9105035793990632,0.0,6.306671221455786,0.0,24.354056289111163
2024-04-02,2.8991216878686767,3.4721466347650916,5.890526613815377,1.6890949499827241,0.012373210830520821,2.2980865057756295,1.898050541401894,0.0,6.257417859633647,0.0,24.416818004073562
2024-04-03,2.8740399921077118,3.49761150092597,5.90122345414628,1.6903721846491007,0.012373210830520821,2.321076729770404,1.857817649411039,0.0,6.2080048434782125,0.0,24.36251956531924
2024-04-05,2.868771399108909,3.4983299454258066,5.902181380146061,1.729216722557604,0.012373210830520821,2.322753100270023,1.8559017974114744,0.0,6.186690989983057,0.0,24.376218545733455
2024-04-08,2.8767541157737613,3.510064538923139,5.902979651812547,1.7685956235196532,0.012373210830520821,2.322673273103374,1.847679599246677,0.0,6.15954975332256,0.0,24.400669766532232
2024-04-09,2.944367725925059,3.5215596509205263,5.90122345414628,1.7977534540640254,0.012373210830520821,2.3221144829368345,2.0684017150298386,0.0,6.061122856844933,0.0,24.628916550698015
2024-04-10,2.906689303266957,3.519963107587556,5.9724292867967606,1.7025675405523282,0.012373210830520821,2.3265049771025033,2.0589821093653127,0.0,6.060244758011799,0.0,24.559754293513738
2024-04-11,2.863822114776701,3.5263492809194372,5.988554374459762,1.6023668844317713,0.009499432831174048,2.326026014102612,2.0581838376988277,0.0,6.063437844677741,0.0,24.438239783898023
2024-04-12,2.8760197058405947,3.5259501450861945,5.996297609624668,1.6296382393739057,0.009499432831174048,2.3299375452683897,2.0382270460366976,0.0,6.039569521849832,0.0,24.445139245911456
2024-04-15,2.9131393383321575,3.5536501719132314,5.9979739801242875,1.755403066650652,0.009499432831174048,2.3352061382671923,1.9533707678893193,0.0,5.959423046534717,0.0,24.477665942542732
2024-04-16,2.9208027463304154,3.5614732342447866,5.997335362791099,1.8280617537341362,0.012772346663763427,2.335046483933895,1.9407580755588527,0.0,5.966208355699841,0.0,24.56245835895679
