date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2024-03-01,0.0,0.0,0.0,26.476956839795175,21.527432333577178,23.672275054864667,0.0,0.0,28.323335771762988,0.0
2024-03-04,41.87436268112615,16.15573753359189,0.0,7.447522814690031,6.0738237952152385,6.646266975589546,9.894151140613202,0.0,7.972639635795434,3.935495423378503
2024-03-05,40.78454306541438,15.655906335101488,0.0,7.253694038985024,5.882478516668189,6.495737724252158,9.618208706409707,2.5773420667750777,7.764743378638332,3.9673461677556374
2024-03-06,40.769835725914035,15.650260648957923,0.0,7.251078279855593,5.884364017127659,6.4933952922219,9.61474027817199,2.576412649845634,7.7939976073244726,3.9659155005807953
2024-03-07,40.77210736836053,15.658838892732557,0.0,7.251339770871127,5.890987307915528,6.48281075056219,9.600261370388859,2.5825159551713415,7.8071008507295705,3.954037733268292
2024-03-08,40.781580836336225,15.662477250383452,0.0,7.253024631908097,5.914399319946279,6.475900536131461,9.581250348182856,2.5827256415281648,7.814525848093281,3.9341155874901856
2024-03-11,40.76556933139482,15.659532939088017,0.0,7.250176977713428,5.940922495580065,6.470954221364164,9.586302425766513,2.5817116218770497,7.812258996817807,3.932570990398133
2024-03-12,40.78615786248049,15.667441740215814,0.0,7.253838658306401,5.892215741675642,6.474222357792176,9.591544790659997,2.5830155077506687,7.817006217289685,3.9345571238291224
2024-03-13,40.783869220992585,15.666562590056662,0.0,7.249423537159158,5.921945748964812,6.473859068513005,9.572569386967391,2.592089162258107,7.805344941816633,3.934336343271647
2024-03-14,40.762139930224365,15.638185833600064,0.0,7.245561107356647,5.921194157562812,6.46079557358589,9.567469205263658,2.5907081196993773,7.881705909616963,3.932240163090222
2024-03-15,40.76703925140636,15.6516840832905,0.0,7.189941293764751,5.9459444299990345,6.461572115559896,9.55259342296254,2.5910195045086373,7.90749310793686,3.932712790571425
2024-03-18,40.742391282151694,15.642220991656847,0.0,7.18559421692999,5.9976048019276895,6.464872630477634,9.547618675818228,2.5894529603038565,7.899909389280547,3.930335051453515
2024-03-19,40.86264786777648,15.682367346184783,0.0,7.2068034537720065,6.0112917028593085,6.18879126413019,9.583028230863478,2.597096075050991,7.926439684082907,3.941534375279853
2024-03-20,40.87930434000153,15.731405889907393,0.0,7.188947274759911,5.976997457596821,6.165398009220781,9.585992398901412,2.5974976871723325,7.931703394062048,3.942753548377767
2024-03-21,40.87437848363462,15.729510293905594,0.0,7.1880810241649815,5.976277243995908,6.164655093813374,9.584837310221365,2.5971846950427704,7.938780813736079,3.946295041485301
2024-03-22,40.86731818990984,15.72679331160661,0.0,7.18683941596858,5.987292626993493,6.176039527167008,9.58318170665686,2.595937720141132,7.930984109631396,3.9456133919250833
2024-03-25,40.83730586528915,15.715243798523396,0.0,7.181561512570406,5.982895652151999,6.179529824098775,9.576143966648019,2.593631614691279,7.990971971379889,3.942715794647085
2024-03-26,40.82820917128145,15.707112704483775,0.0,7.177845760351817,5.983810957682652,6.157080368080059,9.571189253369115,2.5922896652545693,8.037775426768574,3.9446866927279904
2024-03-27,40.82141539076518,15.706103133244342,0.0,7.176651372705009,5.986825455024199,6.136004842074169,9.569596615328239,2.59125437447499,8.068118516285876,3.944030300097997
2024-03-28,40.81143201202477,15.702262012729188,0.0,7.174896234426344,6.009416610293723,6.137711580958476,9.567256252886386,2.5906206513768195,8.063338906279762,3.9430657390245356
2024-04-02,40.80472461581069,15.699681331591961,0.0,7.173717033661593,6.020454633916152,6.138707121898392,9.565683865562393,2.5901948805010506,8.064418824497313,3.9424176925604475
2024-04-03,40.80248031994392,15.631461964721538,0.0,7.155108322750955,6.138734928255064,6.13833399200477,9.567601480272673,2.5903131957622163,8.03275777464504,3.9432080216438217
2024-04-05,40.82555983003685,15.716524719806674,0.0,7.159155537367715,6.180718892985788,5.977730396857353,9.543728395615432,2.592179543244593,8.056958411548425,3.9474442725371692
2024-04-08,40.84538647771595,15.728572276583245,0.0,7.1626323311976146,6.187734094479078,5.921633834724286,9.548764598438854,2.5934384171152476,8.062476648498134,3.949361321247592
2024-04-09,40.87590138516078,15.546723816667196,0.0,7.1679834144286945,6.201193317010232,5.995946229440296,9.562726502311278,2.605015716665192,8.092197795051828,3.9523118232645045
2024-04-10,40.6536656269558,15.462997706100698,0.0,7.129012231533029,6.195441594690448,6.30369903696017,9.487965467553707,2.5908526615811236,8.064180764202469,4.112184910422559
2024-04-11,40.610350810971966,15.459292061919053,0.0,7.121416560928834,6.230740680395765,6.319329410448786,9.47745738054059,2.5880922141639733,8.056386806488414,4.136934074142622
2024-04-12,40.608406244951034,15.458551816798021,0.0,7.121075562528459,6.234432622937613,6.3146374973110415,9.481392888126052,2.5879682872320906,8.056799096885134,4.136735983230557
2024-04-15,40.60598793675222,15.447764625071988,0.0,7.1161063772969495,6.233272155659863,6.329769843842417,9.478365397747321,2.586162367089886,8.068721985016461,4.133849311522889
2024-04-16,40.46843943543188,15.463654013968625,0.0,7.365120130463756,6.050742905153403,6.579830382975523,9.446574498198064,2.5761877030775375,8.051503885476235,3.997947045254973
2024-04-17,40.5173652469807,15.480360903257944,0.0,7.374024463928663,6.056865094684152,6.6279523091271235,9.458392975690893,2.57930228016115,8.062033433974861,3.8437032921945065
2024-04-18,40.42684905287306,15.44736484250171,0.0,7.357550820451039,6.097696227908053,6.754804639010787,9.433294786412189,2.5735400933943104,8.057117323333964,3.851782214114887
2024-04-19,40.36822208929174,15.424963094226344,0.0,7.3666923674101366,6.088853356819683,6.87576444985306,9.418029718057996,2.569807948919406,8.04147061083201,3.8461963645896193
2024-04-22,40.25640724733079,15.382237907894892,0.0,7.3462875663016085,6.349370422918489,6.85711458829594,9.391152710043983,2.562689907677886,8.01919675979406,3.8355428897423467
2024-04-23,40.222078332715675,15.373068550848037,0.0,7.34002297152413,6.43120558337608,6.844950423853559,9.382749548443698,2.560504557095426,8.013147926690257,3.832272105453137
2024-04-24,40.195762720190935,15.02774702053501,0.0,7.336228812999204,6.561252834689693,6.841412175117266,9.37750488591971,2.8993181118949303,7.930482287201915,3.830291151451338
2024-04-25,39.88227823584608,14.910546469860275,0.0,8.074177349464044,6.510081994224319,6.789230927462348,9.300455122384882,2.876314980380685,7.85649599339063,3.8004189269867363
2024-04-26,36.08874303516564,13.48818954538394,8.244557107461702,8.368264679730544,6.020672854398219,6.130476693760764,8.480260674314646,2.6173459905787593,7.100885949425849,3.4606034697799335
2024-04-29,36.098227942450926,13.487192793433195,8.245909376792738,8.391387670735982,6.022016927469194,6.1136539900755995,8.481295039215137,2.617775286739322,7.081369896354916,3.46117107673299
2024-04-30,36.08677607987732,13.48291409369701,8.243293430626961,8.431499732251584,6.020462944014934,6.139161236516828,8.464346365752357,2.6169448193025238,7.054528248963858,3.460073048996623
