date,CITIBANK N.A.,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,CLSA LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,63.835937525223116,24.533844450160192,0.0,10.990532787635047,0.0,0.0,0.6396852369816414,0.0,0.0
2024-03-06,64.19903246599344,22.8625440033284,8.766639815475287,0.0,3.941450044195851,0.0,0.0,0.2303336710070174,0.0,0.0
2024-03-07,64.21320068184232,22.867479753516907,8.74786885719642,0.0,3.9410673101487754,0.0,0.0,0.23038339729556725,0.0,0.0
2024-03-08,64.11994821936348,22.834380540436563,8.67145810066249,0.0,3.9338230419890556,0.0,0.0,0.22604638573463762,0.21434371181377077,0.0
2024-03-11,64.11807651494851,22.835375709346916,8.671836020505506,0.0,3.935226400126118,0.0,0.0,0.22636421582243124,0.21312113925050666,0.0
2024-03-12,61.79500376432614,22.072210678331075,8.382020687936027,0.0,3.8037099663291767,0.0,0.05717055621036176,0.22058517131933386,0.20897542546042153,3.4603237500874675
2024-03-13,61.79573959287161,22.072473504800687,8.382120497462934,0.0,3.8025645019410623,0.0,0.05717123697295837,0.2205877979534608,0.2089779138506471,3.4603649541466432
2024-03-14,61.866852818705134,22.028634366168394,8.366416498122184,0.0,3.794980868293738,0.0,0.05558044187214944,0.2249366185363118,0.20859379948809892,3.4540045888139894
2024-03-15,61.853619709425864,22.023922516242965,8.369083129207157,0.0,3.805161043252845,0.0,0.06151012554108189,0.22488850535908714,0.20854918198425254,3.453265788986741
2024-03-18,61.81678588341162,22.03859327345509,8.375379502064183,0.0,3.8076957685624446,0.0,0.07225305314781492,0.22503830994814192,0.20868810248823733,3.455566106922467
2024-03-19,61.80059491812195,22.04793837723902,8.378930944286717,0.0,3.8093103594618425,0.0,0.07228369086919732,0.22513373375018464,0.2087765932531435,3.4570313830179398
2024-03-20,61.78302554234114,22.05842254514974,8.382022635860185,0.0,3.8117168389680343,0.0,0.07231806298777425,0.22524078865149189,0.20857832608282145,3.458675259958815
2024-03-21,61.84356217377386,22.02005265072261,8.367442385483466,0.0,3.805977563165836,0.0,0.07545955858792851,0.22663114820936606,0.20821551100231403,3.452659009054621
2024-03-22,61.842827415661894,22.01979103234647,8.3682340412437,0.0,3.8059323446695172,0.0,0.07545866205931907,0.22692547850155392,0.2082130372115043,3.452617988306049
2024-03-26,61.844422097161754,22.01931694325709,8.37170158739911,0.0,3.806158447896492,0.0,0.07546314491541048,0.22872120285324177,0.20198755576649924,3.4522290207503983
2024-03-27,61.83799316071733,22.01702796093051,8.383602735486154,0.0,3.805762784877432,0.0,0.07545530026675654,0.22632134935354647,0.20196655847823045,3.4518701498900453
2024-03-28,61.84221773979627,22.018532095701868,8.377343788593008,0.0,3.8060227827366546,0.0,0.0754604551378416,0.22633681092318558,0.20198035620441757,3.4521059709067554
2024-04-02,61.84843637235402,22.02042890641002,8.367668520779315,0.0,3.8075388788571427,0.0,0.07546695576189434,0.2263563089571482,0.20199775602475165,3.4521063008557014
2024-04-05,61.853397323552116,22.02219519638554,8.356753608711255,0.0,3.807547207624477,0.0,0.07963211998531132,0.22637446531918384,0.2020139585525525,3.4520861198695627
2024-04-08,61.85376483307816,22.022326043952027,8.355912018037174,0.0,3.8075698306319468,0.0,0.07963259312929274,0.2266728914667053,0.20201515884319737,3.4521066308614996
2024-04-09,61.85495560217659,22.02249614811305,8.354194060047146,0.0,3.807896324354218,0.0,0.07963320822487426,0.22667464232635348,0.2020167192423596,3.4521332955154076
2024-04-10,61.85120469325972,22.022476787287868,8.366694040735426,0.0,3.7997342728869223,0.0,0.07962776732447342,0.2266591548911517,0.2017058534352451,3.4518974301791996
2024-04-11,61.850837221215315,22.022345946755205,8.366941393654935,0.0,3.800008759150897,0.0,0.07962729423783597,0.22665780825767154,0.2017046550549921,3.4518769216731484
2024-04-12,59.5191822231443,21.192146788539322,8.038094317453934,3.7820898339373152,3.6567558976852053,0.0,0.07748308990522004,0.2183991170912677,0.19410078600127065,3.3217479462421666
2024-04-15,59.520829268748955,21.19263144319859,8.039135752746237,3.7816045900814386,3.6576971337810718,0.0,0.07605551562660837,0.2184041117787213,0.19181827094701828,3.3218239130913556
2024-04-17,59.45159182153363,21.2288803009295,8.052886262632743,3.7880728216055806,3.663953428256845,0.0,0.07618560450079982,0.21877768028044,0.19214636579604089,3.3275057144644182
2024-04-18,59.437975379257146,21.224018163275062,8.050469291745289,3.787205223727473,3.6628279653187623,0.0,0.07616815539886326,0.21872757272968063,0.21586464638505132,3.3267436021626704
2024-04-19,59.51002881177836,21.186316313457272,8.03616862625089,3.780477720882551,3.656321403328734,0.0,0.0760328520678138,0.21833903018158143,0.21548118947239842,3.320834052580394
