date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FOSUN INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-06,62.01947148817803,28.689847009735743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.290681502086231
2024-03-14,43.446779110571576,19.965884295456053,21.877378633576257,0.0,0.0,0.0,0.0,0.0,8.191282149367455,6.518675811028663
2024-03-20,38.71602911094722,17.79601463896581,19.497863991205488,0.0,10.880077369439071,0.0,0.0,0.0,7.300349275705162,5.80966561373725
2024-03-25,38.71535568798116,17.795705096762298,19.497524847194537,0.0,10.879888122397437,0.0,0.0,0.0,7.300222294117033,5.8113039515475355
2024-03-27,38.71120356777592,17.77452324133277,19.49718571498146,0.0,10.879698881939177,0.0,0.0,0.0,7.30009531694624,5.8372932770244415
2024-04-03,35.95279096140115,16.50797856014371,18.103690588885264,0.0,10.104453067198248,7.129818394466217,0.0,0.0,6.779918388973788,5.421350038931625
2024-04-05,35.83751720394673,16.50771189123875,18.284322277576393,0.0,10.104289840463682,7.065087457434367,0.0,0.0,6.779808866574913,5.421262462765167
2024-04-09,35.83751720394673,16.50771189123875,18.306937794405567,0.0,10.104289840463682,7.065087457434367,0.0,0.0,6.773347290338005,5.405108522172899
2024-04-10,35.852575373636036,16.448389098619227,18.33887107617521,0.0,10.108535450173244,7.068056058333765,0.0,0.0,6.776193308165693,5.40737963489683
2024-04-11,35.84909928835054,16.446794345586287,18.346788528288226,0.0,10.107555377445689,7.0673707751872845,0.0,0.0,6.775536322562714,5.40685536257926
2024-04-17,35.64110212630746,16.500119965501813,18.406274519975877,0.0,10.140327214011972,7.090285388201879,0.0,0.0,6.797504717562301,5.4243860684386975
2024-04-18,35.64167993333701,16.49876628071734,18.406572919132213,0.0,10.140491607142279,7.090400334611906,0.0,0.0,6.797614917465639,5.4244740075936155
2024-04-22,35.64167993333701,16.506872189276205,18.406572919132213,0.0,10.140491607142279,7.083915607764812,0.0,0.0,6.797614917465639,5.422852825881842
2024-04-23,35.644569249526576,16.508210329710238,18.40806506005344,0.0,10.141313652753638,7.084489870035539,0.0,0.0,6.798165970582895,5.415185867337674
2024-04-30,35.63243726843373,16.53662758470909,18.40179969335196,0.0,10.137861956518215,7.082078593957153,0.0,0.0,6.7958521476708045,5.413342755359047
2024-05-02,35.61281251316144,16.57611600851403,18.391664803817704,0.0,10.138757949505454,7.078178101319545,0.0,0.0,6.792109295778298,5.410361327903534
2024-05-03,35.610505139510245,16.581521087703727,18.39047319776991,0.0,10.138101053818268,7.077719502279008,0.0,0.0,6.7916692312925395,5.410010787626301
2024-05-07,35.61396631211993,16.58313273309855,18.382541137897405,0.0,10.139086429272623,7.0784074231266425,0.0,0.0,6.792329349407271,5.410536615077579
2024-05-08,35.616274134339044,16.58744738965192,18.37725224130613,0.0,10.139743452664456,7.078866111321715,0.0,0.0,6.792769499444332,5.407647171272401
2024-05-13,35.610505139510245,16.584760615121468,18.37427556068121,0.0,10.138101053818268,7.093917139367709,0.0,0.0,6.7916692312925395,5.4067712602085605
2024-05-14,34.790210924473335,16.781179645885643,18.399608125555535,0.0,10.155322420538374,7.658420434565402,0.0,0.0,6.801032887608592,5.414225561373118
2024-05-17,34.78414651558221,16.78608050049972,18.404981633633167,0.0,10.158288228651532,7.660657035681373,0.0,0.0,6.803019093233649,5.402826992718352
