date,FUZE SECURITIES (INTERNATIONAL) LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,CITIBANK N.A.,PHILLIP SECURITIES (HONG KONG) LTD
2024-06-24,78.30386174335219,3.786022894303149,5.26034475079061,0.1722269238192805,3.3554555847549477,4.961917063827892,0.0,1.4060249729039538,1.5426187400709694,1.2115273261770076
2024-06-26,78.3026991715414,3.7859666834931853,5.260266650829943,0.18410190931496273,3.3554057665469013,4.951450544882264,0.0,1.406004097752175,1.542595836921341,1.2115093387178193
2024-06-27,78.29688683026768,3.7856856544782436,5.259876185810359,0.24347154797428705,3.355156697694443,4.8991226116777264,0.0,1.4058997312905477,1.5424813313736843,1.211419409433038
2024-06-28,78.29223757849265,3.7854608613036826,5.259563855529,0.5240265427608628,3.3549574692338524,4.624200228612146,0.0,1.4058162492763089,1.5423897391743242,1.2113474756171785
2024-07-02,78.28642679016744,3.7851799073744212,5.259173494834343,0.6650041562759768,3.3547084669279186,4.490262439140245,0.0,1.4057119106994418,1.5422752642204014,1.2112575703598147
2024-07-03,78.28642679016744,3.7851799073744212,5.259173494834343,0.8015675097969361,3.3547084669279186,4.353699085619285,0.0,1.4057119106994418,1.5422752642204014,1.2112575703598147
2024-07-05,78.28991315965264,3.785348474727232,5.259407704297484,0.8016032064128256,3.3548578638759,4.349439619980703,0.0,1.4057745119869367,1.5423439471535663,1.2113115119127142
2024-07-08,78.27364609151219,3.80237165882545,5.258314905237537,0.8014366494011487,3.354160791938141,4.350020035916235,0.0,1.405482420338681,1.543507621068879,1.2110598257617358
2024-07-09,78.21676454885211,3.863380198137272,5.254493682149849,0.800854244527496,3.3517233196891496,4.355757252180103,0.0,1.4044610547547014,1.5423859524233257,1.2101797472859939
2024-07-15,78.14375250033338,3.890889155591116,5.249588834066764,0.8001066808907855,3.3485946274318055,4.4139218562475,0.0,1.4031500496362477,1.5409462002341052,1.209050095568298
2024-07-16,78.12754610769572,3.890082216132138,5.2485001111028815,1.3450855492185765,3.347900155544034,3.8886008443818976,0.0,1.4028590474779647,1.5406266202503518,1.2087993481964299
2024-07-17,78.16923327750523,3.8906757177370346,5.251300597311357,1.909024885502972,3.342275711808386,3.2829892246809647,0.0,1.4036075827417036,1.5414486653129584,1.2094443373993984
2024-07-18,77.24869274823136,3.841928727315337,5.189459962210537,3.1212924582192083,3.302916233357257,3.1930631435560177,0.0,1.3856136393596297,1.5218314707131662,1.195201617037482
2024-07-22,77.11405686613386,4.009521553627461,5.1804153105178665,3.115852392524294,3.297159617617214,3.1889601445778903,0.0,1.3831986688540507,1.5177169326326687,1.193118513514699
2024-07-24,76.63224947763948,3.9844701273716914,5.148048158878966,3.7313541270113424,3.276559017293838,3.1588644361848357,0.0,1.3745564657915614,1.5082342616190707,1.1856639282092116
2024-07-26,75.92400114015565,3.947644973957808,5.100469018573596,4.618206212696612,3.24627649926149,3.1354280334330493,0.0,1.3618525801779908,1.4914157220553896,1.174705819688415
2024-07-29,75.4871454294065,3.924930796293487,5.07112165825535,5.1670192453575545,3.227597894260744,3.1173872344567184,0.0,1.3540166775923121,1.4828343319087054,1.1679467324686328
2024-07-30,74.93797795340035,3.896377003106075,5.034229349429227,5.82282581822212,3.2041171840143683,3.1302306680193586,0.0,1.3441662332938324,1.4706258472083684,1.159449943306308
2024-07-31,74.40933883761156,3.8688905756636034,4.998716107350356,6.4871850583113,3.181514203238796,3.108148908973422,0.0,1.3346840072123727,1.4602515300896468,1.151270771548939
2024-08-09,74.41353835387207,3.863465125532281,4.9989982250240566,6.487551182235567,3.181693761622706,3.1083243267648877,0.0,1.3347593341441597,1.4603339438046568,1.1513357469996135
2024-08-12,74.42824039446685,3.8444712264430523,4.999985887705651,6.48883294148196,3.1823223756071815,3.1089384449945103,0.0,1.3350230453766714,1.4606224650791275,1.1515632188449934
2024-08-13,71.6136285867918,3.69908697376068,4.810904172980724,6.24344831706615,3.061978241623351,6.773014398765975,0.0,1.2845372135590643,1.4053869091264604,1.108015186325789
2024-08-19,71.61751845434348,3.699287898621967,4.81116548888394,6.243787445071509,3.0621445603819604,6.767950549420705,0.0,1.2846069863065783,1.4054632461176624,1.108075370852186
2024-08-21,70.43156359673723,5.307340160147006,4.731494687585134,6.140393049256689,3.0114367825301946,6.642521754459063,0.0,1.263334455110228,1.3821893879905771,1.0897261261838753
2024-08-22,71.62724497224004,3.6997903062832056,4.811818902856397,6.244635426286683,3.06256043633677,6.755288518997382,0.0,1.2847814513412792,1.4056541248818435,1.1082258607764102
2024-08-28,72.24043985305357,3.731463903065767,4.8530124838712325,6.298095230268114,3.0887787612558935,5.95702830718487,0.0,1.2957803583805212,1.4176878128158978,1.117713290104128
2024-09-04,73.17052867579935,3.7795061474898097,4.91549456007503,6.379182609998585,3.128546495334234,4.746233951458277,0.0,1.3124634077987518,1.4359404091667105,1.1321037428792617
2024-09-10,73.18271256150595,3.780135486538766,4.916313056606287,6.380244830447561,3.1290674407697368,4.730372907132609,0.0,1.3126819507619383,1.4361795127257995,1.1322922535113549
2024-09-12,73.65695467457704,3.804631701260576,4.948171983542405,6.421590398060395,3.1493445732114376,4.11300211446017,0.0,1.3211884551033348,1.445486311873099,1.1396297879115447
2024-09-16,72.39314667230366,5.455154408514773,4.863271116040421,6.3114085779152855,3.095308034623525,4.042431113954006,0.0,1.2985194681835277,1.42068461899572,1.1200759894690895
2024-09-17,73.65695467457704,3.804631701260576,4.948171983542405,6.421590398060395,3.1493445732114376,4.11300211446017,0.0,1.3211884551033348,1.445486311873099,1.1396297879115447
2024-09-19,73.65078301088423,3.8043129138841643,4.947757379741426,6.421052337581449,3.1490806918760703,4.121036417616977,0.0,1.321077753665083,1.4453651956060898,1.1395342991445114
2024-09-24,73.65181154967657,3.8043660414036577,4.947826475549945,6.421142008066227,3.1491246690276955,4.119697460590555,0.0,1.3210962026164967,1.445385380241093,1.1395502128277604
2024-10-04,72.36434087254327,5.452983759872231,4.861335982393265,6.308897219035911,3.158564897394664,4.003776008078901,0.0,1.2980027771222207,1.432468181094713,1.119630302464833
2024-10-08,72.3494503142825,5.4710670789423865,4.860335655356521,6.307599024366153,3.1579149530428197,4.004323956529969,0.0,1.2977356844389694,1.432173419190575,1.1193999138501047
2024-10-09,72.34647293797462,5.473585444010359,4.86013563934858,6.307339449541284,3.1577849962688207,4.005530924893551,0.0,1.297682279092226,1.4321144813660507,1.1193538475044995
2024-10-10,72.33655011987513,5.472834703987974,4.859469038200941,6.306474354402463,3.1655812983820972,4.011839383781471,0.0,1.2975042930110328,1.430546487960367,1.119200320398523
2024-10-14,72.33952667948678,5.473059904370273,4.873385253929021,6.306733858025792,3.138279048969772,4.021605844221753,0.0,1.2975576837086558,1.4306053531798393,1.1192463741081005
2024-10-15,72.3415111886558,5.473210048255107,4.873518946782215,6.306906872306397,3.138365142200312,4.0203445069008374,0.0,1.297593279948206,1.429272936264303,1.1192770786868247
2024-10-16,72.34250348407203,5.47328512328677,4.873585795959574,6.306993383006507,3.13840819058697,4.0190279713373345,0.0,1.2976110788003818,1.4292925413424926,1.1192924316079405
2024-10-17,72.34548053366109,5.473510360739751,4.873786354495598,6.307252929347245,3.1385373428330787,4.017821624632031,0.0,1.2949210015884731,1.4293513598042256,1.1193384928985106
2024-10-21,72.34647293797462,5.473585444010359,4.873853211009174,6.307339449541284,3.1385803959439884,4.016504982222028,0.0,1.2949387647601072,1.4293709670339318,1.1193538475044995
2024-10-22,72.35044282751127,5.473885797693127,4.874120655406666,6.307685554055685,3.1387526201999583,4.016725381095052,0.0,1.2922661574424654,1.4267057364545266,1.1194152701412439
2024-10-24,72.35639847878697,5.474336390027604,4.874521877040769,6.308204782052759,3.139010992026253,4.015684079397222,0.0,1.2923725325562634,1.4199634513755124,1.119507416736636
2024-10-29,70.86690351673985,5.361644262656339,4.774177250568386,6.178347030147323,3.0743927805517783,3.933019085959377,2.0585532079568725,1.265768356328573,1.3907327481954068,1.0964617608960887
2024-10-31,70.84596041008446,5.3600597502525416,4.772766350721087,6.105325939776904,3.0734842134674487,4.0352913362133815,2.0579448492273302,1.262707675113375,1.3903217486620671,1.0961377264813978
2024-11-05,70.84976732689229,5.3872153381551655,4.77302281593569,6.072069554750723,3.073649367537534,4.036851551333168,2.058055433158873,1.262775526872938,1.3903964577803094,1.0961966275833164
2024-11-06,70.84120233934466,5.398653023175846,4.772445807957748,6.071335505761052,3.0732777958365682,4.0363635386752135,2.0578066360234364,1.2626228706671216,1.3902283735536924,1.0960641090046501
2024-11-18,70.84310549094513,5.398798058195045,4.772574019896247,6.071498612420782,3.07336035956167,4.036471975735497,2.057861919077132,1.2626567910786581,1.3875792182811213,1.0960935548087076
2024-11-21,70.86404690947299,5.378895574289008,4.773984806017398,6.073293364255175,3.0742688534105844,4.030946923178213,2.0584702287696746,1.2630300359291735,1.3866457415733053,1.0964175631044741
2024-11-28,70.8611905324935,5.378678762602919,4.779166756239654,6.073048562890986,3.0741449362598616,4.03347163402627,2.058387256271901,1.2589483414665605,1.3865898488724553,1.096373368875895
2024-11-29,70.84025080188907,5.403953299699661,4.796559264572353,6.071253955717456,3.0732365156375083,4.032279728996416,2.0577789956104295,1.2585763178113398,1.3700617333698684,1.0960493866958947
2024-12-02,70.81742156910137,5.402211802366489,4.795013508215036,6.069297411686351,3.072246123437693,4.063206630036039,2.057115848385728,1.2581707245022369,1.3696202123716987,1.095696169897359
2024-12-03,70.90596691054878,5.408966364704585,4.801008870640304,6.005630530705752,3.076087453381411,4.015853681490504,2.0596879277011895,1.259743856563978,1.3699882495610392,1.0970661547024612
2024-12-04,70.91073368542202,5.409329991717669,4.8013316266712565,6.002000666888963,3.0762942486205076,4.0134345857221225,2.059826393744151,1.2598285449988706,1.3700803493637665,1.0971399068506706
2024-12-05,70.91264057483072,5.409475456212721,4.801460741234745,5.999472928420452,3.0763769745015677,4.0135425126255155,2.0598817853743014,1.2598624235611753,1.370117192752228,1.0971694104865732
2024-12-10,70.90310715322815,5.408748211961841,4.800815237849407,5.998666365523398,3.075963389582594,4.026446832080363,2.0596048570107226,1.2596930489680465,1.3699329956226676,1.0970219081728132
2024-12-12,70.90310715322815,5.408748211961841,4.800815237849407,5.998666365523398,3.075963389582594,4.027791221673711,2.0596048570107226,1.2596930489680465,1.3685886060293184,1.0970219081728132
2024-12-17,70.90120077649856,5.408602786575824,4.800686157999172,5.998505078967321,3.0758806859429026,4.0303716330667925,2.0595494802729575,1.2596591795142045,1.3685518086931272,1.096992412469147
2024-12-19,70.90215395204895,5.408675498291304,4.800750697056633,5.998585721161214,3.0759220372068263,4.02908144471541,2.0595771682696054,1.2596761140134598,1.3685702071138763,1.0970071601227143
2025-01-06,70.90024762657589,3.7281108592722845,4.800621620676954,5.9984244389416315,3.0758393357907785,5.712081004272298,2.059521793020749,1.2596422454702618,1.3685334107670508,1.096977665212096
2025-01-08,70.90215395204895,3.7282110985935186,4.800750697056633,5.998585721161214,3.0759220372068263,5.709545844413196,2.0595771682696054,1.2596761140134598,1.3685702071138763,1.0970071601227143
2025-01-09,70.90120077649856,3.728160978259116,4.800686157999172,5.998505078967321,3.077225039389556,5.7094690879368475,2.0595494802729575,1.2596591795142045,1.3685518086931272,1.096992412469147
2025-01-10,70.88500071234452,3.727309138708264,4.799589259457382,5.997134493334875,3.0765219308031213,5.731013330250987,2.059078898204623,1.2593713626747596,1.368239111209077,1.0967417630123841
2025-01-13,70.88500071234452,5.595533465408281,4.799589259457382,4.128910166634857,3.0765219308031213,5.731013330250987,2.059078898204623,1.2593713626747596,1.368239111209077,1.0967417630123841
2025-01-15,70.88595345236367,5.595608672978393,4.79965376902523,4.128965661844164,3.0765632812373997,5.729746294414606,2.059106573549889,1.2593882894361919,1.3682575012230986,1.0967565039273561
2025-01-17,70.8821426459441,5.597995839000499,4.799395741157876,4.128743689957153,3.076397886169246,5.732126249240645,2.0589958766322787,1.2593205851203948,1.368183944132937,1.0966975426448689
2025-01-20,70.89452926516489,5.598974085992886,4.800234433179822,4.12946518586626,3.0608047617895426,5.731783708507074,2.059355685139033,1.2595406507671503,1.3684230335976084,1.0968891899957254
2025-01-21,70.89071753664837,5.604049669203535,4.799976342877728,4.129243160268938,3.0606401939884025,5.731475532352459,2.0592449614362027,1.259472930069009,1.3683494587089124,1.0968302144464368
2025-01-24,70.89071753664837,5.66319247488447,4.799976342877728,4.129243160268938,3.001497388307467,5.731475532352459,2.0592449614362027,1.259472930069009,1.3683494587089124,1.0968302144464368
2025-01-27,70.88119000835952,5.678559044810782,4.799331238525822,4.128688200714457,3.0010939948552675,5.728017288881841,2.058968204262548,1.259303660178856,1.3681655560961319,1.0966828033147775
2025-02-03,70.88023739638099,5.679826683439237,4.7992667376275415,4.128632712963261,3.0010536614736205,5.727940306852025,2.0589405326366266,1.2592867356922448,1.3681471685535807,1.0966680643808664
2025-02-13,70.88119000835952,5.8411799016748605,4.799331238525822,4.128688200714457,2.9889982286422367,5.754896769355241,1.7310385424870507,1.4098287508299039,1.3681655560961319,1.0966828033147775
2025-02-14,70.88023739638099,5.841101398789364,4.7992667376275415,4.128632712963261,2.9889580578223613,5.756163382038297,1.7310152780913677,1.4098098033523636,1.3681471685535807,1.0966680643808664
2025-02-19,70.86785577034192,5.848143380426282,4.798428383691525,4.12791150789705,2.9884359354046346,5.764563922160919,1.7307128978422526,1.4095635324817724,1.3679081754684883,1.096476494285154
2025-03-03,72.22164403520976,5.9598604317413715,4.89009273511062,4.206766979070239,3.0455240108893915,3.96438489726834,1.763774696953928,1.4364904170067319,1.394039317934083,1.1174224788155322
2025-03-04,72.12781146659883,5.952117198804161,4.883739377080479,4.201301418759796,3.014214950177926,4.116509528146805,1.7614831469279353,1.4346240847262453,1.39222813941975,1.1159706893580705
2025-03-05,72.13175739439413,5.955178195803392,4.8840065539511075,4.201531261197928,3.0143798501563266,4.108528616093287,1.7615795131585066,1.4347025693348396,1.3923043046547825,1.1160317412557
2025-03-06,72.13175739439413,5.9538105098459715,4.8840065539511075,4.201531261197928,3.0143798501563266,4.109896302050709,1.7615795131585066,1.4347025693348396,1.3923043046547825,1.1160317412557
2025-03-07,72.5026188374836,5.984421697446599,4.909117403652901,4.223133201910308,3.02987811751638,3.616882634839199,1.770636576842603,1.4420790132825239,1.3994627602684548,1.1217697567574256
2025-03-25,73.77441311992749,6.08939657174191,4.9952299820110175,4.297212686849019,3.083026289653397,1.9275908471607903,1.8016959442257605,1.4659762030656809,1.4240112354206709,1.1414471199442706
2025-03-27,73.76718996520046,6.126565140037373,4.994740905683178,4.296791952466739,3.054750528706822,1.9274021193031141,1.8015195425706902,1.465832671284226,1.423871812373418,1.1413353623739777
2025-04-02,73.74449782709614,6.155442327160459,4.993204431940848,4.295470180599912,3.05381083152025,1.9268092151258718,1.8009653621786088,1.4653817543192407,1.4234338033368197,1.1409842667218515
2025-04-07,73.72697255298864,6.153979495122613,4.992017804071339,4.294449368274196,3.053085097757436,1.9501161682104504,1.8005373653441292,1.4650335084477075,1.4230955263356548,1.1407131134478334
2025-04-16,73.71975868450627,6.1533773545872865,5.02926984730477,4.29402917479718,3.05278636645737,1.9219694385892323,1.800361190474859,1.4648901611938296,1.4229562825337008,1.140601499555501
