date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,YUANTA SECURITIES (HONG KONG) CO LTD,CTBC BANK CO LTD,SINOPAC SECURITIES (ASIA) LTD,BNP PARIBAS
2024-08-23,43.63649921417018,21.089779623490003,14.783351879681996,8.272723101102455,8.546616342965962,3.6710298385894067
2024-08-26,43.63649921417018,20.716940655508264,14.783351879681996,8.272723101102455,8.546616342965962,4.043868806571144
2024-08-29,43.63649921417018,20.731280615815255,14.783351879681996,8.272723101102455,8.546616342965962,4.029528846264154
2024-09-03,43.65083917447716,20.731280615815255,14.783351879681996,8.272723101102455,8.546616342965962,4.015188885957164
2024-09-12,43.679519095091145,20.731280615815255,14.783351879681996,8.272723101102455,8.546616342965962,3.986508965343184
2024-09-24,43.693859055398136,20.731280615815255,14.783351879681996,8.272723101102455,8.546616342965962,3.972169005036194
2024-09-25,43.72253897601212,20.731280615815255,14.783351879681996,8.272723101102455,8.546616342965962,3.9434890844222146
2024-09-26,43.104423257444665,20.438197672445966,14.574356190411564,8.155769687510602,8.425790836811093,5.301462355376107
2024-09-30,43.11051789178397,20.44108747659957,14.576416892423069,8.156922850695368,8.426982178912185,5.288072709585833
2024-10-02,43.40510098910673,19.89744494997523,14.676020567953396,8.212660793904778,8.484565493442968,5.324207205616896
2024-10-03,43.46697992164824,19.925811031973677,14.696942912701083,8.22436888055063,8.496661211315956,5.189236041810416
2024-10-04,45.02681820329852,20.64086054534285,15.224351401162517,8.519505221870421,8.801568923963895,1.7868957043617975
2024-10-07,43.47937688591262,19.931493956523475,14.701134542218774,8.226714504914067,8.499084494589678,5.16219561584138
2024-10-08,45.074868617841965,20.656112743330397,15.235601165739554,8.525800559223944,8.808072687289775,1.699544226574369
2024-10-10,45.600521490553966,20.89699963519583,15.413275283620292,8.625226507508387,8.910790428973824,0.5531866541477038
2024-10-14,45.600521490553966,20.89699963519583,14.022833152924713,8.625226507508387,8.910790428973824,1.9436287848432838
2024-10-15,44.5351696424921,20.408789052233185,13.695221741339736,8.423717825165145,8.877830538568917,4.05927120020092
2024-10-16,43.92367294745508,20.446623030076548,13.691223439972442,8.421258532199015,8.875238668013523,4.641983382283389
2024-10-17,44.377127417956146,20.65770766843841,13.832567413708682,9.363588633320157,8.96686389834408,2.802144968232525
2024-10-18,44.46237321795872,20.505295883868833,13.85913894602454,9.381575525450977,8.984088706054804,2.807527720642126
2024-10-21,44.49524733383413,20.52045687110722,13.86938596854427,9.388511974825953,8.990731265859472,2.7356665858289513
2024-10-22,44.10393813429641,20.33999167463049,14.626853420730171,9.305945603677234,8.911663139133342,2.711608027532349
2024-10-24,44.11859547498578,20.33999167463049,14.626853420730171,9.305945603677234,8.911663139133342,2.6969506868429844
2024-10-25,43.356014818826594,19.988419190726134,16.102510327662,9.145094288529238,8.75762691357029,2.650334460685745
2024-10-28,43.356014818826594,19.988419190726134,16.9667498257117,9.145094288529238,8.75762691357029,1.7860949626360458
2024-10-30,43.65786160602914,20.127579584945725,16.388668101622738,9.208762901550797,8.81859795895871,1.7985298468928947
2024-11-01,43.672365878987954,20.127579584945725,16.388668101622738,9.208762901550797,8.81859795895871,1.784025573934081
2024-11-12,42.44719123932828,20.225501584544766,15.928904126583134,8.950422357306387,8.571203013454532,3.876777678782889
2024-11-14,42.46128861270569,20.225501584544766,15.928904126583134,8.950422357306387,8.571203013454532,3.862680305405497
2024-11-18,42.475385986083076,20.225501584544766,15.928904126583134,8.950422357306387,8.571203013454532,3.8485829320281044
2024-11-20,42.4189964925735,20.225501584544766,15.928904126583134,8.950422357306387,8.571203013454532,3.9049724255376743
2024-11-21,42.4189964925735,20.690714905998714,15.928904126583134,8.950422357306387,8.571203013454532,3.439759104083727
2024-11-22,42.433093865950894,20.690714905998714,15.928904126583134,8.950422357306387,8.571203013454532,3.425661730706335
2024-11-28,42.433093865950894,21.127733480697877,15.928904126583134,8.950422357306387,8.571203013454532,2.9886431560071727
2024-11-29,42.36739427857195,21.095021197772684,15.904241243602666,8.936564328061571,8.557932133346096,3.138846818645032
2024-12-03,42.364412767311,21.093536682514618,15.903122017953503,8.957047270802896,8.557329887882089,3.124551373535894
2024-12-04,42.37848732304765,21.163909461197857,15.903122017953503,8.957047270802896,8.557329887882089,3.0401040391160055
2024-12-12,42.3925618787843,21.163909461197857,15.903122017953503,8.957047270802896,8.557329887882089,3.0260294833793573
2024-12-16,42.404498368299684,21.16986859110632,15.907599865972502,8.931412272526334,8.559739378461556,3.0268815236336093
2024-12-23,42.418576887014254,21.16986859110632,15.907599865972502,8.931412272526334,8.559739378461556,3.0128030049190344
2025-01-02,42.26371318115393,21.16986859110632,15.907599865972502,8.931412272526334,8.559739378461556,3.1676667107793586
2025-01-03,42.27779169986851,21.16986859110632,15.907599865972502,8.931412272526334,8.559739378461556,3.1535881920647837
2025-01-06,42.27779169986851,21.254339703393768,15.907599865972502,8.931412272526334,8.559739378461556,3.069117079777334
2025-01-10,42.193320587581056,21.254339703393768,15.907599865972502,8.931412272526334,8.559739378461556,3.1535881920647837
2025-01-14,42.193320587581056,21.437360446683243,15.907599865972502,8.931412272526334,8.559739378461556,2.9705674487753098
2025-01-20,42.193320587581056,21.451438965397816,15.907599865972502,8.931412272526334,8.559739378461556,2.956488930060735
2025-01-23,42.22147762501021,21.451438965397816,15.907599865972502,8.931412272526334,8.559739378461556,2.928331892631585
2025-01-24,41.58794428285433,21.451438965397816,15.907599865972502,8.931412272526334,8.559739378461556,3.561865234787456
2025-02-05,41.58794428285433,21.80340193326219,15.907599865972502,8.931412272526334,8.559739378461556,3.2099022669230837
2025-02-13,41.602022801568914,21.80340193326219,15.893521347257927,8.931412272526334,8.559739378461556,3.2099022669230837
2025-02-14,41.602022801568914,21.80340193326219,15.682343566539302,8.931412272526334,8.559739378461556,3.4210800476417074
2025-02-17,41.602022801568914,22.09905082626826,15.682343566539302,8.931412272526334,8.559739378461556,3.1254311546356344
2025-02-21,41.63017983899806,22.09905082626826,15.682343566539302,8.931412272526334,8.559739378461556,3.097274117206484
2025-02-25,41.63017983899806,22.282071569557736,15.682343566539302,8.931412272526334,8.559739378461556,2.91425337391701
2025-02-28,41.63017983899806,22.479170831561788,15.682343566539302,8.931412272526334,8.559739378461556,2.717154111912961
2025-03-05,41.652472825245425,22.476006542774375,15.680136035653053,8.930155038977931,8.558534463585406,2.7026950937638126
2025-03-10,41.652472825245425,22.49008307972106,15.680136035653053,8.930155038977931,8.558534463585406,2.688618556817126
2025-03-13,41.666549362192114,22.49008307972106,15.680136035653053,8.930155038977931,8.558534463585406,2.6745420198704397
2025-03-19,41.666549362192114,22.49008307972106,15.497141055346129,8.930155038977931,8.558534463585406,2.857537000177364
2025-03-21,41.694702436085485,22.49008307972106,15.497141055346129,8.930155038977931,8.558534463585406,2.8293839262839913
2025-03-24,41.6941155273278,22.489766501691978,15.496922912338192,8.861055274967203,8.55841399075466,2.8997257929201643
2025-04-09,41.6941155273278,22.51791917929314,15.496922912338192,8.861055274967203,8.55841399075466,2.871573115318998
2025-04-14,41.70819186612839,21.687415190058726,15.496922912338192,8.861055274967203,8.55841399075466,3.688000765752831
2025-04-16,42.05748092296512,21.0315793059593,15.626703306686046,8.935262990552326,8.630087209302326,3.718886264534884
2025-04-17,42.06942377809834,21.037551539658562,15.631140744442803,8.909403786958054,8.632537852542624,3.7199422982996175
2025-04-24,42.09961350708949,21.038447667269644,15.631806577478907,8.933921355366174,8.632905569076023,3.66330532371976
2025-04-30,42.102602551431914,21.05414124890661,15.632916425268945,9.01265492053755,8.633518499585364,3.5641663542696156
