date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,FIRST SHANGHAI SECURITIES LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,53.35069056077606,24.806544625741118,14.338204155862117,0.6687522264988927,0.0,3.2516521188054135,0.2757312346383753,0.08274785017353146,3.2256772275044874,0.0
2024-03-04,44.960703175045566,20.905440548064096,12.085340745622169,0.5372087790168466,15.75281274983274,2.7323813601031572,0.23236944201391985,0.06973483362482595,2.7240083666766743,0.0
2024-03-05,44.97078496656023,20.910128292655354,12.088050709594635,0.5490356591828708,15.73771374906755,2.714857352142473,0.23242154752169275,0.06975047065904176,2.7272572526161487,0.0
2024-03-06,44.92675946799247,20.920338301616532,12.098736899375083,0.5493037426169755,15.737480105619305,2.7346584444884763,0.23253503444294715,0.06978452845727753,2.7304034753909274,0.0
2024-03-07,44.91179402807141,20.913369580309038,12.097180289981214,0.5491207654279706,15.683426043083385,2.8145508104581003,0.23212776588957834,0.0697612827084095,2.728669434070895,0.0
2024-03-08,44.86817704835165,20.923789882579314,12.090008885994388,0.5328956843442851,15.691240472000487,2.862809458184664,0.19017177620308304,0.06979604198762523,2.7711107503545054,0.0
2024-03-11,44.819559704133006,20.931905582697947,12.169961421739352,0.5000922073107137,15.643024894415813,2.874978261977128,0.21186720005557327,0.06982311374419602,2.77878761392627,0.0
2024-03-12,44.741394296271196,20.8877082643553,12.146405911525855,0.4759769544909577,15.59928929353373,2.882742798041253,0.21109143002169395,0.06967568357480054,2.98571536818521,0.0
2024-03-13,44.75001770314984,20.891734138156483,12.149405932766092,0.47590395966508015,15.586646144004886,2.876709050784237,0.2111321155505717,0.06968911278903187,2.9887618431337803,0.0
2024-03-14,44.79165595399974,20.908094449529905,12.141609503656124,0.45979032981170026,15.580387375069915,2.847472948545207,0.2160784829869836,0.06974368631447625,2.98516727008595,0.0
