date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,I WIN SECURITIES LTD,CITIBANK N.A.
2024-03-01,0.0,54.53070056802814,0.0,0.0,45.46929943197187,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,52.58215962441315,3.5732916014606153,0.0,43.84454877412624,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,51.18740320082602,5.420753742901394,0.0,43.39184305627259,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,50.648360030511064,6.61072972285787,0.0,42.74091024663107,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,49.18575063613231,8.015267175572518,0.0,42.79898218829516,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,49.172817510817005,8.0173072028506,0.0,42.8098752863324,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,49.340436326737695,7.9908675799086755,0.0,42.668696093353624,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,41.765084818552715,6.7640111659866875,0.0,36.117672321236846,0.0,0.0,0.0,0.0,15.353231694223748
2024-03-14,0.0,41.79008370895042,6.761107533805538,0.0,36.102167847177505,0.0,0.0,0.0,0.0,15.346640910066538
2024-03-15,12.185031966904852,36.2542309138774,5.923279428356525,0.0,32.19255359157578,0.0,0.0,0.0,0.0,13.444904099285445
2024-03-18,12.185031966904852,36.12260248213614,5.923279428356525,0.0,32.19255359157578,0.0,0.0,0.0,0.0,13.576532531026702
2024-03-19,8.073760279092948,24.183902317468227,3.9247445801146275,0.0,21.330675305257913,33.49115375031148,0.0,0.0,0.0,8.995763767754797
2024-03-20,6.571341648919987,19.734306865429467,3.194402190447216,0.0,17.361322381097253,27.258898691816245,0.0,18.15231720920799,0.0,7.727411013081838
2024-03-25,6.5593683571211665,19.91092215811317,3.1885818402672337,0.0,17.299321793703818,27.209231703613728,0.0,18.119242838343965,0.0,7.713331308836927
2024-03-26,5.717310746426681,17.716604905593787,2.77924827951297,12.758073054526204,14.946179636491971,23.71625198517734,0.0,15.678489500617609,0.0,6.687841891653432
2024-04-03,4.804270462633451,14.92437722419929,3.0768090154211154,10.720640569395018,12.485172004744959,19.9288256227758,15.265421115065243,13.17467378410439,0.0,5.619810201660735
2024-04-05,4.7072497457504,14.862705215748948,4.772628214441378,10.504140636350428,12.254830742408833,19.52636931570536,14.957140781635914,12.908615429318612,0.0,5.506319918640128
2024-04-08,4.7021261156664975,14.62883680429577,5.093969958638706,10.49270735070024,12.241491909150279,19.505115739061026,14.940860605181047,12.894564980770626,0.0,5.50032653653581
2024-04-09,4.702808621815806,14.667247260323682,5.094709340300457,10.494230350533421,12.24326874228899,19.507946875680382,14.943029247405473,12.896436606430075,0.0,5.450322955221714
2024-04-11,4.701443807589059,14.69201189871581,5.093230791554814,10.491184792860771,12.2397155916709,19.502285424073136,14.938692592323877,12.892693898280491,0.0,5.448741202931147
2024-04-15,4.7011027278003485,14.698200812536275,5.092861288450377,10.490423679628554,12.238827626233315,19.50087057457922,14.937608821822405,12.891758560650029,0.0,5.448345908299477
2024-04-19,4.700420716669084,14.696068475264761,5.657913825620194,10.488901784418976,12.164514725083418,19.498041491368053,14.93544175250254,12.889888292470623,0.0,4.9688089366023505
2024-04-22,4.6966731898238745,14.669855765746176,5.653402913676886,10.480539247662534,12.154816264405305,19.48249619482496,14.923534101616292,12.879611509748495,0.0,5.05907081249547
2024-04-24,4.675324675324675,13.802308802308803,6.883116883116883,10.432900432900432,12.0995670995671,19.393939393939394,14.855699855699855,12.821067821067821,0.0,5.036075036075037
2024-04-25,4.675324675324675,13.860028860028862,7.041847041847042,10.432900432900432,12.0995670995671,19.393939393939394,14.855699855699855,12.604617604617605,0.0,5.036075036075037
2024-05-02,0.7033463220848574,2.0883307464371383,1.059361127090773,1.569504292800469,1.82023423169183,2.9175847434631126,2.234861230204817,1.8962130010528484,84.95294743354572,0.757616871628442
2024-05-03,0.7033539563660046,2.086182568110279,1.0604580484098558,1.569521328557473,1.8202539889286877,2.917616411592315,2.2348854878975364,1.896233582980571,84.95386953218278,0.7576250949744926
2024-05-06,0.7033005198780078,2.0892800937734024,1.0755722456776322,1.569402086024073,1.8201156972768813,2.917394749123588,2.2347156951062006,1.8960895188686413,84.94741526205542,0.7467141322161563
2024-05-07,0.7033081531648866,2.0882174177303114,1.0755839194234609,1.5694191195623861,1.8201354519406094,2.917426413128419,2.234739949639663,1.8961100981158288,84.94833724060085,0.7467222366935834
2024-05-08,0.7032089333579312,2.0922636165340918,1.0819433743176812,1.5746237072567255,1.8177082768125536,2.9170148346699367,2.2344246817654017,1.8958426027412125,84.93635308033728,0.7466168922071862
2024-05-09,0.7025075617133378,2.0934291692414435,1.1773506358343904,1.5730531976019342,1.8158953177003718,2.9141054411812535,2.2321960950119792,1.8939517134462982,84.85163864225235,0.7458722260166304
2024-05-10,0.7024999457947573,2.0944905791288133,1.1773378721189913,1.5730361440558531,1.815875631491078,2.9140738492226967,2.232171895665749,1.8939311810238286,84.85071876151862,0.7458641399796189
2024-05-13,0.7024847144529726,2.092277004466415,1.1773123455184078,1.5773383634707947,1.815836260352977,2.914010667360479,2.232123498547331,1.893890117514418,84.84887905988465,0.7458479684315511
2024-05-14,0.7024542537507588,2.0867661087503255,1.1772612956378457,1.5837741739658313,1.8190096262249589,2.9138843118549995,2.232026710606192,1.8938079958373082,84.8451998959327,0.7458156274390773
2024-05-16,0.7024542537507588,2.0759257653282455,1.1772612956378457,1.5837741739658313,1.8298499696470385,2.9138843118549995,2.232026710606192,1.8938079958373082,84.8451998959327,0.7458156274390773
2024-05-20,0.702439024390244,2.078048780487805,1.1772357723577236,1.583739837398374,1.829810298102981,2.913821138211382,2.231978319783198,1.8937669376693766,84.84336043360433,0.7457994579945799
2024-05-21,0.7024314099576157,2.0726062590107426,1.1772230111326707,1.5837226696729576,1.8384624556915374,2.9116215542378945,2.2319541251585346,1.893746409253016,84.84244073234979,0.7457913735352462
2024-05-29,0.7022182728464764,2.102320137842846,1.1768658091223354,1.5832421244270094,1.8379046153512717,2.9107380877556106,2.231276888566196,1.8931717942327075,84.81669719004323,0.7455650798123084
2024-05-30,0.7022106631989598,2.102297355873429,1.176853055916775,1.583224967490247,1.838968357173819,2.910706545296922,2.231252709146077,1.8931512787169484,84.81577806675335,0.7455570004334634
2024-06-04,0.7022258826589219,2.100175556470665,1.1768785626043043,1.5832592817356248,1.8390082143089361,2.910769630897939,2.231301068510371,1.893192310193112,84.81761633325387,0.7455731593662628
2024-06-05,0.7022563235580986,2.0959316817304985,1.1769295792964434,1.5833279146888615,1.83908793376249,2.9108958103040945,2.231397793527971,1.8932743784814792,84.82129310531677,0.7456054793332899
2024-06-11,0.7023476620927359,2.08319784960222,1.1770826559146776,1.5835338492553814,1.8393271335977976,2.9112744141683464,2.23168801890269,1.893520626043225,84.83232533437385,0.7457024560490777
2024-06-13,0.7021726174351195,2.083762258221813,1.1767892940347837,1.583139188383811,1.8627079156959419,2.910548843257301,2.231131819905727,1.893048707807336,84.81118274909248,0.7455166061656824
2024-06-19,0.7021650087770626,2.0848232668010316,1.1767765424874845,1.5831220336779144,1.86268773161693,2.910517304899985,2.2311076436295862,1.893028194959149,84.81026374531349,0.7455085278373751
2024-06-21,0.7021650087770626,2.0848232668010316,1.1767765424874845,1.5831220336779144,1.972130117244219,2.910517304899985,2.1216652580022974,1.893028194959149,84.81026374531349,0.7455085278373751
2024-06-24,0.702157400283897,2.0858842523865766,1.1767637912165312,1.583104879343786,1.9721087477109451,2.9104857672261533,2.121642268141775,1.8930076825555062,84.80934476145069,0.7455004496841375
2024-06-25,0.7021650087770626,2.0848232668010316,1.1767765424874845,1.5831220336779144,1.972130117244219,2.910517304899985,2.1216652580022974,1.893028194959149,84.81026374531349,0.7455085278373751
2024-06-27,0.7021726174351195,2.083762258221813,1.1767892940347837,1.583139188383811,1.9721514872406132,2.910548843257301,2.1216882483610555,1.893048707807336,84.81118274909248,0.7455166061656824
2024-06-28,0.7021726174351195,2.0577558649834753,1.1767892940347837,1.583139188383811,1.9981578804789508,2.910548843257301,2.1216882483610555,1.893048707807336,84.81118274909248,0.7455166061656824
2024-07-02,0.7019216187525726,2.028856777659828,1.17636863883533,1.582573279317143,2.0613531488983727,2.9095084382243983,2.1209298295023724,1.892372018457939,84.78086613661475,0.7452501137372993
2024-07-08,0.7019292221367679,2.0288787547255653,1.1763813815440276,1.582590422132435,2.060292253864402,2.909539954721232,2.1209528039256043,1.8923925170878604,84.78178450339591,0.745258186466198
