date,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FULBRIGHT SECURITIES LTD,BOCI SECURITIES LTD
2024-06-05,79.03611253585609,0.0,10.36910393039646,6.197450656332516,2.1086225565623753,0.0,1.2340191105792062,1.054691210273361
2024-06-06,79.03611253585609,0.0,10.369863794380805,6.197450656332516,2.1086225565623753,0.0,1.2332592465948595,1.054691210273361
2024-06-07,79.03611253585609,0.0,10.370623658365153,6.197450656332516,2.1086225565623753,0.0,1.2324993826105126,1.054691210273361
2024-06-18,79.03671310737339,0.0,10.370702461598082,6.197497748885842,2.1078787095891767,0.0,1.2325087480005927,1.0546992245529117
2024-07-08,79.14173362968029,0.0,10.371383522349499,6.197450656332516,2.002241598753823,0.0,1.2324993826105126,1.054691210273361
2024-07-10,79.19709833055155,0.0,10.304120203329772,6.2017861691652,2.0036422947217143,0.0,1.2379239680481788,1.0554290341835824
2024-07-15,79.1886682709305,0.0,10.313667795733874,6.201126025949538,2.003429018928032,0.0,1.2377921984117028,1.055316690046341
2024-07-16,79.18626001208864,0.0,10.316395305960304,6.200937439414272,2.0033680913262146,0.0,1.237754555096424,1.0552845961141502
2024-07-19,79.18385189972061,0.0,10.320643187045027,6.200748864349116,2.0033071674301026,0.0,1.2361963773211944,1.0552525041339593
2024-07-26,79.1826478984601,0.0,10.320486260258715,6.200654581117501,2.003276706871581,0.0,1.2376980944162939,1.0552364588758083
2024-10-02,79.18084196521905,0.0,10.320250879026894,6.200513161645919,2.0032310177705974,0.0,1.2399505844340968,1.0552123919034495
2024-10-03,77.48156614479159,0.0,9.893979820170182,6.053206767182357,2.140442412525002,2.190168363162719,1.210492917762926,1.0301435744052367
2024-10-08,77.48800124720215,0.0,9.89521274818766,6.054869470644351,2.1365760589154537,2.190769961730196,1.2041439776097518,1.0304265357104412
2024-10-10,77.48570028692221,0.0,9.897888356451666,6.054689674883357,2.1365126145554565,2.190704908114368,1.204108221267877,1.0303959378050636
2024-10-17,77.47994848402745,0.0,9.904576681970523,6.054240232193029,2.1363540201387368,2.1905422909761683,1.2040188397029294,1.0303194509911628
2024-10-24,77.48857650862469,0.0,9.895286209034117,6.054914421253076,2.136591920594207,2.1907862257378405,1.2063800802521147,1.027464634503955
2024-10-29,77.49548165384459,0.0,9.90807438663683,6.053656056439432,2.1316944818653814,2.179939656420134,1.203902663504752,1.0272511012888885
2024-11-04,77.50158651223377,0.0,9.908000846139858,6.053611124512448,2.1316786598332214,2.1799234762988062,1.2024092719114967,1.0227901090703966
2024-11-07,77.45157306412791,0.0,9.90160699914328,6.049704598472739,2.194835201922613,2.178516724584899,1.2016333312317111,1.0221300805168507
2024-11-11,77.45806025673836,0.0,9.902341504304317,6.05015336797558,2.1949980156743187,2.1705184839009988,1.2017224688720498,1.0222059025343733
2024-11-18,77.4345093531582,0.0,9.899330725449119,6.048313835999926,2.2247353491907527,2.169858543910714,1.2013570885630063,1.0218951037282855
2024-11-28,77.44254951477191,0.0,9.887750447774478,6.048941843087956,2.224966347383996,2.170083844148524,1.203706793934742,1.022001208898382
2024-12-06,77.44436739582676,0.0,9.887603783869976,6.048852119805244,2.2249333447052146,2.168568366639349,1.2036889394855212,1.0219860496679287
2024-12-10,77.44257188942655,0.0,9.894506553942563,6.048538109275636,2.2240762370914213,2.1617813374863264,1.2065928768748726,1.021932995902627
2024-12-11,77.448315502568,0.0,9.89524039085532,6.048986705727477,2.2234995271911444,2.1619416683663064,1.200007416609497,1.0220087886822538
2024-12-20,77.42424635644717,0.0,9.935378147210287,6.047685959298985,2.220796891625853,2.161476774320321,1.188626850509597,1.0217890205877882
2024-12-23,77.40410463671927,0.0,9.951241216930235,6.048313835999926,2.2210274569421014,2.1617011809636812,1.191716568716513,1.0218951037282855
2024-12-30,77.40353062881678,0.0,9.951167421217145,6.048268983340564,2.2195278405024896,2.1616851503724552,1.1939324501199495,1.021887525630615
2025-01-24,77.40295662942762,0.0,9.951835194049663,6.0482241313464264,2.219511381206456,2.161669120018984,1.1939235963055108,1.021879947645338
2025-01-27,77.40353062881678,0.0,9.951167421217145,6.048268983340564,2.2187862675521046,2.1616851503724552,1.1946740230703345,1.021887525630615
2025-02-05,77.40467865313522,0.0,9.951315013737842,6.0483586893245285,2.2180775919286,2.1617172117926677,1.1939501581427772,1.021902681938352
2025-02-12,77.408697006441,0.0,9.951831622039537,6.048672681224716,2.218192740257862,2.161829434253316,1.1888207832274666,1.021955732556113
2025-02-13,77.40353062881678,0.0,9.951167421217145,6.048268983340564,2.2180446946017196,2.1616851503724552,1.1954155960207196,1.021887525630615
2025-02-20,77.40295662942762,0.0,9.957767733658635,6.0482241313464264,2.2106125717929985,2.161669120018984,1.1968898661099967,1.021879947645338
2025-02-21,77.4008995146477,0.0,9.957693890641858,6.048179280017501,2.210596178731262,2.1616530899032633,1.199105676285961,1.0218723697724519
2025-02-24,77.39015644525529,0.0,9.965180826093244,6.048672681224716,2.21077651578358,2.161829434253316,1.2051364770708881,1.0182476203189719
2025-02-26,77.39015644525529,0.0,9.964439203645815,6.048672681224716,2.21077651578358,2.161829434253316,1.205878099518316,1.0182476203189719
2025-02-27,77.39015644525529,0.0,9.963697581198387,6.048672681224716,2.21077651578358,2.161829434253316,1.2066197219657444,1.0182476203189719
2025-02-28,77.44356996285617,0.0,9.96389516610821,6.052847383791045,2.163321496291184,2.163321496291184,1.1940940952084098,1.0189503994537892
2025-03-03,77.45391658038203,0.0,9.95186616046345,6.053656056439432,2.155445952415413,2.1636105204169866,1.202418196595375,1.0190865332873147
2025-03-04,77.49705726178674,0.0,9.952953320931131,6.057027852970774,2.1559038569365074,2.115058279212943,1.2023452788082003,1.0196541493537115
2025-03-05,77.49763279552924,0.0,9.953027236776146,6.057072835632462,2.15517721542489,2.115073986743655,1.2045821652030226,1.0174337646905924
2025-03-07,77.4987838886599,0.0,9.953175071759853,6.057162802960256,2.154466563436452,2.115105402505004,1.203857393771282,1.0174488769072525
2025-03-11,77.49417972129497,0.0,9.958524712513507,6.05680294968383,2.1543385675616467,2.114979745058797,1.2037858731531985,1.017388430734042
2025-03-14,77.49475521229787,0.0,9.95859866698847,6.056847929005069,2.153611941406903,2.114995451423055,1.2037948127657203,1.017395986112916
2025-03-17,77.49648173659254,0.0,9.958820537003962,6.056982870977205,2.151431998187955,2.1150425719155317,1.2038216323999569,1.0174186529228506
2025-03-18,77.49276852983004,0.0,9.95436468888897,6.056982870977205,2.1477187914254627,2.1150425719155317,1.2157038940399318,1.0174186529228506
2025-03-21,77.49334402744823,0.0,9.954438614666532,6.057027852970774,2.1469920945240935,2.115058279212943,1.2157129224268215,1.017426208750608
2025-03-24,77.4950705715909,0.0,9.954660398587455,6.057162802960256,2.1462972658846424,2.115105402505004,1.2142546815644948,1.0174488769072525
2025-03-25,77.4956461034018,0.0,9.954734328757255,6.0572077876263934,2.144085198979573,2.1151211107356507,1.2157490373154005,1.017456433183933
2025-03-28,77.50658283227054,0.0,9.941283735854803,6.058062623254017,2.14364501357419,2.1154196114550565,1.2174061598226256,1.0176000237687597
2025-04-07,77.50658283227054,0.0,9.93385599845503,6.066233134393766,2.142902239834213,2.1154196114550565,1.2174061598226256,1.0176000237687597
2025-04-30,55.45192943858558,28.396744545679187,7.165613134477472,4.340074345096226,1.5331351151711292,1.5134727237460577,0.870990798532229,0.7280398987121134
2025-05-02,55.450456075650365,28.395990041529057,7.168079752791852,4.339959028916232,1.5330943796281782,1.5134325106346798,0.8709676562255056,0.7280205546241262
