date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,0.0,0.0,70.65953221210447,0.0,29.34046778789553,0.0,0.0,0.0
2024-03-04,0.0,56.31403501842577,0.0,0.0,27.176017880920472,0.0,11.300018882961888,5.209928217691875,0.0,0.0
2024-03-06,0.0,28.847660878441733,32.268122929402985,16.352467615329118,14.111989139560144,0.0,5.75090002458455,2.66885941268147,0.0,0.0
2024-03-07,0.0,28.84994195097386,32.26633430862349,16.351561198695066,14.112869811374615,0.0,5.750581252423329,2.6687114779096364,0.0,0.0
2024-03-11,28.150073784142084,20.732799190757525,23.187964501951413,11.750929529218116,10.127770022364787,0.0,4.132613040928604,1.9178499306374692,0.0,0.0
2024-03-13,28.12531397914712,20.714961350006504,23.251147717222725,11.740593829003473,10.122841925368238,0.0,4.128978141290412,1.916163057961528,0.0,0.0
2024-03-14,28.11680935672291,20.705912385303517,23.247697814463756,11.737043670678993,10.124953292239855,0.0,4.151999838145414,1.9155836424455535,0.0,0.0
2024-03-18,28.105291560643074,20.69743039598975,23.2505036048104,11.732235697133207,10.133532405570854,0.0,4.16620739488191,1.9147989409708008,0.0,0.0
2024-03-19,28.0942299478631,20.68928435131745,23.279517826907878,11.727618152140119,10.118412587104137,0.0,4.176891815639593,1.914045319027729,0.0,0.0
2024-03-20,28.081391526447362,20.731488108570144,23.2688796189637,11.72225889850265,10.10782813200274,0.0,4.174983071479791,1.9131706440336078,0.0,0.0
2024-03-22,28.081726292730778,20.731735254557098,23.269157013919077,11.722398642896763,10.106756501764757,0.0,4.175032842644615,1.913193451486915,0.0,0.0
2024-03-25,28.081614703082792,20.731652871906714,23.269064548199086,11.722352061061853,10.10711371468301,0.0,4.175016252124489,1.9131858489420586,0.0,0.0
2024-03-26,28.081503114321656,20.731570489911068,23.268972083213963,11.72230547959715,10.107470924762325,0.0,4.174999661736215,1.9131782464576232,0.0,0.0
2024-03-27,26.262506307772316,19.388670134386,21.76170996342147,10.96298586105763,9.436029735317634,0.0,3.9045614654215153,1.7892509372071708,6.494285595416264,0.0
2024-04-03,26.263677561491594,19.308701060239873,21.762680490888798,11.044308556581491,9.431247469647523,0.0,3.9054788998498036,1.789330734115751,6.494575227185166,0.0
2024-04-05,26.26153034280397,19.30712245405826,21.760901256654236,11.043405615793054,9.438652027424823,0.0,3.90515960270422,1.789184445219931,6.494044255341509,0.0
2024-04-08,26.261627936036604,19.30719420328493,21.76098212462617,11.043446655353176,9.438315482882853,0.0,3.905174115078199,1.7891910941962668,6.494068388541803,0.0
2024-04-11,26.26153034280397,19.30749407318589,21.760901256654236,11.043405615793054,9.438280408297192,0.0,3.90515960270422,1.789184445219931,6.494044255341509,0.0
2024-04-12,26.257450770715636,19.304767945197188,21.75782871902971,11.041846338497633,9.451438866797497,0.0,3.90460821240712,1.7889318207325386,6.4931273266226786,0.0
2024-04-15,26.25676784095458,19.30426584769065,21.757262819891295,11.041559151232297,9.453793943372077,0.0,3.9045066574931724,1.7888852924236205,6.4929584469423025,0.0
2024-04-17,26.25678979171575,19.30419838573957,21.757281009048572,11.041568382019168,9.465505901834783,0.0,3.892805866622298,1.7888867879387593,6.492963875081097,0.0
2024-04-19,26.25825325858125,19.30044382392568,21.75849368813435,11.042183802624598,9.439279861003069,0.0,3.919033299669604,1.7889864945883935,6.493325771473056,0.0
2024-04-22,26.258155689048174,19.30037210798656,21.758412838656334,11.042142772449926,9.439616363476857,0.0,3.919018737457663,1.7889798471326304,6.493301643791852,0.0
2024-04-23,26.258155689048174,19.299628954722607,21.758412838656334,11.042142772449926,9.44035951674081,0.0,3.919018737457663,1.7889798471326304,6.493301643791852,0.0
2024-04-24,26.33309772910647,19.21776708803543,21.759544786027426,11.04271722264421,9.444938192257732,0.0,3.9192226182733285,1.7890729160090193,6.493639447646384,0.0
2024-04-26,26.33965549456519,19.218092651461856,21.760875020150163,11.045467204827014,9.430935983383145,0.0,3.920198627361797,1.7895184511561726,6.495256567094662,0.0
2024-04-30,17.179603636363634,12.534505454545455,14.192969696969698,7.204121212121212,6.135569696969697,0.0,2.556848484848485,1.1671672727272728,4.236363636363636,0.0
2024-05-02,26.345119115549405,19.22366660620604,21.765081732071643,11.047602463566648,9.411197027820574,0.0,3.9209564620667443,1.7898643926036195,6.496512200115327,0.0
2024-05-03,26.344315623249436,19.222809052808394,21.764110808044936,11.047109638278812,9.41486638283534,0.0,3.9207815511298802,1.789784548090986,6.496222395562212,0.0
2024-05-06,26.354602640582474,19.230315240205478,21.772609331533737,11.051423350958018,9.379494393941721,0.0,3.922312551150998,1.7904834292056797,6.498759062421891,0.0
2024-05-07,26.36232742282835,19.235680392663575,21.778683770096766,11.05450663744689,9.353839777319227,0.0,3.9234068548356946,1.7909829642601702,6.500572180549328,0.0
2024-05-08,24.509802158425778,17.881975060332188,20.247973170830317,10.277542764963696,8.698827878705421,7.017067803941545,3.658026376317293,1.6651040711443763,6.043680715339388,0.0
2024-05-09,24.510310767842135,17.882346133947554,20.248393341901068,10.277756036984151,8.699700099249846,7.017213416979841,3.6581022849944933,1.662371788737313,6.043806129363598,0.0
2024-05-10,24.510819398367513,17.88271722296373,20.24881353041035,10.277969317856119,8.698497186363964,7.017359036061571,3.6581781968221616,1.661714562561678,6.043931548592916,0.0
2024-05-13,24.51073462514732,17.882655373724827,20.24874349778108,10.277933770429412,8.6988129621149,7.017334765794918,3.658165544632092,1.6617088153488977,6.04391064502655,0.0
2024-05-14,24.510988946567092,17.882840922725023,20.248953597122192,10.278040413447206,8.697865628309161,7.017407577098532,3.6582035014648553,1.6617260571065038,6.043973356159435,0.0
2024-05-16,24.501582567593317,17.87597817315529,20.22389626070544,10.274096095107076,8.891594543378712,7.014714564783627,3.656799623042284,1.5196842616108401,6.0416539106234195,0.0
2024-05-17,24.506073000911964,17.879254324308818,20.227602717517012,10.275979040557527,8.874897000746811,7.016000159618802,3.6574698089301396,1.5199627758995944,6.04276117150933,0.0
2024-05-20,24.505508640949476,17.87884257595161,20.227136888124008,10.27574239100761,8.868814243921028,7.015838585400576,3.684702726337689,1.5007919379146955,6.04262201039331,0.0
2024-05-21,24.50135724204406,17.875813779096692,20.24445395964973,10.274001610747165,8.864200254006427,7.014650054892978,3.683387056597244,1.5005376936098904,6.041598349355814,0.0
2024-05-22,24.492381475555696,17.878596436538157,20.26606817714078,10.252957786685462,8.855077740450902,7.033507614377227,3.6820376937117647,1.4999879903501168,6.03938508518989,0.0
2024-05-24,24.493566577203406,17.87946151999755,20.267048782102094,10.25310827370124,8.851013170989571,7.033847941489611,3.682215854783692,1.5000605695821805,6.03967731015065,0.0
2024-05-27,24.493651231709606,17.879523314876682,20.26711882894486,10.253143710427665,8.85069814245151,7.033872251829321,3.6822285812342863,1.5000657540818079,6.03969818444426,0.0
2024-05-28,24.492804712979098,17.878905385306467,20.290610900837805,10.238965057881465,8.843480107615234,7.033629155993879,3.6821013206868667,1.5000139106981563,6.039489448001032,0.0
2024-05-29,23.409023832696953,17.08778260275717,19.413912819725994,9.785901609507643,8.448201626700522,6.722398454259597,3.5191722050798098,1.4418977368987718,5.772248384059478,4.399460728314059
2024-05-30,23.408946509518895,17.08772615949553,19.41384869294102,9.785869285348465,8.448504034697457,6.722376249266497,3.519160580777106,1.4418929741151438,5.772229317540822,4.399446196299068
