date,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,CHINA CONSTRUCTION BANK (ASIA),TOTAL_CCASS_PCT
2024-03-01,0.0,6.63989255403387,0.0,5.2173442952868205,0.0,0.0,0.0,0.0,0.0,0.0,11.85723684932069
2024-03-04,0.0,6.6525501677882115,0.0,5.217716578044302,0.0,0.0,0.0,0.0,0.0,0.0,11.870266745832513
2024-03-05,11.553974446417214,6.652922450545691,6.594629175436852,5.217840672296795,0.0,0.0,0.0,0.0,0.0,0.0,30.01936674469655
2024-03-07,11.553974446417214,6.653170639050679,6.594629175436852,5.21697201252934,0.0,0.0,0.0,0.0,0.0,0.0,30.01874627343409
2024-03-08,11.553974446417214,6.6556525241005495,6.594629175436852,5.217096106781834,0.0,0.0,0.0,0.0,0.0,0.0,30.02135225273645
2024-03-11,11.553974446417214,6.6570175608779785,6.594629175436852,5.217220201034327,0.0,0.0,0.0,0.0,0.0,0.0,30.022841383766373
2024-03-13,11.553428431706243,6.6570175608779785,6.592147290386981,5.2173442952868205,0.0,0.0,0.0,0.0,0.0,0.0,30.01993757825802
2024-03-14,11.55119473516136,6.669426986127331,6.592147290386981,5.223797196416484,4.988502084263486,0.0,0.0,0.0,0.0,0.0,35.02506829235564
2024-03-19,11.55119473516136,6.6781135838018795,6.584701635237369,5.225410421698901,4.988502084263486,0.0,0.0,0.0,0.0,0.0,35.027922460163
2024-03-20,11.542880420244291,6.685559238951493,6.584701635237369,5.224914044688926,4.998677812967957,4.75472092199091,0.0,0.0,0.0,0.0,39.791454074080946
2024-03-21,11.542880420244291,6.688909783768818,6.584701635237369,5.236206621665838,4.9961959279180865,4.75472092199091,0.0,0.0,0.0,0.0,39.803615310825315
2024-03-22,11.542880420244291,6.710502183702694,6.584701635237369,5.236951187180799,4.9961959279180865,4.75472092199091,0.0,0.0,0.0,0.0,39.82595227627415
2024-03-25,11.542880420244291,6.724152551476982,6.584701635237369,5.236330715918331,4.993714042868215,4.75472092199091,0.0,0.0,0.0,0.0,39.8365002877361
2024-03-26,11.542880420244291,6.726634436526853,6.584701635237369,5.236330715918331,4.993714042868215,4.75472092199091,0.0,0.0,0.0,0.0,39.838982172785975
2024-03-27,11.542880420244291,6.734080091676466,6.584701635237369,5.236454810170826,4.993714042868215,4.75472092199091,0.0,0.0,0.0,0.0,39.84655192218808
2024-03-28,11.542880420244291,6.774783006494347,6.584701635237369,5.25941224688213,4.9961959279180865,4.75472092199091,0.0,0.0,1.788688350729234,0.0,41.70138250949637
2024-04-02,11.542880420244291,6.778505834069152,6.584701635237369,5.259660435387118,4.994334514130683,4.75472092199091,0.0,0.0,1.788688350729234,0.0,41.70349211178876
2024-04-03,11.424742691870444,6.78471054669383,6.584701635237369,5.260405000902078,4.994334514130683,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.7104413899284
2024-04-05,11.424742691870444,6.8072957006476535,6.584701635237369,5.299866973195024,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.7700066311253
2024-04-08,11.418537979245768,6.808164360415107,6.584701635237369,5.300983821467466,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.76578742654051
2024-04-09,11.418537979245768,6.808164360415107,6.584701635237369,5.3011079157199585,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.76591152079301
2024-04-10,11.418537979245768,6.808164360415107,6.584701635237369,5.304706649042271,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.769510254115325
2024-04-11,11.418525569820517,6.808164360415107,6.584701635237369,5.304706649042271,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.76949784469007
2024-04-15,11.418525569820517,6.810646245464978,6.584701635237369,5.304706649042271,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.77197972973995
2024-04-17,11.418525569820517,6.811266716727446,6.584701635237369,5.304706649042271,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.772600201002405
2024-04-18,11.418525569820517,6.812755847757369,6.584701635237369,5.304706649042271,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.77408933203233
2024-04-19,11.418525569820517,6.818960560382045,6.584701635237369,5.311407738676922,4.991852629080813,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.78699513429166
2024-04-22,11.418525569820517,6.821070162674436,6.584701635237369,5.311407738676922,5.004262054330166,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.8015141618334
2024-04-23,11.418525569820517,6.828143535066568,6.584701635237369,5.3115318329294166,5.004262054330166,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.80871162847803
2024-04-24,11.24864128272238,6.8429107511132985,6.584701635237369,5.334241081135733,5.004262054330166,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.67630380563294
2024-04-25,11.24864128272238,6.843158939618285,6.584701635237369,5.334613363893214,5.004013865825179,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.676676088390415
2024-04-26,11.24342932411765,6.847626332708052,6.584701635237369,5.335482023660669,5.003467851114208,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.676254167931944
2024-04-29,11.24342932411765,6.848991369485483,6.584701635237369,5.334737458145708,5.003467851114208,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.67687463919441
2024-04-30,11.24342932411765,6.8494877464954556,6.584701635237369,5.334737458145708,5.003467851114208,4.872858650364758,0.0,0.0,1.788688350729234,0.0,41.67737101620438
2024-05-02,11.239706496542844,6.8595393809474325,6.584701635237369,5.334737458145708,5.003467851114208,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.67886014723431
2024-05-03,11.239706496542844,6.859911663704914,6.584701635237369,5.33759162595306,5.003467851114208,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.68208659779914
2024-05-06,11.239706496542844,6.860780323472368,6.584701635237369,5.33759162595306,5.009672563738884,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.68915997019127
2024-05-07,11.239706496542844,6.861152606229849,6.584701635237369,5.33759162595306,5.009672563738884,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.68953225294875
2024-05-08,11.239706496542844,6.864627245299667,6.584701635237369,5.33759162595306,5.009672563738884,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.693006892018566
2024-05-09,11.239706496542844,6.864999528057149,6.584701635237369,5.33759162595306,5.009622926037887,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.69332953707505
2024-05-10,11.244670266642585,6.868846449884448,6.5846271786858726,5.336350683428124,5.004659155938146,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.69586105982592
2024-05-13,11.269489117141292,6.8692187326419285,6.5846271786858726,5.336350683428124,5.004659155938146,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.72105219308211
2024-05-14,11.269489117141292,6.869715109651903,6.5846271786858726,5.336350683428124,5.004659155938146,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.72154857009208
2024-05-16,11.269489117141292,6.877160764801515,6.58449067500813,5.347643260405036,5.004659155938146,4.872858650364758,0.0,0.0,1.7838486748819857,0.0,41.74015029854086
2024-05-20,11.265766289566487,6.884606419951127,6.58449067500813,5.374323524691146,4.995972558263598,4.872858650364758,0.1941702768766391,0.0,1.7838486748819857,0.0,41.95603706960387
2024-05-21,11.265766289566487,6.8875846820109725,6.58449067500813,5.374571713196134,4.995972558263598,4.871121330829849,0.1941702768766391,0.0,1.7838486748819857,0.0,41.957526200633794
2024-05-22,11.262912121759136,6.893044829120688,6.58449067500813,5.381024614325797,4.995836054585856,4.871121330829849,0.1941702768766391,0.0,1.7838486748819857,0.0,41.966448577388086
2024-05-23,11.26263911440365,6.898256787725416,6.58449067500813,5.381024614325797,4.995836054585856,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,41.97151162288982
2024-05-24,11.26263911440365,6.904585594602588,6.58449067500813,5.389090740737877,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,41.98563354882358
2024-05-27,11.26263911440365,6.904585594602588,6.58449067500813,5.389214834990371,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,41.98575764307608
2024-05-28,11.26263911440365,6.906571102642483,6.58449067500813,5.389214834990371,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,41.98774315111597
2024-05-29,11.26263911440365,6.911534872742226,6.58449067500813,5.395419547615048,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,41.99891163384039
2024-05-30,11.26263911440365,6.9120312497522,6.58449067500813,5.403485674027128,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.00747413726245
2024-05-31,11.26263911440365,6.899249541745364,6.609309525506838,5.403485674027128,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.01951127975432
2024-06-03,11.250229689154297,6.9048337831075735,6.609309525506838,5.41515053376152,4.995563047230369,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.02435095560156
2024-06-04,11.250229689154297,6.911658966994719,6.609309525506838,5.420114303861262,5.0131844310844516,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.053761293442534
2024-06-05,11.250229689154297,6.914761323307057,6.609309525506838,5.420114303861262,5.011447111549542,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.05512633021996
2024-06-06,11.250229689154297,6.927294842808905,6.609309525506838,5.423588942931081,5.011447111549542,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.07113448879163
2024-06-07,11.250229689154297,6.928535785333839,6.609309525506838,5.423588942931081,5.011447111549542,4.871121330829849,0.1941702768766391,0.0,1.7839727691344793,0.0,42.072375431316566
2024-06-11,11.246630955831984,6.928535785333839,6.609309525506838,5.435874273927941,5.011447111549542,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.084660762313426
2024-06-12,11.246630955831984,6.929156256596307,6.609309525506838,5.435998368180435,5.011720118905028,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.08567833518387
2024-06-13,11.246630955831984,6.932879084171113,6.609309525506838,5.4361224624329285,5.011720118905028,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.089525257011175
2024-06-14,11.246630955831984,6.9332513669285945,6.609309525506838,5.436246556685422,5.011720118905028,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.09002163402115
2024-06-17,11.246767459509726,6.934616403706023,6.609309525506838,5.436246556685422,5.010355082127599,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.09015813769889
2024-06-18,11.246767459509726,6.9419379646031425,6.609309525506838,5.456598014094362,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.130240581254306
2024-06-19,11.246767459509726,6.944792132410493,6.609309525506838,5.4589558048917395,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.13545253985903
2024-06-20,11.246767459509726,6.96539177832442,6.609309525506838,5.4589558048917395,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.15605218577296
2024-06-21,11.246767459509726,6.96712909785933,6.609309525506838,5.457342579609324,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.156176280025456
2024-06-24,11.246767459509726,6.977801203573774,6.609309525506838,5.457342579609324,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.1668483857399
2024-06-25,11.246767459509726,6.981275842643593,6.609309525506838,5.457342579609324,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.17032302480971
2024-06-26,11.246767459509726,6.981275842643593,6.609309525506838,5.457466673861817,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7839727691344793,0.0,42.17044711906221
2024-06-27,11.246767459509726,6.981275842643593,6.609309525506838,5.457466673861817,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7919148012940658,0.0,42.17838915122179
2024-06-28,11.246767459509726,6.982516785168529,6.609309525506838,5.458831710639245,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7919148012940658,0.0,42.18099513052416
2024-07-02,11.246767459509726,6.983881821945957,6.609309525506838,5.458831710639245,5.0227645073769525,4.871121330829849,0.19776901019895168,0.0,1.7919148012940658,0.0,42.18236016730159
2024-07-03,11.246767459509726,6.992816608125492,6.609309525506838,5.4575907681143105,5.0227645073769525,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.18963209049771
2024-07-04,11.24689155376222,6.993188890882973,6.609309525506838,5.44952464170223,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.179580456045734
2024-07-05,11.24689155376222,6.99480211616539,6.609309525506838,5.448035510672308,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.179704550298226
2024-07-08,11.24689155376222,6.997532189720247,6.609309525506838,5.448035510672308,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.182434623853084
2024-07-09,11.24689155376222,6.9993936035076505,6.609309525506838,5.451386055489634,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.18764658245781
2024-07-10,11.24689155376222,7.004729656364872,6.609309525506838,5.450021018712205,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.191617598537604
2024-07-11,11.242051877914973,7.011182557494536,6.609309525506838,5.450021018712205,5.020282622327081,4.870699410371372,0.19776901019895168,0.0,1.7919148012940658,0.0,42.19323082382002
2024-07-12,11.238329050340166,7.023716076996384,6.609309525506838,5.448159604924801,5.020282622327081,4.868093431069006,0.19776901019895168,0.0,1.7919148012940658,0.0,42.197574122657294
