date,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,0.0,0.0,0.3698751650604912,39.763059744663046,12.005218731448911,27.885628444240552,0.0,19.976217914587007,0.0
2024-03-04,52.27037351014807,0.0,0.0,0.19362538316272676,18.96115431030031,5.736944850939972,13.296551859817033,0.0,9.541350085631887,0.0
2024-03-05,52.256240270501166,0.0,0.0,0.19927867902149252,18.96115431030031,5.739771498869355,13.302205155675798,0.0,9.541350085631887,0.0
2024-03-06,39.52969239241844,0.0,23.5839828960734,0.150481563415076,14.31816067217489,4.360962111239686,9.624416587781242,0.0,7.19536667052796,1.2369371063693126
2024-03-07,39.58476814274097,0.0,23.607918560394296,0.15063428894088135,14.317735747416252,4.283126825118697,9.614954613247745,0.0,7.202669333612922,1.2381924885282374
2024-03-08,37.016538974851635,0.0,21.971930708901183,0.1406411035933842,13.367887023819398,3.973047339416437,8.97709171872665,6.6699791470139,6.726834061232504,1.1560499224449097
2024-03-11,37.071312102898,0.0,21.963605782749788,0.1286228956770802,13.362822076466891,4.035354904370073,8.973690396075362,6.667451964283995,6.641527969806443,1.1556119076723717
2024-03-12,37.14854548182013,0.0,21.973903326356975,0.12868319997730387,13.369087179037415,4.087124072730308,8.821283235653473,6.670577970916519,6.644641822083884,1.1561537114239937
2024-03-13,37.153175850483514,0.0,21.941291089395463,0.12849221674832098,13.369166923999723,4.209550445974571,8.748427439538785,6.660677933302499,6.63478027721369,1.154437823343442
2024-03-14,37.176685312353385,0.0,21.94282104071489,0.12850117642328948,13.370099146925515,4.181952246851039,8.749037461439935,6.661142377849123,6.635242915934351,1.1545183215084691
2024-03-15,37.18129560289491,0.0,21.942602463177657,0.12849989639322307,13.371958210718034,4.175933850086203,8.748950310245569,6.6610760246626555,6.63517682073844,1.1545068210832987
2024-03-18,37.28693348328317,0.0,21.974100251579802,0.1087431638709797,13.397357317645744,4.137414007352594,8.622634544375023,6.671243456928819,6.645304720592621,1.1562690543712428
2024-03-19,37.25430446892178,0.0,21.96337349992045,0.10877897634911529,13.40176948066302,4.168715753209684,8.625474243902783,6.673440503179211,6.647493224417037,1.156649849436923
2024-03-20,37.25442186304924,0.0,21.954051063338344,0.10878223319864895,13.402170730501439,4.169838566966333,8.632718506131317,6.673640306416198,6.647692250790832,1.1566844796076525
