date,CCB INTERNATIONAL SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,69.10280943668478,30.897190563315224,0.0,0.0,0.0,0.0
2024-03-19,69.10182007102497,30.898179928975022,0.0,0.0,0.0,0.0
2024-04-03,69.10083073369486,30.899169266305144,0.0,0.0,0.0,0.0
2024-04-08,69.10023714489452,30.89976285510547,0.0,0.0,0.0,0.0
2024-04-11,69.09904999788756,30.90095000211243,0.0,0.0,0.0,0.0
2024-04-16,69.0976650445998,30.902334955400214,0.0,0.0,0.0,0.0
2024-04-18,69.09746719866212,30.902532801337884,0.0,0.0,0.0,0.0
2024-04-24,22.782938107637086,10.190181415486402,0.0,0.0,0.0,0.0
2024-04-26,22.782938107637086,10.191219909632128,0.0,0.0,0.0,0.0
2024-04-30,22.782938107637086,10.19216399521915,0.0,0.0,0.0,0.0
2024-05-06,69.09113672681336,30.908863273186636,0.0,0.0,0.0,0.0
2024-05-07,69.09093891825867,30.909061081741328,0.0,0.0,0.0,0.0
2024-05-08,69.09045481074412,30.909545189255883,0.0,0.0,0.0,0.0
2024-05-09,69.0902570052744,30.909742994725608,0.0,0.0,0.0,0.0
2024-05-13,69.0973787158157,30.902621284184313,0.0,0.0,0.0,0.0
2024-05-14,69.09698302671299,30.903016973287006,0.0,0.0,0.0,0.0
2024-05-16,22.783618047753475,10.18986687940785,0.0,0.0,0.0,0.0
2024-05-17,69.09658734214213,30.90341265785787,0.0,0.0,0.0,0.0
2024-05-20,69.0960146911326,30.90398530886741,0.0,0.0,0.0,0.0
2024-05-27,69.0958168521862,30.904183147813786,0.0,0.0,0.0,0.0
2024-05-30,22.78342922421851,10.190338938245262,0.0,0.0,0.0,0.0
2024-06-03,68.21079897473591,30.51004102458057,0.0,0.0,1.2791600006835218,0.0
2024-06-12,22.78342922421851,10.190999820617641,0.0,0.0,0.4272586127134886,0.0
2024-06-13,68.21022057127715,30.510630274863882,0.0,0.0,1.2791491538589745,0.0
2024-06-14,68.21041337134014,30.512695104655606,0.0,0.0,1.276891524004256,0.0
2024-06-24,22.78342922421851,10.191849526524987,0.9523787044817267,0.0,0.426503318573627,0.0
2024-06-25,22.78342922421851,10.19269923243233,0.952284292714244,0.0,0.4257480244337654,0.0
2024-06-26,66.31945395960199,29.68027477129564,2.760976857933887,0.0,1.23929441116848,0.0
2024-06-27,22.78342922421851,10.194398644247018,0.948507822014936,0.0,0.4257480244337654,0.0
2024-06-28,22.78342922421851,10.194493056014501,0.9484134102474532,0.0,0.4257480244337654,0.0
2024-07-02,66.32328161894559,29.694355386285327,2.7429970571246045,0.0,1.2393659376444857,0.0
2024-07-03,66.32309933943424,29.702518822235085,2.7350193068960875,0.0,1.2393625314346002,0.0
2024-07-09,22.78342922421851,10.176365996657823,0.9395387041040796,0.0,0.4257480244337654,0.0
2024-07-16,22.789604335807905,10.178935275469046,0.9397933521767339,0.0,0.4258634171401913,0.0
2024-07-18,66.37618498773924,29.646252040379302,2.7372084427247714,0.0,1.2403545291566822,0.0
2024-07-19,66.37600241731849,29.654697174364102,2.7289492908067565,0.0,1.2403511175106483,0.0
2024-07-22,22.789415461095114,10.181957270873724,0.936960231484848,0.0,0.4258634171401913,0.0
2024-07-23,66.37581744793054,29.65486030818461,2.7289643030633695,0.0,1.2403579408214842,0.0
2024-07-24,66.37526974120757,29.655440768168656,2.728941784740387,0.0,1.2403477058833818,0.0
2024-07-29,66.4502068837057,29.5900658878439,2.7179791800426676,0.0,1.24174804840772,0.0
2024-08-01,66.45386668262323,29.595275512267637,2.7181288749454744,0.0,1.2327289301636548,0.0
2024-08-09,66.45368368310298,29.59546939159247,2.718121389808718,0.0,1.2327255354958337,0.0
2024-08-19,65.92372413926172,29.366825264813144,2.696444722812838,0.790111164536288,1.222894708576017,0.0
2024-08-29,22.79824278478932,10.17012403483065,0.9182158030331802,0.2732422415641861,0.422910732522558,0.0
2024-08-30,65.92322889034597,29.408674387808897,2.655105971345964,0.7901052288628613,1.2228855216363164,0.0
2024-09-02,65.47250703438722,29.20814779122064,2.6369528209114983,0.7847032226026988,1.214524565396539,0.6831645654814057
2024-09-03,65.47250703438722,29.209775665483107,2.6369528209114983,0.7847032226026988,1.2128966911340735,0.6831645654814057
2024-09-09,65.47250703438722,29.229038844255612,2.619046204024376,0.7847032226026988,1.2115401292486856,0.6831645654814057
2024-09-26,65.472329399854,29.22923085411166,2.6190390982471423,0.7847010936115087,1.2115368421992798,0.6831627119764124
2024-10-02,65.46571444996427,29.235788302242078,2.619067521587427,0.7847096096455841,1.2115499905039218,0.6831701260567311
2024-10-03,65.46411592671181,29.23751620269793,2.619003569939328,0.7846904488288423,1.2115204072197918,0.6831534446023078
2024-10-07,22.79503067096334,10.180988537477338,0.9119805232533423,0.2732422415641861,0.42187151922591837,0.2378853709944232
2024-10-08,65.46417047555184,29.2373035253068,2.61908173348892,0.7847138677319377,1.211556564763263,0.6831738331572372
2024-10-09,65.46079596818424,29.24230766824007,2.6189467266517177,0.7846734177772698,1.2101376018199899,0.683138617326706
2024-10-10,22.79503067096334,10.183161438006676,0.9119805232533423,0.2732422415641861,0.4213991495456276,0.2378853709944232
2024-10-14,65.46008558991007,29.24280422912095,2.6189183059332044,0.7846649025287141,1.2101244694489517,0.6834025030581143
2024-10-15,65.45981429078222,29.243075528248802,2.6189183059332044,0.7846649025287141,1.2101244694489517,0.6834025030581143
2024-10-21,22.793896983730644,10.185334338536013,0.9119805232533423,0.2732422415641861,0.4213991495456276,0.23797984493048135
2024-10-23,22.793330140114296,10.185901182152362,0.9119805232533423,0.2732422415641861,0.4213991495456276,0.23797984493048135
2024-10-24,22.79191303107342,10.187318291193234,0.9119805232533423,0.2732422415641861,0.4213991495456276,0.23797984493048135
2024-10-25,22.787189334270515,10.193836992781247,0.9119805232533423,0.2732422415641861,0.42045441018504615,0.23797984493048135
2024-10-28,65.41142731627465,29.29453456101626,2.6187406904168595,0.7846116864121578,1.2073295913041484,0.6833561545759272
2024-10-29,65.397049437675,29.30891243961591,2.6187406904168595,0.7846116864121578,1.2073295913041484,0.6833561545759272
2024-10-30,65.39669462041611,29.309295980129313,2.6187264822163137,0.7846074294346601,1.2073230408346722,0.6833524469689373
2024-11-04,65.51328152702087,29.183814627189065,2.6233950548647886,0.7860061997185077,1.2089318877437591,0.6845707034630204
