date,CCB INTERNATIONAL SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-11-07,22.78872606202462,10.15165375038522,0.9125452101361456,0.27341142972742516,0.4205256854074064,0.23812719906072577
2024-11-08,65.51292544739039,29.184199529311687,2.6233807961141964,0.7860019275955026,1.2089253169231584,0.6845669826650777
2024-11-14,65.51256937163062,29.184584427250275,2.6233665375186033,0.7859976555189372,1.2089187461739854,0.6845632619075814
2024-11-15,65.51239133520225,29.18613567060441,2.62335940827893,0.785995519498069,1.207556664872345,0.6845614015440007
2024-11-22,65.51203526524846,29.186520554881803,2.6233451499158287,0.7859912474911617,1.2075501016155763,0.6845576808471731
2024-12-02,65.51185723172304,29.188343537302735,2.6233380207924006,0.7843585696539577,1.2075468200139463,0.6845558205139262
2024-12-10,22.788631529591488,10.153449866614737,0.9125452101361456,0.27284423512863026,0.42005302324174404,0.23812719906072577
2024-12-12,65.4990846538889,29.20111611513686,2.6233380207924006,0.7843585696539577,1.2075468200139463,0.6845558205139262
2024-12-18,65.49801668131524,29.202270501746003,2.623295246865521,0.7843457805677476,1.2075271307787148,0.6845446587267757
2024-12-27,65.49801668131524,29.557921344734417,2.623295246865521,0.7843457805677476,0.8518762877902977,0.6845446587267757
2024-12-30,65.49783868927224,29.55811277235511,2.6232881180133196,0.7843436490939264,0.8518739728011036,0.684542798464305
2025-01-10,65.49730471894753,29.55868704897474,2.6232667316891876,0.7843372547419696,0.851867027909013,0.6845372177375562
2025-01-21,65.5088760255873,29.54624229211395,2.6237301801300137,0.7844758223810894,0.8520175259278024,0.6846581538598403
2025-02-04,65.50620536117907,29.549114549349188,2.6236232159560875,0.7844438408881214,0.8519827908961589,0.6846302417313739
2025-02-05,65.50567125442784,29.5496889726934,2.623601824167865,0.7844374449024423,0.8519758442296858,0.6846246595787794
2025-02-11,65.50495912564114,29.550454855914705,2.623573302326198,0.7844289170837789,0.8519665821839326,0.6846172168502518
2025-02-13,65.50478109586375,29.55064632411813,2.6235661719626773,0.7844267851580843,0.85196426670396,0.6846153561934046
2025-02-25,65.50353491451713,29.551986572401734,2.6235162605032323,0.7844118620026886,0.8519480586965538,0.6846023318786566
2025-02-27,65.5026448140133,29.5529438613836,2.6234806106234454,0.7844012029536083,0.8519364819259674,0.6845930291000916
2025-03-03,65.50175473769953,29.553901124349412,2.623444961712508,0.7843905441942068,0.8519249054700008,0.6845837265743462
2025-03-05,65.50317887141271,29.554543682813932,2.623502000435053,0.7844075983482943,0.8497692362531067,0.6845986107368915
2025-03-06,65.50300085131195,29.554735134701428,2.623494870459096,0.7844054665384783,0.8497669268078604,0.6845967501811786
2025-03-14,65.43080454817935,29.522160403940127,2.6206032986460057,0.8937592220202845,0.8488303280285291,0.6838421991856927
2025-03-24,65.4306269212488,29.522351732205255,2.6205961844171135,0.8937567957058237,0.8488280236838588,0.683840342739151
2025-03-25,22.78568312861077,10.281013175794806,0.9126012859091694,0.3112435276755977,0.2955974486019212,0.2381418319431485
2025-03-27,65.42689697847493,29.52636938582168,2.620446794532571,0.893705846145066,0.8487796353357385,0.6838013596900057
2025-03-28,65.42565375871713,29.52770850190437,2.6203970016892653,0.8936888642489819,0.8487635071123104,0.6837883663279475
2025-03-31,22.78568312861077,10.283660246574643,0.9126012859091694,0.3112435276755977,0.2955974486019212,0.2381418319431485
2025-04-08,65.42014863909247,29.53363826145023,2.6201765132702795,0.8936136664661205,0.8486920894898451,0.683730830231045
2025-04-09,22.78568312861077,10.28848169692363,0.9126012859091694,0.3112435276755977,0.29370668375918085,0.2381418319431485
2025-04-10,22.78568312861077,10.288576235165769,0.9126012859091694,0.3112435276755977,0.29370668375918085,0.2381418319431485
2025-04-11,65.41872811344625,29.540596831479093,2.620119619056308,0.8935942626408856,0.8432451895996876,0.6837159837777783
2025-04-14,65.41837299167375,29.540979316263872,2.6201053958888734,0.8935894118162426,0.8432406120920681,0.6837122722652031
2025-04-15,65.4181954322333,29.54117055709904,2.6200982843630634,0.8935869864236702,0.8432383233568951,0.6837104165240262
2025-04-24,65.41801787375672,29.541361796896076,2.6200911728758576,0.8935845610442641,0.8432360346341461,0.6837085607929231
2025-04-30,22.78568312861077,10.289616155829275,0.9126012859091694,0.3112435276755977,0.29370668375918085,0.2381418319431485
2025-05-02,22.78568312861077,10.290561538250644,0.9126012859091694,0.3112435276755977,0.2930449160642217,0.2381418319431485
