date,JIN YI FINANCIAL GROUP LTD,BRIGHT SMART SECURITIES INTERNATIONAL,SILVERBRICKS SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0,69.04083570750238,0.0,0.0,0.0,30.959164292497626
2024-03-26,0.0,0.0,0.0,69.05063291139241,0.0,0.0,0.0,30.949367088607595
2024-04-15,0.0,0.0,0.0,69.29356357927786,0.0,0.0,0.0,30.706436420722135
2024-04-16,0.0,0.0,0.0,69.35130053274835,0.0,0.0,0.0,30.648699467251646
2024-05-02,0.0,0.0,0.0,50.43181818181818,0.0,27.363636363636363,0.0,22.204545454545453
2024-05-03,0.0,0.0,52.8802533595823,23.784558760592315,0.0,12.88196524865189,0.0,10.453222631173501
2024-05-07,0.0,0.0,52.77860834650377,23.93105804963479,0.0,12.857203878518645,0.0,10.433129725342788
2024-05-20,0.0,0.0,52.86328534451409,23.809014482212763,0.0,12.877831732517594,0.0,10.449868440755557
2024-05-21,0.0,0.0,52.9085576037853,23.743764317982315,0.0,12.88886034213287,0.0,10.458817736099514
2024-05-22,0.0,0.0,52.9085576037853,23.75446935148907,0.0,12.88886034213287,0.0,10.44811270259276
2024-05-23,0.0,0.0,52.936892164003254,23.71363694785999,0.0,12.895762820787454,0.0,10.4537080673493
2024-05-24,0.0,0.0,47.81086153191325,21.417377677172208,0.0,11.647029233656433,9.683285932632964,9.441445624625148
2024-05-31,0.0,0.0,47.8339979094886,21.37935039293872,0.0,11.652665402036314,9.68797181680926,9.446014478727111
2024-06-14,0.0,0.0,42.97589649055685,19.22541824632187,10.138777781642377,10.469201071267086,8.704045076692985,8.486661333518834
2024-06-20,0.0,0.0,42.96842398108221,19.239463068576992,10.137014883850327,10.467380720545277,8.702531645569621,8.485185700375574
2024-06-24,0.0,0.0,42.960954069747224,19.25350300754494,10.135252599005598,10.465561002746774,8.701018740655748,8.48371058029971
2024-08-27,0.0,0.0,42.960954069747224,19.31434929244463,10.083098640520149,10.465561002746774,8.701018740655748,8.475018253885471
2024-08-28,0.0,0.0,42.960954069747224,19.48819582072946,10.083098640520149,10.465561002746774,8.701018740655748,8.30117172560064
2024-08-29,0.0,0.0,42.964688700731955,19.481196863536,10.083975172557679,10.466470782551246,8.701775127353653,8.301893353269469
2024-08-30,0.0,0.0,42.905012413841,19.593034359428444,10.069968921992464,10.451933260412869,8.689688699064188,8.290362345261038
2024-09-02,0.0,0.0,42.905012413841,19.70588745941629,10.069968921992464,10.339080160425022,8.689688699064188,8.290362345261038
2024-10-09,0.0,0.0,42.905012413841,19.671163428650797,10.104692952757956,10.339080160425022,8.689688699064188,8.290362345261038
2024-10-14,0.0,27.962008209029932,30.924016418059864,14.178095905496047,7.283011312443688,7.451947141856041,6.263139453398739,5.937781559715687
2024-10-16,0.0,27.963757868522155,30.925951418524033,14.222783986384172,7.283467030422866,7.452413430613087,6.213473162551466,5.938153102982216
2024-10-31,0.0,27.96025876847229,30.92208165972196,14.233517274171954,7.282555651488419,7.451480911445625,6.21269567175945,5.937410062940301
2024-11-07,0.0,27.962008209029932,30.924016418059864,14.22815096606267,7.283011312443688,7.451947141856041,6.2130843928321156,5.937781559715687
2024-11-18,0.0,27.951514848264992,30.912411498336294,14.222811538365315,7.317805408921468,7.4491506342098015,6.210752795776938,5.935553276125191
2024-12-05,0.0,27.947745786253236,30.92208165972196,14.208491309733848,7.320094598145577,7.451480911445625,6.21269567175945,5.937410062940301
2024-12-06,0.0,27.963491586538463,30.939503205128204,14.16015625,7.32421875,7.455679086538461,6.216195913461538,5.940755208333334
2024-12-23,0.0,27.963491586538463,30.939503205128204,14.166416266025642,7.317958733974359,7.455679086538461,6.216195913461538,5.940755208333334
2024-12-27,0.0,27.996292213648662,30.955005511574306,14.173514380198416,7.321625413368073,7.390520092193606,6.219310552159535,5.943731836857401
2025-01-02,0.0,27.999799554007666,30.958883515822706,14.175290020295156,7.310014782891934,7.391445967277193,6.220089699581569,5.944476460123775
2025-01-15,0.0,28.003307773267178,30.962762491855862,14.17080138325064,7.304665965017791,7.392372074374781,6.220869042249285,5.945221269984464
2025-01-16,0.0,28.0068168717576,30.9666424400391,14.15378060700233,7.305581313751534,7.399563920703741,6.221648580236085,5.945966266509611
2025-01-17,0.0,28.01759244176576,30.964702344405882,14.152893856428634,7.30512361071084,7.392835214956081,6.221258786823211,5.945593744909594
2025-01-24,0.0,28.22600914894687,30.635148042024834,14.188407982707485,7.326697833408737,7.4146684763484645,6.239632031367818,5.969436485195797
2025-01-27,0.0,28.42359303530363,29.645447423618304,14.486618988653307,7.581309544868716,7.4675899016956855,6.273533648378864,6.1219074574814885
2025-02-03,0.0,28.499342371509513,29.67169162282477,14.379299878591665,7.569050991501417,7.47420072845002,6.279087414002428,6.127326993120194
2025-02-04,0.0,28.50474973753115,29.67732142631266,14.363054504977422,7.570487116890345,7.475618857280191,6.280278786192241,6.128489570815994
2025-02-05,0.0,28.513766575564333,29.686709181091203,14.380251037554409,7.572881870634679,7.477983601579107,6.282265411478895,6.086142322097379
2025-02-10,0.0,28.50294705421062,29.675444587791862,14.374794465103335,7.57000834787888,7.475146087880398,6.279881611899523,6.121777845235385
2025-02-12,0.0,28.4315214090495,29.686709181091203,14.42453689644701,7.572881870634679,7.477983601579107,6.282265411478895,6.124101629719608
2025-02-13,0.0,28.399812651113333,29.69986202007671,14.430927756750256,7.5762370722938845,7.4812967581047385,6.285048799321494,6.126814942339583
2025-02-17,0.0,28.3872355501569,29.686709181091203,14.468822755339609,7.572881870634679,7.477983601579107,6.282265411478895,6.124101629719608
2025-02-21,0.0,28.378258724717607,29.67732142631266,14.495870068431637,7.570487116890345,7.475618857280191,6.280278786192241,6.122165020175316
2025-02-24,0.0,28.356737490046385,29.654815020791993,14.484876827988927,7.564745882680081,7.469949568360783,6.275516007937611,6.193359202194219
2025-02-25,0.0,28.337038346890314,29.634214116101653,14.531652604456122,7.5594907290456215,7.464760268781892,6.2711564694589,6.201687465265498
2025-02-27,0.0,28.335248872778713,29.63234272579158,14.537049900855045,7.559013349836443,7.464288871768317,6.2707604481099315,6.201295830859972
2025-02-28,0.0,28.333459624662172,29.630471571821882,14.555075648505975,7.558536030916117,7.463817534288096,6.270364476775024,6.188275113030739
2025-03-11,0.0,28.344198504143925,29.6417020416414,14.522690519506773,7.561400848999393,7.466646452395391,6.2727410551849605,6.190620578128159
2025-03-13,0.0,28.47497060199527,29.666063954885125,14.578881484946956,7.333695803355798,7.472783137557373,6.277896493734748,6.1957085235247265
2025-03-20,0.0,28.48757779689318,29.67919850225168,14.585336234377372,7.336942771846379,7.476091686484845,6.280676010727117,6.1541769974194205
2025-03-25,0.0,28.48937973610637,29.68107581565398,14.579933457310206,7.337406859210343,7.476564575505712,6.281073285513681,6.15456627069971
2025-04-02,0.0,28.464173312941593,29.654815020791993,14.352161987941908,7.634263179847567,7.469949568360783,6.275516007937611,6.149120922178546
2025-04-03,0.0,28.48037231889923,29.67169162282477,14.303419668150546,7.6386078510724404,7.47420072845002,6.279087414002428,6.152620396600566
2025-04-09,0.0,28.48037231889923,29.67169162282477,14.347683124241199,7.594344394981789,7.47420072845002,6.279087414002428,6.152620396600566
2025-04-11,0.0,28.482173346655372,29.67356798664424,14.342266685216334,7.594824642391895,7.4746733782741215,6.279484487839428,6.153009472978613
2025-04-14,0.0,28.48037231889923,29.67169162282477,14.347683124241199,7.594344394981789,7.47420072845002,6.279087414002428,6.152620396600566
2025-04-24,51.869129812776016,14.007588480437894,13.556633700317223,7.072214965478634,3.7351495925856812,3.6760589662250416,3.088262735584997,2.9949617465945138
