date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,ZINVEST GLOBAL LTD
2024-03-01,0.0,92.63242807206238,7.367571927937617,0.0,0.0,0.0,0.0
2024-03-04,0.0,51.64147993746743,48.35852006253257,0.0,0.0,0.0,0.0
2024-03-05,0.0,53.086419753086425,46.913580246913575,0.0,0.0,0.0,0.0
2024-03-06,0.0,52.18307738632942,47.816922613670584,0.0,0.0,0.0,0.0
2024-03-07,0.0,10.598572213069742,89.40142778693026,0.0,0.0,0.0,0.0
2024-03-11,0.0,5.787037037037037,94.21296296296296,0.0,0.0,0.0,0.0
2024-03-13,0.0,40.93778178539225,59.06221821460775,0.0,0.0,0.0,0.0
2024-03-14,0.0,70.68437180796732,29.31562819203269,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.012929362582424686,99.98707063741757,0.0,0.0,0.0,0.0
2024-03-18,0.0,0.012929362582424686,99.98707063741757,0.0,0.0,0.0,0.0
2024-03-19,0.0,76.05633802816901,23.943661971830984,0.0,0.0,0.0,0.0
2024-03-21,0.0,64.72114137483787,35.27885862516213,0.0,0.0,0.0,0.0
2024-03-26,0.0,58.345221112696144,41.65477888730385,0.0,0.0,0.0,0.0
2024-03-27,0.0,74.8834110592938,25.116588940706198,0.0,0.0,0.0,0.0
2024-03-28,0.0,69.63594113090628,30.364058869093725,0.0,0.0,0.0,0.0
2024-04-02,0.0,52.05314009661836,47.94685990338164,0.0,0.0,0.0,0.0
2024-04-05,0.0,76.57004830917874,23.42995169082126,0.0,0.0,0.0,0.0
2024-04-08,0.0,86.22129436325679,13.778705636743215,0.0,0.0,0.0,0.0
2024-04-09,0.0,57.51565762004175,42.48434237995824,0.0,0.0,0.0,0.0
2024-04-15,0.0,58.91088609128447,41.08911390871553,0.0,0.0,0.0,0.0
2024-04-18,0.0,59.415666360433306,40.584333639566694,0.0,0.0,0.0,0.0
2024-04-19,0.0,86.0199684927648,13.980031507235188,0.0,0.0,0.0,0.0
2024-04-22,0.0,27.22561437845437,72.77438562154563,0.0,0.0,0.0,0.0
2024-04-23,0.0,25.02032996568026,74.97967003431974,0.0,0.0,0.0,0.0
2024-04-24,0.0,43.21392637106667,56.78607362893333,0.0,0.0,0.0,0.0
2024-04-25,0.0,52.56352687874916,47.43647312125085,0.0,0.0,0.0,0.0
2024-04-26,0.0,39.34313622763205,58.67765708497782,0.0,1.979206687390125,0.0,0.0
2024-04-29,0.0,56.44350004757223,41.39989216961086,0.0,2.15660778281691,0.0,0.0
2024-05-06,0.0,63.87154138760135,34.33963455376732,0.0,1.788824058631339,0.0,0.0
2024-05-09,0.0,62.87907432057969,35.359897238810994,0.0,1.761028440609316,0.0,0.0
2024-05-17,0.0,55.164516583435194,43.290513429878814,0.0,1.5449699866859938,0.0,0.0
2024-05-20,0.0,30.19779556092405,52.690120287885655,0.0,17.112084151190295,0.0,0.0
2024-05-23,0.0,27.4360967579679,57.01678174585029,0.0,15.54712149618181,0.0,0.0
2024-05-28,0.0,21.529297786070543,66.27076680182282,0.0,12.19993541210664,0.0,0.0
2024-05-29,0.0,71.55029986080214,24.02659069325736,0.0,4.423109445940496,0.0,0.0
2024-05-30,0.0,22.76511024065395,75.85764109710009,0.0,1.3772486622459685,0.0,0.0
2024-05-31,0.0,54.13119992721855,43.93554293252364,0.0,1.9332571402578054,0.0,0.0
2024-06-07,0.0,95.50714292895273,1.0747066925373734,0.0,3.4181503785098877,0.0,0.0
2024-06-11,0.0,68.53516657852988,29.66684294024326,0.0,1.7979904812268643,0.0,0.0
2024-06-13,0.0,74.06605305901462,24.093123984840283,0.0,1.8408229561451002,0.0,0.0
2024-06-24,0.0,74.53482190324296,23.657628920786816,0.0,1.8075491759702287,0.0,0.0
2024-06-25,0.0,76.2360446570973,21.95640616693248,0.0,1.8075491759702287,0.0,0.0
2024-06-27,0.0,85.00503186850051,13.854411271385441,0.0,1.1405568601140557,0.0,0.0
2024-07-02,0.0,57.317349016059715,41.91359420945487,0.0,0.7690567744854105,0.0,0.0
2024-07-08,90.85114748670405,5.243879726010388,3.834612917244377,0.0,0.07035987004118122,0.0,0.0
2024-07-09,83.4012788941084,12.693748318606046,3.834612917244377,0.0,0.07035987004118122,0.0,0.0
2024-07-16,87.37939856470742,8.529367127029898,4.017518374780478,0.0,0.0737159334822106,0.0,0.0
2024-07-18,84.34403659779286,8.529367127029898,7.052880341695032,0.0,0.0737159334822106,0.0,0.0
2024-07-19,84.34403659779286,8.63777291156256,6.944474557162369,0.0,0.0737159334822106,0.0,0.0
2024-07-23,85.83280012355758,7.02513072832778,7.067052048628732,0.0,0.07501709948591223,0.0,0.0
2024-07-26,85.83280012355758,6.588266443086292,7.5039163338702215,0.0,0.07501709948591223,0.0,0.0
2024-07-29,86.46618212531395,6.405725589562357,7.052521615434198,0.0,0.07557066968949346,0.0,0.0
2024-07-30,89.88927089223108,6.659320310303069,3.3728463788155048,0.0,0.07856241865034848,0.0,0.0
2024-07-31,89.88927089223108,6.751746685185831,3.280420003932742,0.0,0.07856241865034848,0.0,0.0
2024-08-01,91.3965804671078,0.22785988301376398,8.29135056267769,0.0,0.08420908720073886,0.0,0.0
2024-08-02,91.3965804671078,2.803667256212835,5.71554318947862,0.0,0.08420908720073886,0.0,0.0
2024-08-06,91.3965804671078,2.927504149155098,5.591706296536357,0.0,0.08420908720073886,0.0,0.0
2024-08-08,87.40903251436694,6.915052101895967,5.591706296536357,0.0,0.08420908720073886,0.0,0.0
2024-08-12,90.20160411228531,3.941144552338885,5.770351909448753,0.0,0.08689942592705714,0.0,0.0
2024-08-13,91.87827976326999,4.014402907031688,4.018802609309822,0.0,0.08851472038850673,0.0,0.0
2024-08-19,92.10367326422862,4.989862384710561,2.8177324885712056,0.0,0.08873186248962293,0.0,0.0
2024-08-20,91.53037954296536,4.8602496674463636,3.5211912331885022,0.0,0.08817955639977394,0.0,0.0
2024-08-21,91.53037954296536,5.135162402104483,3.246278498530384,0.0,0.08817955639977394,0.0,0.0
2024-08-22,91.88545612984979,6.472493594548526,1.5535286415652292,0.0,0.08852163403646414,0.0,0.0
2024-08-30,91.88545612984979,6.581843848358275,1.4441783877554792,0.0,0.08852163403646414,0.0,0.0
2024-09-03,91.88545612984979,6.5766366934149545,1.4441783877554792,0.0,0.08852163403646414,0.0,0.0052071549433214195
2024-09-04,90.47214864175136,8.013599021141186,1.4219652082651328,0.0,0.08716006612885488,0.0,0.0051270627134620515
2024-09-11,90.71866238555741,7.762959322350202,1.4258397041438522,0.0,0.08739755528473739,0.0,0.005141032663808081
2024-09-19,89.5674889201727,8.933400232319164,1.4077465269503173,0.0,0.08628852497126464,0.0,0.005075795586544979
2024-09-20,89.5674889201727,8.608549314780285,1.732597444489196,0.0,0.08628852497126464,0.0,0.005075795586544979
2024-09-23,86.26822178891848,11.907816446034522,1.732597444489196,0.0,0.08628852497126464,0.0,0.005075795586544979
2024-09-24,90.72107938654914,7.360812454345214,1.8220279385268072,0.0,0.09074243054667777,0.0,0.005337790032157516
2024-09-25,91.29562599089138,6.774118259420636,1.8335670424723944,0.0,0.09131711237027262,0.0,0.005371594845310155
2024-09-26,77.19684081603548,21.170992864651854,1.5504092509031318,0.0,0.07721500905345982,0.0,0.004542059356085871
2024-09-30,83.0351304165998,15.20926479759454,1.6676645441312223,0.0,0.08305467269252745,0.0,0.0048855689819133795
2024-10-02,83.4141291147261,15.278684710935147,1.2188445454810926,0.0,0.08343376058780556,0.0,0.004907868269870916
2024-10-03,82.49590024994137,16.215095259147517,1.201891607859421,0.0,0.08227327843769819,0.0,0.004839604613982247
2024-10-07,83.17416340946734,15.68969391312579,1.0483135713778604,0.0,0.08294971124961545,0.0,0.004879394779389144
2024-10-08,84.34294417042362,14.50989579841413,1.05809673214386,0.0,0.08411533796182104,0.0,0.004947961056577708
2024-10-09,84.33877112087296,14.509177889942503,1.0580443805199506,0.004947716245504691,0.08411117617357973,0.0,0.004947716245504691
2024-10-10,80.50429103060682,18.34365798020864,1.0580443805199506,0.004947716245504691,0.08411117617357973,0.0,0.004947716245504691
2024-10-14,77.88200142048933,18.35355341269965,3.670438558146427,0.004947716245504691,0.08411117617357973,0.0,0.004947716245504691
2024-10-15,89.57876469398191,6.091424288700733,4.22168595987593,0.005690792496917724,0.09674347244760131,0.0,0.005690792496917724
2024-10-17,90.14784394367368,6.091424288700733,3.6526067101841573,0.005690792496917724,0.09674347244760131,0.0,0.005690792496917724
2024-10-18,94.16697949649408,1.898676425173929,3.815453882641705,0.005944509784514493,0.10105666633674637,0.0,0.011889019569028986
2024-10-22,95.87099870515749,0.11741035129600753,3.8844972643085542,0.006052079963711729,0.10288535938309938,0.0,0.018156239891135188
2024-10-23,95.75162243118211,0.24178176234122117,3.879660381247527,0.006044544058530529,0.10275724899501898,0.0,0.018133632175591587
2024-10-24,95.52067086975306,0.24119858814406428,4.111501283327238,0.006029964703601607,0.10250939996122733,0.0,0.018089894110804822
2024-10-28,95.75162243118211,1.722695056681201,2.398747086907548,0.006044544058530529,0.10275724899501898,0.0,0.018133632175591587
2024-10-29,91.61572824417412,2.05056073137405,6.217327847806274,0.0055420560307406766,0.09421495252259149,0.0,0.01662616809222203
2024-10-30,97.02718277788807,0.07384540577908465,2.7796830839204754,0.005680415829160358,0.09656706909572609,0.0,0.017041247487481075
2024-10-31,97.0216715435,0.30672503151741703,2.5523214682813657,0.005680093176248463,0.09656158399622387,0.0,0.01704027952874539
2024-11-01,97.8468483382254,0.4145578138685835,1.6209490628892609,0.005602132619845723,0.09523625453737729,0.0,0.016806397859537168
2024-11-04,96.76805446402625,1.180098225171052,1.935499598461883,0.005540367254324188,0.09418624332351119,0.0,0.016621101762972563
2024-11-05,97.86877929346318,0.05603388256811129,1.9575156705756838,0.005603388256811128,0.09525760036578917,0.0,0.016810164770433386
2024-11-06,97.81946552060752,0.05586172435646595,2.007363133887426,0.0055861724356465955,0.09496493140599212,0.0,0.016758517306939787
2024-11-07,97.87413970274454,0.05030365240846901,1.952592161181845,0.0055892947120521124,0.0950180101048859,0.0,0.02235717884820845
2024-11-08,95.2339774991985,2.746454150939138,1.899920842296699,0.00543852307116661,0.09245489220983236,0.0,0.02175409228466644
2024-11-11,96.04528295677524,1.61079199924309,2.223258250249218,0.005484854260566228,0.0932425224296259,0.0,0.021939417042264913
2024-11-12,91.07149849911082,6.6742915168365595,2.135381150236105,0.00540131062802389,0.09182228067640613,0.0,0.02160524251209556
