date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,48.70722165109312,23.16409275930182,5.845924391577447,6.505217115506112,5.398976899457753,3.8068128190280373,3.316456681062521,0.0,1.7149816374200384,1.5403160455531435
2024-03-04,48.75365035819165,23.19270107481341,5.81979946440039,6.488350385207979,5.383658965474736,3.7960121602118404,3.300687978515814,0.0,1.7185949429111693,1.5465446702730135
2024-03-05,47.24357597925939,22.731807165159807,5.707262715150767,6.361489128100831,5.26836236983748,3.707591189208017,3.2376925331156805,2.526383104840255,1.700544059829233,1.5152917554985383
2024-03-06,47.161352388189606,22.784661582766205,5.7107716221350735,6.375905489723266,5.2703200958039345,3.7126523397399422,3.244253487246325,2.5323151371319277,1.689438774166133,1.5183290830975842
2024-03-07,48.04394384374488,22.301044629391757,5.637059825723174,6.2735827640937565,5.20054930319434,3.670754937742172,3.204553463633783,2.5037378787256404,1.670373402837339,1.4943999509131562
2024-03-08,46.63230368988363,22.92341673247986,5.797455303054287,6.45103090518548,5.354347816189485,3.7752016721404824,3.2629122421651764,2.546391024516391,1.7189605852449337,1.537980029140273
2024-03-11,46.545158190220576,22.972721095121752,5.811407256414998,6.459185451930057,5.362947061741877,3.7846325375544283,3.2567338553799194,2.552752186946656,1.7232547362173056,1.5312076284724352
2024-03-12,46.6204210158126,23.016617543790925,5.823639420173722,6.463675594650427,5.377100078780398,3.7953715106197063,3.264378220844627,2.3750996463983225,1.7281445071562853,1.5355524617729857
2024-03-13,45.97690811903875,23.237235064944027,5.883611467693624,6.548192126658109,5.456575151490055,3.841224015487184,3.3458834561817605,2.406155534390658,1.7480451226413791,1.5561699414744572
2024-03-14,46.32654414611763,23.038266457593075,5.826714214508652,6.500869594980522,5.407960912079989,3.8014563844101836,3.459886321581144,2.386605028462389,1.7295634483452025,1.5221334919212166
2024-03-15,46.36334050746445,23.019992784845307,5.829806465407871,6.485056378696523,5.406015118863306,3.8024036460610255,3.453696140106275,2.3878716053483755,1.728340971387556,1.5234763818193084
2024-03-18,47.1149573387924,22.52853696783998,5.788361562686547,6.420889487612853,5.367583007601853,3.7541203889948984,3.425424332858789,2.371427180977069,1.7160539557115697,1.5126457769240365
2024-03-19,47.220744233607526,22.491893401908705,5.779628060378042,6.408018718037649,5.354179533124881,3.748456157635363,3.405932959285213,2.367318678028512,1.7134647668674692,1.5103634911266397
2024-03-20,47.238750767985735,22.476309930102015,5.781731152687512,6.394293036274415,5.354261132673418,3.748513811529796,3.405645684172405,2.369702624241108,1.715190266640399,1.5156015936931977
2024-03-21,47.123984033414956,22.586181919830615,5.771233977763012,6.400801897773753,5.354375432258415,3.7485938325751644,3.4131528057925604,2.369753211244581,1.71628894149154,1.5156339478554035
2024-03-22,47.10774118512447,22.58555733969094,5.7728031565991405,6.401306413339503,5.35647736552438,3.751764472604966,3.422697168761589,2.369743395686971,1.7162818325939126,1.5156276700741305
2024-03-25,47.096451356970285,22.592602858229398,5.769110890010533,6.399151959283511,5.358131430381619,3.751435374966721,3.4271757672067915,2.3743143572329037,1.716131283618412,1.515494722099831
2024-03-26,47.60447106839576,22.405782371140806,5.723915476268844,6.335625041142783,5.314199196892897,3.717516950826147,3.3695846224738335,2.350107300375222,1.707326706602594,1.471471265881114
2024-03-27,47.337760388583106,22.531000015466375,5.74427474042446,6.366933994813892,5.3449033107997455,3.741114515361181,3.3678664264647025,2.3636856326075226,1.7224879166307372,1.4799730588482807
2024-03-28,47.1796970485093,22.662004338077683,5.758853367194818,6.382260798022707,5.3530085214668555,3.7509306808504133,3.382440559666417,2.3216874986188527,1.7274966469991282,1.4816205405938339
2024-04-02,47.107912427077395,22.643124639433157,5.762159772928064,6.388051190897732,5.350766758976739,3.7530842516947107,3.380661955809162,2.4027478076845026,1.7284884772218492,1.483002718276682
2024-04-03,47.05769285500983,22.465782606719483,5.732987729271722,6.379487362470949,5.3453725544668345,3.904877749359745,3.380439727645649,2.519795984859008,1.7267459568020411,1.4868174733947315
2024-04-05,46.8932905721242,22.484156154488776,5.80092959643967,6.404792582304116,5.364489347877368,3.9136448679310516,3.3954093298577077,2.526861300566393,1.730325912287858,1.4861003361228606
2024-04-08,46.92341010844077,22.440058019158766,5.802555041714054,6.403668637994282,5.369520596247419,3.9133424037981754,3.4021806613314833,2.528729411955202,1.7284093180064353,1.488125801353411
2024-04-09,47.187005456110725,22.31797788643403,5.753294449144727,6.405868328519741,5.335943289454718,3.8956840587023764,3.3872898912670304,2.514479751892955,1.7208443623812921,1.4816125260924022
2024-04-10,47.08957457536797,22.346878656101595,5.809946581830688,6.413323124872123,5.341710755334464,3.889808077460858,3.3957290309716233,2.5171975799109205,1.7227043729934741,1.473127245156281
2024-04-11,47.35695492471111,22.03077775411266,5.770485540612723,6.370861139847326,5.310917395214236,3.870461790976152,3.604926486000392,2.504678086776608,1.7141363584115974,1.4658005233371874
2024-04-12,47.22002473388686,22.016506575007117,5.767438952999702,6.375416983090908,5.3081134413638775,3.909599248522345,3.651595580676144,2.5698787211701966,1.7163991245150156,1.4650266387678335
2024-04-15,47.04511107732884,21.90882679848064,5.749414932592976,6.322020890417625,5.288620103594673,3.9005019823120013,3.6339774115849925,2.9812583801799306,1.7100958779377642,1.4601725455705572
2024-04-16,47.07245306670721,21.929228018993616,5.754906887396744,6.322268046187523,5.2936718980683315,3.8910647199039956,3.642187374292404,2.9209232618706933,1.7117293953272474,1.46156733125223
2024-04-17,47.58628314518904,21.698186682123563,5.705507688915467,6.27582877588724,5.248231866821236,3.857664443902488,3.587955229564991,2.8958505246770256,1.6970361845072446,1.4474554584117036
2024-04-18,49.59982842526253,20.228470498112152,5.613361711367617,6.166254729116009,5.133683775556332,3.795361791690561,3.5294949032421816,2.8490815091962065,1.669628446812088,1.4148342096443203
2024-04-19,47.31054235651005,21.118684301622395,5.88233333129011,6.4482847728973045,5.373140491735107,3.9596061137983085,3.6952344819583893,2.9828699355879125,1.7480315959802692,1.481272618620155
2024-04-22,47.499225434301195,21.16750605799853,5.85802367055527,6.4566330529229425,5.380994691125622,3.9693662230710407,3.440225196487428,2.9902224690675006,1.7523403526845036,1.4854628517859643
2024-04-23,47.256839744469445,21.259187346647387,5.885794147328339,6.4915738585388265,5.389173496509412,3.9963069187109435,3.455450744708932,3.0043978818506436,1.7687710420660978,1.4925048191699688
2024-04-24,46.289812101133315,20.80799053490805,5.9896975434728095,6.592069781854376,5.49423842354519,4.084693130185888,3.520919200946509,3.89438601181369,1.8039793597364622,1.5222139124037113
2024-04-25,46.60742948575166,20.687699561759437,5.9465379698784195,6.558367113529701,5.455342834973929,4.06257935905738,3.4973862814583283,3.8738263650472136,1.7966533457915952,1.5141776827523368
2024-04-26,46.622971105348725,20.677654745093157,5.947388268446719,6.566849226998987,5.450306260802873,4.065789903450618,3.4770556513000512,3.876887743156407,1.7980731913665653,1.517023904035899
2024-04-29,46.40292069894093,20.748991984422467,5.960564946547888,6.592318479509646,5.478411641038634,4.0900644680992,3.491420269924018,3.8984527634074833,1.809733679967647,1.5271210681420853
2024-04-30,46.42351891737654,20.827570221810163,5.98793213336166,6.467700056268118,5.504030770570974,4.108494796754761,3.550324852818428,3.761519185827902,1.8306027444263007,1.538306320785158
2024-05-02,47.24482125073071,20.31666685913923,5.925405333469714,6.374999243857787,5.440374474618643,4.05957630739738,3.6148657008943372,3.7232772468284643,1.8075923277136845,1.4924212553500498
2024-05-03,47.37178965454378,20.269213699960225,5.908389199686114,6.356775227171066,5.425758317320591,4.0514120353663134,3.630930847989042,3.713274257850814,1.7840889321989166,1.4883678279131327
2024-05-06,47.42706141722472,20.251161689725325,5.904015245905938,6.356789869817697,5.408769006514106,4.032774222449693,3.6287454299411945,3.7132828112699396,1.7895774962741358,1.4878228108772529
2024-05-07,47.79407231920606,20.060275971316727,5.848204359896691,6.290467339915056,5.351340743523241,3.9929025696111906,3.6076538741499906,3.8018003423683866,1.778162898421833,1.4751195815908225
2024-05-08,47.957443326109875,20.02640255572745,5.838170979937921,6.286730062032873,5.3465012543547505,3.982796118131846,3.5211475506273295,3.799619297852217,1.7751122211727963,1.4660766340529368
2024-05-09,47.7464435048641,20.14967311844447,5.765606705995347,6.329529682252101,5.38931580702492,3.9907042494438376,3.5353977230959925,3.831482408100096,1.7864260239945795,1.4754207767845664
2024-05-10,48.095165206313034,20.01293961804478,5.72617151654645,6.284067791535463,5.339436621093421,3.9634089124331306,3.523149473525257,3.8052761053919304,1.787225077864976,1.4631596772515592
2024-05-13,48.168984723680985,19.932360179718348,5.706751677588208,6.26280856518769,5.322913700031593,3.9503415293013258,3.6229007036020437,3.792730087080403,1.7813325859845723,1.4588762478248278
2024-05-14,47.94433531334539,20.00156740084505,5.736991442556607,6.308494921273435,5.351119528553652,3.9734480992493,3.6138372146613063,3.812827556341648,1.7907717699151213,1.466606753258498
2024-05-16,47.93667123478014,19.938948934303628,5.734026814735299,6.321193776104317,5.365126676602086,3.9860286565114684,3.6298356841408355,3.8228080547737693,1.7954593133662273,1.4699008546822256
2024-05-17,47.90168475257563,19.936106226341014,5.742942201918143,6.343150495271553,5.36371186296795,3.988511500214516,3.636154207696828,3.822576432076741,1.7953505270702355,1.4698117938673876
2024-05-20,47.72118246219902,20.09898770018904,5.746458587363028,6.3676194996603845,5.360197058847599,3.9886958490524864,3.6200670502003596,3.8274589392538276,1.7976436955626298,1.4716891576716284
2024-05-21,47.62953709077515,20.135693292718248,5.755078798291893,6.373464228450014,5.36925735383324,3.9965308859356603,3.6343833578707025,3.833928460178964,1.800682237239748,1.4714442947063766
2024-05-22,47.60986113701859,20.050380584953004,5.773666357092875,6.3968494753091605,5.382723896256482,4.009819509596952,3.6470161330384325,3.846676424327302,1.8066695770770203,1.4763369053301851
2024-05-23,47.614137458717316,20.082802592539554,5.763541907363364,6.371173856011611,5.382454056400123,4.0097141160211525,3.6535122901381056,3.847976917717532,1.8038524357553973,1.4708343693358483
2024-05-24,47.67306294968795,20.023924336892584,5.7242885688101826,6.3806076719983755,5.3817110684865765,4.019154426348752,3.6646554489673346,3.8533425171231013,1.806367718399755,1.472885293285382
2024-05-27,47.71793986441284,20.047750145448124,5.721032921703767,6.3891253690154315,5.419346428142021,4.030432459881202,3.664510966193937,3.7256960700159296,1.8095684385720054,1.474597336614743
2024-05-28,47.61156397861657,20.089900770237605,5.7263639789696095,6.396890806662153,5.429040967249677,4.042875853796953,3.6723639419007665,3.733119334314187,1.8186901106504962,1.4791902576019813
2024-05-29,47.776520077542,20.0311932639096,5.711357465849295,6.38274863107293,5.380766515548281,4.031504382447854,3.6691855020081334,3.7226191208304975,1.8135746474915848,1.4805303932998182
2024-05-30,47.95279263449163,19.74187848828713,5.734352199350228,6.424462681313059,5.402430243093897,4.052706334783002,3.649716629223734,3.737606912283023,1.8175626589676974,1.4864912182065986
2024-05-31,48.060793020251566,19.706192843660613,5.718387664716882,6.396663453251864,5.39510021800699,4.041423531008278,3.7194138132189427,3.6721268282538464,1.8125025334280322,1.4773960942029878
