date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CATHAY SECURITIES (HONG KONG) LTD
2024-06-12,73.60005005407628,9.667587304141081,7.875472608800579,3.4447930353328147,2.587616979057732,1.9798174813861404,0.0,0.8446625372053737
2024-06-17,73.57374529793869,9.664132095533377,7.872657904377273,3.456964411762078,2.5866921612952223,2.0014474754063203,0.0,0.8443606536870416
2024-06-18,73.56717204656523,9.663268679252026,7.880888777707297,3.456655558434365,2.5864610601363367,2.0012686613835555,0.0,0.8442852165211876
2024-06-19,73.56059996962631,9.662405417236174,7.88911818043756,3.4563467602890863,2.586230000268003,2.0010898793092666,0.0,0.8442097928335968
2024-06-24,73.51748946337011,9.678487378414898,7.901353878643079,3.4620994514688643,2.590534482295777,2.0044204629853337,0.0,0.8456148828219376
2024-06-25,73.50102945125772,9.682212872616597,7.904395309282965,3.4696983260227374,2.591531644436487,2.00519201503894,0.0,0.8459403813445528
2024-07-04,73.31192637218933,9.651425249416974,8.12228648474765,3.4890045049205223,2.5832910592697984,1.9988158800567697,0.0,0.8432504493989499
2024-07-08,73.47583783588,9.673003992707685,8.140446365849002,3.4968052525413325,2.5890668046309866,1.779703952060678,0.0,0.845135796330322
2024-07-09,73.435804321903,9.664792713160908,8.133536053313627,3.493836862838309,2.649418490617797,1.7781931859458402,0.0,0.844418372220512
2024-07-10,73.41940308041133,9.662634166649172,8.131719499519146,3.4930565450812003,2.6488267662828027,1.8001301632579587,0.0,0.8442297787983974
2024-07-11,73.42747432690886,9.659700090247107,8.129250288134314,3.491995872121503,2.6480224452276877,1.7995835504667084,0.0,0.843973426893816
2024-07-12,73.4215728167738,9.666960917347707,8.12859692434364,3.4917152135639293,2.647809618469834,1.7994389144069867,0.0,0.8439055950940956
2024-07-16,73.39928678144167,9.694380178791189,8.126129608658255,3.4906553549197485,2.6470059149199625,1.7988927212693844,0.0,0.8436494399997857
2024-07-17,73.56873742509866,9.744499927743952,7.922081582671433,3.49871393181624,2.653116830648376,1.7672532008534716,0.0,0.8455971011678635
2024-07-18,75.98859482515608,10.06502058754211,4.893411524402361,3.613795270641842,2.740384393210501,1.8253825216157638,0.0,0.8734108774313403
2024-07-19,76.01880660357733,10.069022269274688,4.802895884090668,3.615232054441141,2.7414739236363133,1.8788111341750382,0.0,0.8737581308048282
2024-07-22,73.06914493449798,9.687214077210651,8.465603057960202,3.4749547744856555,2.6350999760485854,1.8281283813598448,0.0,0.8398547984370702
2024-07-23,73.21294283224746,9.706278225567672,8.27745173686725,3.4898077399999736,2.6402857742025825,1.831726083485569,0.0,0.8415076076294908
2024-07-29,73.20459152110504,9.709304319437893,8.280032370286145,3.490895745676799,2.641108927259941,1.8322971545948392,0.0,0.8417699616393404
2024-07-30,73.2279407475098,9.685999922512,8.279147400433487,3.4905226387424855,2.6408266455400535,1.8338826519956053,0.0,0.84167999326656
2024-07-31,73.23985793068267,9.681688344003964,8.275462061358311,3.4889688846116353,2.6396511209169424,1.8330663264647507,0.0,0.8413053319617237
2024-08-05,73.46222210117475,9.711083002300745,7.99697639291533,3.499561773426816,2.7369627036369457,1.7493344001385895,0.0,0.8438596264068234
2024-08-06,73.4569744927047,9.717532587843307,7.9964051469081445,3.4993117901091537,2.7367671948671997,1.7492094403735219,0.0,0.8437993471939653
2024-08-07,73.45041603629174,9.725593274135752,7.995691204154872,3.4989993611803922,2.736522848180123,1.7490532657699385,0.0,0.8437240102871831
2024-08-08,73.45373421730275,9.724377764357248,7.994691898449751,3.498562054394204,2.7361808361108024,1.7488346681700038,0.0,0.8436185612152391
2024-08-09,73.46557809604842,9.72003913714464,7.991124987674833,3.4970011363692133,2.7349600619983767,1.7480544083049985,0.0,0.8432421724595321
2024-08-12,72.89383597271096,9.644393427150654,7.928934464075675,3.4697859029655205,2.713675374480561,1.7344502638197128,0.778244911637329,0.8366796831595857
2024-08-13,73.21080106297983,9.691665603301516,7.518799332547554,3.4848736121973243,2.7254752797613677,1.7419921934918494,0.7851858636310889,0.8412070520894791
2024-08-14,73.19973558439273,9.690200752259734,7.517662900329808,3.484346889449115,2.725063336606669,1.7417288993189122,0.7850671863698823,0.8561944512731559
2024-08-15,73.14185910257726,9.682539047976942,7.511718946069972,3.481591937702691,2.8019752415193384,1.7403517749322714,0.7844464610848371,0.8555174881366909
2024-08-16,73.21229485942708,9.685981011069249,7.514389222868656,3.48282957907885,2.7229879638422037,1.740970437717649,0.7847253172560918,0.8558216087402226
2024-08-19,73.2170552795387,9.68425972368894,7.513053847203014,3.4822106484206765,2.722504063985954,1.7406610513539436,0.784585864392819,0.8556695214159509
2024-08-20,73.2495980877109,9.688564089731447,7.516393176669397,3.43931135546114,2.723714136245266,1.7414347235327925,0.7849345895249901,0.8560498411240833
2024-08-22,73.20794847431246,9.683055186484768,7.546768339190342,3.4373557680988687,2.722165436406031,1.762655426184584,0.7844882768754977,0.8555630924474568
2024-08-23,73.19819369659272,9.672881775247852,7.545762751010572,3.43689774896078,2.7218027146073487,1.7713037248456436,0.7977084979495427,0.8554490907855341
2024-08-26,73.22095888968516,9.644789356787452,7.5481095404240985,3.4379666502128847,2.722649215883246,1.7718546137308069,0.7979565913391498,0.8557151419371951
2024-08-28,73.50770684162002,9.682560285177894,7.18604940567867,3.4514304167452803,2.7333116559595605,1.77879355156115,0.801081549298853,0.8590662939585695
2024-08-29,73.50573966706051,9.682301165595984,7.185857096406871,3.454014198745868,2.7332385085117097,1.778745948424396,0.801060111176082,0.8590433040785824
2024-08-30,73.48908113672317,9.681869330444412,7.185536603826096,3.45386014810031,2.7331166047983855,1.778666615524798,0.818864570236592,0.859004990346229
2024-09-02,73.42019070839065,9.672206308320957,7.178365054944173,3.450413011407661,2.825738548340313,1.7768914113499161,0.8180472997087377,0.8581476575375974
2024-09-04,73.43327826721314,9.673930433085305,7.17964463858458,3.4332025085908047,2.8262422520097203,1.7772081521625298,0.8181931212062199,0.8583006271477012
2024-09-10,73.46667267066705,9.63285389012412,7.182909642617822,3.434763786425817,2.827527509542125,1.7780163525786812,0.8185652014379284,0.8586909466064543
2024-09-12,73.46667267066705,9.63285389012412,7.1918264748774945,3.434763786425817,2.827527509542125,1.7690995203190087,0.8185652014379284,0.8586909466064543
2024-09-17,73.47125858688814,9.633455189452157,7.19227540107071,3.4287360180915987,2.8277040086784027,1.7692099505575376,0.8186162976874088,0.8587445475740467
2024-09-20,73.45815748777756,9.646894248373647,7.193667643095226,3.42812461968546,2.827199783881038,1.7688944721601954,0.8184703253241227,0.8585914197027563
2024-09-23,73.00655491485699,9.58758752993352,7.764218006853973,3.4026188645974784,2.809818859280887,1.758019746708697,0.8178690656311127,0.8533130121373365
2024-09-24,73.00655491485699,9.608853897837255,7.747382132263517,3.3981883712842005,2.809818859280887,1.758019746708697,0.8178690656311127,0.8533130121373365
2024-09-25,73.01038138925004,9.607491788137263,7.74628389677528,3.397706658751974,2.8094205514739268,1.7577705374091046,0.8177531280386107,0.8531920501637943
2024-09-26,72.98968798230328,9.63311182903795,7.7440883596208225,3.396743643284345,2.808624274538373,1.7572723307108584,0.8175213514345374,0.852950229069837
2024-09-27,73.1295965568115,9.651576833908306,7.758932434081355,3.2018103362211447,2.8237695370996905,1.7606407170351308,0.8190883980964847,0.8545851867463865
2024-10-02,73.08160455479657,9.667413827124363,7.473599960979158,3.199709117352968,2.8219164111466584,1.7727878396864145,1.0686389929075184,0.9143292960063498
2024-10-03,72.87747889910689,9.636903301662656,7.40581122684648,3.2046394338617676,2.8130103940822466,1.7760332752078043,1.268595196577003,1.0175282726551433
2024-10-04,72.89358908324841,9.639033620783033,7.385342496943867,3.2053478465588934,2.8136322338621786,1.7764258824101562,1.2688756302929687,1.0177532059004928
2024-10-07,72.90648235973018,9.631894651428622,7.377804899080013,3.2059148022613857,2.8141299036677876,1.776740093170517,1.2691000665503693,1.0179332241111325
2024-10-08,72.99621679177744,9.643749737123478,7.104417875160769,3.2098606920459654,2.8175935785076582,1.7877817206181528,1.3769195520362691,1.0634600527302633
2024-10-09,72.94518957015723,9.643202396200412,7.006541326272152,3.2297383690706094,2.8156239699678576,1.7865319910009756,1.4175454430824976,1.1556269342482783
2024-10-10,73.00582140178294,9.645250722973406,6.937225773476445,3.234849641445017,2.816222040787427,1.7869114708830343,1.4178465459904017,1.1558724026613387
2024-10-14,73.01228333772208,9.646104449307721,6.9289885442551995,3.2351359664360175,2.8164713119560623,1.7870696350846291,1.4179720432915184,1.1559747119467685
2024-10-15,73.01377230003828,9.628880444573298,6.92996996784324,3.248872964198217,2.8168702376236308,1.7873227560534604,1.4181728851895214,1.1561384444803462
2024-10-17,72.98857313525293,9.62555723941107,6.927578234754041,3.2477516841627856,2.8158980542250642,1.8212187918275242,1.4176834327053904,1.1557394276611983
2024-10-18,75.69462608352492,9.982424984971756,3.4677386049200862,3.368162149015937,2.9202975362857524,1.8979180719795523,1.4702440770363845,1.1985884922656167
2024-10-22,72.72204656510492,9.590408357242492,7.258626253577556,3.235892127524128,2.8056154631557972,1.8233855367084186,1.4125065908157093,1.151519105870984
2024-10-24,72.71619567555749,9.59439395382136,7.25918794149906,3.235749477166365,2.805491781019993,1.8250685061946528,1.412444322185427,1.1514683425556602
2024-10-29,72.69618500287173,9.585942262359893,7.252793330537948,3.2328991088826324,2.8030204262846152,1.8234608052825747,1.4112001014795579,1.194498962301049
2024-10-31,75.25645979760273,9.917539152497886,3.987977193852256,3.3447315465601215,2.8999825016769223,1.8974744087024993,1.4600163317682056,1.23581906733938
2024-11-01,75.66420943156777,9.971273715220349,3.4677711243568656,3.362853752514123,2.9156949974114275,1.9077551805815811,1.4679268968740122,1.242514901473883
2024-11-04,75.2561168663927,9.917493959916264,3.9884147047217002,3.3447163051730096,2.8999692869374702,1.897465762226214,1.4600096787158476,1.235813435916785
2024-11-06,75.25954631914058,9.872375485666735,3.9977105421694983,3.344868725295137,2.900101439751805,1.8975522305352794,1.460076211968068,1.2677690454728978
2024-11-07,75.24240218032116,9.870126556672588,3.9967998629554065,3.3441067635698296,2.8994407960978736,1.8971199677799415,1.4734116176273608,1.2765922549758395
2024-11-13,75.23897428981971,9.869676893821703,3.9966177768990154,3.3485102090837113,2.8993087034841816,1.8970335388604862,1.4733444919968328,1.2765340960343616
2024-11-18,75.64688045365226,9.923185093235983,3.4761379095535396,3.3666640710526434,2.9150272310447654,1.9073182573963547,1.4813321912631632,1.2834547928012936
2024-11-27,75.76579927357551,9.768618645507601,3.484725340827169,3.3749810587797717,2.9222284976972066,1.9120300855454384,1.4849916658630997,1.286625432204207
2024-12-04,75.76927845561123,9.769067222607442,3.484885360175231,3.3751360386464557,2.917770665246201,1.9121178863841963,1.4850598570044404,1.286684514324812
2024-12-09,75.77206203130955,9.769426113950615,3.485013386235368,3.37526003278824,2.9142041044998876,1.9121881328612562,1.4851144144268258,1.2867317839282517
2024-12-10,75.83823211733181,9.77795754029719,3.400728957443777,3.3782075736196457,2.916749015263983,1.913858004973089,1.4864113323926442,1.2878554586778568
2024-12-12,75.85984947749289,9.780744704816813,3.378710765991292,3.3791705170820516,2.912063408870438,1.914403541922403,1.4868350275161029,1.288222556308015
2024-12-17,75.59685282662369,9.238281598986923,4.222239224944643,3.3674553537271312,2.901967647688116,1.9077665432543915,1.481680355639938,1.2837564491351596
2024-12-18,75.69978669977431,9.251421275057272,4.090601897541565,3.372244910318932,2.9060951376816484,1.9104799736827254,1.48378776054033,1.2855823454032171
2024-12-20,75.76931396055303,9.25991833968066,4.0025129078136645,3.375342183924462,2.908764271153407,1.9122346739947564,1.4851505609267635,1.286763101953244
2024-12-23,75.94369215629325,9.281229445303392,3.781580874517907,3.3831103165532594,2.9154586047684825,1.9166355589289488,1.4885685392834342,1.2897245043513244
2024-12-27,75.96117413124978,9.260346298462702,3.7824513813403606,3.383889096833094,2.9161297332436487,1.9170767617976876,1.4889112026065614,1.2900213944661671
2025-01-02,76.64432105400807,9.343628016390602,3.212574737643059,3.4143216625470285,2.9423555660643372,1.6388743980225735,1.5023015315206925,1.3016230338036425
2025-01-03,75.71389040961365,9.230200201821718,4.438012785713335,3.3086279931955147,2.9066365754369476,1.6327459639097979,1.4840642066566292,1.2858218636524041
2025-01-07,75.23813973857538,9.21408618198576,4.948414127227134,3.3028518132702267,2.901562189355564,1.6298955272698288,1.4814733376027618,1.2835770847133392
2025-01-08,75.25399747629096,9.216028209825238,4.949457090990066,3.3035479463478157,2.8810970161768465,1.6302390559092272,1.4817855837016416,1.2838476207581941
2025-01-13,75.25468709478474,9.215196276532865,4.949502447213769,3.303578219660002,2.8811234182000125,1.6302539952219537,1.4817991626047775,1.2838593857818759
2025-01-14,75.24779147855712,9.22351492338325,4.949048922380814,3.3032755115037373,2.880859419741401,1.6301046144147429,1.4816633847715792,1.2837417452473607
2025-01-17,77.28489753664446,9.473213655506669,2.375832294190998,3.392701691645296,2.958849963531986,1.6742347598993013,1.5217749335341035,1.318495165047173
2025-01-20,77.27035355555033,9.490249582461011,2.3753851944202675,3.392063230693233,2.9582931476559007,1.6739196913739973,1.521488555903178,1.3182470419420855
2025-01-21,75.01576892282156,9.226132975980539,5.2110751961809285,3.293090037466321,2.8719764432161203,1.6250782736900375,1.4770947546693596,1.2797833959751224
2025-01-22,32.42342957893528,24.958207358223174,14.09928671420258,8.895994701940934,7.769168706361748,4.396104048542478,3.9957842869551357,3.4620246048386796
2025-01-27,33.23475288357084,24.9890935336086,13.262386717963103,8.898193543124725,7.758730425519031,4.397190642560801,3.9967719331201885,3.4628803205327054
2025-02-04,33.23311002443175,24.913710326213895,13.261731132127935,8.897753687933534,7.758346896228711,4.4760644246798975,3.996574364830146,3.4627091435541337
2025-02-05,33.229003587081564,24.92298833673342,13.260092451065312,8.89665424018248,7.757388238870224,4.475511341380686,3.9960805295486304,3.462281275137682
2025-02-10,33.21906758656156,24.934079831086134,13.26599359897544,8.90061352423501,7.760840514603805,4.457723940054368,3.9978589079688924,3.4638220965147917
2025-02-11,33.09500602526773,24.980400850596894,13.290638356371364,8.91714854359433,7.775258132872945,4.466005228916827,4.005285887497786,3.4702569748821266
2025-02-12,33.12372247075551,24.8781195265348,13.302170606631933,8.924885928801721,7.819191727622397,4.46988036934153,4.008761263020108,3.4732681072920037
2025-02-13,33.15331142301675,24.81349556396733,13.311571897723734,8.93285840302824,7.826176500875295,4.47387325018331,4.012342232693517,3.476370728511823
2025-02-14,33.15331142301675,24.793644767516156,13.311571897723734,8.93285840302824,7.84602729732647,4.47387325018331,4.012342232693517,3.476370728511823
2025-02-17,33.15248879388313,24.668965166438596,13.311241599289358,8.932636753085792,7.910346102454863,4.473762240503801,4.012242674927702,3.5383166694167607
2025-02-18,33.27383273147623,24.606592234860045,13.364964567453876,8.72703175040141,7.942271544470368,4.491817940614828,4.0284357237793555,3.565053506943882
2025-02-20,33.27300380038689,24.603487985371437,13.369614094440424,8.726814339080208,7.942073683410706,4.4917060386416265,4.028335365770111,3.564964692898595
2025-02-21,33.28544210498771,24.525459400657684,13.374612000054828,8.73007664673345,7.947534806289743,4.493385153885358,4.029841261138449,3.6136486262527834
2025-02-26,33.263888283545015,24.50957806217179,13.37591356768651,8.724423529294562,7.942388419903043,4.495456600164626,4.027231757599003,3.661119779635457
2025-02-27,33.200239097394906,24.459017289823574,13.355776675079815,8.706425928894621,7.926004078574064,4.6054830848534785,4.031351086687718,3.715702758691824
2025-02-28,33.200239097394906,24.459017289823574,13.355776675079815,8.706425928894621,7.926004078574064,4.580628885798683,4.031351086687718,3.7405569577466187
2025-03-04,33.20849280229909,24.44023751605048,13.359096971633067,8.708590379282356,7.927974513140574,4.581767647450008,4.03235329580245,3.7414868743419767
2025-03-10,33.22957092406351,24.417404833189437,13.312762528598663,8.678385666666253,7.900477274050438,4.627811711485173,4.018367556760681,3.8152195051858495
2025-03-11,33.16794284817005,24.3968481428499,13.288072473426451,8.66229059845968,7.8858249267736,4.6192289003490385,4.010915030174593,3.9688770797966844
2025-03-13,33.17264039482908,24.43288287566851,13.240597122311021,8.653518017279932,7.882290471890234,4.666789044626478,3.996584915725527,3.954697157669217
2025-03-14,33.5763710933457,24.730245544203818,11.685888970774366,8.758836461400142,7.978222619595403,4.72358663379609,4.419321813667725,4.127526863216753
2025-03-20,33.544580555704364,24.706830631387096,11.67482462161748,8.825291861271992,7.970668736366207,4.719114281549733,4.415137543245051,4.143551768858082
2025-03-21,33.52954288197665,24.695754825646627,11.72687232349546,8.821335578100076,7.967095571525166,4.716998753506929,4.413158284696029,4.129241781053056
2025-03-25,33.507845584657524,24.679773959553145,11.719283748956224,8.815627204995687,7.961939985539584,4.778657321736793,4.410302486519583,4.126569708041459
2025-04-01,33.47035885604613,24.776468570107387,11.706172860990984,8.80576476774236,7.953032606439246,4.773311223620929,4.405368483466816,4.109522631586144
2025-04-07,33.46705070527937,24.77770056673458,11.706754944165642,8.806202629678294,7.953428066725259,4.773548573964519,4.405587538054754,4.109726975397578
2025-04-09,33.497031900690914,24.799897475840257,11.717242348947945,8.81409159737369,7.960553083003511,4.688240702837954,4.409534249166058,4.113408642139669
2025-04-10,33.34860032472516,24.874796110785944,11.760117709751613,8.840711200522156,7.984594898495306,4.642496564926937,4.422851566156201,4.125831624636681
2025-04-16,33.34194269657734,24.88979391180768,11.757769950327718,8.838946263848285,7.983000874661396,4.641569748943481,4.421968599531102,4.125007954302997
2025-04-22,35.23331091860818,26.064369816594805,6.752106324908033,9.34034782379389,8.43584773809053,5.142201653415609,4.672810938385876,4.359004786203077
2025-04-24,33.169278510473234,24.57719162141195,12.150193948797519,8.81799844840962,7.941660201706749,4.840961986035686,4.399069045771916,4.1036462373933285
2025-04-25,33.16680836803466,24.575361338488367,12.149289114231989,8.817341765081888,7.941068779982251,4.840601475762861,4.406188522809782,4.103340635608209
2025-04-28,33.16269228143984,24.5723114726633,12.147781356068926,8.816247510191925,7.940083272833324,4.840000744615499,4.405641703432057,4.115241658755127
2025-04-29,33.09041601396826,24.518757468624038,12.121305933415476,8.79703298268208,7.922778297184677,4.829452228668371,4.396039849172492,4.3242172262846035
