date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,4.95686566220326,2.906677107498632,1.8761645939438136,1.3604544694249012,1.7430428015412966,0.6614088445506608,0.0,0.0,0.48638270613603346,13.990996185298599
2024-03-04,0.0,4.958496111086448,2.9114185796670027,1.8698216974006956,1.3604544694249012,1.7806287549579234,0.6614088445506608,0.0,0.3308497541540453,0.48638270613603346,14.359460917377708
2024-03-05,78.5577404235001,4.958163632359232,2.934707267469706,1.8712451857338046,1.3608103415081785,1.7795611387080916,0.6614088445506608,0.48098266127708045,0.33126842719319505,0.48638270613603346,93.42227062843608
2024-03-06,78.55564705830437,4.963125420747629,2.9391033343807775,1.8778811534043274,1.3606010049886037,1.771193225342866,0.6614088445506608,0.48066865649771817,0.33126842719319505,0.48638270613603346,93.42727983154617
2024-03-07,78.54812141042564,4.960770384902412,2.94358313589968,1.891090287789501,1.3610510785056895,1.7460665628982956,0.6608855032517238,0.48066865649771817,0.3311951594113438,0.48638270613603346,93.40981488571805
2024-03-08,78.54184131483841,4.956468519425148,2.9533591513638253,1.890608813794479,1.3613860169370096,1.7387397847131756,0.6608855032517238,0.48066865649771817,0.3311951594113438,0.48638270613603346,93.40153562636885
2024-03-11,78.52216368199836,4.956102180515893,2.9575040144514073,1.914221973202523,1.3610092112017746,1.704386960573601,0.6608855032517238,0.48066865649771817,0.33066135128642793,0.48638270613603346,93.37398623911547
2024-03-12,78.52111699940049,4.9826586113891596,2.9559653910325325,1.9210463437406633,1.3610092112017746,1.687092624008924,0.6608855032517238,0.48066865649771817,0.33066135128642793,0.48638270613603346,93.38748739794545
2024-03-13,78.51588358641112,4.98374530866275,2.9579122206645785,1.9306444231631705,1.3599625286039003,1.687092624008924,0.6608855032517238,0.47993597867920607,0.33066135128642793,0.486278037876246,93.39300156260805
2024-03-14,78.51588358641112,4.974817106102883,2.9512553193420983,1.9290325319624442,1.359125182525601,1.678624961792121,0.6558928272598634,0.47993597867920607,0.32999147442378834,0.486278037876246,93.36083700637536
2024-03-15,78.51588358641112,4.981620542989066,2.957326078409769,1.920167130358449,1.3644632637747598,1.7308753570780055,0.6558928272598634,0.47993597867920607,0.3307660195462153,0.486278037876246,93.42320882238269
2024-03-18,78.51588358641112,4.97767454959508,2.968870987464322,1.9583291778769458,1.3644632637747598,1.684079224809644,0.6558928272598634,0.4715625178962118,0.33230464296509055,0.486278037876246,93.41533881592929
