date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,REALINK FINANCIAL TRADE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,DL SECURITIES (HK) LTD
2024-03-15,0.0,0.0,0.0,31.485714285714284,0.0,68.51428571428572,0.0,0.0
2024-03-20,0.0,46.49859943977591,0.0,16.184251478369124,0.0,37.317149081854964,0.0,0.0
2024-03-26,0.0,25.96905962106727,43.837997566487054,9.351642621241092,0.0,20.84130019120459,0.0,0.0
2024-04-24,38.424488922187734,15.99058118377395,26.993471047843304,5.758321738199721,0.0,12.83313710799529,0.0,0.0
2024-04-25,38.424488922187734,16.48292839559028,26.993471047843304,5.265974526383388,0.0,12.83313710799529,0.0,0.0
2024-04-26,32.41534988713318,14.781038374717834,22.772009029345373,3.801354401805869,15.49435665914221,10.73589164785553,0.0,0.0
2024-04-29,32.41534988713318,14.781038374717834,22.772009029345373,3.801354401805869,15.404063205417607,10.826185101580135,0.0,0.0
2024-05-03,32.41534988713318,14.781038374717834,22.636568848758465,3.9367945823927766,15.404063205417607,10.826185101580135,0.0,0.0
2024-05-09,32.48868778280543,14.81447963800905,22.687782805429865,4.081447963800905,14.941176470588236,10.986425339366516,0.0,0.0
2024-05-17,32.56826635217273,14.850766578971243,22.56191599383108,4.027941576703257,14.977773745804226,11.013335752517465,0.0,0.0
2024-05-27,32.49456915278783,15.04344677769732,22.51086169442433,4.018826937002172,14.943881245474294,10.988414192614048,0.0,0.0
2024-06-03,30.229033344560456,14.036712697878073,20.8992926911418,3.738632536207477,13.901987201077803,10.222297069720444,6.972044459413944,0.0
2024-06-04,29.989140422688166,14.718904018043604,20.73343914459945,3.70896332804277,13.791663186032913,10.14117450505388,6.916715395539219,0.0
2024-06-06,29.019481044377983,17.4763559938566,20.063050683049067,3.589038881254547,13.34572791205238,9.813272977123919,6.693072508285507,0.0
2024-06-24,29.019481044377983,17.678441516449762,19.860965160455905,3.589038881254547,13.34572791205238,9.813272977123919,6.693072508285507,0.0
2024-06-27,29.031214620734268,17.685589519650655,19.828562186640788,3.5904900533721493,13.351124049814006,9.817240821607633,6.695778748180495,0.0
2024-07-05,29.028867146438103,17.692245492035255,19.82695884207973,3.5901997250747955,13.350044473194792,9.816446996037842,6.695237325139485,0.0
2024-07-23,29.02652005174644,17.69890038809832,19.825355756791723,3.80012936610608,13.348965071151358,9.815653298835706,6.484476067270376,0.0
2024-08-12,29.02652005174644,17.763583441138422,19.760672703751617,3.80012936610608,13.348965071151358,9.815653298835706,6.484476067270376,0.0
2024-08-16,29.02652005174644,17.763583441138422,19.663648124191464,3.80012936610608,13.348965071151358,9.912677878395861,6.484476067270376,0.0
2024-08-26,29.019481044377983,17.799692830005657,19.658879637862743,3.7992078247514347,13.34572791205238,9.894107186161182,6.482903564788618,0.0
2024-09-19,28.942276684940342,17.784585617542728,19.606578523057077,3.9906481780070946,13.310222508868108,9.900032247662043,6.465656239922605,0.0
2024-09-24,28.95033860045147,17.776523702031604,19.606578523057077,3.9906481780070946,13.310222508868108,9.900032247662043,6.465656239922605,0.0
2024-09-25,29.039019671073845,17.776523702031604,19.606578523057077,4.313124798452113,13.310222508868108,9.900032247662043,6.054498548855208,0.0
2024-09-26,28.852931752643386,17.662608138417173,19.480935597564883,4.926305671259212,13.224927907721884,9.836590836270426,6.015700096123037,0.0
2024-09-30,28.669213626233685,17.550143266475647,19.35689270932824,5.531677809614773,13.14071951607768,9.773957338427252,5.977395733842726,0.0
2024-10-03,28.804520853231452,17.550143266475647,19.35689270932824,5.651066539318688,13.14071951607768,9.519261381725565,5.977395733842726,0.0
2024-10-04,28.83895131086142,17.332058331341145,19.380030281297316,5.777352777113714,13.156426806916885,9.53063989162483,5.984540600844689,0.0
2024-10-07,28.717663862878908,17.25916521187113,19.29852404380257,6.252975718139978,13.101095064275512,9.474686557689257,5.895889541342644,0.0
2024-10-08,28.717663862878908,17.243294715124584,19.29852404380257,6.252975718139978,13.101095064275512,9.490557054435804,5.895889541342644,0.0
2024-10-09,28.672159721121847,17.215972112185074,19.426398352083663,6.243067659641896,13.080335921407066,9.475518935192522,5.88654729836793,0.0
2024-10-10,28.681249009351724,17.221429703598034,19.43255666508163,6.2133460136313206,13.084482485338405,9.478522745284513,5.888413377714376,0.0
2024-10-14,28.681249009351724,17.221429703598034,19.43255666508163,6.1182437787288,13.084482485338405,9.573624980187034,5.888413377714376,0.0
2024-10-15,28.699444885011893,17.232355273592386,19.444885011895323,6.05868358445678,13.09278350515464,9.579698651863602,5.892149088025376,0.0
2024-10-16,28.18974918211559,16.926312509736718,19.09954821623306,7.7270602897647604,12.860258607259697,9.409565352858701,5.787505842031469,0.0
2024-10-18,28.18974918211559,16.926312509736718,19.11512696681726,7.7270602897647604,12.860258607259697,9.393986602274497,5.787505842031469,0.0
2024-10-21,28.18974918211559,16.926312509736718,19.146284467985666,7.695902788596356,12.860258607259697,9.393986602274497,5.787505842031469,0.0
2024-10-22,27.86203710832243,16.72954038032181,18.939102317345448,8.753560705212102,12.71075525444607,9.2847794287474,5.720224805604743,0.0
2024-10-25,27.834179357022,16.71281341332103,18.920166128287956,8.767881864328565,12.698046454391632,9.35240732195047,5.714505460698354,0.0
2024-10-28,27.834179357022,16.12059683125673,18.920166128287956,9.298569450853716,12.698046454391632,9.413936317489616,5.714505460698354,0.0
2024-10-29,27.864182322143517,16.11487526947952,18.95595934708962,9.254696643055128,12.711733908222975,9.377887280566677,5.720665229442563,0.0
2024-10-30,27.78716216216216,16.216216216216218,18.903562653562652,9.344287469287469,12.676597051597053,9.367321867321868,5.70485257985258,0.0
