date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,43.45401832889358,29.119125904431986,11.489503702899269,8.511333463413418,0.0,7.426018600361751
2024-03-04,0.0,0.0,43.41851608431567,29.095240368924717,11.475841658462237,8.495829567896116,0.0,7.514572320401257
2024-03-05,0.0,0.0,43.44260034823774,29.11150690095931,11.418175038934335,8.500579406085262,0.0,7.527138305783357
2024-03-06,51.54147461252299,0.0,21.090585896634032,14.130996200986147,5.543375260907951,4.1269205825272195,0.0,3.566647446421661
2024-03-07,51.49055354862859,0.0,21.06919595823674,14.101729483336115,5.542508798011176,4.12099926372239,0.11059836482867035,3.5644145832363145
2024-03-08,51.4912419628335,0.0,21.069431544977647,14.101871917011785,5.5471931475424,4.112848119329211,0.11843726467091215,3.5589760436345417
2024-03-11,51.474060851096084,0.0,21.05963607020771,14.097166537458348,5.566081404979748,4.115347098912137,0.11839774564203236,3.569310291703946
2024-03-12,39.10988241543938,24.031732346939382,15.994623777672931,10.710927244385713,4.229096862850022,3.126832009675141,0.08400548733087701,2.712899855706551
2024-03-13,39.11155935437955,24.032784288246205,15.990316277965164,10.70768414251979,4.22928198315747,3.1182142781431805,0.08400916450407647,2.726150511084565
2024-03-14,40.14780868548563,22.977303480862226,15.983454565713878,10.705551010626083,4.240693448184821,3.1119912535753627,0.08399242861368392,2.7492051269383158
2024-03-15,40.13354658562191,22.969141027976935,15.97777660637694,10.701747972736623,4.239186985056952,3.108435820685944,0.08396259115943906,2.7862024103852576
2024-03-18,40.14085201109929,22.973322052639215,15.979704857340515,10.703695989519186,4.214754771372115,3.1076364334508124,0.08149249365902374,2.7985413909198398
2024-03-19,40.125878750178735,22.9682518205649,15.973499193397709,10.699283410383838,4.175705828912502,3.119074460339853,0.08394654943407048,2.8543599867884017
2024-03-20,40.12589279115515,22.96825985768937,15.972594982541958,10.699287154311465,4.175707290088902,3.1190755517764095,0.08394657880891679,2.855235793627826
2024-03-21,40.14147028452951,22.977176492083426,15.97624036029812,10.701550464464713,4.14232245850025,3.1202864252389597,0.08397916817165078,2.8569743467133697
2024-03-22,40.14430896608894,22.97880136747373,15.977370150975398,10.699016457414528,4.142615390829157,3.1205070823168564,0.08398510692063968,2.853395477980751
2024-03-25,40.11746997076037,22.963438593560273,15.955947886515387,10.690813942740379,4.2063872163873075,3.1219193246822643,0.08875688429242574,2.855266181061601
2024-03-26,40.10474180022231,22.956152925676125,15.945779316882321,10.687422041328023,4.218138820636971,3.125475429409751,0.09222611180262645,2.870063554041875
2024-03-27,40.10460153888498,22.956072639391646,15.939778010328915,10.683887288002799,4.218124068222033,3.125464498448877,0.09530347960379998,2.876768477116954
2024-03-28,40.1029184793591,22.95510924777946,15.937640233731301,10.683438920045422,4.231411377496885,3.125333332881958,0.08739574333495974,2.8767526653709172
2024-04-02,40.10298860401894,22.955149387482223,15.937633130218451,10.683457601292288,4.231278887226712,3.125338797894111,0.08739589615667462,2.876757695710597
2024-04-03,40.103297155435754,22.95532600384208,15.937720781362799,10.683539799554666,4.23827099326246,3.12186558252684,0.08739656857856937,2.872583115436825
2024-04-05,40.10406855475058,22.95576755663218,15.937712588744946,10.683045834960748,4.241849846633576,3.1219256325761418,0.08739824967857615,2.8682317360232554
