date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CCB INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-20,99.49264537010187,0.0,0.0,0.0,0.0,0.0,0.507354629898137,0.0
2024-03-28,98.8347809704909,0.0,0.0,0.0,0.0,0.6612191254577493,0.5039999040513552,0.0
2024-04-02,97.05686561746337,1.7750558686042244,0.0,0.0,0.0,0.6731449442072679,0.4949335697251341,0.0
2024-04-11,97.05686561746337,1.7697624614413887,0.0,0.0,0.0,0.6784383513701037,0.4949335697251341,0.0
2024-04-12,97.05554078863756,1.7705591061130228,0.0,0.0,0.0,0.6787437450652616,0.49515636018415055,0.0
2024-04-16,95.8725511091124,1.7489781316266466,0.0,0.0,0.0,0.6704706795717305,0.4891210029125369,1.2188790767766962
2024-05-02,95.86972703962641,1.7511799206989336,0.0,0.0,0.0,0.670646095128227,0.4892489718685765,1.219197972677843
2024-05-10,67.3333974635607,1.2299283337052827,0.0,29.765735709532827,0.0,0.4710233509060569,0.34362041594056947,0.8562947263545742
2024-05-17,67.3197099817966,1.2299132669206712,0.0,29.765371075337114,0.0,0.47101758080776696,0.34361620654506797,0.8703718885927657
2024-05-21,67.33084494039004,1.2301166996642818,0.0,29.770294390879197,0.0,0.45455507527435113,0.3436730420874811,0.8705158517046535
2024-05-22,67.33064480533329,1.2301242355027515,0.0,29.77047676717715,0.0,0.4545578599317936,0.3436751474686472,0.8705211845863595
2024-06-17,67.31529375146962,1.23005641628025,0.0,29.76883546093378,0.0,0.4716849803465102,0.3436561999667432,0.8704731910031053
2024-06-18,67.30588073490934,1.2304106657976992,0.0,29.777408722661853,0.0,0.4718208230399545,0.3437551710719668,0.8707238825191886
2024-06-28,67.14623251253765,1.2306067212883227,0.0,29.782153499864204,0.0,0.6263346957951523,0.3438099455392176,0.8708626249754514
2024-07-02,66.74869688458101,1.2306218050678515,0.0,29.77087421552839,0.0,1.0351196358364547,0.3438141596828011,0.8708732993034944
2024-07-03,66.45208868441588,1.2305313079368134,0.0,29.768684933090935,0.0,1.3340969409255194,0.34378887637079303,0.8708092572600659
2024-07-04,66.4407776183821,1.2309461957892873,0.0,29.778721789271025,0.0,1.334546747128127,0.34390478876383973,0.8711028606656263
2024-07-09,66.44118491680749,1.2309537417943952,0.0,29.77890434021232,0.0,1.333941903458468,0.3439068969853863,0.8711082007419501
2024-07-15,66.44159222022658,1.2309612878920213,0.0,29.779086893391792,0.0,1.333337052373081,0.3439090052327809,0.8711135408837463
2024-07-17,66.43175352197281,1.2311197773169187,0.0,29.78292102725296,0.0,1.3390266900697958,0.3439532843997965,0.8712256989877197
2024-07-18,66.41950955686045,1.2310292069342623,0.0,29.780729972731905,0.0,1.353641677744448,0.34392798062257035,0.871161605106368
2024-07-19,48.194811960743415,0.8940834185617906,27.412918200784464,21.629427402129533,0.0,0.9862523765509792,0.2497912339706995,0.6327154072591159
2024-07-22,33.0956626291511,31.943380494901792,18.824613180204302,14.853055817411953,0.0,0.6772653444133536,0.17153311883335953,0.43448941508414246
2024-07-23,33.09188564441975,31.944161882668816,18.825073661287707,14.853419147652486,0.0,0.6794223057431259,0.17153731481633375,0.434500043411783
2024-07-25,33.085338272501275,31.94728781605498,18.826915810925914,14.85487264638515,0.0,0.679488791408852,0.1715541008012448,0.43454256192258267
2024-07-26,33.06067557658388,31.95862445486816,18.833596626704185,14.860143964776162,0.0,0.6806476382161715,0.17161497754574034,0.43469676130569873
2024-07-29,33.05311096103223,31.96077541477214,18.834864212899863,14.861144119644553,0.0,0.6837527452787446,0.1716265280095641,0.43472601836290653
2024-07-31,17.302290963808524,16.73420405249944,9.861665023749943,7.781082120954765,0.0,0.3580031401760895,0.08986119088983723,0.22761631417907074
2024-08-05,33.04207610898192,31.963122246727455,18.836247228819698,14.862235351238906,0.0,0.6899219942986132,0.17163913028892328,0.43475793964449194
2024-08-06,33.04002745453417,31.964100195097856,18.83682354539915,14.862690078368818,0.0,0.6899431032530144,0.17164438178489627,0.43477124156209906
2024-08-14,33.04033610537485,31.963806804303292,18.836650646722404,14.862553657308162,0.0,0.6902427290875767,0.1716428063023628,0.4347672509013504
2024-08-15,33.03247948457084,31.964197993226268,18.83688117899674,14.86273555261223,0.0,0.6972883118431208,0.17164490695216794,0.4347725717986286
2024-08-16,33.02543669706056,31.964784794564427,18.83722698798857,14.863008403916458,0.0,0.7031145050579496,0.17164805802328537,0.43478055338874955
2024-08-19,33.012874359292546,31.966545327856593,18.83826449114892,14.863827017940764,0.0,0.7120267919128015,0.1716575119308473,0.43480449991752945
2024-08-20,32.995551426022935,31.974971914548117,18.84305001235804,14.867602905017648,0.0,0.7122076694727149,0.17170111842466396,0.4349149541558779
