date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DEUTSCHE BANK AG,CITIBANK N.A.,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-04-22,57.31401803105962,5.8314196413025154,5.0187174194658155,2.5955856222489437,2.2451439145790864,1.5687425134652724,1.1905170959031885,1.178058066763414,1.0630926096827644,78.00529491447062
2024-04-23,57.312729260172745,5.820394275784212,5.045654232028414,2.59627558765175,2.2442427352774623,1.5687425134652724,1.153486328873294,1.1768609486276929,1.0631066906093523,77.9814925724902
2024-04-24,57.3128982312918,5.686116419541425,5.042866208564015,2.598035703475234,2.254690782805663,1.5687425134652724,1.1462601240767374,1.1747476268416788,1.0629518004168856,77.84730941047872
2024-04-25,57.3090682192599,5.687552674053388,5.041063849960768,2.5925723039591393,2.2539867364762696,1.5687425134652724,1.10944259859909,1.1731480335812965,1.0632193380220554,77.79879626737718
2024-04-26,57.302140403378665,5.71654685079974,5.0289401721686104,2.5873867492864773,2.2687153856871833,1.5687425134652724,1.0841954972270358,1.1731761954344724,1.0623744824267831,77.79221824987424
2024-04-29,57.29469159321368,5.712899890813482,5.035023132454571,2.5878655007904645,2.2654450904871504,1.5687425134652724,1.093641968447041,1.1728664150495391,1.0629658813434737,77.79414198606467
2024-04-30,57.278104261693166,5.711009610904619,5.034136034079535,2.5864855699848532,2.262840119068394,1.5687425134652724,1.062097327548754,1.1749644731111322,1.0617549216569167,77.74013483151265
2024-05-02,57.28498279433134,5.790447284978438,5.037304242561806,2.5637692617102905,2.262632425401223,1.5687425134652724,1.0517034493451367,1.1748034999583794,1.059952563053669,77.79433803480555
2024-05-03,57.282603117738,5.784947739723792,5.039472705256339,2.5687257478692214,2.266138576121603,1.5687425134652724,1.076762485861683,1.177591523422778,1.0603327480715417,77.82531715753022
2024-05-06,57.2882777311529,5.6407335368250076,5.039472705256339,2.5678381566617547,2.266138576121603,1.5687425134652724,1.1357946443614209,1.175699117294001,1.061487384051747,77.74418436519005
2024-05-07,57.286431228844805,5.693836864861216,5.039472705256339,2.55150132482524,2.266138576121603,1.5687425134652724,1.1074797174327404,1.173291278847475,1.0579841480831707,77.74487835773786
2024-05-08,57.28093430264251,5.694409634712031,5.024096333422382,2.551670295944295,2.262660587254399,1.5687425134652724,1.1475316317476223,1.1808930641989097,1.0575937121507422,77.76853207553816
2024-05-09,57.28463054587182,5.722416020377318,5.01947778950156,2.5433128999103016,2.2524519154781917,1.5687425134652724,1.1086044596058,1.1843795016220668,1.057157203426518,77.74117284925885
2024-05-10,57.28815077751879,5.749273388352108,5.024561003999782,2.546988021749736,2.25021304815072,1.5687425134652724,1.105572976920697,1.1835491071384003,1.0572557699126333,77.77430660720813
2024-05-13,57.2874326502628,5.64715929726875,5.0235049345056915,2.5474895702738696,2.265702067397379,1.5687425134652724,1.1159135588171791,1.1812820779577529,1.0567910993352334,77.69401776928393
2024-05-14,57.28837607234419,5.634397218426952,4.996413231750626,2.5433216160038596,2.268433767155426,1.5687425134652724,1.1244202126730038,1.1786684890119248,1.0588750764702386,77.6616481973015
2024-05-16,57.280421714671924,5.6256904041996805,5.013922863962645,2.5277727528192018,2.2349211618762914,1.5687425134652724,1.1941788127005113,1.209293955184409,1.0414533655638345,77.69639754444377
2024-05-17,57.284279888557,5.617660938864992,4.863031654647011,2.532067435428503,2.250001834251902,1.5687425134652724,1.1997091247797511,1.211856711985255,1.0375247870458184,77.5648748890255
2024-05-20,57.2835828826909,5.619566313527156,4.8723954708279456,2.527093165059292,2.275051802651726,1.5687425134652724,1.244444594653511,1.2098994631895408,1.0365391221846674,77.63731532825001
2024-05-21,57.28524443202827,5.6265928930274764,4.859778960605212,2.515842504715582,2.2721229699214485,1.5687425134652724,1.2296477937579118,1.192853093462263,1.033596208527802,77.58442136951123
2024-05-22,57.26230660261663,5.574525329789219,4.917876863706772,2.5193215496522803,2.2690392469987044,1.5687425134652724,1.1535787419944903,1.1760448322035866,1.0258376179778848,77.46727329840483
2024-05-23,57.25382988481073,5.568799884229325,4.924325928084016,2.522658729253606,2.2658428766632577,1.5687425134652724,1.1678544218779987,1.1831906208283998,1.0247956294103822,77.48004048862299
2024-05-24,57.25670239383466,5.559159377840938,4.940617560146184,2.5227432148131332,2.2568874073533713,1.5687425134652724,1.1737956294759992,1.1737803375897249,1.0231904037793649,77.47561883829864
2024-05-27,57.25329480960038,5.560532549801788,4.882773113723207,2.523074116587948,2.257253511444656,1.5687425134652724,1.2172922875904115,1.179454345524794,1.0240915830809887,77.46650883081946
2024-05-28,57.24868206702132,5.567221271549559,4.89982511582112,2.5177515263377326,2.254071222035797,1.5687425134652724,1.2007999882434401,1.1812919064445113,1.0247815484837945,77.46316715940254
2024-05-29,57.25330061094215,5.5660525546427655,4.900303867325107,2.5184274108139504,2.2564086558493837,1.5687425134652724,1.2023195173552437,1.1796891027328669,1.0253882674486126,77.47063250057535
2024-05-30,57.25925684288882,5.567756346759898,4.90538708182333,2.509457860577476,2.2588305752224977,1.5687425134652724,1.1980515885064598,1.1796201061925864,1.025655805053782,77.47275872049012
2024-05-31,57.252343107934166,5.591926552947438,4.907414735251982,2.5086411668353796,2.258703846883207,1.5687425134652724,1.1709699395329782,1.1706744935313116,1.0253178628156732,77.4547342191974
2024-06-03,57.25560988290256,5.599389993195148,4.899283000147487,2.5087960570278462,2.2680395012109655,1.5687425134652724,1.1526365731155692,1.1791512113372102,1.023797122744183,77.45544585514624
2024-06-04,57.254159547464,5.577809818563254,4.9132512793226555,2.5135272483613713,2.248396608620885,1.5687425134652724,1.1671287190835131,1.1715721526012883,1.0270216549328057,77.44160954241505
2024-06-05,57.25902098736847,5.541169797246172,4.896607624095791,2.515058549127802,2.259421974139188,1.5687425134652724,1.2073878342331354,1.173708792401732,1.0278159881634807,77.44893406024104
2024-06-06,57.26036011164882,5.5737217876325555,4.877978558220037,2.5171988499691587,2.26430805566518,1.5687425134652724,1.1791034769960775,1.1759152735980514,1.0287160409909775,77.44604466818615
2024-06-07,57.26692182343878,5.573572515729798,4.897452479691063,2.5183253240961885,2.2590699509744914,1.5687425134652724,1.1701595118032133,1.1732722836775078,1.0289413358163835,77.45645773869269
2024-06-11,57.28331202198705,5.567995652107259,4.876640870194189,2.520916214588357,2.255803176006105,1.5687425134652724,1.1647859345178229,1.1733159345499302,1.0283685237227889,77.43988084113879
2024-06-12,57.283424669399764,5.5914417466450175,4.879583783851054,2.5188603993065275,2.2562115228771535,1.5687425134652724,1.1658970463539455,1.1762166054270318,1.0293401076573518,77.46971839498312
2024-06-13,57.2873250860646,5.542496445825575,4.877260430964055,2.5212963996062294,2.260759662165036,1.5687425134652724,1.2078745273797187,1.1734849056689847,1.0306777956831998,77.46991776682268
2024-06-14,57.29169017330684,5.546904367246496,4.871163389751507,2.521901879449508,2.2582814190855705,1.5687425134652724,1.1159244152115784,1.1762785615040185,1.0331745129383485,77.38406123195915
2024-06-17,57.29261951446164,5.551522911167318,4.8665730076838605,2.522986110796774,2.256985973839486,1.5687425134652724,1.0926630342687993,1.1861054571176486,1.0336955072221,77.3718940300229
2024-06-18,57.292661757241405,5.565358970441827,4.863235828082535,2.5228933456524127,2.2536910370179246,1.5687425134652724,1.062567179907138,1.1784325208441653,1.0336955072221,77.34127865987477
2024-06-19,57.29697052077729,5.568538880174093,4.848859202036318,2.5230763976980555,2.2531137190278216,1.5687425134652724,1.0732404940988916,1.1789679903204489,1.033667345368924,77.34517706296712
2024-06-20,57.2987024747476,5.569749839860649,4.858279341923604,2.523456582715928,2.253212285513937,1.5687425134652724,1.0752973513692885,1.1774458421562999,1.033709982414632,77.3585962141672
2024-06-21,57.296731145025305,5.559977747213299,4.885469611164785,2.5226539699004196,2.255197696162827,1.5687425134652724,1.1292034752730506,1.1788525267224284,1.0335832540753411,77.43041193900272
2024-06-24,57.296393202787186,5.524616175463911,4.895988063325925,2.5223301085888985,2.254352840567554,1.5687425134652724,1.140923114957696,1.1820742427257334,1.033512849442402,77.41893311132458
2024-06-25,57.297590081547156,5.522674781791535,4.891904594615442,2.5220625709837288,2.2566761934545534,1.5687425134652724,1.1334177417106084,1.1817363004876245,1.033301635543584,77.40810641359951
2024-06-26,57.2964917692733,5.539277602331294,4.885892038962421,2.5230623167714676,2.250184886297544,1.5687425134652724,1.1168867620583,1.1821854820457776,1.0348223756150738,77.39754574682046
2024-06-27,57.29602709869591,5.5412515792677945,4.890313449911012,2.519485761418148,2.2584222283514492,1.5687425134652724,1.1122366768619212,1.1798114378230624,1.0348223756150738,77.40111312140964
2024-06-28,57.29612949519405,5.544618328814955,4.88801825887719,2.517500350769258,2.2610131188436178,1.5687425134652724,1.0986932896465413,1.1854417104001496,1.0352966212225536,77.3954536872336
2024-07-02,57.30193083694826,5.5819422044127025,4.887279010231326,2.517060490784506,2.2507340424344715,1.5687425134652724,1.1298589283247895,1.185061525382277,1.0352262165896142,77.45783576857322
2024-07-03,57.304394999101135,5.582840764661981,4.8916018546938025,2.514863866236798,2.2488612791982843,1.5687425134652724,1.0968247225264776,1.1763424185060944,1.045554336866066,77.43002675525591
2024-07-04,57.313054768952675,5.57507043061929,4.871226753921152,2.5189332540206935,2.2408210701166094,1.5687425134652724,1.118120645493342,1.1736093388172417,1.0464277485804587,77.42600652398673
2024-07-05,57.31549543003908,5.588137530492834,4.868547857637809,2.5197921905425535,2.2399902954479254,1.5687425134652724,1.0860438018937395,1.1719618704064607,1.0464418295070463,77.40515331943271
2024-07-08,57.32183184700362,5.580435700157993,4.870716320332342,2.5186516354889354,2.2389342259538347,1.5687425134652724,1.112778834778334,1.1754961829800166,1.0470895521300885,77.43467681229043
2024-07-09,57.330808184246706,5.580762321331125,4.867477707217131,2.519996363978078,2.2454396140374313,1.5687425134652724,1.1216861754811431,1.1715535235354126,1.0463995867272828,77.45286599001957
2024-07-10,57.34757856781286,5.587630448164552,4.852171740016114,2.5247838790179538,2.2410182030888395,1.5687425134652724,1.1286183423686917,1.1771436513907976,1.046498153213398,77.47418549853849
2024-07-11,57.35163387467017,5.59513561019774,4.842005311019671,2.527938006573637,2.2390750352197135,1.5687425134652724,1.2213815013189422,1.173731645745584,1.0465826387729253,77.56622613698366
2024-07-12,57.35329542400754,5.619644110646554,4.8307159281278444,2.529289775526073,2.241764492197997,1.5687425134652724,1.1758125250767397,1.1735498891451879,1.0514590326214242,77.54427369081463
2024-07-15,57.35302788640237,5.597957920718381,4.832532367657681,2.5296417986907698,2.2566339506747894,1.5687425134652724,1.1832085740097993,1.1737017378575114,1.0518814604190605,77.54732820989564
2024-07-16,57.34059442822528,5.615631680210708,4.829251511762706,2.5302754403872236,2.2576196155359405,1.5687425134652724,1.1626290885877257,1.1757881369118897,1.052472859335751,77.5330052744225
2024-07-17,57.341256231774906,5.630731052056827,4.831504460016766,2.53949844730228,2.260647014752333,1.5687425134652724,1.1397030589925632,1.172138811329964,1.0543737844251138,77.53859537411603
2024-07-18,57.34383304134049,5.636645041223733,4.823351603522388,2.5397378230542738,2.2628295583734532,1.5687425134652724,1.138138935586256,1.1756308811237561,1.0604415373103593,77.54935093499998
2024-07-19,57.34305859037816,5.647613097370825,4.830941222953251,2.5423146326198545,2.264927616435046,1.5687425134652724,1.1397785468400008,1.1717337875575904,1.0604239361521246,77.56953394377211
2024-07-22,57.34298818574521,5.773258923187448,4.837981686247187,2.542216066133739,2.2650121019945733,1.5687425134652724,1.1442376805909216,1.1717695390301972,1.0610153350688152,77.70722203146337
2024-07-23,57.34504400102705,5.806489909934825,4.771364822559965,2.544553499947326,2.2527898577163006,1.5687425134652724,1.1420585727158887,1.1757393042584827,1.0643665955967287,77.67114907722184
2024-07-24,57.3456776427235,5.810612439135663,4.735514783467243,2.5465248296696283,2.2457353134957767,1.5687425134652724,1.1369576021692398,1.1726739147021563,1.0655071506503462,77.62794618947882
2024-07-25,57.34714205908864,5.731007807515293,4.692948142392107,2.5404137075304916,2.2355688844993336,1.5687425134652724,1.1251213442505938,1.1777498916041118,1.0681262029956906,77.48682055334154
2024-07-26,57.345283376779044,5.7754049690468525,4.683950430302457,2.540371464750728,2.232541485282941,1.5687425134652724,1.1233477107375855,1.170978655626536,1.0704591309127691,77.5110797369042
2024-07-29,57.34773345800534,5.78967677667555,4.676740995889467,2.5400053606594435,2.2344705722254794,1.5687425134652724,1.1261116276556655,1.167916054093674,1.0725008652680106,77.52389822393789
2024-07-30,57.348690961013304,5.8396886936030965,4.675896140294195,2.537949545377614,2.2317670343206077,1.5687425134652724,1.121056054016336,1.1785339598393043,1.072345975075544,77.57467087700527
2024-07-31,57.350197620158205,5.849941847026394,4.673924810571893,2.5376820077724447,2.2155317259647918,1.5687425134652724,1.153151118334943,1.1799744386292437,1.0725853508275378,77.60173143275073
2024-08-01,57.35138041799159,5.908086991636656,4.678529273566126,2.5373581464609236,2.195931076154474,1.5687425134652724,1.126798664225741,1.1764823688354515,1.074090883498313,77.61740033583455
2024-08-02,57.34723621824473,5.928521612485993,4.685992164657699,2.5334154870163195,2.171120483506644,1.5687425134652724,1.1252479881043251,1.1780453516867053,1.0745977968554765,77.61291961602316
2024-08-05,57.34827091289226,5.930043127008446,4.693877483546907,2.5332746777504407,2.14719698923385,1.5687425134652724,1.1390582933641047,1.171356911557466,1.0752877622582822,77.60710867107703
2024-08-06,57.357001087376744,5.922130209503126,4.701762802436115,2.5363443197465965,2.1170638063358043,1.5687425134652724,1.11840630525103,1.1708443658296674,1.0757946756154455,77.5680900855598
2024-08-07,57.35506895895406,5.907393534164056,4.706705207668458,2.534654608556052,2.07997464570335,1.5687425134652724,1.1400030390525913,1.1735019999138625,1.071457750226381,77.53750225770408
2024-08-08,57.35263295865436,5.933567963118408,4.705057739257677,2.526093405190626,2.0760319862587457,1.5687425134652724,1.1578159462614594,1.1728571497998443,1.0723589295280047,77.5651585915344
2024-08-09,57.35359046166234,5.919659513800311,4.715477624932702,2.531021729496381,2.0691464131572768,1.5687425134652724,1.1501397150511545,1.1730796284399327,1.0740018920422776,77.55485949204764
2024-08-12,57.35422762359044,6.5845207507197685,4.716125347555744,2.5357951636096696,2.0680481008834226,1.5687425134652724,1.1483113489764991,1.1757550044916283,1.0752128517288346,78.22673870502128
2024-08-13,57.34342755289754,6.615270523312171,4.715315694276942,2.5340913714925373,2.0666118463714596,1.5687425134652724,1.1608442466571536,1.1705296852822817,1.077268667010664,78.25210210076602
2024-08-14,57.341582951514525,6.598118504392704,4.718751440364382,2.5329716984530495,2.0688507136989314,1.5687425134652724,1.1970210618131998,1.1711125089146803,1.0735794642446415,78.27073085686139
2024-08-15,57.345933957830184,6.589752631640905,4.7349304250138475,2.534625953870446,2.073286205574111,1.5687425134652724,1.1735691800146133,1.1693480561658074,1.0743527887328475,78.26454171230803
2024-08-16,57.341019714451015,6.587890950093943,4.736549731571452,2.5367099310054506,2.0743141132150256,1.5687425134652724,1.1663138277000198,1.170798391604358,1.0742542222467324,78.25659339535326
2024-08-19,57.342138908738995,6.661875517809001,4.731311626880764,2.536322339420193,2.076116471818273,1.5687425134652724,1.0435889070520044,1.172246474094655,1.075268048961059,78.20761080824022
2024-08-20,57.33788646890946,6.728882042977689,4.717695370870293,2.536321621292937,2.076017905332158,1.5687425134652724,1.0577487853952543,1.1715885850426164,1.075296210814235,78.27017950409991
2024-08-21,57.339322723421425,6.726480597271835,4.715569150955523,2.536349783146113,2.0640913605122306,1.5687425134652724,1.044456742719468,1.169434203274672,1.075296210814235,78.23974328558077
2024-08-22,57.331958398815964,6.727941211786795,4.714822861846367,2.538326914210169,2.0722160551534325,1.5687425134652724,1.0478027088189845,1.17163082782238,1.075296210814235,78.2487377027336
2024-08-23,57.33285957811759,6.656212000164241,4.719328758354485,2.53779183899983,2.07315947723482,1.5687425134652724,1.0799063625028102,1.1819268013434319,1.08129017964416,78.23121750982665
2024-08-26,57.32987442168096,6.621850582549463,4.718427579052861,2.539326659997908,2.0737086333717474,1.5687425134652724,1.120239782702037,1.184389301946972,1.0811493703782813,78.2377088451455
2024-08-27,57.33028276855201,6.6210344379635035,4.720300342289048,2.5388619894205084,2.0730609107487052,1.5687425134652724,1.132756121213024,1.1687453925078464,1.0818252548544993,78.23560973101442
2024-08-28,57.33357770537357,6.6557747310699815,4.719328758354485,2.5377636771466543,2.074046575609856,1.5687425134652724,1.1366058887849277,1.1703083753591002,1.0817689311481478,78.277917156312
2024-08-29,57.32915475960398,6.6490852207903215,4.715090399451536,2.537805919926418,2.07494775491148,1.5687425134652724,1.1379583477027664,1.1758985032144853,1.0811482439041544,78.26983166297042
2024-08-30,57.35230380291444,6.67571245010096,4.71837125534651,2.539861735208247,2.0676115921591984,1.5687425134652724,1.1346010042145669,1.1694776006904157,1.0832463019657472,78.30992825606536
2024-09-02,57.35327538684901,6.681878642743981,4.7217506777275995,2.5402555083202767,2.068892956478695,1.5687425134652724,1.137534047141894,1.1713869743357312,1.0833589493784501,78.3270756564409
2024-09-03,57.35052083374711,6.6680391195615325,4.722299833864526,2.5453236562270494,2.0684705286810585,1.5687425134652724,1.148260418265031,1.1720999902153613,1.0834715967911532,78.32722849081809
2024-09-04,57.35077429042569,6.649295561671691,4.726763487592881,2.5590103168704608,2.075694044020637,1.5687425134652724,1.1489825726660163,1.1700934581765896,1.0802752264557063,78.32963147134494
2024-09-05,57.34963274970721,6.652350489099562,4.725517325589855,2.5477033328204,2.0797035878665335,1.5687425134652724,1.1518546451812182,1.1710861635010343,1.0804864403545242,78.3270772475856
2024-09-09,57.3519561025942,6.704232184106861,4.721814041897245,2.546900720004891,2.067115239496976,1.5648702586536076,1.0572332404300926,1.1855874761521872,1.0811155761544704,78.28082483949053
2024-09-10,57.33462248196454,6.725637248335707,4.728403915540368,2.546717667959249,2.084758640511579,1.5648702586536076,1.0714357135762709,1.1876362509707226,1.0809747668885916,78.32505694440064
2024-09-11,57.33851585816608,6.782630840688686,4.726981741954994,2.541310592149506,2.064284973252814,1.5648702586536076,1.025222816561205,1.183608838428986,1.0828756919779545,78.31030161183385
2024-09-12,57.338403210753384,6.78731808545033,4.722940516024274,2.5431270316793415,2.0418118144185704,1.5648702586536076,1.0309959401385262,1.1915504810245459,1.0843812246487297,78.30539856279131
2024-09-13,57.340149245650274,6.809872660202104,4.731008886959125,2.548168876415248,2.0306315587078,1.5648702586536076,1.0341469276475803,1.1693427617374104,1.0860286930595107,78.31421986903267
2024-09-16,57.31874623723672,6.783843813947745,4.727530898091921,2.547617256116168,2.0265480899973176,1.5648702586536076,1.0776336587087483,1.1755665312892496,1.0871371999242143,78.30949394396568
2024-09-17,57.30536935697823,6.802579824460935,4.720856538889269,2.553227759072326,2.0214789564256836,1.5648702586536076,1.0898063662872846,1.168804546480442,1.0878975699599593,78.31489117720774
2024-09-19,57.295110162837425,6.80756447247304,4.720856538889269,2.5483346370830406,2.0214789564256836,1.5648702586536076,1.1207888402724777,1.1722966162742343,1.0875596277218504,78.33886011063063
2024-09-20,57.28346523654926,6.807784402465416,4.720856538889269,2.546929881603855,2.0214789564256836,1.5648702586536076,1.1340931051925425,1.1689793611840305,1.0865739628606994,78.33503170382437
2024-09-23,57.28885471120076,6.803249006416095,4.713731590035806,2.5393684240261676,2.025083673632179,1.5648702586536076,1.1841883530436363,1.168838551918152,1.0853725782042223,78.37355714713064
2024-09-24,57.28154671030167,6.819559112653947,4.701692397803176,2.5253415963582464,2.022746239818592,1.5648702586536076,1.1908211453510005,1.179143227451835,1.0861047863867914,78.37182547477886
2024-09-25,57.2808004211925,6.830186635672438,4.703089929767022,2.5313400710846796,2.0159873950564138,1.5648702586536076,1.2000498832031776,1.1686613856998231,1.086235739004059,78.38122171933372
2024-09-26,57.27601290615263,6.841292994680474,4.679631106071628,2.5280979377378223,2.0172124356695584,1.5648702586536076,1.1984869003519238,1.176504461809268,1.0964940882892678,78.37860308941617
2024-09-27,57.27521644670204,6.835549426968061,4.680644932785954,2.5318716260633716,2.0093411977069384,1.5648702586536076,1.223224441152616,1.176476539331844,1.0967897877476132,78.39398465711204
2024-09-30,57.26104876752546,6.831440598508793,4.650279414599209,2.5395781031039877,1.9893744438053358,1.5648702586536076,1.323282956329896,1.1723454770894943,1.093653078298119,78.42587309791391
2024-10-02,57.241840778433975,6.872988442302518,4.620072306836577,2.5409650743728927,2.0190957596006864,1.5648702586536076,1.4203232389739924,1.1890736178758858,1.0938502112703494,78.56307968832049
2024-10-03,57.22330949051244,6.943343017547857,4.562875583036641,2.5139976357949654,2.049538722883665,1.5648702586536076,1.4918560498324982,1.1842137831970543,1.085429817170802,78.61943435862953
2024-10-04,57.19232441155583,6.749158858882757,4.562875583036641,2.5084810667000754,2.049538722883665,1.5648702586536076,1.813875167808985,1.1802964694203082,1.0585294038034327,78.67994994274531
2024-10-07,57.15441599445265,6.7362786269859605,4.562875583036641,2.4852823740424657,2.049538722883665,1.5648702586536076,1.8184415418967987,1.1979961941412631,1.0558962705315007,78.62559556662454
2024-10-08,57.14408564938979,6.732628372062879,4.562875583036641,2.4774509146974557,2.049538722883665,1.5648702586536076,1.8456415410582516,1.1867216525460607,1.0510665127118608,78.61487920704022
2024-10-09,57.131347381394846,6.725948577622565,4.562875583036641,2.4764049271468025,2.049538722883665,1.5648702586536076,1.8491006896456812,1.1946773760682081,1.0345597944960634,78.58932331094809
2024-10-10,57.14073935942896,6.788550955058657,4.583053550837062,2.4815991979130225,2.027487991847058,1.5648702586536076,1.806005450586436,1.1900832343931629,1.0430509874944947,78.62544098621245
