date,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,MERRILL LYNCH FAR EAST LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,57.00215953420437,0.0,0.0,0.0,42.997840465795626,0.0,0.0
2024-03-06,0.0,0.0,57.00307753396342,0.0,0.0,0.0,42.99692246603659,0.0,0.0
2024-03-07,0.0,0.0,43.55907746719497,0.0,0.0,23.586840051587988,32.85408248121705,0.0,0.0
2024-03-11,0.0,0.0,38.264196790978396,12.16590115032748,0.0,20.711602736317218,28.858299322376908,0.0,0.0
2024-03-12,0.0,0.0,38.28538577218137,12.172810035488862,0.0,20.684423653037417,28.85738053929235,0.0,0.0
2024-03-13,0.0,0.0,38.28745653762161,12.172927557614837,0.0,20.6877059291521,28.851909975611463,0.0,0.0
2024-03-14,0.0,22.946678976024884,29.50271423682639,9.37453125655772,0.0,15.93858113154766,22.23749439904335,0.0,0.0
2024-03-15,0.0,22.946774612813957,29.502420419404885,9.374570327574027,0.0,15.93864756010246,22.237587080104674,0.0,0.0
2024-03-18,0.0,22.94706152796436,29.50195573600246,9.374687542577046,0.0,15.938430065532131,22.237865127924003,0.0,0.0
2024-03-19,0.0,22.947157167942258,29.502078695815463,9.374726614896097,0.0,15.938496494564767,22.237541026781415,0.0,0.0
2024-03-21,0.0,22.94719542415664,29.501961165632046,9.374742243914914,0.0,15.938523066332866,22.237578099963535,0.0,0.0
2024-03-22,0.0,22.947577993316226,29.50245301399437,9.374898536969264,0.0,15.938788788886832,22.236281666833317,0.0,0.0
2024-03-25,0.0,22.94767363759928,29.502575978647442,9.374937611047127,0.0,15.938855220909723,22.235957551796428,0.0,0.0
2024-03-26,0.0,22.657426319097553,29.116252051658016,9.256361299317252,0.0,15.738903100194246,23.231057229732933,0.0,0.0
2024-03-27,0.0,19.81821388295825,25.4676812142388,8.096442438971296,0.0,13.759454870580148,20.310963971494544,12.547243621756957,0.0
2024-03-28,0.0,19.81821388295825,25.4676812142388,8.096442438971296,0.0,13.741097174147953,20.307724378006508,12.568840911677185,0.0
2024-04-03,0.0,19.810002809364157,25.46823125901306,8.10093685523723,0.0,13.741033988410804,20.310682717533666,12.569112370441088,0.0
2024-04-09,0.0,19.81014542759571,25.468414612551065,8.100995176343963,0.0,13.740412983895725,20.31082894031206,12.569202859301477,0.0
2024-04-10,0.0,19.811785684866408,25.459363522931827,8.101665929432901,0.0,13.741190679294512,20.315750608623752,12.570243574850595,0.0
2024-04-11,0.0,19.798732853780965,25.462021721097344,8.105392080638198,0.0,13.748025878307244,20.314271439096416,12.571556027079836,0.0
2024-04-12,0.0,19.798804135928144,25.462113393003477,8.105421262796243,0.0,13.750595613057673,20.311464306272992,12.571601288941473,0.0
2024-04-15,0.0,19.803612731401003,25.46829745353311,8.110991064266273,0.0,13.797149821189677,20.245294337821,12.574654591788933,0.0
2024-04-16,0.0,19.808392125801777,25.474443960228516,8.112948566960506,0.0,13.783549831452802,20.242976162657822,12.577689352898577,0.0
2024-04-17,0.0,15.424855512158992,21.45615774706782,6.831779785565444,17.038624898322293,11.61114586411328,17.04597204616205,10.591464146610125,0.0
2024-04-18,0.0,15.430855067151839,21.45322117467229,6.834437031754245,17.045252134927484,11.599883006798114,17.040767848664,10.595583736032031,0.0
2024-04-19,0.0,15.437366336744033,21.462273667621083,6.838535205718149,17.052444622410153,11.599617028865623,17.009708444785026,10.600054693855931,0.0
2024-04-22,0.0,15.440366179249573,21.45733537860399,6.8447221801761575,17.055758312523214,11.59185130300502,17.007852113236705,10.602114533205343,0.0
2024-04-23,0.0,15.440366179249573,21.45733537860399,6.845936701827757,17.055758312523214,11.592458563830819,17.006030330759305,10.602114533205343,0.0
2024-04-24,0.0,15.440881894597547,21.458052063496876,6.84798720259516,17.05632798271309,11.590112992301997,17.0041692155773,10.602468648718036,0.0
2024-04-25,0.0,15.443038895727087,21.460138579285786,6.8489438264610705,17.058710652237774,11.587784184854108,16.99743410969318,10.603949751740993,0.0
2024-04-26,0.0,15.443085793748857,21.459900066376797,6.849571993387029,17.058762456794437,11.586908323408235,16.9977894120562,10.603981954228448,0.0
2024-04-29,0.0,15.441812216075867,21.457957815227758,6.851701850616329,17.064066836188744,11.583524342054732,16.993657704019373,10.607279235817195,0.0
2024-04-30,0.0,15.445471975745257,21.462435720312975,6.853933426856841,17.068111075474196,11.57654646473617,16.983708141412862,10.609793195461696,0.0
2024-05-02,0.0,15.448757852752301,21.460923349814397,6.855391535892971,17.07174215349011,11.570803560760071,16.980331219410274,10.61205032787987,0.0
2024-05-03,0.0,15.44983404661673,21.461530870616663,6.8564769695495995,17.072931407948996,11.5673545020959,16.979082616928515,10.612789586243599,0.0
2024-05-06,0.0,15.452980848500598,21.46468613485501,6.856049499538367,17.076408800169236,11.565758551163837,16.96916498050102,10.614951185271932,0.0
2024-05-07,0.0,15.45567265406158,20.430622119536316,6.859947725265686,17.0770317662664,12.59859548026225,16.962791824289823,10.61533843031794,0.0
2024-05-08,0.0,15.458398360698029,20.432096751110283,6.86115752088306,17.080043409942995,12.590783252608526,16.96031019167349,10.61721051308362,0.0
2024-05-09,0.0,15.460748879543932,20.43003369053041,6.862809008627487,17.082640507196356,12.585703231266129,16.959239775244978,10.61882490759071,0.0
2024-05-10,0.0,15.466581252010233,20.43652376821255,6.865397916746703,17.089084717817858,12.570372265030485,16.949209354859214,10.622830725322958,0.0
2024-05-13,0.0,15.469289155953724,20.439024674037828,6.86659991722693,17.092076691230986,12.564357619973851,16.943961360818093,10.624690580758585,0.0
2024-05-14,0.0,15.470465982546466,20.440579573395105,6.868339494436773,17.093376971429556,12.5631833530605,16.93855577074848,10.625498854383123,0.0
2024-05-16,0.0,15.435426348261267,20.40339127046802,7.104780173694089,17.054661545633483,12.519547987024593,16.88075990842027,10.601432766498283,0.0
2024-05-17,0.0,15.438051158097178,20.406860887755183,7.105988348736432,17.057561708049672,12.511656085728449,16.87664626078843,10.603235550844657,0.0
2024-05-20,0.0,15.439345142810968,20.406567006964828,7.1065839576125445,17.05899143670381,12.513919538091084,16.870468626250947,10.604124291565816,0.0
2024-05-21,0.0,15.443847649118373,20.412518081690564,7.100454452123348,17.063966273125384,12.505114077930443,16.866882741699374,10.607216724312517,0.0
2024-05-22,0.0,15.447367059823632,20.415954391438998,7.102072534351221,17.067854883460083,12.493075355158014,16.864041833095143,10.609633942672911,0.0
2024-05-23,0.0,15.449948980632527,20.418758984245493,7.103259596767211,17.070707657626457,12.48786996942728,16.858047541526794,10.611407269774238,0.0
2024-05-24,0.0,15.451874246820129,20.421303429299286,7.1041447560347635,17.072834891592915,12.483347433458666,16.853765652561535,10.612729590232705,0.0
2024-05-27,0.0,15.453940919990018,20.42403475879481,7.1050949284946086,17.07511836667437,12.478025642558299,16.84963635098216,10.614149032505733,0.0
2024-05-28,0.0,15.456666015802098,20.42763626418914,7.10938810363554,17.07812933544879,12.466848714167911,16.8453108710144,10.61602069574212,0.0
2024-05-29,0.0,15.460426346050696,20.431693634650223,7.111117690540492,17.08228413870739,12.452547825369379,16.843326981075375,10.618603383606445,0.0
2024-05-30,0.0,15.538440730684055,20.532653919054418,7.147000884073808,17.168482530354844,12.017501321391673,16.92373502099813,10.67218559344307,0.0
2024-05-31,0.0,15.541100695849513,20.53494606622765,7.1494471092279115,17.171421536028966,12.005191145305725,16.923880924020537,10.674012523339698,0.0
2024-06-03,0.0,15.544141771397419,20.53896433517666,7.150846109801321,17.174781632020746,11.991641352459737,16.92352358986653,10.676101209277588,0.0
2024-06-04,0.0,15.546470899412393,20.54173609031025,7.153140770159408,17.17735509446329,11.980900575883128,16.92269565773885,10.67770091203268,0.0
2024-06-05,0.0,15.54861050946139,20.54333983363778,7.154125233577038,17.179719157781136,11.975821049912653,16.919213766470893,10.679170449159106,0.0
2024-06-06,0.0,15.550655576057226,20.546041843443422,7.155066196277771,17.18197875967637,11.97127864884597,16.914403924196822,10.680575051502416,0.0
2024-06-07,0.0,15.554128665453213,20.55063060432922,7.1566642115133545,17.185816189419473,11.965079892588083,16.904719981455283,10.682960455241375,0.0
2024-06-11,0.0,14.257824102110966,18.833835002843095,6.558517516759843,15.750116516255725,10.957107880776471,15.486614900892445,9.790508059325848,8.365476021035603
2024-06-12,0.0,14.8206994038572,18.712153837541145,6.5172587147798025,15.64835856143398,10.881580690371768,15.381266434844251,9.727253792238074,8.311428564933781
2024-06-13,0.0,14.822351061807696,18.71312474301326,6.517985015332725,15.650102455910615,10.878614263303488,15.377129824976205,9.728337823134638,8.312354812521376
2024-06-14,0.0,14.824333537345236,18.72398692219514,6.5188567897086696,15.652195642419924,10.882019774887846,15.355501772085894,9.729638979184365,8.313466582172927
2024-06-17,0.0,14.828341409092397,18.729049095006527,6.520619212409525,15.656427333007446,10.87520663963566,15.342372658153808,9.73226946136264,8.315714191331997
2024-06-18,0.0,14.833481679154056,18.735541552098685,6.522879596278249,15.661854660479356,10.873121416313927,15.318881078396279,9.735643169315814,8.31859684796363
2024-06-19,0.0,14.835508502710743,18.743678625490183,6.523770872265176,15.663994671614562,10.865126068995588,15.311214338744733,9.73697343225353,8.31973348792549
2024-06-20,0.0,14.838818793015252,18.748418789494213,6.525226540297273,15.667489824455588,10.856393790373776,15.302916296477534,9.739146071549456,8.321589894336913
2024-06-21,0.0,14.840971274013848,18.750022560615555,6.526173072924663,15.669762510348804,10.849320936211623,15.300393835958351,9.740558807101657,8.322797002825501
2024-06-24,0.0,14.843846011938739,18.7467441302213,6.527556960830211,15.673085314475902,10.843809114894656,15.297499968010845,9.742624311858549,8.324834187769806
2024-06-25,0.0,14.845393539909615,18.744059100814056,6.527847596402577,15.671773512937412,10.850155315351898,15.294824640075941,9.74180887639675,8.324137418111754
2024-06-26,0.0,14.844772303096473,18.74215879318783,6.533154039484488,15.67111769451082,10.849422286979477,15.294184595870213,9.741401209851276,8.323789077019422
2024-06-27,0.0,14.84609767115834,18.74271610439023,6.533737331267643,15.672516840180553,10.84257878506849,15.295550088272641,9.742270939731785,8.32453223993032
2024-06-28,0.0,14.84630478129651,18.741861536084635,6.533828480017396,15.672735479260002,10.842451034678112,15.29576346848624,9.742406849054564,8.324648371122542
2024-07-02,0.0,14.843975285313721,18.741320688739204,6.539330360030944,15.67321650670829,10.835529340602617,15.296232925913156,9.74270586291293,8.327689029779139
2024-07-03,0.0,14.84492794612364,18.74140733046664,6.552027627109033,15.674222386793934,10.818645478101319,15.297214611840804,9.74333113302284,8.32822348654179
2024-07-04,0.0,14.846616424430218,18.743272614086834,6.55500983946076,15.676015797633603,10.806767131604813,15.298685818332125,9.744445944031463,8.329186430420185
2024-07-05,0.0,14.831011249353779,18.723573802492755,6.676356984456201,15.659540612744527,10.772271136855839,15.282607199844453,9.734204722624062,8.320434291628386
2024-07-08,0.0,14.831093940009493,18.723120643846766,6.676394208643247,15.659627922885399,10.772331197909589,15.282692408384122,9.73425899591385,8.320480682407535
2024-07-09,0.0,14.831424711853433,18.721307958729742,6.676543109542411,15.6599771731851,10.772571448822182,15.283033252044659,9.734476095125173,8.320666250697299
2024-07-10,0.0,14.831962247568786,18.721986475585776,6.6767850876696775,15.66054473814907,10.7693375767858,15.283587155420195,9.734828901997949,8.32096781682275
2024-07-11,0.0,14.833368294440072,18.72376129068231,6.679090950107709,15.662029333347208,10.759205735626772,15.285036015627846,9.735751748583699,8.321756631584385
