date,CHONG HING BANK LTD,THE BANK OF EAST ASIA LTD,HANG SENG BANK LTD,SHANGHAI COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-05-23,0.0,0.0,32.89117816582793,18.218931077027325,13.971243392995952,18.71157310099972,8.744461098780317,3.065279559942761,2.3141788159493335,2.083154788476659
2024-05-24,0.0,0.0,32.8909467368872,18.218802884966248,13.971145088519208,18.711441442610337,8.745103191094467,3.0652579920196534,2.3141625329220328,2.0831401309808517
2024-06-04,0.0,0.0,32.89117816582793,18.218931077027325,13.971243392995952,18.71157310099972,8.744461098780317,3.065279559942761,2.3141788159493335,2.083154788476659
2024-06-06,0.0,0.0,32.893724099140336,18.220341308771278,13.972324833550944,18.705280990911362,8.745137961576114,3.0655168271304594,2.314357944374247,2.08331603454526
2024-06-13,0.0,0.0,32.89443703109827,18.22073621278289,13.972627666908167,18.70568640540807,8.743160122056702,3.065583268525391,2.3144081053026864,2.083361187917831
2024-06-18,0.0,0.0,32.892353875143804,18.21958232055787,13.971742801102547,18.70450180200595,8.748939282502525,3.0653891296795517,2.314261537266849,2.083229251740908
2024-06-19,0.0,0.0,32.89142811274196,18.21906952647954,13.971349563384672,18.70397535976411,8.751507563309074,3.065302853640627,2.3141964018761936,2.083170618803813
2024-06-21,0.0,0.0,32.89119668028388,18.218941332470145,13.971251257413856,18.70384375383388,8.752149610921865,3.0652812853897213,2.3141801186014166,2.0831559610852346
2024-06-25,0.0,0.0,32.891032943786996,18.218850636298164,13.971181706775118,18.70375064375691,8.752603854150415,3.065266026035539,2.314168598322922,2.0831455908739334
2024-06-26,0.0,0.0,32.883860224030585,18.214877556154363,13.968134938033621,18.69967181892977,8.772502651557444,3.0645975674249146,2.313663935460761,2.082691308408537
2024-07-03,0.0,0.0,32.86478676662738,18.204312473806823,13.973391221082846,18.694801557859677,8.792021498211252,3.0698506292835916,2.3193525575165777,2.081483295611854
2024-07-04,0.0,0.0,32.87773118523171,18.211482586996304,13.978894905819098,18.66277796583652,8.795484402366363,3.071059748085437,2.3202660784412283,2.0823031272233483
2024-07-09,0.0,0.0,32.877499945482946,18.211354499731573,13.978796587716557,18.662646704464994,8.796125873310746,3.071038148325996,2.3202497592572184,2.0822884817099685
2024-07-16,0.0,0.0,32.882330178822514,18.21403004050594,13.980850297683467,18.66538854732002,8.782726557844683,3.0714893332054958,2.3205906412513446,2.082594403366531
2024-07-23,0.0,25.15071108919812,24.613056001350962,13.633551483707981,10.46230242602827,13.971401999303614,6.574039596257239,2.2990687872366014,1.7370066871390921,1.5588619297781183
2024-08-06,0.0,25.150729033116132,24.61307356167589,13.633561210642906,10.462238544848194,13.971411967279913,6.574044286543214,2.2990704275203164,1.7370079264164018,1.5588630419570366
2024-08-09,0.0,25.152699521405196,24.612425595802815,13.633202292348088,10.46196311506426,13.971044154697267,6.573871217692828,2.2990099019962247,1.736962197797635,1.5588220031956865
2024-08-13,0.0,25.152567087680065,24.612296006722193,13.633130510956851,10.4619080308477,13.970970594504664,6.574363123949188,2.2989977972738203,1.7369530523628056,1.5588137957027088
2024-08-14,0.0,25.152712764854414,24.61243855478593,13.633209470528785,10.46196862351782,13.971051510759134,6.574401200962944,2.2990111124754757,1.7363839381657638,1.558822823949738
2024-08-16,0.0,25.152792888019576,24.612516956924814,13.63325289868321,10.46200194978556,13.971096015098613,6.574422143508514,2.2986998890880543,1.7363894693614788,1.5588277895301808
2024-08-19,0.0,25.15424976185996,24.613942537466112,13.63404254974088,10.462607918952742,13.971905234352972,6.55584699070232,2.298833031985951,1.7496538966112019,1.5589180783278638
2024-08-26,0.0,34.5145397228072,24.613942537466112,13.63404254974088,10.462607918952742,4.61161527340573,6.55584699070232,2.298833031985951,1.7496538966112019,1.5589180783278638
2024-08-28,0.0,25.15424976185996,24.613942537466112,13.63404254974088,10.462607918952742,13.971905234352972,6.55584699070232,2.298833031985951,1.7496538966112019,1.5589180783278638
2024-08-29,0.0,25.14193787140624,24.601895103452996,13.627369290156398,10.457486936066038,14.014012174083797,6.5526381941472644,2.2977078550981824,1.7487975185712707,1.5581550570178107
2024-09-02,0.0,29.615312807297084,24.601895103452996,13.627369290156398,10.457486936066038,9.540637238192952,6.5526381941472644,2.2977078550981824,1.7487975185712707,1.5581550570178107
2024-09-03,0.0,29.613286709571607,24.60021199296094,13.626436989285473,10.456771499067846,9.539984526417335,6.559031288437321,2.29755066004543,1.748677876590862,1.5580484576231832
2024-09-11,0.0,29.613442553400393,24.60034145482255,13.626508700208136,10.456826529207634,9.5395084686497,6.559065806204941,2.2975627512089405,1.7486870792389257,1.558056657058776
2024-09-13,0.0,21.332226794820166,17.721008362941326,9.8159399566685,7.532639769013801,34.83622453424987,4.724863686071087,1.6550635609399025,1.2596775704219172,1.1223557648734326
2024-09-17,9.13006773216544,19.38715240331281,16.10520519855652,8.92092165305072,6.845812985477247,31.659854392956294,4.281991602725285,1.5041547139796378,1.144820054263369,1.0200192635126817
2024-09-20,9.127551953521982,19.381810297930407,16.10076742958529,8.918463504345464,6.871481504168965,31.651130560026097,4.280811705342088,1.5037402460461136,1.1445046005419282,1.019738198491661
2024-09-23,9.12701752916216,19.380675479787122,16.099824718728094,8.917941322256207,6.876589826357751,31.649277364856864,4.280905476668074,1.5036522010344366,1.1444375890210328,1.0196784921282582
2024-09-24,9.127237578672203,19.38114274175194,16.100212880417256,8.918156331004932,6.871589257873044,31.650040418938346,4.2837640804236585,1.503688453614105,1.1444651810498565,1.0197030762546584
2024-09-25,9.127709149068162,19.382144093264714,16.101044718495054,8.918617098950982,6.866777659495106,31.651675658731744,4.28398540657039,1.503766143600079,1.1445243113062933,1.0197557605174798
2024-09-26,9.13117262854854,19.38949858465532,16.10715420742425,8.922001239134584,6.820109360953419,31.66368578387633,4.296940151805056,1.5043367427610066,1.1449585973250815,1.0201427035164154
2024-09-27,9.13315526035666,19.39370858464122,16.110651519058695,8.923938454010303,6.777130686068751,31.679177035849452,4.312003679248515,1.5046633761516617,1.1452071997145423,1.0203642049002015
2024-09-30,9.140842156308453,19.41003124814138,16.124211006269004,8.931449263190776,6.681767970294194,31.714463167351653,4.32391136428906,1.5059297720997473,1.1461710603231166,1.0212229917326172
2024-10-02,9.140558393435452,19.409428694663504,16.123710455842495,8.93289663424548,6.678111278140923,31.71347864239977,4.323432208621828,1.5110569238880447,1.1461354792697007,1.0211912894928066
2024-10-03,9.14114170290001,19.41066731740097,16.1256017706288,8.933466691667402,6.678537445268384,31.72205648057921,4.323708110685807,1.4973554030274616,1.1462086204984911,1.0212564573434617
2024-10-04,34.58036819918179,19.424440578318,16.12271812698874,8.931869173957644,6.677343162890407,6.271332288446257,4.32776334698474,1.4970876400350313,1.146003650957156,1.0210738322402266
2024-10-07,34.566420031400156,19.41660563119742,16.116214946448963,8.928266458997399,6.674649822488851,6.26880271460049,4.362905751849722,1.4999312615688254,1.1455414045429522,1.0206619769052143
2024-10-08,34.55557923326892,19.410516151816843,16.1111605429928,8.925466356057726,6.667731546288527,6.265113479512372,4.391865752241858,1.5080768454103501,1.1451821372799165,1.0193079551306863
2024-10-09,34.55126029585095,19.408090123766662,16.1091468857004,8.924350804489114,6.667242775001453,6.266491054419107,4.425431912183308,1.5078883580615245,1.120917233847792,1.0191805566796828
2024-10-10,34.552093753598164,19.40855829259563,16.109535476251306,8.924566080842366,6.669126629911952,6.246310518195126,4.4400120766844475,1.5096477571960967,1.1209442730106047,1.0192051417143093
2024-10-14,34.552450962084826,19.408758943293833,16.109702020797904,8.92465834531602,6.669195577068898,6.244996659665512,4.440402587304334,1.5096633643252793,1.1209558616225785,1.0192156785208157
2024-10-15,34.563170652160004,19.414780394010723,16.114699958948687,8.927427166885108,6.64368741177706,6.246934132315009,4.441780195497662,1.5066845729153295,1.121303631436006,1.0195318840544116
2024-10-17,34.563169460713844,19.41305614711852,16.114702850605227,8.927426859142832,6.643687182758839,6.248657494608068,4.441780042382602,1.5066845209775728,1.121303592782929,1.0195318489095644
2024-10-22,34.563170652160004,19.413056816316733,16.114703406104073,8.927427166885108,6.64368741177706,6.248657710009001,4.441780195497662,1.5066811257599415,1.121303631436006,1.0195318840544116
2024-10-24,34.55959668316261,19.411049429207942,16.113037081826274,8.926504035490655,6.645068507498577,6.2480115740061555,4.449593215252034,1.5065253289527964,1.1211876841910111,1.0194264604119416
2024-10-25,34.559656243255844,19.411082882257876,16.113064851073684,8.926347079205552,6.645079959625851,6.2480223418445435,4.4496008836918355,1.5065279253022235,1.1211896164486008,1.0194282172939904
2024-10-29,34.55810774754888,19.41021314043235,16.11234288174702,8.925947121230458,6.649262862716338,6.247742390108183,4.449401512846894,1.5064604231254564,1.1211393799157043,1.0193825403287182
2024-10-31,34.55655939060092,19.409343476543427,16.111620977115223,8.925547199095158,6.653445390981494,6.247462463457987,4.449202159867355,1.5063929269974847,1.1210891478844482,1.0193368674565086
2024-11-07,34.55644029196718,19.409276582549044,16.111565448669122,8.925516437338331,6.653422459987504,6.247440931677717,4.4495314741762915,1.5063877352381592,1.1210852840684848,1.0193333543281657
2024-11-18,34.54846255318366,19.40479573506463,16.107845914496703,8.923455882546127,6.651886443373706,6.269084753211823,4.448504250321342,1.5060399688664818,1.120826469055284,1.0190980298802352
2024-11-19,34.55334401561531,19.407537500526082,16.110121843405707,8.924716706080144,6.63835237323664,6.27031514971844,4.449132793670892,1.5062527620556798,1.1209848342008433,1.0192420214902633
2024-11-22,34.58385461441383,19.42467435391075,16.124347079143735,8.932597229906914,6.554879283611155,6.276886602766162,4.453061377416873,1.5075827830716333,1.121974663680736,1.0201420120782139
2024-11-25,34.58993933525578,19.428091952157306,16.12718401423467,8.934168840739295,6.538438447852939,6.277990964994149,4.453844853859153,1.5078480288194944,1.1221720651183824,1.0203214969688326
2024-11-27,34.59077466012903,19.42856112813042,16.127573475395966,8.934384595192698,6.536181411022052,6.2781425744536605,4.453952411358807,1.507884442383316,1.1221991648547818,1.020346137079267
2024-11-29,34.59149068498962,19.428963297000877,16.127907314220415,8.9345695358755,6.534246721257711,6.2782725312472225,4.45404460763616,1.5079156554092816,1.1222223942420526,1.0203672581211556
2024-12-03,34.59232608479367,19.42943251506028,16.12829681031738,8.934785309682633,6.531989481964816,6.278424154306491,4.454152174783997,1.5079520722394935,1.1222494964093683,1.0203919004418711
2024-12-05,34.593955230475295,19.430347555465506,16.129056381819915,8.93520609858442,6.526431726136265,6.280444953180221,4.454361945666794,1.5074538028797222,1.1223023494009912,1.0204399563908724
2024-12-06,34.594074587840005,19.430414594781023,16.129112030896533,8.935236927168374,6.5247291250814206,6.28046662220748,4.455757409309751,1.5074590039534979,1.1223062216107444,1.0204434771511681
2024-12-09,34.59550694046183,19.431219102651795,16.129779849769573,8.935606886769598,6.518098517764004,6.280726662198137,4.4587022023649,1.507521419638332,1.1223526902120342,1.0204857281697988
2024-12-10,34.60211167982396,19.434928779110137,16.13285923785484,8.937312812184455,6.497601362127921,6.281925735900973,4.46093384319262,1.509079035257307,1.1225669621694878,1.020680552378299
2024-12-11,34.60593332562792,19.437075278569658,16.13464103875713,8.93829989772199,6.48589387948314,6.2826195460172904,4.462807101167535,1.5092457061708138,1.1226909445830566,1.0207932819014642
2024-12-12,34.60821477279604,19.43835669641016,16.13570473875216,8.938889168318958,6.478348165041177,6.283033736972256,4.464481977448507,1.5093452054188166,1.1227649596385698,1.0208605792033552
2024-12-13,34.60009371371487,19.433795350376894,16.157799667347508,8.936791595602985,6.473032053742853,6.281559379264934,4.464814690763583,1.508991027034651,1.1225014950065064,1.0206210271452159
2024-12-16,34.60140715603679,19.43453307003453,16.15841302805363,8.937130842091765,6.466720933382732,6.281797831391817,4.467744953189194,1.509048309326852,1.1225441059017878,1.0206597705909064
2024-12-18,34.61633964499312,19.44292018415191,16.165386308735687,8.9409877259173,6.42566547478143,6.284854032760487,4.470018286842462,1.5096995501018868,1.123028547976319,1.0211002437394054
2024-12-20,34.61669818310296,19.443121563844976,16.1655537414311,8.941080332035458,6.421589035751997,6.284919128022108,4.473171829533029,1.5097151867875873,1.12304017972413,1.0211108197666547
2024-12-27,34.622914023969834,19.44661280812705,16.168456459334756,8.942685809606655,6.404785916400417,6.286047660181769,4.473975040865186,1.5099862741485404,1.1232418349775382,1.0212941723882576
2024-12-30,34.622914023969834,19.44661280812705,16.168456459334756,8.942685809606655,6.40444060501152,6.286047660181769,4.4743203522540815,1.5099862741485404,1.1232418349775382,1.0212941723882576
2025-01-03,34.62207714614163,19.446142759907495,16.168065648130426,8.942469654043506,6.40428580191376,6.285895718785092,4.476629323800097,1.50994977594874,1.1232146848599383,1.021269486469321
2025-01-06,34.632241971879026,19.451852026038022,16.172812491282855,8.945095107314598,6.376806684454257,6.287741218531257,4.477943634226224,1.5103930877777776,1.1235444536802517,1.021569324815734
2025-01-08,34.622196697640135,19.44620990826192,16.168121477145768,8.942500532769904,6.374957056238858,6.314922979959523,4.4766447817907205,1.5099549898692572,1.1232185633678091,1.021273012956105
2025-01-09,34.03458242583635,20.81338360666039,15.893713154323324,8.790726773740145,6.266760115961017,6.207744949034095,4.40066634557106,1.4843277568667654,1.1041550919204626,1.003939780086396
2025-01-13,34.03989755456876,20.816634000975277,15.896195251220957,8.79209960810812,6.251782442434978,6.208714403077317,4.401693087588256,1.4845595620644945,1.104327526134013,1.0040965638278265
2025-01-15,34.04116880957957,20.817411419598216,15.896788910994267,8.803971276258995,6.243528187757583,6.2018165774080725,4.402196982704294,1.4846150044693691,1.1043687683821402,1.0041340628475006
2025-01-16,34.040359818132146,20.81691669193801,15.89641112237184,8.803762049087458,6.242700807169746,6.201669190677681,4.405147875693586,1.4845797224598694,1.1043425229587407,1.0041101995109198
2025-01-17,34.04151553197116,20.81762345293686,15.89695082590091,8.804060948091166,6.239517626710902,6.201879745294227,4.405297436109222,1.4846301258439558,1.104380016802625,1.0041442903389741
2025-01-20,34.04382719509295,20.81903711891699,15.898030342908276,8.804658806990739,6.233150617310845,6.202300897421827,4.40559658740917,1.484730942880383,1.1044550121286967,1.004212478940118
2025-01-21,34.05596857917675,20.82646201637247,15.903700213439077,8.80779889884028,6.20038893982913,6.203833570914321,4.407167798541793,1.4852604570426804,1.1048489047550658,1.004570621088434
2025-01-22,34.059207744350076,20.82844288355263,15.90521286199989,8.808636634973976,6.200978677392115,6.194912336594346,4.407586977471115,1.4854017246132851,1.1049539902435535,1.0046661688090166
2025-01-23,34.060480442114766,20.829221184471987,15.90580719552075,8.80896578919974,6.197813371085001,6.194804121258763,4.407751676724721,1.485457229940032,1.1049952792977213,1.004703710386522
2025-01-27,34.06742410459039,20.833467486334367,15.909049796774003,8.814159321141462,6.175282186448965,6.196067010929203,4.408660955801161,1.4857600593039395,1.1052205466502956,1.0049085320262163
2025-01-28,33.49833559678522,22.155926258620614,15.643292767958187,8.666920810820704,6.072125513553095,6.092563132306474,4.335015285466557,1.460940778206844,1.0867580908521162,0.9881217654301934
2025-02-03,33.50254977944556,22.158713535021054,15.645260737170954,8.668011133272516,6.0605263181987805,6.093329593488853,4.3355606423006465,1.4609073792323193,1.0868948080059946,0.988246073863314
2025-02-06,33.50266172438312,22.158787575827485,15.645313014019965,8.66804009644014,6.060212430193693,6.093349953652643,4.335575129080566,1.4609122606872063,1.08689843974066,0.9882493759745193
2025-02-07,33.512851846210125,22.165527361065863,15.650071670121562,8.670676555158279,6.0282974364158335,6.095203298287558,4.337228071622405,1.461356609677667,1.0902371909448905,0.9885499604958174
2025-02-10,33.519013717071864,22.16960284583236,15.652949184725538,8.672270796957275,6.0076762277316575,6.092980981893548,4.344711572929967,1.4616253033344497,1.090437648393576,0.9887317211297649
2025-02-11,33.53683987615136,22.181393135081173,15.661273772214459,8.67688290398739,5.9550131781218525,6.0955524062012465,4.350366981806278,1.4624026282698366,1.0910175674553542,0.989257550711046
2025-02-12,33.55850341069104,22.195721479018598,15.671390364790044,8.682487843307296,5.894263661237658,6.099489903311223,4.3531771549090115,1.4633472852490104,1.0917223236829308,0.989896573803192
2025-02-13,33.56333381427073,22.19891632627308,15.673646101262866,8.683737598692561,5.880718102303839,6.100367862542679,4.353803750268606,1.4635579191345114,1.0918794659534252,0.990039059297706
2025-02-14,33.562547374743545,22.198396172185994,15.673278844097732,8.683534125624924,5.875559270766213,6.100224921723867,4.361065922332009,1.4635236257653157,1.0918538815709053,0.9900158611894968
2025-02-17,33.56465848644923,22.19979246947784,15.67426470616788,8.684080327030161,5.875928848254343,6.101683200465424,4.355314613023117,1.4622766550604671,1.091922560073897,0.9900781339976374
2025-02-19,33.56870393416076,22.202468143942937,15.676153878325286,8.685126993210298,5.868601922783358,6.098401051274021,4.355839546042809,1.4624528988840177,1.0920541662281382,0.9901974651483781
2025-02-20,33.56881632162862,22.202542477440584,15.676206361830266,8.685156070872418,5.868286772413039,6.098421468620295,4.355854129321863,1.462457795152235,1.0920578224074993,0.9902007803131819
2025-02-21,33.57230295465591,22.20484854975335,15.677834574702596,8.686058156656848,5.861864787740307,6.099054882604961,4.352958219870664,1.462609693676173,1.0921645525883417,0.9903036277508517
2025-02-24,33.57331468586992,22.20551771261687,15.678307040193829,8.686319918746142,5.8463038090371455,6.099238683049304,4.365813442396145,1.4626537707203662,1.0921974659386764,0.9903334714316052
2025-02-25,33.57601293391668,22.20730234411233,15.679567087399281,8.687018028121804,5.836392695662741,6.0997288717309175,4.36616431771792,1.4627713224937569,1.094629335469787,0.990413063374788
2025-02-26,33.60482125597492,22.226356277622337,15.69302020404171,8.694471516228699,5.7686711723088955,6.104962457807699,4.373597232017757,1.4472685123814133,1.0955685307963041,0.9912628408202682
2025-02-27,33.6198076014292,22.236268303364987,15.700018635017058,8.69834888705868,5.730001008066706,6.1046672536236555,4.375212366634022,1.4479139336358946,1.0960571085615685,0.9917049026082292
2025-02-28,33.618793066191024,22.23559728590924,15.699544860082526,8.698086399492881,5.733181063434828,6.104483034840502,4.374745040316623,1.4478702403546915,1.0960240331623015,0.9916749762153865
2025-03-03,33.6186803438331,22.235522730914038,15.699492220188185,8.698057235185692,5.733161840326891,6.104462566773127,4.375065667657237,1.4478653857084485,1.0960203582411612,0.9916716511721171
2025-03-06,33.61856762223109,22.235448176418792,15.699439580646843,8.698028071074075,5.733142617347861,6.104442098843008,4.37538629284776,1.4478605310947603,1.0960166833446645,0.9916683261511454
2025-03-07,33.61563712587609,23.90983653428568,14.021744477187797,8.697269872811603,5.732642865135582,6.10390998083248,4.383721793189898,1.4477343225645039,1.0959211446848485,0.9915818834315205
2025-03-10,33.61608793821508,23.910157184145525,14.021932519895447,8.697386510094411,5.732719744420332,6.103991839103533,4.382439503109748,1.4477537378293033,1.095935841856071,0.9915951813305459
2025-03-11,33.61428476140422,23.908874636305402,14.021180379324843,8.696919979732552,5.741128787286306,6.103664419192025,4.38220442777018,1.4476760798944273,1.095877055536263,0.98818947355378
2025-03-12,33.6112423391498,23.906710648798665,14.01991132506645,8.696132823228135,5.749660139046119,6.103111977734643,4.3818077953155825,1.4475450510192356,1.0957778679210708,0.9881000327202991
2025-03-13,33.609439682126244,23.905428470668312,14.01915940130937,8.700694479994638,5.752033398122362,6.102784652205844,4.381572787739296,1.447467415470189,1.0933726739792697,0.9880470383844757
2025-03-14,33.60217468148441,23.900261084516526,14.016631722998687,8.698813741976409,5.771903297586334,6.101465477151616,4.380625669030498,1.4471545315958405,1.09313633105736,0.987833462602317
2025-03-17,33.60093600261006,23.899380047834306,14.016115027107148,8.698493077111229,5.775376833268515,6.101240558483085,4.380464185777582,1.4471011850561242,1.0930960347106833,0.9877970480412628
2025-03-19,33.60138642072521,23.899700417294056,14.016302912114629,8.698609679781347,5.776124498158048,6.0996467292184375,4.380522905582942,1.4471205833427714,1.0927755643933648,0.9878102893891969
2025-03-20,33.59969741505534,23.898499076105104,14.015598369308183,8.69817243588655,5.777844793834064,6.099005018324755,4.3836537778823725,1.447047842449296,1.0927206349895284,0.9877606361648136
2025-03-21,33.59969741505534,23.898499076105104,14.015598369308183,8.69817243588655,5.778179900179326,6.098669911979493,4.3836537778823725,1.447047842449296,1.0927206349895284,0.9877606361648136
2025-03-24,33.598909270517005,23.8979384915472,14.015269606903876,8.69796840377834,5.780390051419254,6.095175871279182,4.386901935827756,1.4470138992015447,1.0926950031574991,0.9877374663683433
2025-03-25,33.59844766017213,23.89761016137612,14.015445656498374,8.69784890370284,5.7816510110358745,6.094757036696721,4.386841664843979,1.4469940188959172,1.0926799907857225,0.9877238959923281
2025-03-27,33.602388644357845,23.90041327015885,14.017089620834067,8.698869131938556,5.784004845060689,6.095136797881229,4.374286032260081,1.447163746396514,1.0928081584501126,0.9878397526620567
2025-03-28,33.578756597413616,23.88360447438053,14.007231615695002,8.692751350078957,5.850600413601082,6.090515283730246,4.371209663673433,1.4461459782267334,1.092039603155581,0.9871450200448205
2025-03-31,33.58021856844166,23.88464433235399,14.007841470522287,8.69312982003781,5.859227942201892,6.090445543980131,4.359008233183683,1.4462089413539219,1.0920871489977462,0.9871879989268882
2025-04-01,33.58124820981915,23.885376686672682,14.008270980924609,8.69339637000515,5.859742521014125,6.090297367734452,4.359141889706274,1.4431870711723407,1.0921206347272732,0.9872182682239444
