date,CHINA MERCHANTS BANK CO LTD,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.359461156773842,1.359461156773842
2024-03-05,18.10452509609877,0.0,0.0,0.0,0.0,0.0,0.0,1.359461156773842,19.463986252872612
2024-03-06,18.11372665392251,0.0,0.0,0.0,0.0,0.0,0.0,1.357160767317907,19.470887421240416
2024-03-07,18.11372665392251,3.654272513336508,0.0,0.0,0.0,0.0,0.0,1.357160767317907,23.125159934576924
2024-03-08,18.11372665392251,3.654272513336508,0.0,0.0,0.0,0.6742153946663171,0.0,1.357160767317907,23.79937532924324
2024-03-11,18.11372665392251,3.654272513336508,0.0,0.0,0.0,0.6742153946663171,0.0,1.386444725091958,23.82865928701729
2024-03-12,18.11372665392251,3.654272513336508,0.0,0.0,0.0,0.6742153946663171,0.0,1.3836842577448363,23.825898819670172
2024-03-13,18.11832743283438,3.654272513336508,0.0,0.0,0.0,0.6742153946663171,0.0,1.3808087709249175,23.827624111762123
2024-03-14,18.11832743283438,3.654272513336508,0.0,0.0,0.0,0.674675472557504,0.0,1.3808087709249175,23.82808418965331
2024-03-15,18.122008055963875,3.654272513336508,0.0,0.0,0.0,0.675595628339878,0.0,1.3785083814689827,23.830384579109243
2024-03-18,18.12246813385506,3.654272513336508,0.0,0.0,0.0,0.675595628339878,0.0,1.3785083814689827,23.83084465700043
2024-03-19,18.131669691678802,3.634949241906655,0.0,0.0,0.0,0.675595628339878,0.0,1.3748277583394868,23.817042320264818
2024-03-20,18.14409179474085,3.603203867414753,0.0,0.0,0.0,0.675595628339878,0.0,1.3831091603808525,23.806000450876333
2024-03-21,18.152373196782214,3.5917019201350793,0.0,0.0,0.0,0.675595628339878,0.0,1.3831091603808525,23.802779905638026
2024-03-22,18.152373196782214,3.5894015306791442,0.0,0.0,0.0,0.67375531677513,0.0,1.3855245693095841,23.801054613546075
2024-03-25,18.152373196782214,3.5894015306791442,0.0,0.0,0.0,0.67375531677513,0.0,1.386904802983145,23.802434847219633
2024-03-26,18.1528332746734,3.5894015306791442,0.0,0.0,0.0,0.67375531677513,0.0,1.387364880874332,23.803355003002007
2024-03-27,18.1528332746734,3.5894015306791442,0.0,0.0,0.0,0.67375531677513,0.0,1.388285036656706,23.80427515878438
2024-03-28,18.166635611409014,3.5880212970055827,0.0,0.0,1.6254551895635934,0.67375531677513,0.0,1.3831091603808525,25.436976575134167
2024-04-02,18.172156546103256,3.5898616085703305,0.0,1.7588777780078169,1.6254551895635934,0.67375531677513,0.0,1.3796585761969502,27.199765015217075
2024-04-03,18.179517792362248,3.4748421357735864,0.0,1.7588777780078169,1.6254551895635934,0.67375531677513,0.0,1.3712621546827877,27.08371036716516
2024-04-05,18.179517792362248,3.4702413568617168,1.9498101028504127,1.7588777780078169,1.6254551895635934,0.6760557062310649,0.0,1.3800036346153404,29.039961560492188
2024-04-09,18.191939895424294,3.4702413568617168,1.9498101028504127,1.7588777780078169,1.6254551895635934,0.676975862013439,0.0,1.3829941409080557,29.056294325629327
2024-04-10,18.191939895424294,3.4716215905352774,1.9498101028504127,1.7588777780078169,1.6254551895635934,0.676975862013439,0.0,1.3825340630168688,29.0572144814117
2024-04-11,18.196540674336166,3.4716215905352774,1.9511903365239736,1.7588777780078169,1.6254551895635934,0.676975862013439,0.0,1.3825340630168688,29.063195493997135
2024-04-12,18.196540674336166,3.4716215905352774,1.9511903365239736,1.7588777780078169,1.6254551895635934,0.6820367188164956,0.0,1.3825340630168688,29.06825635080019
2024-04-15,18.196540674336166,3.4716215905352774,1.9534907259799086,1.7588777780078169,1.6254551895635934,0.6820367188164956,0.0,1.3825340630168688,29.070556740256126
2024-04-17,18.201141453248034,3.4725417463176513,1.9534907259799086,1.7588777780078169,1.6254551895635934,0.6829568745988696,0.0,1.3825340630168688,29.076997830732743
2024-04-18,18.201141453248034,3.4730018242088385,1.9553310375446564,1.7588777780078169,1.6254551895635934,0.6829568745988696,0.0,1.3825340630168688,29.079298220188676
2024-04-19,18.20206160903041,3.461499876929164,1.9553310375446564,1.7588777780078169,1.6254551895635934,0.6829568745988696,0.0,1.3825340630168688,29.068716428691378
2024-04-22,18.21126316685415,3.461499876929164,1.957631427000591,1.7588777780078169,1.6254551895635934,0.6774359399046258,0.0,1.3825340630168688,29.074697441276808
