date,YUE XIU SECURITIES CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,KGI ASIA LTD,QUAM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-04-18,0.0,0.0,7.135852842809365,92.86414715719063,0.0,0.0,0.0
2024-06-12,0.0,0.0,0.560685944961383,99.43931405503862,0.0,0.0,0.0
2024-06-13,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-07-26,7.897793263646922,89.19860627177701,0.09934050396404587,2.804259960612028,0.0,0.0,0.0
2024-07-30,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-07-31,7.900835502240655,89.23296567236504,0.06085866078170948,2.8053401646125944,0.0,0.0,0.0
2024-08-02,7.897797251829143,89.1986513147762,0.0992900567035584,2.8042613766910955,0.0,0.0,0.0
2024-08-05,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-08-06,7.900835502240655,89.23296567236504,0.06085866078170948,2.8053401646125944,0.0,0.0,0.0
2024-08-08,7.8977975708838954,89.1986549182181,0.09928602092051841,2.804261489977483,0.0,0.0,0.0
2024-08-09,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-08-15,7.895218217672863,89.16952339959938,0.13191274059440736,2.8033456421333427,0.0,0.0,0.0
2024-08-23,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-08-26,7.895218217672863,89.16952339959938,0.13191274059440736,2.8033456421333427,0.0,0.0,0.0
2024-08-27,7.904395707229836,89.27317504636049,0.015824964091098504,2.806604282318572,0.0,0.0,0.0
2024-08-29,7.895218217672863,89.16952339959938,0.13191274059440736,2.8033456421333427,0.0,0.0,0.0
2024-09-20,7.904395707229836,89.15693393301888,0.13206607743271373,2.806604282318572,0.0,0.0,0.0
2024-10-10,7.897793263646922,89.08246225319397,0.21548452254708883,2.804259960612028,0.0,0.0,0.0
2024-10-17,7.897793263646922,89.08246225319397,0.21548452254708883,2.804259960612028,0.0,0.0,0.0
2024-10-22,7.906976744186046,89.18604651162791,0.09945601617795755,2.807520728008089,0.0,0.0,0.0
2024-10-23,80.95238095238095,15.476190476190476,1.01824016563147,2.5531884057971013,0.0,0.0,0.0
2024-12-04,83.9506172839506,12.345679012345679,1.0559527643585613,2.6477509393451424,0.0,0.0,0.0
2024-12-05,86.07594936708861,10.126582278481013,1.0826857457347274,2.714782608695652,0.0,0.0,0.0
2024-12-09,88.31168831168831,7.792207792207792,1.110807453416149,2.785296442687747,0.0,0.0,0.0
2024-12-10,87.40359897172236,7.712082262210797,1.099385268805186,2.7566558623002124,1.0282776349614395,0.0,0.0
2024-12-11,88.54166666666666,7.8125,1.1137001811594203,1.4904664855072465,1.0416666666666665,0.0,0.0
2024-12-12,88.70877906091661,7.827245211257348,1.1158021644488338,1.3045408685428912,1.043632694834313,0.0,0.0
2024-12-13,89.88131758195809,6.6089204104380945,1.1305506598461075,1.3217840820876188,1.0574272656700952,0.0,0.0
2024-12-16,90.59983812519971,4.796462018392926,1.1395883986791424,1.3323505606647015,2.131760897063523,0.0,0.0
2024-12-17,91.08526815759195,4.286365560357268,1.1456942642604935,1.3394892376116465,2.143182780178634,0.0,0.0
2024-12-18,93.08014581445246,4.3802421559742335,1.170786355831352,1.0950605389935584,0.2737651347483896,0.0,0.0
2024-12-27,93.33566632714127,4.1177499850209385,1.174000359497477,1.0980666626722502,0.27451666566806254,0.0,0.0
2024-12-30,93.85093926548078,3.5884182660330888,1.1804815969349387,1.1041286972409505,0.27603217431023763,0.0,0.0
