date,KOALA SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,SUPREME CHINA SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,SUCCESS SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,ABCI SECURITIES CO LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-07,67.42989314387886,0.0,29.724443048676562,0.0,0.0,0.0,0.0,2.845663807444572,0.0,0.0
2024-03-14,67.50438974172494,0.0,29.757282636235615,0.0,0.0,0.0,0.0,2.7383276220394497,0.0,0.0
2024-03-15,67.15889439880746,0.0,30.10818271307119,0.0,0.0,0.0,0.0,2.732922888121344,0.0,0.0
2024-03-18,67.13770300340491,0.0,30.098682342190504,0.0,0.0,0.0,0.0,2.7636146544045967,0.0,0.0
2024-03-19,67.12711231998063,0.0,30.09393440471403,0.0,0.0,0.0,0.0,2.7789532753053536,0.0,0.0
2024-03-20,67.05307098836111,0.0,30.06074073825072,0.0,0.0,0.0,0.0,2.886188273388157,0.0,0.0
2024-03-22,67.07420898240063,0.0,30.070217168624186,0.0,0.0,0.0,0.0,2.855573848975188,0.0,0.0
2024-03-26,67.04954928457802,0.0,30.059161913853565,0.0,0.0,0.0,0.0,2.8912888015684075,0.0,0.0
2024-04-08,67.0460279507033,0.0,30.057583255291014,0.0,0.0,0.0,0.0,2.896388794005678,0.0,0.0
2024-04-11,67.0460279507033,0.0,30.07333877003629,0.0,0.0,0.0,0.0,2.880633279260407,0.0,0.0
2024-04-18,67.05307098836111,0.0,30.07649790807813,0.0,0.0,0.0,0.0,2.870431103560742,0.0,0.0
2024-04-19,60.78331698287096,0.0,30.242853879680844,6.066395640698259,0.0,0.0,0.0,2.907433496749933,0.0,0.0
2024-04-22,60.793879865692944,0.0,30.242853879680844,6.066395640698259,0.0,0.0,0.0,2.896870613927953,0.0,0.0
2024-04-26,62.018914102603816,0.0,28.83720429035747,6.188637260593554,0.0,0.0,0.0,2.9552443464451534,0.0,0.0
2024-04-30,63.7426521229654,0.0,26.89885429016644,6.341361077334379,0.0,0.0,0.0,3.0171325095337798,0.0,0.0
2024-05-02,63.742564145031956,0.0,26.898817164230604,6.341352324955489,0.0,0.0,0.0,3.017266365781955,0.0,0.0
2024-05-03,63.74608345180748,0.0,26.90582340681031,6.34170243895706,0.0,0.0,0.0,3.006390702425154,0.0,0.0
2024-05-07,63.699871704672425,0.0,27.089627391742194,6.3382030377022724,0.0,0.0,0.0,2.8722978658830995,0.0,0.0
2024-05-08,63.72800419559187,0.0,27.107111804242518,6.341002249610114,0.0,0.0,0.0,2.823881750555502,0.0,0.0
2024-05-10,63.73000648624777,0.0,27.105615434509602,6.340652212914534,0.0,0.0,0.0,2.8237258663280937,0.0,0.0
2024-05-13,63.719454141542364,0.0,27.11216591006306,6.339602334662564,0.0,0.0,0.0,2.82877761373201,0.0,0.0
2024-05-14,63.73298017630261,0.0,27.106181627557284,6.3382030377022724,0.0,0.0,0.0,2.822635158437832,0.0,0.0
2024-05-16,64.04959016729708,0.0,26.869545478165502,6.282870716038038,0.0,0.0,0.0,2.797993638499386,0.0,0.0
2024-06-19,64.29372760684203,0.0,26.687075735391986,6.240204054468853,0.0,0.0,0.0,2.778992603297142,0.0,0.0
2024-06-20,50.964684380196054,20.977974899057152,20.696259716414158,4.839379371319907,0.366547833544309,0.0,0.0,2.155153799468421,0.0,0.0
2024-07-22,49.979207093015255,20.572334835835196,22.233846142404452,4.745802838619153,0.35946009094340303,0.0,0.0,2.1093489991825383,0.0,0.0
2024-07-25,51.13013152637733,21.196774878123488,20.243750895329132,4.889854029156706,0.3703709222214678,0.0,0.0,2.169117748791878,0.0,0.0
2024-07-29,51.13221189508393,21.195872540783235,20.24288912779871,4.889645870231385,0.37035515569496613,0.0,0.0,2.1690254104077886,0.0,0.0
2024-08-01,49.98946195202931,20.718717757786347,19.787187606173696,4.779571707931499,0.3620178374926894,0.0,0.0,2.128519245097103,0.0,2.2345238934893588
2024-08-06,49.98738191479911,20.71785566200425,19.78636427090873,6.234041450982016,0.36200277410631604,0.0,0.0,0.6779230111640407,0.0,2.234430916035537
2024-08-09,49.9957041751465,20.716131685650467,19.784717805913175,6.233522703278329,0.3619726510939375,0.0,0.0,0.6737059945791475,0.0,2.2342449843384418
2024-08-14,49.9957041751465,20.716131685650467,19.793039016283153,6.233522703278329,0.3619726510939375,0.0,0.0,0.6653847842091719,0.0,2.2342449843384418
2024-08-15,49.97075027975959,20.709238648394653,19.836363776264697,6.231448575498072,0.36185220915972716,0.0,0.0,0.6568449440408036,0.0,2.2335015668824543
2024-08-16,49.96659383783674,20.707516105762682,19.843031586862363,6.230930259203954,0.36182211119874785,0.0,0.0,0.6567903093225547,0.0,2.233315789812961
2024-08-19,49.95620575747199,20.703211002593974,19.85969626151223,6.229634845622437,0.3617468881971346,0.0,0.0,0.6566537622819825,0.0,2.2328514823202443
2024-08-22,49.92299290720318,20.68944669370208,19.912976687201198,6.22549313937754,0.36150638463905355,0.0,0.0,0.6562171930358912,0.0,2.2313669948410544
2024-08-29,49.91677041368418,20.686867923070228,19.922958880865878,6.224717182479596,0.36146132581936946,0.0,0.0,0.6561354009198151,0.0,2.2310888731609357
2024-09-12,48.62041683657737,18.267312593313306,17.592751063810663,5.496668466206711,0.31918447266597727,7.154134732168457,0.0,0.5793931936295915,0.0,1.970138641627929
2024-09-17,48.63647615519177,18.27334628475925,17.598561947653703,5.498484015228293,0.3192898992640368,7.156497742124962,0.0,0.5465545775620309,0.0,1.9707893782159511
2024-09-20,49.01581473928681,18.113799984829722,17.455821120261174,5.450476235690783,0.31650214921330116,7.0940136892636465,0.0,0.5999898501034907,0.0,1.953582231351066
2024-09-23,49.04436213427034,18.124349677935307,17.465987598630093,5.453650658043572,0.3166864838390701,7.098145327427434,0.0,0.5420980989164772,0.0,1.9547200209377085
2024-09-25,49.01759797780512,18.11445898082964,17.456456178410384,5.450674528817569,0.31651366384029667,7.094271775730787,0.0,0.5963735901726509,0.0,1.9536533043935551
2024-09-30,49.642688738300755,17.874501924453163,17.225215496932165,5.378471002530338,0.3123208978759128,7.000295986873907,0.0,0.6387321351100204,0.0,1.9277738179237374
2024-10-07,49.640906681686246,17.873860271569423,17.224597151915148,5.378277927979591,0.3123096862849201,7.000044692593037,0.0,0.6422989726267739,0.0,1.9277046153448516
2024-10-09,49.63734295225971,17.87257710399507,17.22336059505441,5.3778918204606665,0.3122872655175811,6.999542158152681,0.0,0.6494318794686019,0.0,1.9275662250912768
2024-10-10,51.147136018649974,17.935023691586675,15.56536073725329,5.396682115260933,0.3133783937844457,7.023998481375508,0.0,0.6841194418334582,0.0,1.934301120255717
2024-10-14,51.174007159459535,17.90535553392706,15.575573401361803,5.3877549112277725,0.3128600025208605,7.012379366846873,0.0,0.7009682297859624,0.0,1.9311013948701388
2024-10-15,51.18881903765258,17.911796780807514,15.588371307036326,5.389693094440546,0.3129725503287741,7.0149019901276946,0.0,0.6616491530944801,0.0,1.9317960865120882
2024-10-16,51.196185934608465,17.91797248071659,15.590614725175051,5.350891821300055,0.3130175921283631,7.015911547704691,0.0,0.6833317952296479,0.0,1.932074103137138
2024-10-17,50.817288682275944,17.889915426381144,15.569328288534424,5.275319223777409,0.31259021775860957,7.006332467003318,0.0,1.2572773787262235,0.0,1.8719483155429377
2024-10-18,50.78854475420618,17.89350841738986,15.569328288534424,5.275319223777409,0.31259021775860957,7.006332467003318,0.0,1.2824283157872611,0.0,1.8719483155429377
2024-10-21,50.757922634355744,17.89157988881969,15.567650255712554,5.274750659826589,0.31255652737483236,7.005577337711759,0.0,1.3182161357127626,0.0,1.871746560486065
2024-10-22,50.68789157419721,17.892222685485162,15.56820955979502,5.274940167525539,0.3125677566958211,7.005829029389093,0.0,1.3865254195728132,0.0,1.8718138073393424
2024-10-23,50.671989847235906,17.89929649841417,15.574364558198598,5.277025651292018,0.31269133250176606,7.008598831936136,0.0,1.3834794386579574,0.0,1.8725538417634495
2024-10-24,50.632136082363864,17.890294434037617,15.56653176810044,5.274371685275316,0.31253407115323095,7.005074008606901,0.0,1.447445869188685,0.0,1.871612081273946
2024-10-25,50.56226712948647,17.896080435633724,15.571566228432443,5.276077499738123,0.3126351495698661,7.007339559324587,0.0,1.5018166078619115,0.0,1.8722173899528767
2024-10-28,50.55318396728483,17.892865528340227,15.568768904067534,5.27512968884199,0.3125789868237179,7.006080739152297,0.0,1.5195111264646077,0.0,1.871881059024793
2024-10-29,50.5550003386394,17.89350841738986,15.569328288534424,5.275319223777409,0.31259021775860957,7.006332467003318,0.0,1.5159727313540383,0.0,1.8719483155429377
2024-10-30,50.31431511431037,17.896080435633724,15.618281825494606,5.276077499738123,0.3126351495698661,7.007339559324587,0.0,1.7030530259758485,0.0,1.8722173899528767
2024-10-31,50.30708395903775,17.89350841738986,15.616037171647779,5.275319223777409,0.31259021775860957,7.006332467003318,0.0,1.717180227842339,0.0,1.8719483155429377
2024-11-01,50.16345828735405,17.903800928711263,15.66097023777532,5.278353636122278,0.31277002253921443,7.010362574154806,0.0,1.797259235838124,0.0,1.8730250775049508
2024-11-04,50.03224911456536,17.909595671444187,15.666039066111672,5.280062027625093,0.3128712536589304,7.012631547527751,0.0,1.9129200184198454,0.0,1.873631300647158
2024-11-05,49.801948503551934,17.922486316875556,15.677314884874976,5.283862415344749,0.31309644648129076,7.017678972856517,0.0,2.1086325908569,0.0,1.8749798691580746
2024-11-06,49.64173700456393,17.925711878191482,15.680136376242645,5.284813367233023,0.3131527953476293,7.018941964688243,0.0,2.260189299065059,0.0,1.8753173146679871
2024-11-07,49.627047349426014,17.91303914461112,15.618871217678572,5.264164635541147,0.311929250143595,6.991517675632303,0.0,2.405440619785493,0.0,1.8679901071817586
2024-11-08,49.50294137277459,17.938588212835253,15.631761802271715,5.268509261897363,0.3121866919478081,6.9972879229681135,0.0,2.4791929363993175,0.0,1.8695317989058393
2024-11-11,49.412895475144644,17.948893326640803,15.640741722120612,5.271535842745604,0.3123660326713328,7.001307628840217,0.0,2.541654189977431,0.0,1.8706057818593607
2024-11-12,49.325708721413996,18.008363196756267,15.664363173742913,5.27949718697703,0.3128377839002889,7.0118813632823365,0.0,2.523917707121986,0.0,1.8734308668051782
2024-11-13,49.298966819008925,18.006131793662878,15.670079449468599,5.277789160909798,0.3127365744345399,7.009612875256929,0.0,2.5518585539204586,0.0,1.8728247733378771
2024-11-14,49.30605638552519,18.026697163466828,15.672332926118122,5.278548147146822,0.3127815483333777,7.010620910920534,0.0,2.519868818699591,0.0,1.8730940997895376
2024-11-15,49.30782909576996,18.027345280819617,15.672896396555108,5.278737927816052,0.31279279382928127,7.010872965139063,0.0,2.516364096564528,0.0,1.8731614435063857
2024-11-18,49.29527081489301,18.026697163466828,15.683118496750307,5.278548147146822,0.3127815483333777,7.010620910920534,0.0,2.519868818699591,0.0,1.8730940997895376
2024-11-19,49.23807648271782,18.01892338862987,15.676355359231017,5.276271843041312,0.31264666542566305,7.0075976733338265,0.0,2.597842234898986,0.0,1.8722863527214992
2024-11-20,49.21679609899651,18.012450362719466,15.67431621435402,5.27437642212111,0.3125343518360854,7.0050802997743284,0.0,2.632832488053644,0.0,1.8716137621448334
2024-11-21,49.206190150896425,18.008568779015434,15.670938485662791,5.273239823093395,0.3124670024070734,7.003570743606817,0.0,2.653814575615937,0.0,1.8712104397021292
2024-11-22,49.12666574379374,17.982089331708504,15.658655125495176,5.265486154395684,0.3120075570382091,6.993272830166755,0.0,2.7933642089317363,0.0,1.8684590484701946
2024-11-25,49.08441826949607,17.966625268651143,15.645189146887947,5.2609579925999554,0.3117392398005729,6.9872588231162895,0.0,2.876959030297471,0.0,1.8668522291505574
2024-11-27,49.416899463684025,17.82546729453723,15.522269946894552,5.219624344180762,0.3092900052401548,6.932362186417262,0.0,2.9219017851365887,0.0,1.8521849739094327
2024-11-28,49.41162962810243,17.823566380420264,15.52061464655477,5.21906772160043,0.30925702244495046,6.93162291686958,0.0,2.9322542277567774,0.0,1.8519874562507952
2024-11-29,49.399337714924584,17.819132490420746,15.516753651701165,5.2177693971414705,0.30918008993942203,6.929898567607736,0.0,2.956401342765577,0.0,1.8515267454992976
