date,BRIGHT SMART SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,IFAST SECURITIES (HK) LTD,BNP PARIBAS,ICBC (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-06-17,0.0,24.690303289192652,9.354976505766768,51.51644596326356,0.0,3.8017941050832977,6.364801366937206,0.0,4.271678769756514
2024-06-28,0.0,46.91558441558442,17.775974025974026,7.873376623376624,0.0,7.224025974025975,12.094155844155845,0.0,8.116883116883116
2024-07-29,0.0,43.51187189398122,12.092766427388185,25.731639977912756,0.0,4.914411927112092,8.227498619547212,0.0,5.521811154058531
2024-07-30,0.0,16.969696969696972,12.066115702479339,52.34159779614325,0.0,4.90358126721763,8.209366391184574,0.0,5.5096418732782375
2024-08-02,0.0,16.99779249448124,12.08609271523179,53.36644591611479,0.0,3.80794701986755,8.222958057395143,0.0,5.518763796909492
2024-08-05,17.96690307328605,12.458628841607565,10.354609929078014,44.18439716312057,0.0,3.2624113475177303,7.044917257683216,0.0,4.7281323877068555
2024-08-16,17.975402081362347,10.099337748344372,10.359508041627247,46.52317880794702,0.0,3.2639545884578998,7.048249763481551,0.0,4.730368968779565
2024-08-22,18.21668264621285,8.89261744966443,10.49856184084372,47.14765100671141,0.0,3.307766059443912,7.142857142857142,0.0,4.793863854266539
2024-08-26,17.633410672853827,14.17633410672854,10.162412993039444,48.8399071925754,0.0,3.2018561484918795,1.345707656612529,0.0,4.640371229698376
2024-09-12,16.877637130801688,17.854763491005997,9.726848767488342,46.746613368865205,0.0,3.0646235842771485,1.2880302020874972,0.0,4.4414834554741285
2024-09-16,16.885136636303045,17.818262608309265,9.731170850922018,46.76738502554988,0.0,3.0659853365918686,1.2886025327704953,0.0,4.443457009553432
2024-09-19,16.885136636303045,15.596534103532548,9.731170850922018,48.98911353032659,0.0,3.0659853365918686,1.2886025327704953,0.0,4.443457009553432
2024-09-20,11.012896681640342,25.648456745399216,6.34690624547167,51.25344153021302,0.0,1.9997101869294307,0.8404579046514997,0.0,2.8981307056948267
2024-09-25,18.098685463897883,42.15088588302534,10.430558201562203,19.88950276243094,0.0,3.286340255286721,1.3812154696132597,0.0,4.762811964183654
2024-09-26,18.10730963499476,37.35823882588392,10.435528447536454,19.89898027256266,4.765081482893358,3.2879062231964165,1.3818736300390737,0.0,4.765081482893358
2024-09-30,17.852109367659494,34.01296626890914,10.288452503993236,19.618528610354225,4.697923517805131,3.2415672272855396,3.7113595790660527,1.879169407122052,4.697923517805131
2024-10-02,18.36991201778981,29.68191047084985,10.586870347094655,22.60466015662767,4.834187373102582,3.3355892874407815,3.8190080247510396,1.9336749492410326,4.834187373102582
2024-10-03,20.473034858035668,15.651096384893053,11.798933247131082,27.886428532945423,5.387640752114649,4.31011260169172,6.950056570227897,2.15505630084586,5.387640752114649
2024-10-08,20.69604052066881,15.821578345406023,11.927454931648603,28.190185719732042,5.446326452807581,4.357061162246064,7.02576112412178,2.178530581123032,4.357061162246064
2024-11-07,20.707318402266907,18.554847147294424,11.933954552885401,28.205547381614082,5.449294316386029,4.359435453108822,1.580295351751948,2.179717726554411,7.029589668137976
2024-11-08,11.927181418706843,10.687382297551789,6.87382297551789,58.64720652856246,3.1387319522912747,2.5109855618330195,0.9102322661644695,1.2554927809165097,4.048964218455744
2024-11-12,20.919350399119185,18.74483897605285,12.056151940545003,27.470410129369665,5.505092210294523,4.404073768235619,1.5964767409854113,2.2020368841178093,7.101568951279933
2024-11-18,20.919350399119185,21.49738508120011,12.056151940545003,27.470410129369665,5.505092210294523,4.404073768235619,1.5964767409854113,2.2020368841178093,4.349022846132673
2025-01-15,20.919350399119185,21.49738508120011,12.056151940545003,28.5439031103771,5.505092210294523,4.404073768235619,0.5229837599779796,2.2020368841178093,4.349022846132673
2025-02-04,18.82586078771365,19.346049046321525,10.849640822392866,35.694822888283376,4.954173891503592,3.9633391132028732,0.4706465196928412,1.9816695566014366,3.913797374287838
2025-02-11,18.981018981018984,18.681318681318682,10.939060939060939,35.989010989010985,4.9950049950049955,3.996003996003996,0.4745254745254745,1.998001998001998,3.9460539460539463
2025-02-14,27.37752161383285,26.945244956772335,15.778097982708934,7.672910662824208,7.204610951008646,5.763688760806916,0.6844380403458213,2.881844380403458,5.69164265129683
2025-02-27,25.65833896016205,25.25320729237002,14.787305874409181,13.470627954085076,6.75219446320054,5.401755570560432,0.6414584740040513,2.700877785280216,5.334233625928427
2025-03-20,25.486250838363517,25.083836351441985,14.688128772635814,14.050972501676728,6.70690811535882,5.365526492287056,0.6371562709590879,2.682763246143528,5.298457411133468
2025-03-28,25.486250838363517,28.37022132796781,14.688128772635814,14.050972501676728,6.70690811535882,5.365526492287056,0.6371562709590879,2.682763246143528,2.0120724346076457
2025-03-31,25.333333333333336,28.199999999999996,14.6,14.566666666666666,6.666666666666667,5.333333333333334,0.6333333333333333,2.666666666666667,2.0
2025-04-30,25.28276779773786,26.34730538922156,14.570858283433132,14.53759148369927,6.65335994677312,5.322687957418496,2.6280771789753827,2.661343978709248,1.996007984031936
2025-05-02,25.28276779773786,24.35129740518962,14.570858283433132,14.53759148369927,6.65335994677312,5.322687957418496,4.624085163007319,2.661343978709248,1.996007984031936
