date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,DEUTSCHE BANK AG,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,5.89948639896447,10.182679511805373,12.676719928518876,4.043664886594634,3.1445471779344083,2.380341421108594,1.4408544801528784,1.2093877564866093,0.7340857422981132,0.5327746405030964,42.24454194436705
2024-03-04,5.912350620042661,10.169371860608825,12.723223119196792,4.072032070290453,3.141014929454126,2.2694760579034945,1.4502405759129846,1.2112296056773697,0.7345702395527004,0.5351816969271601,42.218690775566564
2024-03-05,5.867848562072324,10.148681620182652,12.728621904626031,4.135598299998122,3.106404591522323,2.2857861203082837,1.4446051203402757,1.2427017497308566,0.7345132678030184,0.5416600970128722,42.23642133359676
2024-03-06,6.086931289033764,10.180875406398778,12.690403355881037,4.107596685029429,2.992266438680284,2.251697786032942,1.4412960112129138,1.2396110323106093,0.7319922678795908,0.5442677414722745,42.26693801393162
2024-03-07,6.142603133293833,10.214974897641765,12.690403355881037,4.143147056830984,2.927549142246749,2.1055407977227594,1.4362919925325135,1.2366769872019874,0.7300267425155625,0.5038272944896827,42.13104140035687
2024-03-08,6.068465320668093,10.268352679447974,12.759800406786365,4.194654266189301,2.92470055476265,1.8607177594904212,1.4344499059594626,1.234682975963118,0.7301691718897675,0.4843688307680929,41.960361871925244
2024-03-11,5.939774446516663,10.326486652823466,12.806540979754622,4.210820000161562,2.905991032167088,2.1309043832988865,1.4268016859469472,1.2287550654087078,0.7314538848450961,0.5034401239741355,42.210968254897175
2024-03-12,5.853399814206104,10.390879447666103,12.804357062683478,4.188112010267487,2.8563489354639855,2.192051450085684,1.4148632558010885,1.216624830372253,0.7319856211754613,0.6130682506819749,42.26169067840362
2024-03-13,5.757613686230372,10.408892015857223,12.807205650167578,4.088069617825931,2.8489540023552644,2.470644730324306,1.3390053710995327,1.1826744152076,0.7446191066674401,0.6338843037220283,42.28156289945728
2024-03-14,6.084757816783397,10.516109288024353,12.807205650167578,4.008613017602797,2.8846947547536734,2.237216754175235,1.2420204625575761,1.1237350037209792,0.7658396591302354,0.5489251820087763,42.2191175889246
