date,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,32.70559322245911,32.76476123936249,15.344117479302897,5.665929354331182,5.082106294442615,2.0222775018771246,0.6588723543350814,0.7021744614928211,5.054168092396683,0.0
2024-03-04,32.45473733704752,32.47083216404414,15.172678898101596,5.645134243661679,5.04476626116254,2.0096876574328397,0.6670502361936962,0.7219730337379107,5.0204999740597955,0.7926401945582896
2024-03-05,32.503829045759154,32.53146956457278,15.097437738909983,5.699167776264807,4.986920658627018,2.0116039951092897,0.6526854965517346,0.6979124065316886,5.025537754645187,0.7934355630283583
2024-03-06,32.541429308410045,32.4834151600772,15.111570652253159,5.722631465975444,4.984698243210572,2.011017923210198,0.6501461437373682,0.6762076428641508,5.025536702933675,0.7933467573281844
2024-03-07,32.55080209709834,32.47363705069777,15.139423839166296,5.70845351860359,4.969353670860328,2.0089567983591317,0.6562301355243607,0.6804836961222187,5.020125550184798,0.792533643383167
2024-03-08,32.62489804636758,32.46632276171869,15.202988786346772,5.710831851610037,4.958562737733401,2.009610098379194,0.5130179825905388,0.6977883578490405,5.023140576230972,0.7928388011737653
2024-03-11,32.66172877240288,32.44882519968183,15.210407076500903,5.701049124642558,4.9506763962404285,2.0086569211057803,0.506300110912006,0.6998459930955351,5.020087162637249,0.7924232427808329
2024-03-12,32.650857729805956,32.44124017519779,15.21971433369848,5.714456238349077,4.939380941970869,2.00793991259869,0.5160193557726176,0.6985300371462475,5.0197366916280775,0.7921245838321989
2024-03-13,32.61969682448793,32.44454218367993,15.214041747939069,5.739706155590345,4.932776632483748,2.007865431399184,0.5362009387423969,0.6943725036848062,5.0187497637873175,0.7920478182052788
2024-03-14,32.67062268703999,32.527560066121765,15.136113078540205,5.771303983154753,4.9287093480086,2.009596964967231,0.5430129396874002,0.592869735280362,5.026926703910735,0.7932844932889611
2024-03-15,32.63206241669696,32.45622740962621,15.18648864838358,5.75133341925223,4.913764003203429,2.0046273105388286,0.6633338362011889,0.5853393699321598,5.015445585517774,0.791378000647632
2024-03-18,32.76679571986773,32.497240539630496,14.986564094784931,5.780870589271732,4.858137497709333,2.0084694439690263,0.675916511352995,0.5992622745825584,5.0335794746203675,0.7931638542108328
2024-03-19,32.68918137654697,32.40932086728363,15.215677207514238,5.757450119113545,4.8422657183424995,2.006387041023217,0.6740521300068648,0.602826363530023,5.011816186312718,0.791022990326298
2024-03-20,32.728526592651995,32.446465877182376,15.165474171310231,5.73992364625397,4.8279236418014415,2.007719127179582,0.6745063696707478,0.6026508810993993,5.0152536369029885,0.7915560559472701
2024-03-21,32.70581421917174,32.47913692897863,15.208121612581143,5.717254674623808,4.865378733386491,2.0062440876605607,0.6726414186363574,0.5428648034396676,5.01156900930135,0.7909745122202436
2024-03-22,32.60977501562946,32.42424549623058,15.310968693671667,5.719331076945428,4.861826993284132,2.0064220171501694,0.6726340489789939,0.5923167109626781,5.011514101076211,0.7909658460706774
