date,ORIENT SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,WATON SECURITIES INTERNATIONAL LIMITED,YUEN META (INTERNATIONAL) SECURITIES LTD,FORTUNE (HK) SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,KINGKEY SECURITIES GROUP LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,41.46375594738315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.53624405261685
2024-03-05,0.0,41.29946674150997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.70053325849004
2024-03-08,0.0,41.28787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.71212121212122
2024-03-15,0.0,40.76204169662114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.23795830337887
2024-03-18,0.0,40.90123812266052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.09876187733948
2024-03-19,0.0,34.57466228550566,0.0,0.0,0.0,0.0,0.0,0.0,15.467932335402216,49.95740537909212
2024-03-20,0.0,34.30021754894852,0.0,0.0,0.0,0.0,0.0,0.0,16.086536137297557,49.613246313753926
2024-03-21,0.0,34.34148692613568,0.0,0.0,0.0,0.0,0.0,0.0,16.19472225569346,49.463790818170864
2024-03-22,0.0,34.36521320163816,0.0,0.0,0.0,0.0,0.0,0.0,16.188870151770658,49.44591664659118
2024-03-27,0.0,34.41261434761675,0.0,0.0,0.0,0.0,0.0,0.0,16.177178623013962,49.41020702936928
2024-03-28,0.0,34.44163353812794,0.0,0.0,0.0,0.0,0.0,0.0,16.190820383086376,49.36754607878569
2024-04-03,0.0,34.44953023367863,0.0,0.0,0.0,0.0,0.0,0.0,16.188870151770658,49.36159961455071
2024-04-05,0.0,34.45742502709864,0.0,0.0,0.0,0.0,0.0,0.0,16.1869203902204,49.355654582680955
2024-04-11,0.0,34.47403301602603,0.0,0.0,0.0,0.0,0.0,0.0,16.19472225569346,49.33124472828052
2024-04-15,0.0,34.44243520192887,0.0,0.0,0.0,0.0,0.0,0.0,16.20253164556962,49.35503315250151
2024-04-17,0.0,34.458237917319515,0.0,0.0,0.0,0.0,0.0,0.0,16.19862600940099,49.343136073279496
2024-04-19,0.0,34.046600095102235,0.0,0.0,0.0,0.0,0.0,0.0,15.977175463623395,49.97622444127437
2024-04-22,0.0,33.85789222699094,0.0,0.0,0.0,0.0,0.0,0.0,16.02288984263233,50.11921793037673
2024-04-25,0.0,33.90032116093732,0.0,0.0,0.0,0.0,0.0,0.0,15.986677768526228,50.113001070536455
2024-04-26,0.0,33.62705406049059,0.0,0.0,0.0,0.0,0.0,0.0,16.00381043105501,50.3691355084544
2024-04-29,0.0,33.619149696320115,0.0,0.0,0.0,0.0,0.0,0.0,16.005716327259737,50.37513397642015
2024-04-30,0.0,1.5566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7466666666666667,2.35
2024-05-06,0.0,33.397060580714545,0.0,0.0,0.0,0.0,0.0,0.0,16.059266340064525,50.54367307922093
2024-05-07,0.0,33.42092689918777,0.0,0.0,0.0,0.0,0.0,0.0,16.05351170568562,50.525561395126616
2024-05-09,0.0,33.22951605174892,0.0,0.0,0.0,0.0,0.0,0.0,16.099664590321037,50.67081935793004
2024-05-10,0.0,33.26149425287356,0.0,0.0,0.0,0.0,0.0,0.0,16.091954022988507,50.646551724137936
2024-05-13,0.0,33.31738246201699,0.0,0.0,0.0,0.0,0.0,0.0,16.078478286876422,50.604139251106595
2024-05-14,0.0,33.397060580714545,0.0,0.0,0.0,0.0,0.0,0.0,16.059266340064525,50.54367307922093
2024-05-16,0.0,33.43682827800335,0.0,0.0,0.0,0.0,0.0,0.0,16.049677573441603,50.51349414855505
2024-05-17,0.0,33.48448687350835,0.0,0.0,0.0,0.0,0.0,0.0,16.0381861575179,50.47732696897375
2024-05-21,0.0,33.492423338503755,0.0,0.0,0.0,0.0,0.0,0.0,16.03627252117886,50.471304140317386
2024-05-22,0.0,33.560171919770774,0.0,0.0,0.0,0.0,0.0,0.0,16.045845272206304,50.39398280802292
2024-05-23,0.0,8.396445822648936,0.0,0.0,0.0,75.01043592343014,0.0,0.0,4.007394597173356,12.585723656747568
2024-05-24,0.0,8.415561186465942,0.0,0.0,0.0,74.99478312714264,0.0,0.0,4.006558354449248,12.583097331942167
2024-05-27,0.0,15.683333333333332,0.0,0.0,0.0,139.76111111111112,0.0,0.0,7.466666666666668,23.32777777777778
2024-05-28,0.03567394018669362,8.392294428919673,0.0,0.0,0.0,74.78744277305428,0.30620131993578686,0.0,3.9954813009096855,12.482906236993877
2024-05-29,0.035672879693213234,8.395017687802849,0.0,0.0,0.0,74.78521953684711,0.3061922173667469,0.0,3.9953625256398824,12.482535152650199
2024-05-30,0.035675000743229185,8.389571008116063,0.0,0.0,0.0,74.78966614145138,0.3062104230460505,0.0,3.9956000832416683,12.48327734340161
2024-06-04,0.0356707588953955,8.400463719865641,0.0,0.0,0.0,74.78077346095539,0.3061740138521447,0.0,3.995124996284296,12.481793050147141
2024-06-05,0.0356718192627824,8.397740784780023,0.0,0.0,0.0,74.78299643281807,0.3061831153388823,0.0,3.995243757431629,12.482164090368608
2024-06-06,0.03567394018669362,8.392294428919673,0.0,0.0,0.0,74.78744277305428,0.30620131993578686,0.0,3.9954813009096855,12.482906236993877
2024-06-11,0.035652742290094484,8.446728860894885,0.0,0.0,0.0,74.74300314932557,0.3060193713233109,0.0,3.993107136490582,12.47548873967556
2024-06-12,0.035664398014681846,8.416797931464917,0.0,0.0,0.0,74.76743840461259,0.30611941629268585,0.0,3.994412577644366,12.479567271970755
2024-06-13,0.03565380158659417,8.444008675758386,0.0,0.0,0.0,74.74522387616246,0.30602846361826663,0.0,3.9932257776985467,12.475859405175743
2024-06-19,0.03565592036844451,8.438567820531867,0.0,0.0,0.0,74.74966572574655,0.3060466498291487,0.0,3.993463081265785,12.476600802258208
2024-06-21,0.029400955531054755,7.0072277349013845,0.0,17.640573318632853,0.0,61.48964841357344,0.2523582016415533,0.0,3.292907019478133,10.287884356241578
2024-07-02,0.029451466437599706,7.043809056325929,0.0,17.474536752975826,0.0,61.59528776536999,0.2527917535893975,0.0,3.298564241011167,10.305558964290098
2024-07-03,0.030004500675101266,7.848677301595239,0.0,15.102265339800972,0.0,62.75191278691804,0.2575386307946192,0.0,3.360504075611342,10.64909736460469
2024-07-04,0.02206531332744925,5.60642836128273,0.0,37.62135922330097,0.0,46.147764048249485,0.1893939393939394,0.0,2.471315092674316,7.941674021771108
