date,RUIBANG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,YUET SHEUNG INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,CNCB (HONG KONG) CAPITAL LTD
2024-05-23,41.23411828202722,29.828212446696263,17.377383169390402,4.603449365703756,3.4705170158659158,0.0,0.916556858130613,1.7103388586071255,0.8594240035787049,0.0
2024-05-24,41.247626757293546,29.785563391409408,17.42695517518846,4.583609857131397,3.4702217295439244,0.0,0.916478873581828,1.7101933357156922,0.8593508801357458,0.0
2024-05-27,41.25464699832477,29.76145611215526,17.442078159533366,4.620860858719094,3.4708123524448866,0.0,0.9166348559521695,1.6740135234033657,0.8594971394670874,0.0
2024-05-28,41.26410143549513,29.703295340416375,17.464501710775576,4.645965512126201,3.471403176425099,0.0,0.9167908914271541,1.6742984847416327,0.8596434485928355,0.0
2024-05-29,41.31727341786945,29.562077562866435,17.478671185648338,4.7076783731665985,3.475671516780615,0.0,0.9179181518923236,1.6775745534583844,0.863135238317848,0.0
2024-05-30,41.29917350544668,29.54912726458534,17.461279362946954,4.759158124275966,3.4741489247782873,0.0,0.9175160382776982,1.67683965616269,0.8627571235263767,0.0
2024-05-31,41.301183823672574,29.451994781829864,17.475515489008743,4.839706769991627,3.4743180357873014,0.0,0.9175607001693958,1.6769212796199302,0.8627991199205592,0.0
2024-06-03,41.30872426040113,29.441548988916665,17.439757349737217,4.877104750034689,3.474952348726987,0.0,0.9177282209947979,1.6772274383698031,0.8629566428187158,0.0
2024-06-04,41.30520504731861,29.317336526852827,17.438271604938272,5.006912801339721,3.474656307200997,0.0,0.9176500369980917,1.6770845503758225,0.8628831249756592,0.0
2024-06-05,41.33236880178877,29.262328223264696,17.44365041090018,5.024819637472538,3.4769413633020108,0.0,0.9182535159123348,1.6781874601156463,0.8634505872438268,0.0
2024-06-06,41.03204559357976,29.770266970043547,17.30602296604903,4.988309028525003,3.451677720901329,0.0,0.9115814366233284,1.6829195753046062,0.8571767089733948,0.0
2024-06-07,41.03998432840694,29.680497814925253,17.30090667904916,5.049735541867096,3.4523455392793485,0.0,0.911757806170448,1.7074297378152155,0.8573425524865351,0.0
2024-06-11,41.02758140479483,29.41041362436293,17.46370995038829,5.062715781940563,3.4513021865903313,0.0,0.9114822587352398,1.7069137259073723,0.9658810672804463,0.0
2024-06-12,41.01617733432916,29.42761772859881,17.461272771658606,5.06130854403991,3.450342858938382,0.0,0.9112289021504519,1.7064392703401037,0.9656125899445769,0.0
2024-06-13,41.01667303164927,29.420722127418898,17.46752650330415,5.06136971202885,3.450384557746506,0.0,0.911239914725347,1.706459893358342,0.965624259768637,0.0
2024-06-14,41.02113484675242,29.42271385646289,17.47184397488862,5.0619202904681675,3.450759892379804,0.0,0.9113390398789393,1.6945587982894867,0.9657293008796718,0.0
2024-06-17,41.012212187052135,29.4090635550926,17.497045438616418,5.060819253347899,3.4500093047536415,0.0,0.9111408111328356,1.6941902084989862,0.965519241505485,0.0
2024-06-18,41.053884508657376,29.140165526785,17.655142047722617,5.122814487585491,3.4535148434608214,0.0,0.9120666171521747,1.6959116674368027,0.9665003011997184,0.0
2024-06-19,41.09613922241973,29.032117445909883,17.708429194860045,5.128087144787635,3.4570693738769065,0.0,0.9130053617874563,1.6976571846498854,0.9674950717084583,0.0
2024-06-20,41.098627502742815,28.785629345817483,17.951692552864273,5.128397639120652,3.4572786917802745,0.0,0.9130606422424963,1.6977599740371088,0.9675536513949,0.0
2024-06-21,41.111073425523045,28.776176678650682,17.945015650286354,5.129950674948882,3.4583256616243347,0.0,0.913337144961383,1.698274107739866,0.9678466562654444,0.0
2024-06-24,41.10708991017703,28.769754755191222,17.714359078708952,5.129453601155006,3.457990562289856,0.0,0.9132486458726975,1.6981095510789417,1.209993895526293,0.0
2024-06-25,41.13499074011228,28.493547167250057,17.2415715629333,5.132935142001106,3.4603376222935434,0.0,0.9138684998981896,1.6992621178478278,1.9234871476636963,0.0
2024-06-26,41.11854459809497,28.371904811520317,16.99721587508511,5.130882948022399,3.45895414795843,0.0,0.9135031269914731,1.6985827374562934,2.3104117548710073,0.0
2024-06-27,41.39511436098663,28.1146009302055,16.75896819414586,5.132126506009496,3.4597924851610653,0.0,1.1294313821961866,1.6989944182822463,2.310971723013013,0.0
2024-06-28,41.2785611051764,27.88559606730439,15.770418743142192,6.394980689381819,3.450050995499829,0.0,1.1262513232244622,1.6942106815028928,2.3999303947680066,0.0
2024-07-02,41.30701344935752,27.810494900562787,15.806683322167858,6.399388599607716,3.4524290347467934,0.0,1.1270276218507922,1.6953784611961489,2.401584610510379,0.0
2024-07-03,41.31221927403691,27.801091822937956,15.807003243541336,6.400007739994243,3.452763057007476,0.0,1.127136661692108,1.6979612371413297,2.401816963648633,0.0
2024-07-04,41.31271889935951,27.81715009965363,15.790262969484703,6.4000851409663495,3.4528048143346424,0.0,1.1271502931558273,1.6979817720931132,2.4018460109522244,0.0
2024-07-05,41.15444482461171,28.022610849545327,15.736997074853862,6.375565632665256,3.439576697138947,0.0,1.1228320426387035,1.6914765964213947,2.456496282124803,0.0
2024-07-08,41.29523920049709,27.540636401221448,16.02535740449267,6.365946417734709,3.4513439085895548,0.0,1.12667338802293,1.6936367131117218,2.501166566329873,0.0
2024-07-09,41.33621492895641,27.483258590938465,16.002536320447632,6.384363874858725,3.4547685486583877,0.0,1.1277913440804266,1.6953172457689674,2.5157491462909944,0.0
2024-07-10,41.35022527157269,27.43204932975352,16.03338038091595,6.398632634236921,3.455939495033373,0.0,1.1281735934749926,1.6063158353447589,2.5952834596677943,0.0
2024-07-11,41.363243382002146,27.21062076347635,16.205527853591555,6.440605724498519,3.4570275133377084,0.0,1.1285287714293326,1.5160064611904767,2.6784395304739093,0.0
2024-07-12,41.347222255844414,27.07298946710983,16.3348156683701,6.438111100083033,3.4556885111368794,0.0,1.1280916610786589,1.515419270032705,2.707662066344378,0.0
2024-07-15,41.309806599398996,27.151633141797245,16.228990960755684,6.488254793850505,3.4566089636953143,0.0,1.1283921380609574,1.515822915077595,2.720490487363703,0.0
2024-07-16,41.28731225889516,27.177990425990195,16.235884627857562,6.484721758365159,3.4547267438202143,0.0,1.1277776971069842,1.514997507272472,2.716588980692252,0.0
2024-07-17,41.27532529117734,27.180987220617343,16.249316513517307,6.482839045586735,3.4537237311345637,0.0,1.1274502687976928,1.5145576572260853,2.7158002719429404,0.0
2024-07-18,41.25835566347112,27.190368858405968,16.263192516421114,6.480173739757963,3.452303793060083,0.0,1.126986737349211,1.5139349733489402,2.7146837181855994,0.0
2024-07-19,41.27732263574819,27.097618690449117,16.32994759280139,6.483152755128212,3.453890859468379,0.0,1.1275048269788193,1.514630947829916,2.715931691595976,0.0
2024-07-22,41.380949724329135,27.08924071051042,16.304239728137347,6.3914890107624425,3.4625618834396152,0.0,1.1303354379564698,1.5184334424050432,2.7227500624595224,0.0
2024-07-23,41.3744264330685,27.20744448648177,16.194959401647218,6.390481456690241,3.462016045322701,0.0,1.1301572519232075,1.518194076617871,2.722320848248499,0.0
2024-07-24,41.368406758618015,27.270170129391452,16.145318046906826,6.389551688684553,3.461512347475218,0.0,1.1299928223631885,1.5179731905565579,2.71707501600419,0.0
2024-07-25,41.35687394395732,27.359535716969653,16.040212650936834,6.419285006072624,3.460547336166417,0.0,1.1296777994070404,1.5175500052120328,2.7163175412780873,0.0
2024-07-26,41.32982215578872,27.392514602315536,16.02124149359097,6.438100960082563,3.458283770655826,0.0,1.128938870140536,1.5165573663261278,2.714540781099722,0.0
2024-07-29,41.30230576295478,27.449328413855884,15.94399736594908,6.491918693045911,3.455981329227313,0.0,1.1281872500314731,1.5155476792268285,2.7127335057087243,0.0
2024-07-30,41.30230576295478,27.544958019813485,15.618372505156735,6.491918693045911,3.455981329227313,0.0,1.3460774914538605,1.5276526926391836,2.7127335057087243,0.0
2024-07-31,41.2438925918136,27.571276263970585,15.465734448320628,6.506913066287591,3.451093591724145,0.0,1.4239538532578082,1.6282392532582919,2.7088969313673585,0.0
2024-08-01,41.24439114962092,27.58611519418227,15.450206947238124,6.506991722110475,3.4511353086801795,0.0,1.4239710660683893,1.62825893547888,2.7089296766207647,0.0
2024-08-02,41.24040302461854,27.606412810149106,15.423330561410973,6.506362528766753,3.450801601268638,0.0,1.4238333752344854,1.6401883617938848,2.7086677367576244,0.0
2024-08-05,39.68669379133546,26.561703968902012,14.844591466662946,6.261238941346975,3.32079457134416,3.7697706499917416,1.3701912451990963,1.5783951780434413,2.6066201871741725,0.0
2024-08-06,39.60377651955697,26.53522670028113,14.824023195834407,6.248157356529168,3.3138564467565996,3.761894481239278,1.3673285093797807,1.744562605770637,2.6011741846520273,0.0
2024-08-07,39.15250658661746,26.260407773585598,15.730311292262217,6.213681804411887,3.2760963160841983,3.7190291279961074,1.3517483223632876,1.7246839800611387,2.5715347966181046,0.0
2024-08-08,39.09508401088979,26.36168223442384,15.71411547945331,6.204568579102234,3.2712914669135507,3.7135746564857506,1.3497657961555738,1.7221544920389027,2.567763284537046,0.0
2024-08-09,39.04140311049678,26.421601384070375,15.733731223053194,6.1960491747755,3.266799703413491,3.708475600267294,1.3479124520564247,1.7197898263504299,2.564237525516509,0.0
2024-08-12,39.00257654770042,26.443335383292904,15.735230574727884,6.18988722174085,3.263550880530033,3.7047875319782264,1.34657195701029,1.7523725043266338,2.561687398692751,0.0
2024-08-13,38.98742392767444,26.458200499569216,15.742829262049879,6.187482431663456,3.262282981052478,3.7033482107149145,1.346048809695208,1.7516917022604024,2.5606921753200007,0.0
2024-08-14,38.97718030030249,26.47752300704605,15.738692962174314,6.1858567211646545,3.2614258428301177,3.7023751862039975,1.3456951463586266,1.7512314595651737,2.560019374354569,0.0
2024-08-15,38.98188515075905,26.48908265014212,15.720709604891558,6.1864220887828685,3.26172392677287,3.70271357151344,1.3458181386124135,1.751391516547394,2.560253351978284,0.0
2024-08-16,38.98455744912276,26.488613460932037,15.694366370977693,6.209696953078227,3.2619475254900347,3.7029674010904388,1.3459103975577096,1.7515115784855422,2.560428863265558,0.0
2024-08-19,38.98188515075905,26.493652491020264,15.693290559622714,6.209271293173572,3.26172392677287,3.70271357151344,1.3458181386124135,1.751391516547394,2.560253351978284,0.0
2024-08-20,39.08332705130928,26.48501337500029,15.601578044440181,6.211208501520249,3.260941572607634,3.7018254419689463,1.3454953318850411,1.750971429354642,2.5596392519137328,0.0
2024-08-21,39.08645213171831,26.493984766587015,15.563988102037365,6.224270198893361,3.2612023156249856,3.702121437807558,1.3456029169198716,1.7625342112116822,2.5598439191998574,0.0
2024-08-22,39.096723772700166,26.505517507718114,15.53722860923157,6.2259058927302355,3.262059336345168,3.7030943289298386,1.3470991094749398,1.76185481493669,2.5605166279332825,0.0
2024-08-23,39.344043975321284,26.397362215481827,15.32592298348859,6.2557833563328185,3.2777136139347034,3.7208650867819166,1.3535636955618264,1.7519407968001248,2.572804276296907,0.0
2024-08-26,39.30605214814679,26.304563708210733,15.171537542399896,6.3333233951108525,3.2738798285427277,3.7165129682336184,1.3519804966206221,1.9689147690395319,2.57323514369523,0.0
2024-08-27,39.30334795680381,26.31995358404979,15.156734096689195,6.350087259234457,3.273654591028237,3.7162572782915992,1.3518874825997518,1.9596061982722444,2.568471553030911,0.0
2024-08-28,39.31330452414375,26.369812740267722,15.11381464864716,6.3490315891846265,3.274292844494601,3.716981824520841,1.3521510555723764,1.9416384538456597,2.5689723193232594,0.0
2024-08-29,39.365332329059044,26.421905426755337,15.108204431054121,6.378136826248301,3.2780523202410263,3.721249586655399,1.3651853620898702,1.790011757357534,2.5719219605393686,0.0
2024-08-30,39.38912847187919,26.344811107256337,15.176899553586814,6.3481195734835625,3.2797469023336174,3.723173278621105,1.3658910917249287,1.7989785110523449,2.5732515100621027,0.0
2024-09-02,39.39274873795688,26.311617230421387,15.175996709611747,6.377424995461929,3.28004834481063,3.723515476543346,1.3660166311663187,1.7991438556824682,2.573488018345293,0.0
2024-09-03,39.38188993561162,26.29287868659651,15.170664810590658,6.4020839506853475,3.2791441835677544,3.722489071433658,1.365640082053261,1.8124306555761531,2.5727786238850334,0.0
2024-09-04,39.36603908714036,26.232548744152307,15.260695708861864,6.397454790860385,3.276773130230786,3.7197974483635647,1.3646526276162536,1.8111201399314116,2.5709183228430685,0.0
2024-09-05,39.372681529364236,26.15051235905535,15.234647592463363,6.498604326587579,3.276848349065266,3.7198828368898518,1.364683953428582,1.8111617144746024,2.570977338671172,0.0
2024-09-09,39.40214582515039,26.064815771883765,15.250013207551504,6.531421339268692,3.2789182211380545,3.722232558566877,1.3655459772095087,1.81230576285669,2.572601336374516,0.0
2024-09-10,39.3903836394657,26.067368256687338,15.261534787490785,6.529471603055889,3.277939410361274,3.7211214112017124,1.3685827590720274,1.8117647599124658,2.571833372752803,0.0
2024-09-11,39.39608967028122,26.039011440722724,15.270448397334324,6.553958784004116,3.2781275978156534,3.721335041863584,1.3571792716700883,1.8118687738539758,2.571981022454313,0.0
2024-09-12,39.35146961690885,26.050840305298696,15.328462131219728,6.54539116395127,3.273842286804638,3.7164703507999413,1.3554051078819902,1.8095002201673271,2.568618816967562,0.0
2024-09-13,39.348762331961964,26.078860345547195,15.307914929528371,6.541500979218553,3.273617054455559,3.7162146667217044,1.3553118593227569,1.8093757309740357,2.5684421022698607,0.0
2024-09-16,39.36049659121147,26.10957672297514,15.259719405778881,6.543451731003919,3.2745932851912682,3.717322885220631,1.3557160291054569,1.8099153078920565,2.5692080416211702,0.0
2024-09-17,39.362863604460735,26.113463399865132,15.257969365707758,6.5404076315077235,3.2742177429343413,3.7168965691244136,1.3555605506649355,1.8097077402278074,2.568913395507154,0.0
2024-09-19,39.36421793392619,26.110921239451613,15.258494335580444,6.54063266256391,3.2743303965667123,3.7170244536857147,1.3556071904524882,1.8097700055279415,2.569001782244986,0.0
2024-09-20,39.36671927184644,26.10723198884281,15.259019341578888,6.540857709105589,3.2744430579513337,3.717152347047381,1.355653833449554,1.8098322751128566,2.569090175065145,0.0
2024-09-23,39.35453246714532,26.096856819854754,15.213019420436746,6.55603125064494,3.273429384503551,3.71600162352925,1.355234161990612,1.8666000133000984,2.56829485859473,0.0
2024-09-24,39.352276479436476,26.105679275048608,15.220172799647797,6.543043988700151,3.2732417360677992,3.71578860476208,1.3551564735664232,1.8664930109696591,2.5681476318010055,0.0
2024-09-25,39.35317884348157,26.10742440988576,15.196444868402345,6.56383139724193,3.273316792860386,3.7158738093381825,1.3551875478672422,1.8665358104296699,2.5682065204929123,0.0
2024-09-26,39.352727656286184,26.111711116767218,15.196270640003483,6.563756142414591,3.2732792640338264,3.7158312065616927,1.355172010538698,1.8630748875849275,2.568177075809377,0.0
2024-09-27,39.36741467621807,26.066790990854606,15.164798363141319,6.563720733925593,3.27440550329505,3.717109714948951,1.3556382854272324,1.9210610220732778,2.569060710115906,0.0
2024-09-30,39.365157277135296,26.049240564977456,15.16278194971352,6.586281084998922,3.2742177429343413,3.7168965691244136,1.3555605506649355,1.9209508649439655,2.568913395507154,0.0
2024-10-02,39.3619973533142,26.052883259138977,15.163858289929063,6.585752390388448,3.2739549146019535,3.716598206033251,1.3554517369735584,1.9207966661850342,2.5687071834355084,0.0
2024-10-03,39.355715962871926,26.07013794621565,15.168580548116081,6.5843177899255245,3.2732417360677992,3.71578860476208,1.3551564735664232,1.9089133066735149,2.5681476318010055,0.0
2024-10-04,39.35977728193144,26.11181309294214,15.088736363907381,6.617102417747732,3.2735795187436794,3.7161720561289893,1.3552963191436178,1.9091102972708323,2.568412652184183,0.0
2024-10-07,39.3557528941594,26.067497139660244,14.960207457748368,6.609161800076581,3.2730541091446033,3.7155756104159927,1.5568502557682562,1.8939003111407653,2.5680004218857837,0.0
2024-10-08,39.345961089636894,25.98456607562898,14.822253096184621,6.613065188384665,3.2727164348826867,3.715192282120766,1.7848054252582637,1.8937049213401744,2.5677354865629485,0.0
2024-10-09,39.34752104770814,25.99667088537941,14.831297345879419,6.587153102588089,3.272941543315175,3.715447825528715,1.7986848621581466,1.882371283405785,2.567912104037125,0.0
2024-10-10,39.33572044233344,26.062966494892624,14.672697096957583,6.532074675860551,3.272341322965761,3.7147664545471213,1.948504465513763,1.8934878688404335,2.5674411780887234,0.0
2024-10-14,38.05616086621711,26.738086823004565,14.875116153329419,6.661408070930186,3.3412368310797054,3.7929767318841767,1.989528060537828,1.9239906656024641,2.62149579741455,0.0
2024-10-15,38.08016828218186,26.762582513082627,14.818857723786724,6.658436830935437,3.3438587778928186,3.7959531695799034,1.991089289813587,1.9255004661491395,2.623552946577903,0.0
2024-10-16,38.061279197990295,26.755508314857174,14.855534770688811,6.65492933015239,3.3420973153183944,3.793953554797519,1.9900404329391492,1.9244861598540948,2.622170923402173,0.0
2024-10-17,38.01270793041274,26.71378157981511,14.967481823262949,6.647458998566441,3.3383457239942285,3.789694743070156,1.9878065606970887,1.9234951719686537,2.619227468212635,0.0
2024-10-18,38.0070944705687,26.698966695272148,14.913119626242526,6.6420051583395106,3.337955417542563,3.7892516666393865,1.9875741540533651,2.0051115730597187,2.6189212382820815,0.0
2024-10-21,38.00976084297764,26.69616277737374,14.91650433672336,6.637794152380462,3.3381895904608454,3.7895175000643087,1.9877135915178417,2.0052522408547637,2.619104967647038,0.0
2024-10-22,38.0075388399914,26.698109677962456,14.923816561129142,6.631560240569436,3.3379944440807012,3.7892959696201585,1.9875973922722212,2.005135016321682,2.6189518580528093,0.0
2024-10-23,38.0395607687483,26.57784372279378,14.840436984544528,6.65352967057656,3.3408067550995577,3.7924885090289546,2.1308613313612237,2.003313893075461,2.6211583647716314,0.0
2024-10-24,38.049356012191524,26.53786910497165,14.812655963968519,6.6517315804504875,3.341667017805057,3.7934650804575103,2.1314100313215447,2.0600118918868304,2.621833316946875,0.0
2024-10-25,38.09896590195288,26.45364371900284,14.79589923403617,6.734997140526705,3.345818137498476,3.7981774373494086,2.0766338842897727,2.070774307866833,2.6250902374769134,0.0
2024-10-28,38.04240769923458,26.483706663665014,14.736698934413928,6.77481990094552,3.3475442743508927,3.800136950322677,2.0777052378808345,2.110535794687078,2.6264445444994746,0.0
2024-10-29,38.051703949483404,26.381122450176814,14.83537757211544,6.727567539662613,3.3497044516457546,3.8025891866143224,2.043847689935869,2.1869874248223073,2.6210997355434733,0.0
2024-10-30,37.912707435634715,26.536789853140014,14.822144558133443,6.739465053499329,3.3393218895766372,3.7908028876069637,2.0375126905928203,2.2082801147182805,2.6129755170977957,0.0
2024-10-31,37.69457869939316,26.701788697006982,14.88015308963136,6.66375022809045,3.3394781290500677,3.790980250876101,2.0376080212977996,2.2785651122205013,2.613097772433573,0.0
2024-11-01,37.685356513765335,26.66279910266277,14.905014655416421,6.663360523243981,3.3392828319925516,3.790758549382788,2.0374888593103413,2.302994009174548,2.612944955051265,0.0
2024-11-04,37.65681569419887,26.664514982271992,14.944149757233868,6.630462237938874,3.3386189928246006,3.7900049582292574,2.0370838127847475,2.3259240548960176,2.6124255096217714,0.0
2024-11-05,37.28482175330166,27.379267368889238,14.872694167166657,6.4770650277869795,3.30687064633974,3.753964190818598,2.0339281453494165,2.3038058548405402,2.587582845507173,0.0
2024-11-06,36.62557714582191,26.92816198540438,14.630205690333534,6.380746711207495,4.955091285183424,3.6875891745762286,1.9979656249786661,2.2528313994634166,2.5418309830309456,0.0
