date,CHINA INTERNATIONAL CAPITAL CORPORATION,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-04,0.0,0.0,91.90541680294973,0.0,0.0,0.0,3.566103190786909,0.0,4.52848000626336,0.0
2024-03-05,0.0,31.184876062240484,53.97334139355306,9.578164408521971,0.0,0.0,2.0057875799427896,0.586457024913968,2.6713735308277267,0.0
2024-03-06,0.0,31.190996832877595,53.98876268263494,9.583148493394022,0.0,0.0,1.979629806611065,0.581978355540277,2.675483828942107,0.0
2024-03-07,0.0,31.181184919278383,54.00958374502463,9.589453599042102,0.0,0.0,1.9635117437268714,0.574187443895417,2.6820785490326107,0.0
2024-03-08,0.0,29.194276513818195,50.648025586426236,8.976128049909414,6.290873838557289,0.0,1.8324774336482563,0.5407091051933504,2.5175094724472573,0.0
2024-03-11,0.0,29.193340839992477,50.63805858320667,8.976725634585897,6.298179329948042,0.0,1.8292456879513654,0.5444635560035928,2.5199863683119528,0.0
2024-03-12,0.0,29.21167680237624,50.6464784016173,8.985560246261306,6.304064134162431,0.0,1.7884836939732505,0.5436310890817329,2.520105632527737,0.0
2024-03-13,0.0,29.239030776961556,50.63967091771556,8.998931010582055,6.309677598340091,0.0,1.741302771004926,0.5467999450515276,2.5245869803442873,0.0
2024-03-14,0.0,29.243589623103805,50.64735889831513,8.987080568224078,6.310468234863446,0.0,1.7419684848029193,0.5392606356294201,2.530273555061196,0.0
2024-03-15,0.0,29.240038295055438,50.733608118408526,8.905972569532873,6.311343813598505,0.0,1.7431053458662062,0.5375451329786401,2.528386724559815,0.0
2024-03-18,0.0,29.269885901611143,50.78652933820963,8.815329246454223,6.317592890031053,0.0,1.744831253827809,0.540317497012797,2.525513872853347,0.0
2024-03-19,0.0,29.271427553485697,50.7842865728149,8.811992160943555,6.319376568248236,0.0,1.7453238809334626,0.5436071042681448,2.5239861593060113,0.0
2024-03-20,0.0,29.28740237121388,50.80110213497161,8.780030957738784,6.324762019671755,0.0,1.746362734812565,0.5449674387562004,2.515372342835203,0.0
2024-03-21,0.0,29.311593243286318,50.75822020594788,8.787283106734403,6.329986160309671,0.0,1.7478051992883985,0.547662088899922,2.5174499955334118,0.0
2024-03-22,0.0,29.315533851985986,50.755461724933895,8.785994492589511,6.331321971586504,0.0,1.7481740370450356,0.5473286634539357,2.516185258405132,0.0
2024-03-25,0.0,29.31573425584535,50.77329665312558,8.784574560019323,6.330298746465273,0.0,1.7371172966064372,0.5467912824051274,2.5121872055329173,0.0
